actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
110,PT08M36.00S,2024-12-21T00:14:56.2Z,1,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612755,11,6,2024-12-21T00:26:46Z,375000,False,,,0,,K. Martin bad pass out-of-bounds TURNOVER (1 TO),[1630231],1610612755.0,PHI,bad pass,,,Martin,K. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,2534.0,,,,
39,PT08M27.00S,2024-12-21T00:15:10.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203995,72.22404730617609,83.08823529411765,1610612766,11,6,2024-12-21T00:26:46Z,390000,False,165.0,209.0,1,right,MISS V. Micić 26' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2024-12-21T00:15:13.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,11,6,2024-12-21T00:18:03Z,400000,False,,,0,,K. Martin REBOUND (Off:1 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Right Center,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,
41,PT08M17.00S,2024-12-21T00:15:20.5Z,1,REGULAR,3pt,Jump Shot,[],203954,33.065045992115635,51.9607843137255,1610612755,14,6,2024-12-21T00:18:23Z,410000,False,-10.0,258.0,1,left,J. Embiid 25' 3PT  (8 PTS) (K. Oubre Jr. 1 AST),"[203954, 1626162]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,,,,,,8.0,K. Oubre Jr.,1626162.0,1.0,,,,,
43,PT08M01.00S,2024-12-21T00:15:39.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,93.11760840998686,37.254901960784316,1610612766,14,6,2024-12-21T00:19:52Z,430000,False,-64.0,12.0,1,right,MISS M. Bridges 6' driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2024-12-21T00:15:42.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,14,6,2024-12-21T00:19:52Z,440000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,
45,PT07M40.00S,2024-12-21T00:15:57.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.178055190538765,3.6764705882352944,1610612755,17,6,2024-12-21T00:16:00Z,450000,False,232.0,15.0,1,left,K. Oubre Jr. 3PT  (6 PTS) (P. George 3 AST),"[1626162, 202331]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.21,Made,,,,,,,,,,6.0,P. George,202331.0,3.0,,,,,
47,PT07M40.00S,2024-12-21T00:16:07.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,6,2024-12-21T00:16:09Z,470000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M24.00S,2024-12-21T00:19:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,85.10183968462549,50.245098039215684,1610612766,17,8,2024-12-21T00:19:17Z,480000,False,1.0,88.0,1,right,C. Martin 8' driving floating Jump Shot (2 PTS) (N. Richards 1 AST),"[1628998, 1630208]",1610612766.0,CHA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,8.75,Made,,,,,,,,,,2.0,N. Richards,1630208.0,1.0,,,,,
50,PT07M04.00S,2024-12-21T00:19:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,14.4053876478318,95.09803921568627,1610612755,17,8,2024-12-21T00:20:58Z,500000,False,-225.0,83.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
51,PT07M02.00S,2024-12-21T00:19:34.8Z,1,REGULAR,rebound,offensive,[],202331,,,1610612755,17,8,2024-12-21T00:20:46Z,510000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,
52,PT07M00.00S,2024-12-21T00:19:37.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202331,31.750985545335087,32.84313725490196,1610612755,20,8,2024-12-21T00:19:42Z,520000,False,86.0,246.0,1,left,P. George 26' 3PT  (3 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.05,Made,,,,,,,,,,3.0,,,,,,,,
54,PT06M41.00S,2024-12-21T00:19:55.8Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,20,8,2024-12-21T00:20:01Z,540000,False,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 1626162]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,
55,PT06M41.00S,2024-12-21T00:19:55.8Z,1,REGULAR,steal,,[],1626162,,,1610612755,20,8,2024-12-21T00:19:57Z,550000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M34.00S,2024-12-21T00:20:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,11.12023653088042,2.941176470588235,1610612755,20,8,2024-12-21T00:20:08Z,560000,False,235.0,52.0,1,left,MISS P. George 24' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,,
57,PT06M30.00S,2024-12-21T00:20:07.4Z,1,REGULAR,rebound,defensive,[],203995,,,1610612766,20,8,2024-12-21T00:23:23Z,570000,False,,,0,,V. Micić REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Right Corner 3,24+ Right,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,
58,PT06M24.00S,2024-12-21T00:20:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,66.3107752956636,48.03921568627451,1610612766,20,8,2024-12-21T00:23:29Z,580000,False,-10.0,264.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2024-12-21T00:20:16.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,20,8,2024-12-21T00:20:21Z,590000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,
60,PT06M12.00S,2024-12-21T00:20:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,18.347568988173457,3.9215686274509802,1610612755,23,8,2024-12-21T00:20:30Z,600000,False,230.0,120.0,1,left,T. Maxey 25' 3PT  (6 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.98,Made,,,,,,,,,,6.0,J. Embiid,203954.0,2.0,,,,,
62,PT05M59.00S,2024-12-21T00:20:41.8Z,1,REGULAR,foul,personal,[],1630231,,,1610612766,23,8,2024-12-21T00:24:23Z,620000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 1630182]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Green,1630182.0
64,PT05M59.00S,2024-12-21T00:20:51.4Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,23,8,2024-12-21T00:21:00Z,640000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2024-12-21T00:20:51.4Z,1,REGULAR,substitution,out,[],203995,,,1610612766,23,8,2024-12-21T00:21:00Z,650000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M59.00S,2024-12-21T00:20:51.4Z,1,REGULAR,substitution,in,[],1631209,,,1610612766,23,8,2024-12-21T00:21:00Z,660000,False,,,0,,SUB in: I. Wong,[1631209],1610612766.0,CHA,,,,Wong,I. Wong,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M59.00S,2024-12-21T00:20:51.4Z,1,REGULAR,substitution,in,[],1642275,,,1610612766,23,8,2024-12-21T00:21:00Z,670000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M49.00S,2024-12-21T00:21:12.7Z,1,REGULAR,3pt,Jump Shot,[],1628998,66.3107752956636,42.64705882352941,1610612766,23,11,2024-12-21T00:21:18Z,680000,False,-37.0,264.0,1,right,C. Martin 26' 3PT  (5 PTS) (I. Wong 1 AST),"[1628998, 1631209]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,26.68,Made,,,,,,,,,,5.0,I. Wong,1631209.0,1.0,,,,,
70,PT05M37.00S,2024-12-21T00:21:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.670827858081466,32.1078431372549,1610612755,26,11,2024-12-21T00:21:28Z,700000,False,89.0,255.0,1,left,T. Maxey 26' 3PT pullup (9 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.99,Made,,,,,,,,,,9.0,,,,,,,,
71,PT05M19.00S,2024-12-21T00:21:42.4Z,1,REGULAR,turnover,bad pass,[],1631209,,,1610612766,26,11,2024-12-21T00:21:47Z,710000,False,,,0,,I. Wong bad pass TURNOVER (1 TO),"[1631209, 1630231]",1610612766.0,CHA,,,,Wong,I. Wong,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Martin,1630231.0,,,,,,,,,
72,PT05M19.00S,2024-12-21T00:21:42.4Z,1,REGULAR,steal,,[],1630231,,,1610612755,26,11,2024-12-21T00:21:45Z,720000,False,,,0,,K. Martin STEAL (2 STL),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M15.00S,2024-12-21T00:21:47.0Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,26,11,2024-12-21T00:21:50Z,730000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1628998]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Martin,1628998.0,,,,,,,,,
74,PT05M15.00S,2024-12-21T00:21:47.0Z,1,REGULAR,steal,,[],1628998,,,1610612766,26,11,2024-12-21T00:21:49Z,740000,False,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M10.00S,2024-12-21T00:21:52.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630182,86.67871222076215,3.9215686274509802,1610612766,26,11,2024-12-21T00:21:59Z,750000,False,-230.0,73.0,1,right,MISS J. Green 24' running 3PT,[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
76,PT05M09.00S,2024-12-21T00:21:53.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,26,11,2024-12-21T00:27:53Z,760000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,75.0,3.0,1.0,2.0,,,,,,,,,,,,
77,PT05M07.00S,2024-12-21T00:21:58.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630208,94.40999984741211,50.0,1610612766,26,13,2024-12-21T00:27:57Z,770000,False,0.0,0.0,1,right,N. Richards putback Layup (6 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,6.0,,,,,,,,
78,PT04M45.00S,2024-12-21T00:22:23.6Z,1,REGULAR,foul,personal,[],1630208,,,1610612755,26,13,2024-12-21T00:22:30Z,780000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 203954]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Embiid,203954.0
80,PT04M45.00S,2024-12-21T00:22:29.3Z,1,REGULAR,substitution,out,[],1630182,,,1610612755,26,13,2024-12-21T00:22:41Z,800000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2024-12-21T00:22:29.3Z,1,REGULAR,substitution,in,[],203552,,,1610612755,26,13,2024-12-21T00:22:41Z,810000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2024-12-21T00:23:02.0Z,1,REGULAR,3pt,Jump Shot,[],203954,28.991458607095925,74.50980392156863,1610612755,26,13,2024-12-21T00:23:06Z,820000,False,-123.0,220.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2024-12-21T00:23:06.0Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,26,13,2024-12-21T00:23:06Z,830000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,
