actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M34.00S,2025-02-21T00:21:54.3Z,1,REGULAR,3pt,Jump Shot,[],204001,66.04796320630749,56.86274509803921,1610612738,15,21,2025-02-21T00:21:58Z,900000,False,34.0,267.0,1,right,K. Porziņģis 26' 3PT  (7 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,26.88,Made,7.0,J. Brown,1627759.0,2.0,,,,,,,,,
92,PT04M25.00S,2025-02-21T00:22:08.7Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612755,15,21,2025-02-21T00:22:40Z,920000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Embiid 2 FT),"[201143, 203954]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
94,PT04M25.00S,2025-02-21T00:22:39.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,16,21,2025-02-21T00:22:39Z,940000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
95,PT04M25.00S,2025-02-21T00:22:56.3Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,17,21,2025-02-21T00:22:56Z,950000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
96,PT04M15.00S,2025-02-21T00:23:08.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.41327201051249,72.30392156862744,1610612738,17,24,2025-02-21T00:23:12Z,960000,False,112.0,244.0,1,right,J. Brown 26' 3PT pullup (7 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,26.86,Made,7.0,,,,,,,,,,,,
97,PT03M58.00S,2025-02-21T00:23:25.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.670827858081466,59.068627450980394,1610612755,20,24,2025-02-21T00:23:29Z,970000,False,-45.0,255.0,1,left,T. Maxey 25' 3PT pullup (5 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,25.86,Made,5.0,,,,,,,,,,,,
98,PT03M44.00S,2025-02-21T00:23:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,92.46057818659659,48.529411764705884,1610612738,20,24,2025-02-21T00:23:43Z,980000,False,-7.0,18.0,1,right,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,1.98,Missed,,,,,,,,,,,,,
99,PT03M42.00S,2025-02-21T00:23:41.0Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,20,24,2025-02-21T00:23:41Z,990000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,98.0,1.0,0.0,1.0,,,,
100,PT03M38.00S,2025-02-21T00:23:45.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,66.96780551905388,66.91176470588235,1610612738,20,24,2025-02-21T00:23:51Z,1000000,False,85.0,258.0,1,right,MISS P. Pritchard 27' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,27.15,Missed,,,,,,,,,,,,,
101,PT03M34.00S,2025-02-21T00:23:49.7Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,20,24,2025-02-21T00:23:51Z,1010000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,
102,PT03M15.00S,2025-02-21T00:24:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,9.674770039421814,46.32352941176471,1610612755,20,24,2025-02-21T00:24:13Z,1020000,False,18.0,38.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,4.26,Missed,,,,,,,,,,,,,
103,PT03M14.00S,2025-02-21T00:24:09.1Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,20,24,2025-02-21T00:24:13Z,1030000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,102.0,2.0,1.0,1.0,,,,
104,PT03M14.00S,2025-02-21T00:24:10.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,5.590000152587891,50.0,1610612755,22,24,2025-02-21T00:24:10Z,1040000,False,0.0,0.0,1,left,J. Embiid tip Layup (6 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,6.0,,,,,,,,,,,,
106,PT03M14.00S,2025-02-21T00:24:26.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,22,24,2025-02-21T00:24:26Z,1050000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,out,[],1629656,,,1610612738,22,24,2025-02-21T00:27:24Z,1060000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,out,[],1626162,,,1610612738,22,24,2025-02-21T00:27:24Z,1070000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,out,[],201950,,,1610612738,22,24,2025-02-21T00:27:24Z,1080000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,22,24,2025-02-21T00:27:24Z,1090000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,in,[],1641741,,,1610612738,22,24,2025-02-21T00:27:24Z,1100000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,in,[],202331,,,1610612738,22,24,2025-02-21T00:27:24Z,1110000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,22,24,2025-02-21T00:27:24Z,1120000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2025-02-21T00:27:04.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,22,24,2025-02-21T00:27:24Z,1130000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2025-02-21T00:27:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630202,70.77858081471747,78.43137254901961,1610612738,22,27,2025-02-21T00:28:01Z,1140000,False,142.0,222.0,1,right,P. Pritchard 26' 3PT  (3 PTS) (K. Porziņģis 1 AST),"[1630202, 204001]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,26.38,Made,3.0,K. Porziņģis,204001.0,1.0,,,,,,,,,
117,PT02M39.00S,2025-02-21T00:28:17.2Z,1,REGULAR,foul,personal,[],1630573,,,1610612755,22,27,2025-02-21T00:28:23Z,1160000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 202331]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,1193.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,
119,PT02M29.00S,2025-02-21T00:28:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,7.703679369250986,53.67647058823529,1610612755,22,27,2025-02-21T00:28:53Z,1180000,False,-18.0,20.0,1,left,MISS G. Yabusele cutting Layup,[1627824],1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,2.71,Missed,,,,,,,,,,,,,
121,PT02M28.00S,2025-02-21T00:28:47.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,22,27,2025-02-21T00:28:53Z,1200000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,119.0,,,,,,,
123,PT02M21.00S,2025-02-21T00:28:58.7Z,1,REGULAR,3pt,Jump Shot,[],1630202,74.32654402102497,83.33333333333334,1610612738,22,30,2025-02-21T00:29:02Z,1220000,False,167.0,189.0,1,right,P. Pritchard 25' 3PT  (6 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,25.19,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,
125,PT02M08.00S,2025-02-21T00:29:15.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612755,22,30,2025-02-21T00:29:28Z,1240000,False,,,0,,K. Porziņģis shooting personal FOUL (1 PF) (Maxey 2 FT),"[204001, 1630178]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,2004.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
127,PT02M08.00S,2025-02-21T00:29:45.9Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,23,30,2025-02-21T00:29:45Z,1260000,False,,,0,,T. Maxey Free Throw 1 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
128,PT02M08.00S,2025-02-21T00:29:47.0Z,1,REGULAR,substitution,out,[],204001,,,1610612755,23,30,2025-02-21T00:29:49Z,1270000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M08.00S,2025-02-21T00:29:47.0Z,1,REGULAR,substitution,in,[],1628436,,,1610612755,23,30,2025-02-21T00:29:49Z,1280000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M08.00S,2025-02-21T00:30:06.5Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,24,30,2025-02-21T00:30:06Z,1290000,False,,,0,,T. Maxey Free Throw 2 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
131,PT01M56.00S,2025-02-21T00:30:20.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.17279894875165,78.67647058823529,1610612738,24,30,2025-02-21T00:30:27Z,1300000,False,143.0,218.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,26.14,Missed,,,,,,,,,,,,,
132,PT01M53.00S,2025-02-21T00:30:23.5Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,24,30,2025-02-21T00:30:27Z,1310000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:2),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,
133,PT01M50.00S,2025-02-21T00:30:25.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641741,5.732588699080158,50.49019607843137,1610612755,26,30,2025-02-21T00:30:30Z,1320000,False,-2.0,1.0,1,left,R. Council IV running DUNK (2 PTS) (T. Maxey 3 AST),"[1641741, 1630178]",1610612755.0,PHI,running,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,,,0.29,Made,2.0,T. Maxey,1630178.0,3.0,,,,,,,,,
135,PT01M34.00S,2025-02-21T00:30:42.0Z,1,REGULAR,3pt,Jump Shot,[],201143,75.77201051248358,11.76470588235294,1610612738,26,33,2025-02-21T00:30:45Z,1340000,False,-191.0,175.0,1,right,A. Horford 25' 3PT  (3 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,25.93,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
137,PT01M19.00S,2025-02-21T00:30:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.25427069645204,77.94117647058823,1610612755,26,33,2025-02-21T00:31:01Z,1360000,False,-140.0,222.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,26.27,Missed,,,,,,,,,,,,,
138,PT01M16.00S,2025-02-21T00:31:00.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,33,2025-02-21T00:31:01Z,1370000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,
139,PT01M08.00S,2025-02-21T00:31:08.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.88107752956637,10.784313725490197,1610612738,26,36,2025-02-21T00:31:11Z,1380000,False,-196.0,202.0,1,right,J. Tatum 28' 3PT  (5 PTS) (P. Pritchard 2 AST),"[1628369, 1630202]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,28.18,Made,5.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
141,PT00M48.10S,2025-02-21T00:31:28.9Z,1,REGULAR,3pt,Jump Shot,[],202331,25.969119579500656,83.82352941176471,1610612755,26,36,2025-02-21T00:31:33Z,1400000,False,-169.0,192.0,1,left,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,25.55,Missed,,,,,,,,,,,,,
142,PT00M45.30S,2025-02-21T00:31:31.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,26,36,2025-02-21T00:31:33Z,1410000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,
143,PT00M32.20S,2025-02-21T00:31:45.5Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,26,36,2025-02-21T00:31:48Z,1420000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1627824]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Yabusele,1627824.0,,
144,PT00M32.20S,2025-02-21T00:31:45.5Z,1,REGULAR,steal,,[],1627824,,,1610612755,26,36,2025-02-21T00:31:47Z,1430000,False,,,0,,G. Yabusele STEAL (1 STL),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
145,PT00M20.20S,2025-02-21T00:31:59.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612755,26,36,2025-02-21T00:32:10Z,1440000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Embiid 2 FT),"[201143, 203954]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,2004.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
148,PT00M20.20S,2025-02-21T00:33:03.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,27,36,2025-02-21T00:33:03Z,1470000,False,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
149,PT00M20.20S,2025-02-21T00:33:04.9Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,27,36,2025-02-21T00:33:10Z,1480000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M20.20S,2025-02-21T00:33:04.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612755,27,36,2025-02-21T00:33:10Z,1490000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M20.20S,2025-02-21T00:33:04.9Z,1,REGULAR,substitution,in,[],1629656,,,1610612755,27,36,2025-02-21T00:33:10Z,1500000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M20.20S,2025-02-21T00:33:04.9Z,1,REGULAR,substitution,in,[],1627759,,,1610612755,27,36,2025-02-21T00:33:10Z,1510000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M20.20S,2025-02-21T00:33:17.7Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,27,36,2025-02-21T00:33:22Z,1520000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M20.20S,2025-02-21T00:33:17.7Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,27,36,2025-02-21T00:33:22Z,1530000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M20.20S,2025-02-21T00:33:36.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,28,36,2025-02-21T00:33:36Z,1540000,False,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
156,PT00M06.60S,2025-02-21T00:33:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,67.8921568627451,1610612738,28,36,2025-02-21T00:34:00Z,1550000,False,89.0,258.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,27.31,Missed,,,,,,,,,,,,,
157,PT00M02.50S,2025-02-21T00:33:55.7Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,28,36,2025-02-21T00:33:55Z,1560000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,
158,PT00M00.30S,2025-02-21T00:33:59.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,22.158344283837057,8.57843137254902,1610612755,28,36,2025-02-21T00:34:24Z,1570000,False,207.0,156.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.92,Missed,,,,,,,,,,,,,
159,PT00M00.10S,2025-02-21T00:33:59.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,28,36,2025-02-21T00:34:09Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,158.0,,,,,,,
160,PT00M00.00S,2025-02-21T00:34:09.2Z,1,REGULAR,period,end,[],0,,,1610612755,28,36,2025-02-21T00:34:09Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,out,['startperiod'],1641741,,,1610612755,28,36,2025-02-21T00:37:01Z,1600000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,28,36,2025-02-21T00:37:01Z,1610000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612755,28,36,2025-02-21T00:37:01Z,1620000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,28,36,2025-02-21T00:37:01Z,1630000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612755,28,36,2025-02-21T00:37:01Z,1640000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-21T00:34:26.1Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612755,28,36,2025-02-21T00:37:01Z,1650000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-21T00:37:36.0Z,2,REGULAR,period,start,[],0,,,1610612755,28,36,2025-02-21T00:37:36Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M36.00S,2025-02-21T00:37:58.4Z,2,REGULAR,2pt,Jump Shot,[],202331,7.30946123521682,76.22549019607843,1610612755,30,36,2025-02-21T00:38:08Z,1670000,False,-131.0,16.0,1,left,P. George 13' step back Jump Shot (7 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,13.21,Made,7.0,,,,,,,,,,,,
169,PT11M21.00S,2025-02-21T00:38:13.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,64.86530880420499,28.186274509803923,1610612738,30,39,2025-02-21T00:38:18Z,1680000,False,-109.0,278.0,1,right,P. Pritchard 29' 3PT pullup (9 PTS) (L. Kornet 1 AST),"[1630202, 1628436]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,29.85,Made,9.0,L. Kornet,1628436.0,1.0,,,,,,,,,
171,PT11M02.00S,2025-02-21T00:38:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,20.318659658344284,45.83333333333333,1610612755,32,39,2025-02-21T00:38:36Z,1700000,False,21.0,138.0,1,left,P. George 14' pullup Jump Shot (9 PTS) (A. Drummond 1 AST),"[202331, 203083]",1610612755.0,PHI,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,14.01,Made,9.0,A. Drummond,203083.0,1.0,,,,,,,,,
173,PT10M45.00S,2025-02-21T00:38:56.1Z,2,REGULAR,foul,technical,['1freethrow'],203083,,,1610612738,32,39,2025-02-21T00:39:03Z,1720000,False,,,0,,A. Drummond defensive-3-second technical FOUL (1 Tech),[203083],1610612755.0,PHI,defensive-3-second,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,201638.0,0.0,1.0,,,,,,,,,,,,,,,,,
174,PT10M45.00S,2025-02-21T00:39:12.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,32,40,2025-02-21T00:39:12Z,1730000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (6 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
175,PT10M41.00S,2025-02-21T00:39:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,69.20170827858082,75.0,1610612738,32,43,2025-02-21T00:39:29Z,1740000,False,125.0,237.0,1,right,P. Pritchard 26' 3PT  (12 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,26.79,Made,12.0,J. Tatum,1628369.0,3.0,,,,,,,,,
177,PT10M26.00S,2025-02-21T00:39:40.9Z,2,REGULAR,3pt,Jump Shot,[],1629656,27.414586070959263,19.852941176470587,1610612755,32,43,2025-02-21T00:39:48Z,1760000,False,151.0,205.0,1,left,MISS Q. Grimes 25' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,25.46,Missed,,,,,,,,,,,,,
178,PT10M25.00S,2025-02-21T00:39:41.9Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,32,43,2025-02-21T00:40:21Z,1770000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,177.0,1.0,0.0,1.0,,,,
