actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT11M01.00S,2025-04-11T23:12:11.6Z,1,REGULAR,steal,,[],1630215,,,1610612755,0,0,2025-04-11T23:12:15Z,200000,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M56.00S,2025-04-11T23:12:16.7Z,1,REGULAR,turnover,bad pass,[],1630542,,,1610612755,0,0,2025-04-11T23:12:25Z,210000,False,,,0,,M. Bagley bad pass TURNOVER (1 TO),"[1630542, 1630700]",1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,Daniels,1630700.0,,,,,,,,,,
22,PT10M56.00S,2025-04-11T23:12:16.7Z,1,REGULAR,steal,,[],1630700,,,1610612737,0,0,2025-04-11T23:12:20Z,220000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M46.00S,2025-04-11T23:12:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,89.83245729303549,42.40196078431372,1610612737,0,0,2025-04-11T23:15:02Z,250000,False,-38.0,43.0,1,right,MISS D. Daniels Layup - blocked,"[1630700, 1630542]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,5.75,Missed,,,,,,,Bagley,1630542.0,,,,,,,,
31,PT10M46.00S,2025-04-11T23:12:27.2Z,1,REGULAR,block,,[],1630542,,,1610612737,0,0,2025-04-11T23:13:13Z,255000,False,,,0,,M. Bagley BLOCK (1 BLK),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M44.00S,2025-04-11T23:12:29.2Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,0,0,2025-04-11T23:13:44Z,260000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT10M42.00S,2025-04-11T23:12:30.9Z,1,REGULAR,3pt,Jump Shot,[],1630542,28.597240473061763,81.37254901960785,1610612755,0,0,2025-04-11T23:15:03Z,270000,False,-157.0,216.0,1,left,MISS M. Bagley 26' 3PT,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Left Center,,,26.72,Missed,,,,,,,,,,,,,,,,
28,PT10M38.00S,2025-04-11T23:12:34.9Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,0,0,2025-04-11T23:12:44Z,280000,False,,,0,,M. Gueye REBOUND (Off:1 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,
29,PT10M34.00S,2025-04-11T23:12:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642258,93.11760840998686,52.20588235294118,1610612737,0,2,2025-04-11T23:12:50Z,290000,False,11.0,12.0,1,right,Z. Risacher running Layup (2 PTS) (T. Young 1 AST),"[1642258, 1629027]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.64,Made,,,,,,,,,2.0,T. Young,1629027.0,1.0,,,,
32,PT10M20.00S,2025-04-11T23:12:58.4Z,1,REGULAR,foul,offensive,[],1641737,,,1610612755,0,2,2025-04-11T23:13:06Z,310000,False,,,0,,A. Bona offensive FOUL (1 PF),"[1641737, 1642258]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,203592.0,,,,,,,,,,,,,,,,1.0,0.0,Risacher,1642258.0
34,PT10M20.00S,2025-04-11T23:12:58.4Z,1,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,0,2,2025-04-11T23:12:58Z,330000,False,,,0,,A. Bona offensive foul TURNOVER (1 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,203592.0,1.0,,,,,,,,,,,,,,,,,,
35,PT10M09.00S,2025-04-11T23:13:19.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,88.25558475689881,34.55882352941176,1610612737,0,4,2025-04-11T23:14:07Z,340000,False,-77.0,58.0,1,right,T. Young 9' driving floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,9.65,Made,,,,,,,,,2.0,,,,,,,
36,PT09M53.00S,2025-04-11T23:13:35.2Z,1,REGULAR,3pt,Jump Shot,[],1641741,31.750985545335087,24.509803921568626,1610612755,3,4,2025-04-11T23:13:40Z,350000,False,127.0,246.0,1,left,R. Council IV 27' 3PT pullup (3 PTS) (L. Walker IV 1 AST),"[1641741, 1629022]",1610612755.0,PHI,pullup,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,27.71,Made,,,,,,,,,3.0,L. Walker IV,1629022.0,1.0,,,,
38,PT09M36.00S,2025-04-11T23:13:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.17542706964521,53.67647058823529,1610612737,3,4,2025-04-11T23:13:59Z,370000,False,18.0,49.0,1,right,MISS T. Young driving floating Shot - blocked,"[1629027, 1629022]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,5.26,Missed,,,,,,,Walker IV,1629022.0,,,,,,,,
39,PT09M36.00S,2025-04-11T23:13:52.1Z,1,REGULAR,block,,[],1629022,,,1610612737,3,4,2025-04-11T23:13:54Z,380000,False,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M33.00S,2025-04-11T23:13:55.1Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,3,4,2025-04-11T23:13:59Z,390000,False,,,0,,R. Council IV REBOUND (Off:0 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT09M29.00S,2025-04-11T23:13:59.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,31.225361366622867,27.696078431372552,1610612755,6,4,2025-04-11T23:14:12Z,400000,False,112.0,241.0,1,left,L. Walker IV 26' 3PT running (3 PTS) (J. Butler 1 AST),"[1629022, 1630215]",1610612755.0,PHI,running,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,26.55,Made,,,,,,,,,3.0,J. Butler,1630215.0,1.0,,,,
43,PT09M20.00S,2025-04-11T23:14:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630700,69.72733245729303,17.15686274509804,1610612737,6,4,2025-04-11T23:16:37Z,420000,False,-164.0,232.0,1,right,MISS D. Daniels 28' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,28.43,Missed,,,,,,,,,,,,,,,,
44,PT09M20.00S,2025-04-11T23:14:08.4Z,1,REGULAR,rebound,offensive,[],1631243,,,1610612737,6,4,2025-04-11T23:14:15Z,430000,False,,,0,,M. Gueye REBOUND (Off:2 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,,,43.0,3.0,1.0,2.0,,,,,,,,,,,,
45,PT09M06.00S,2025-04-11T23:14:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,92.46057818659659,44.36274509803921,1610612737,6,6,2025-04-11T23:14:27Z,440000,False,-28.0,18.0,1,right,O. Okongwu Layup (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,3.37,Made,,,,,,,,,2.0,T. Young,1629027.0,2.0,,,,
83,PT08M51.00S,2025-04-11T23:14:30.4Z,1,REGULAR,turnover,lost ball,[],1630215,,,1610612755,6,6,2025-04-11T23:21:15Z,455000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[1630215, 1630168]",1610612755.0,PHI,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,Okongwu,1630168.0,,,,,,,,,,
84,PT08M51.00S,2025-04-11T23:14:30.4Z,1,REGULAR,steal,,[],1630168,,,1610612737,6,6,2025-04-11T23:21:15Z,457500,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M46.00S,2025-04-11T23:14:43.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1642258,93.38042049934296,50.73529411764706,1610612737,6,8,2025-04-11T23:21:20Z,490000,False,4.0,10.0,1,right,Z. Risacher running DUNK (4 PTS) (D. Daniels 1 AST),"[1642258, 1630700]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.04,Made,,,,,,,,,4.0,D. Daniels,1630700.0,1.0,,,,
52,PT08M28.00S,2025-04-11T23:15:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641737,10.85742444152431,44.85294117647059,1610612755,8,8,2025-04-11T23:15:06Z,510000,False,26.0,50.0,1,left,A. Bona floating Jump Shot (2 PTS) (L. Walker IV 2 AST),"[1641737, 1629022]",1610612755.0,PHI,floating,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,5.59,Made,,,,,,,,,2.0,L. Walker IV,1629022.0,2.0,,,,
54,PT08M15.00S,2025-04-11T23:15:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.77463863337714,49.50980392156863,1610612737,8,10,2025-04-11T23:15:18Z,530000,False,-2.0,6.0,1,right,D. Daniels alley-oop Layup (2 PTS) (T. Young 3 AST),"[1630700, 1629027]",1610612737.0,ATL,alley-oop,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,0.65,Made,,,,,,,,,2.0,T. Young,1629027.0,3.0,,,,
56,PT07M57.00S,2025-04-11T23:15:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630215,32.53942181340342,60.29411764705882,1610612755,8,10,2025-04-11T23:15:35Z,550000,False,-51.0,253.0,1,left,MISS J. Butler 25' step back 3PT,[1630215],1610612755.0,PHI,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,25.86,Missed,,,,,,,,,,,,,,,,
57,PT07M54.00S,2025-04-11T23:15:34.2Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,8,10,2025-04-11T23:15:35Z,560000,False,,,0,,M. Gueye REBOUND (Off:2 Def:2),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,
58,PT07M50.00S,2025-04-11T23:15:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612737,8,10,2025-04-11T23:15:52Z,570000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Young 2 FT),"[1629022, 1629027]",1610612755.0,PHI,shooting,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
60,PT07M50.00S,2025-04-11T23:16:10.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,8,10,2025-04-11T23:16:10Z,590000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
61,PT07M50.00S,2025-04-11T23:16:10.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,8,10,2025-04-11T23:16:10Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,
62,PT07M50.00S,2025-04-11T23:16:26.8Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,8,11,2025-04-11T23:16:26Z,610000,False,,,0,,T. Young Free Throw 2 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
63,PT07M27.00S,2025-04-11T23:16:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,15.719448094612352,53.18627450980392,1610612755,8,11,2025-04-11T23:16:58Z,620000,False,-16.0,95.0,1,left,MISS R. Council IV 9' driving floating Shot - blocked,"[1641741, 1630700]",1610612755.0,PHI,driving floating,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,,,9.66,Missed,,,,,,,Daniels,1630700.0,,,,,,,,
64,PT07M27.00S,2025-04-11T23:16:52.8Z,1,REGULAR,block,,[],1630700,,,1610612755,8,11,2025-04-11T23:16:55Z,630000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M23.00S,2025-04-11T23:16:56.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,8,11,2025-04-11T23:16:58Z,640000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,
66,PT07M22.00S,2025-04-11T23:16:58.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642258,93.38042049934296,50.49019607843137,1610612737,8,11,2025-04-12T00:05:42Z,650000,False,2.0,10.0,1,right,MISS Z. Risacher running alley-oop DUNK,[1642258],1610612737.0,ATL,running alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.0,Missed,,,,,,,,,,,,,,,,
67,PT07M20.00S,2025-04-11T23:17:00.7Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612755,8,11,2025-04-11T23:17:37Z,660000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,
68,PT07M19.00S,2025-04-11T23:17:04.5Z,1,REGULAR,turnover,double dribble,[],1629022,,,1610612755,8,11,2025-04-11T23:17:10Z,670000,False,,,0,,L. Walker IV double dribble TURNOVER (1 TO),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,200834.0,1.0,,,,,,,,,,,,,,,,,,
69,PT07M14.00S,2025-04-11T23:17:22.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,68.80749014454665,25.0,1610612737,8,11,2025-04-11T23:17:28Z,680000,False,-125.0,241.0,1,right,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,27.12,Missed,,,,,,,,,,,,,,,,
70,PT07M10.00S,2025-04-11T23:17:26.4Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,8,11,2025-04-11T23:17:28Z,690000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,
71,PT07M02.00S,2025-04-11T23:17:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630215,28.728646517739815,20.34313725490196,1610612755,11,11,2025-04-11T23:17:40Z,700000,False,148.0,218.0,1,left,J. Butler 26' 3PT  (3 PTS) (R. Council IV 1 AST),"[1630215, 1641741]",1610612755.0,PHI,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,26.32,Made,,,,,,,,,3.0,R. Council IV,1641741.0,1.0,,,,
73,PT06M54.00S,2025-04-11T23:17:41.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,11,11,2025-04-11T23:17:45Z,720000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630542]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,Bagley,1630542.0,,,,,,,,,,
74,PT06M54.00S,2025-04-11T23:17:41.5Z,1,REGULAR,steal,,[],1630542,,,1610612755,11,11,2025-04-11T23:17:44Z,730000,False,,,0,,M. Bagley STEAL (1 STL),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
75,PT06M48.00S,2025-04-11T23:17:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630215,5.995400788436268,50.245098039215684,1610612755,13,11,2025-04-11T23:17:56Z,740000,False,-1.0,4.0,1,left,J. Butler running reverse Layup (5 PTS),[1630215],1610612755.0,PHI,running reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,0.41,Made,,,,,,,,,5.0,,,,,,,
76,PT06M47.00S,2025-04-11T23:17:55.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,11,2025-04-11T23:17:59Z,750000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M47.00S,2025-04-11T23:20:25.6Z,1,REGULAR,substitution,out,[],1631243,,,1610612737,13,11,2025-04-11T23:20:38Z,760000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M47.00S,2025-04-11T23:20:25.6Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,13,11,2025-04-11T23:20:38Z,770000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M47.00S,2025-04-11T23:20:25.6Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,13,11,2025-04-11T23:20:38Z,780000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M47.00S,2025-04-11T23:20:25.6Z,1,REGULAR,substitution,in,[],1627747,,,1610612737,13,11,2025-04-11T23:20:38Z,790000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M30.00S,2025-04-11T23:21:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.30026281208936,50.49019607843137,1610612737,13,13,2025-04-11T23:21:12Z,800000,False,2.0,1.0,1,right,C. LeVert driving finger roll Layup (2 PTS) (V. Krejčí 1 AST),"[1627747, 1630249]",1610612737.0,ATL,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,0.27,Made,,,,,,,,,2.0,V. Krejčí,1630249.0,1.0,,,,
85,PT06M14.00S,2025-04-11T23:21:21.7Z,1,REGULAR,3pt,Jump Shot,[],1629022,31.882391590013142,31.862745098039213,1610612755,13,13,2025-04-11T23:21:26Z,820000,False,91.0,247.0,1,left,MISS L. Walker IV 26' pullup 3PT,[1629022],1610612755.0,PHI,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,26.33,Missed,,,,,,,,,,,,,,,,
86,PT06M14.00S,2025-04-11T23:21:21.7Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,13,13,2025-04-11T23:24:37Z,830000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
