actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
181,PT10M15.00S,2025-03-30T00:12:20.4Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,31,37,2025-03-30T00:12:22Z,1810000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Ware,K. Ware,,,,180.0,5.0,3.0,2.0,,,,,,,,,,
182,PT10M13.00S,2025-03-30T00:12:22.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629312,94.03745072273325,46.81372549019608,1610612748,31,39,2025-03-30T00:12:26Z,1820000,False,-16.0,4.0,1,right,H. Highsmith Layup (2 PTS) (K. Ware 1 AST),"[1629312, 1642276]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,Highsmith,H. Highsmith,K. Ware,1642276.0,1.0,,,,,,,,,,,,,,
184,PT09M59.00S,2025-03-30T00:12:35.8Z,2,REGULAR,3pt,Jump Shot,[],1629022,27.151773981603156,12.5,1610612755,34,39,2025-03-30T00:12:39Z,1840000,False,188.0,203.0,1,left,L. Walker IV 27' 3PT  (3 PTS) (J. Hood-Schifino 2 AST),"[1629022, 1641720]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,27.61,Made,3.0,Walker IV,L. Walker IV,J. Hood-Schifino,1641720.0,2.0,,,,,,,,,,,,,,
186,PT09M49.00S,2025-03-30T00:12:51.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,89.56964520367937,50.98039215686274,1610612748,34,41,2025-03-30T00:13:11Z,1860000,False,5.0,46.0,1,right,T. Herro driving floating bank Jump Shot (14 PTS),[1629639],1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,14.0,Herro,T. Herro,,,,,,,,,,,,,,,,,
187,PT09M49.00S,2025-03-30T00:12:56.9Z,2,REGULAR,foul,personal,['1freethrow'],1627824,,,1610612748,34,41,2025-03-30T00:13:28Z,1870000,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Herro 1 FT),"[1627824, 1629639]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Yabusele,G. Yabusele,,,,,,,,,,,202037.0,2.0,0.0,Herro,1629639.0,,
189,PT09M49.00S,2025-03-30T00:13:22.2Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,34,42,2025-03-30T00:13:31Z,1890000,False,,,0,,T. Herro Free Throw 1 of 1 (15 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,15.0,Herro,T. Herro,,,,,,,,,,,,,,,,,
191,PT09M26.00S,2025-03-30T00:14:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,16.63929040735874,56.127450980392155,1610612755,34,42,2025-03-30T00:14:13Z,1910000,False,-31.0,104.0,1,left,MISS R. Council IV 10' driving floating Shot,[1641741],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.83,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
192,PT09M22.00S,2025-03-30T00:14:13.1Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,34,42,2025-03-30T00:14:13Z,1920000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Highsmith,H. Highsmith,,,,191.0,3.0,2.0,1.0,,,,,,,,,,
193,PT09M07.00S,2025-03-30T00:14:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.07293035479631,53.431372549019606,1610612748,34,42,2025-03-30T00:14:34Z,1930000,False,17.0,69.0,1,right,MISS K. Anderson 7' driving floating Shot,[203937],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
194,PT09M04.00S,2025-03-30T00:14:30.4Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,34,42,2025-03-30T00:15:34Z,1940000,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ware,K. Ware,,,,193.0,6.0,3.0,3.0,,,,,,,,,,
195,PT09M03.00S,2025-03-30T00:14:33.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642276,94.40999984741211,50.0,1610612748,34,44,2025-03-30T00:15:40Z,1950000,False,0.0,0.0,1,right,K. Ware putback Layup (4 PTS),[1642276],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,Ware,K. Ware,,,,,,,,,,,,,,,,,
196,PT08M53.00S,2025-03-30T00:14:42.1Z,2,REGULAR,3pt,Jump Shot,[],1629022,29.517082785808146,14.215686274509803,1610612755,34,44,2025-03-30T00:14:46Z,1960000,False,179.0,225.0,1,left,MISS L. Walker IV 28' pullup 3PT,[1629022],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,28.75,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
197,PT08M50.00S,2025-03-30T00:14:45.1Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,34,44,2025-03-30T00:21:36Z,1970000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Anderson,K. Anderson,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
198,PT08M44.00S,2025-03-30T00:14:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,91.67214191852825,55.392156862745104,1610612748,34,44,2025-03-30T00:14:55Z,1980000,False,27.0,26.0,1,right,MISS K. Anderson running Layup,[203937],1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,3.73,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
199,PT08M42.00S,2025-03-30T00:14:52.2Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,34,44,2025-03-30T00:14:52Z,1990000,False,,,0,,R. Council IV REBOUND (Off:0 Def:3),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,,198.0,3.0,3.0,0.0,,,,,,,,,,
203,PT08M41.00S,2025-03-30T00:15:03.8Z,2,REGULAR,substitution,out,[],1641720,,,1610612755,34,44,2025-03-30T00:17:50Z,2030000,False,,,0,,SUB out: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,
204,PT08M41.00S,2025-03-30T00:15:03.8Z,2,REGULAR,substitution,in,[],1630215,,,1610612755,34,44,2025-03-30T00:17:50Z,2040000,False,,,0,,SUB in: J. Butler,[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,
205,PT08M41.00S,2025-03-30T00:15:17.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,34,44,2025-03-30T00:19:12Z,2050000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M41.00S,2025-03-30T00:15:29.6Z,2,REGULAR,substitution,out,[],1627824,,,1610612755,34,44,2025-03-30T00:19:12Z,2055000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,
218,PT08M41.00S,2025-03-30T00:15:29.6Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,34,44,2025-03-30T00:19:12Z,2057500,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
207,PT08M41.00S,2025-03-30T00:17:53.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641741,9.411957950065702,51.9607843137255,1610612755,36,44,2025-03-30T00:18:04Z,2070000,False,-10.0,36.0,1,left,R. Council IV running Layup (9 PTS),[1641741],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,3.73,Made,9.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
208,PT08M41.00S,2025-03-30T00:18:01.1Z,2,REGULAR,foul,personal,['1freethrow'],1630558,,,1610612755,36,44,2025-03-30T00:18:07Z,2080000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Council IV 1 FT),"[1630558, 1641741]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,202049.0,1.0,0.0,Council IV,1641741.0,,
210,PT08M41.00S,2025-03-30T00:18:21.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1641741,,,1610612755,37,44,2025-03-30T00:18:21Z,2100000,False,,,0,,R. Council IV Free Throw 1 of 1 (10 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,10.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
211,PT08M28.00S,2025-03-30T00:18:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,92.85479632063075,56.127450980392155,1610612748,37,44,2025-03-30T00:18:43Z,2110000,False,31.0,15.0,1,right,MISS K. Anderson driving Layup - blocked,"[203937, 1641737]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.39,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,Bona,1641737.0
212,PT08M28.00S,2025-03-30T00:18:38.0Z,2,REGULAR,block,,[],1641737,,,1610612748,37,44,2025-03-30T00:18:41Z,2120000,False,,,0,,A. Bona BLOCK (2 BLK),[1641737],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
213,PT08M27.00S,2025-03-30T00:18:39.0Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,37,44,2025-03-30T00:20:01Z,2130000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Bona,A. Bona,,,,211.0,2.0,2.0,0.0,,,,,,,,,,
214,PT08M21.00S,2025-03-30T00:18:47.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,6.652431011826544,49.01960784313725,1610612755,39,44,2025-03-30T00:20:53Z,2140000,False,5.0,10.0,1,left,A. Bona DUNK (6 PTS) (R. Council IV 2 AST),"[1641737, 1641741]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1.11,Made,6.0,Bona,A. Bona,R. Council IV,1641741.0,2.0,,,,,,,,,,,,,,
216,PT08M21.00S,2025-03-30T00:19:00.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,39,44,2025-03-30T00:19:00Z,2160000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M07.00S,2025-03-30T00:22:00.6Z,2,REGULAR,3pt,Jump Shot,[],1629312,88.78120893561103,2.941176470588235,1610612748,39,44,2025-03-30T00:22:08Z,2170000,False,-235.0,53.0,1,right,MISS H. Highsmith 24' 3PT,[1629312],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,24.12,Missed,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
220,PT08M05.00S,2025-03-30T00:22:02.6Z,2,REGULAR,rebound,offensive,[],203937,,,1610612748,39,44,2025-03-30T00:24:06Z,2180000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Anderson,K. Anderson,,,,219.0,3.0,2.0,1.0,,,,,,,,,,
221,PT08M05.00S,2025-03-30T00:22:07.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,94.40999984741211,50.0,1610612748,39,44,2025-03-30T00:24:22Z,2190000,False,0.0,0.0,1,right,MISS K. Anderson tip Layup,[203937],1610612748.0,MIA,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
222,PT08M04.00S,2025-03-30T00:22:08.9Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,39,44,2025-03-30T00:24:22Z,2200000,False,,,0,,K. Ware REBOUND (Off:4 Def:3),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,221.0,7.0,3.0,4.0,,,,,,,,,,
223,PT08M03.00S,2025-03-30T00:22:12.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642276,94.40999984741211,50.0,1610612748,39,46,2025-03-30T00:24:30Z,2210000,False,0.0,0.0,1,right,K. Ware tip Layup (6 PTS),[1642276],1610612748.0,MIA,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,Ware,K. Ware,,,,,,,,,,,,,,,,,
224,PT07M46.00S,2025-03-30T00:22:23.7Z,2,REGULAR,turnover,out-of-bounds,[],1641737,,,1610612755,39,46,2025-03-30T00:22:28Z,2220000,False,,,0,,A. Bona lost ball out-of-bounds TURNOVER (1 TO),[1641737],1610612755.0,PHI,lost ball,,,,,,Restricted Area,0-8 Center,,,,Bona,A. Bona,,,,,,,,1.0,,,202901.0,,,,,,
225,PT07M24.00S,2025-03-30T00:22:48.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642276,65.52233902759527,46.81372549019608,1610612748,39,49,2025-03-30T00:22:53Z,2230000,False,-16.0,272.0,1,right,K. Ware 27' 3PT  (9 PTS) (T. Herro 4 AST),"[1642276, 1629639]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,27.21,Made,9.0,Ware,K. Ware,T. Herro,1629639.0,4.0,,,,,,,,,,,,,,
227,PT07M12.00S,2025-03-30T00:23:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,13.61695137976347,50.73529411764706,1610612755,41,49,2025-03-30T00:23:08Z,2250000,False,-4.0,75.0,1,left,J. Edwards 7' pullup Jump Shot (5 PTS) (J. Butler 4 AST),"[1642348, 1630215]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,5.0,Edwards,J. Edwards,J. Butler,1630215.0,4.0,,,,,,,,,,,,,,
229,PT06M48.00S,2025-03-30T00:23:25.0Z,2,REGULAR,turnover,bad pass,[],203937,,,1610612748,41,49,2025-03-30T00:23:29Z,2270000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1630215]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,1.0,Butler,1630215.0,,,,,,,
230,PT06M48.00S,2025-03-30T00:23:25.0Z,2,REGULAR,steal,,[],1630215,,,1610612755,41,49,2025-03-30T00:23:29Z,2280000,False,,,0,,J. Butler STEAL (1 STL),[1630215],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,
231,PT06M36.00S,2025-03-30T00:23:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641737,7.966491458607096,47.05882352941176,1610612755,43,49,2025-03-30T00:23:40Z,2290000,False,15.0,22.0,1,left,A. Bona Layup (8 PTS),[1641737],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,2.68,Made,8.0,Bona,A. Bona,,,,,,,,,,,,,,,,,
232,PT06M22.00S,2025-03-30T00:23:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630558,94.56307490144546,3.9215686274509802,1610612748,43,49,2025-03-30T00:23:56Z,2300000,False,-230.0,-1.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,23.04,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
233,PT06M19.00S,2025-03-30T00:23:53.6Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612755,43,49,2025-03-30T00:23:53Z,2310000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Walker IV,L. Walker IV,,,,232.0,1.0,1.0,0.0,,,,,,,,,,
234,PT06M15.00S,2025-03-30T00:23:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641741,5.863994743758213,47.794117647058826,1610612755,45,49,2025-03-30T00:24:02Z,2320000,False,11.0,3.0,1,left,R. Council IV running finger roll Layup (12 PTS) (L. Walker IV 1 AST),"[1641741, 1629022]",1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,1.13,Made,12.0,Council IV,R. Council IV,L. Walker IV,1629022.0,1.0,,,,,,,,,,,,,,
237,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,out,[],1641741,,,1610612748,45,49,2025-03-30T00:24:38Z,2350000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
238,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,out,[],1642348,,,1610612748,45,49,2025-03-30T00:24:38Z,2360000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,
239,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,45,49,2025-03-30T00:24:38Z,2370000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
240,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,out,[],203937,,,1610612748,45,49,2025-03-30T00:24:38Z,2380000,False,,,0,,SUB out: K. Anderson,[203937],1610612748.0,MIA,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
241,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,in,[],1629656,,,1610612748,45,49,2025-03-30T00:24:38Z,2390000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
242,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,in,[],1630542,,,1610612748,45,49,2025-03-30T00:24:38Z,2400000,False,,,0,,SUB in: M. Bagley,[1630542],1610612755.0,PHI,,,,,,,,,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,
243,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,45,49,2025-03-30T00:24:38Z,2410000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
244,PT06M00.00S,2025-03-30T00:24:18.7Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,45,49,2025-03-30T00:24:38Z,2420000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
245,PT05M50.00S,2025-03-30T00:24:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,93.9060446780552,51.71568627450981,1610612748,45,49,2025-03-30T00:24:59Z,2430000,False,9.0,5.0,1,right,MISS P. Larsson driving Layup,[1641796],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,0.98,Missed,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
246,PT05M48.00S,2025-03-30T00:24:54.8Z,2,REGULAR,rebound,defensive,[],1630542,,,1610612755,45,49,2025-03-30T00:24:59Z,2440000,False,,,0,,M. Bagley REBOUND (Off:0 Def:1),[1630542],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Bagley,M. Bagley,,,,245.0,1.0,1.0,0.0,,,,,,,,,,
247,PT05M32.00S,2025-03-30T00:25:11.9Z,2,REGULAR,turnover,bad pass,[],1630215,,,1610612755,45,49,2025-03-30T00:25:16Z,2450000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[1630215, 1630558]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Butler,J. Butler,,,,,,,,1.0,Mitchell,1630558.0,,,,,,,
248,PT05M32.00S,2025-03-30T00:25:11.9Z,2,REGULAR,steal,,[],1630558,,,1610612748,45,49,2025-03-30T00:25:14Z,2460000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
249,PT05M21.00S,2025-03-30T00:25:22.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,88.64980289093299,95.58823529411765,1610612748,45,52,2025-03-30T00:25:29Z,2470000,False,228.0,54.0,1,right,H. Highsmith 3PT  (5 PTS) (P. Larsson 2 AST),"[1629312, 1641796]",1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,23.43,Made,5.0,Highsmith,H. Highsmith,P. Larsson,1641796.0,2.0,,,,,,,,,,,,,,
251,PT05M08.00S,2025-03-30T00:25:34.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630542,6.258212877792378,47.05882352941176,1610612755,47,52,2025-03-30T00:25:38Z,2490000,False,15.0,6.0,1,left,M. Bagley cutting DUNK (2 PTS) (J. Butler 5 AST),"[1630542, 1630215]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,Bagley,M. Bagley,J. Butler,1630215.0,5.0,,,,,,,,,,,,,,
253,PT04M54.00S,2025-03-30T00:25:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.77463863337714,45.83333333333333,1610612748,47,54,2025-03-30T00:25:53Z,2510000,False,-21.0,6.0,1,right,T. Herro driving Layup (17 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,2.16,Made,17.0,Herro,T. Herro,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
255,PT04M33.00S,2025-03-30T00:26:09.9Z,2,REGULAR,3pt,Jump Shot,[],1629022,28.86005256241787,76.9607843137255,1610612755,47,54,2025-03-30T00:26:15Z,2530000,False,-135.0,219.0,1,left,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
256,PT04M30.00S,2025-03-30T00:26:12.9Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612748,47,54,2025-03-30T00:26:15Z,2540000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,255.0,1.0,1.0,0.0,,,,,,,,,,
257,PT04M26.00S,2025-03-30T00:26:16.9Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612748,47,54,2025-03-30T00:26:21Z,2550000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1630558, 1629022]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,,Mitchell,D. Mitchell,,,,,,,,3.0,Walker IV,1629022.0,,,,,,,
258,PT04M26.00S,2025-03-30T00:26:16.9Z,2,REGULAR,steal,,[],1629022,,,1610612755,47,54,2025-03-30T00:26:18Z,2560000,False,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,
259,PT04M23.00S,2025-03-30T00:26:20.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629022,4.812746386333772,49.754901960784316,1610612755,49,54,2025-03-30T00:26:25Z,2570000,False,1.0,-7.0,1,left,L. Walker IV running finger roll Layup (5 PTS) (J. Butler 6 AST),"[1629022, 1630215]",1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,0.74,Made,5.0,Walker IV,L. Walker IV,J. Butler,1630215.0,6.0,,,,,,,,,,,,,,
261,PT04M08.00S,2025-03-30T00:26:37.5Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,49,54,2025-03-30T00:26:42Z,2590000,False,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (1 TO),[1628389],1610612748.0,MIA,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,1.0,,,202049.0,,,,,,
262,PT04M08.00S,2025-03-30T00:26:42.6Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,49,54,2025-03-30T00:26:48Z,2600000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,
263,PT04M08.00S,2025-03-30T00:26:42.6Z,2,REGULAR,substitution,out,[],1629639,,,1610612755,49,54,2025-03-30T00:26:48Z,2610000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,
264,PT04M08.00S,2025-03-30T00:26:42.6Z,2,REGULAR,substitution,in,[],1627824,,,1610612755,49,54,2025-03-30T00:26:48Z,2620000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,
265,PT04M08.00S,2025-03-30T00:26:42.6Z,2,REGULAR,substitution,in,[],1626179,,,1610612755,49,54,2025-03-30T00:26:48Z,2630000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
266,PT03M51.00S,2025-03-30T00:27:13.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,20.71287779237845,89.70588235294117,1610612755,49,54,2025-03-30T00:27:19Z,2640000,False,-199.0,142.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
267,PT03M49.00S,2025-03-30T00:27:15.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,49,54,2025-03-30T00:27:19Z,2650000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,266.0,,,,,,,,,,,,,
