actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
197,PT10M37.00S,2024-11-28T00:42:21.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,26,37,2024-11-28T00:42:21Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT10M37.00S,2024-11-28T00:42:31.8Z,2,REGULAR,freethrow,2 of 2,[],1627824,,,1610612755,27,37,2024-11-28T01:17:09Z,1960000,False,,,0,,G. Yabusele Free Throw 2 of 2 (4 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
199,PT10M29.00S,2024-11-28T00:42:43.8Z,2,REGULAR,foul,personal,['2freethrow'],201569,,,1610612745,27,37,2024-11-28T00:42:50Z,1970000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Thompson 2 FT),"[201569, 1641708]",1610612755.0,PHI,shooting,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Thompson,1641708.0
201,PT10M29.00S,2024-11-28T00:43:12.0Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,27,37,2024-11-28T00:43:12Z,1990000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT10M29.00S,2024-11-28T00:43:12.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,27,37,2024-11-28T00:43:12Z,2000000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,
203,PT10M29.00S,2024-11-28T00:43:13.0Z,2,REGULAR,substitution,out,[],201569,,,1610612745,27,37,2024-11-28T00:43:19Z,2010000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M29.00S,2024-11-28T00:43:13.0Z,2,REGULAR,substitution,in,[],1641741,,,1610612745,27,37,2024-11-28T00:43:19Z,2020000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M29.00S,2024-11-28T00:43:33.1Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,27,38,2024-11-28T00:43:33Z,2030000,False,,,0,,A. Thompson Free Throw 2 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
206,PT10M18.00S,2024-11-28T00:43:49.1Z,2,REGULAR,3pt,Jump Shot,[],1642272,28.301576872536145,17.40196078431373,1610612755,27,38,2024-11-28T00:43:53Z,2040000,False,163.0,214.0,1,left,MISS J. McCain 26' pullup 3PT,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
207,PT10M13.00S,2024-11-28T00:43:53.3Z,2,REGULAR,rebound,offensive,[],1641741,,,1610612755,27,38,2024-11-28T00:43:53Z,2050000,False,,,0,,R. Council IV REBOUND (Off:1 Def:0),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,206.0,1.0,0.0,1.0,,,,,,,,,,,,,,
208,PT10M13.00S,2024-11-28T00:43:53.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641741,5.590000152587891,50.0,1610612755,29,38,2024-11-28T00:43:53Z,2060000,False,0.0,0.0,1,left,R. Council IV tip DUNK (2 PTS),[1641741],1610612755.0,PHI,tip,,,Council IV,R. Council IV,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
209,PT10M09.00S,2024-11-28T00:44:00.8Z,2,REGULAR,foul,offensive,[],203500,,,1610612745,29,38,2024-11-28T00:44:07Z,2070000,False,,,0,,S. Adams offensive FOUL (2 PF),"[203500, 1641741]",1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Council IV,1641741.0
211,PT10M09.00S,2024-11-28T00:44:00.8Z,2,REGULAR,turnover,offensive foul,[],203500,,,1610612745,29,38,2024-11-28T00:44:00Z,2090000,False,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,,,,1627534.0,,,,
212,PT09M55.00S,2024-11-28T00:44:27.6Z,2,REGULAR,turnover,lost ball,[],1642272,,,1610612755,29,38,2024-11-28T00:44:32Z,2100000,False,,,0,,J. McCain lost ball TURNOVER (1 TO),"[1642272, 1642263]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Sheppard,1642263.0,,,,,,,,
213,PT09M55.00S,2024-11-28T00:44:27.6Z,2,REGULAR,steal,,[],1642263,,,1610612745,29,38,2024-11-28T00:44:29Z,2110000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
214,PT09M51.00S,2024-11-28T00:44:31.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642263,92.95335085413929,52.205882352941174,1610612745,29,38,2024-11-28T00:44:36Z,2120000,False,11.0,14.0,1,right,MISS R. Sheppard running finger roll Layup,[1642263],1610612745.0,HOU,running finger roll,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
215,PT09M49.00S,2024-11-28T00:44:33.8Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,29,38,2024-11-28T00:44:33Z,2130000,False,,,0,,R. Council IV REBOUND (Off:1 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,214.0,2.0,1.0,1.0,,,,,,,,,,,,,,
216,PT09M40.00S,2024-11-28T00:44:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,6.4881734559789805,46.32352941176471,1610612755,31,38,2024-11-28T00:48:57Z,2140000,False,18.0,8.0,1,left,J. McCain driving Layup (8 PTS),[1642272],1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,8.0,,,,,,,,,,,,,
217,PT09M40.00S,2024-11-28T00:44:52.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,31,38,2024-11-28T00:44:53Z,2150000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M22.00S,2024-11-28T00:47:59.1Z,2,REGULAR,2pt,Jump Shot,[],1627832,74.95072273324573,44.11764705882353,1610612745,31,40,2024-11-28T00:48:02Z,2160000,False,-29.0,183.0,1,right,F. VanVleet 18' pullup Jump Shot (8 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,18.53,Made,,,,,8.0,,,,,,,,,,,,,
219,PT09M03.00S,2024-11-28T00:48:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,16.869250985545335,53.431372549019606,1610612755,31,40,2024-11-28T00:48:22Z,2170000,False,-17.0,106.0,1,left,MISS J. McCain 10' driving floating Shot,[1642272],1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,10.75,Missed,,,,,,,,,,,,,,,,,,
220,PT09M00.00S,2024-11-28T00:48:21.5Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,31,40,2024-11-28T00:48:22Z,2180000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT08M57.00S,2024-11-28T00:48:24.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631106,94.00459921156373,50.98039215686275,1610612745,31,42,2024-11-28T00:48:30Z,2190000,False,5.0,4.0,1,right,T. Eason running alley-oop DUNK (6 PTS) (R. Sheppard 1 AST),"[1631106, 1642263]",1610612745.0,HOU,running alley-oop,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,6.0,,,,,,R. Sheppard,1642263.0,1.0,,,,,
223,PT08M46.00S,2024-11-28T00:48:34.8Z,2,REGULAR,3pt,Jump Shot,[],1642272,7.145203679369246,96.32352941176471,1610612755,31,42,2024-11-28T00:48:38Z,2210000,False,-232.0,15.0,1,left,MISS J. McCain 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
224,PT08M43.00S,2024-11-28T00:48:37.8Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,31,42,2024-11-28T00:48:38Z,2220000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,,,
225,PT08M40.00S,2024-11-28T00:48:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,93.2161629434954,55.88235294117647,1610612745,31,42,2024-11-28T00:48:50Z,2230000,False,29.0,11.0,1,right,MISS T. Eason running Layup - blocked,"[1631106, 202704]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,Jackson,202704.0,,,,,,,,,,,
226,PT08M40.00S,2024-11-28T00:48:42.4Z,2,REGULAR,block,,[],202704,,,1610612745,31,42,2024-11-28T00:48:44Z,2240000,False,,,0,,R. Jackson BLOCK (1 BLK),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M40.00S,2024-11-28T00:48:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,31,42,2024-11-28T00:48:50Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,225.0,,,,,,,,,,,,,,,,,
229,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,out,[],203083,,,1610612745,31,42,2024-11-28T00:49:02Z,2270000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,out,[],1627832,,,1610612745,31,42,2024-11-28T00:49:02Z,2280000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,out,[],203500,,,1610612745,31,42,2024-11-28T00:49:02Z,2290000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,31,42,2024-11-28T00:49:02Z,2300000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,31,42,2024-11-28T00:49:02Z,2310000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M40.00S,2024-11-28T00:48:50.5Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,31,42,2024-11-28T00:49:02Z,2320000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M28.00S,2024-11-28T00:49:18.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,90.98226018396846,55.3921568627451,1610612745,31,42,2024-11-28T00:49:35Z,2330000,False,27.0,32.0,1,right,MISS T. Eason driving Layup - blocked,"[1631106, 202704]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,Jackson,202704.0,,,,,,,,,,,
236,PT08M28.00S,2024-11-28T00:49:18.8Z,2,REGULAR,block,,[],202704,,,1610612745,31,42,2024-11-28T00:49:25Z,2340000,False,,,0,,R. Jackson BLOCK (2 BLK),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT08M28.00S,2024-11-28T00:49:18.8Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,31,42,2024-11-28T00:50:07Z,2350000,False,,,0,,T. Eason REBOUND (Off:2 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,235.0,2.0,0.0,2.0,,,,,,,,,,,,,,
240,PT08M28.00S,2024-11-28T00:49:48.6Z,2,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612745,31,42,2024-11-28T00:49:57Z,2380000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Eason 2 FT),"[1627824, 1631106]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Eason,1631106.0
242,PT08M28.00S,2024-11-28T00:50:12.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631106,,,1610612745,31,43,2024-11-28T00:50:12Z,2400000,False,,,0,,T. Eason Free Throw 1 of 2 (7 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
243,PT08M28.00S,2024-11-28T00:50:14.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631106,,,1610612745,31,44,2024-11-28T00:50:14Z,2410000,False,,,0,,T. Eason Free Throw 2 of 2 (8 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
244,PT08M16.00S,2024-11-28T00:50:28.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,7.802233902759525,50.98039215686275,1610612755,33,44,2024-11-28T00:50:33Z,2420000,False,-5.0,21.0,1,left,G. Yabusele cutting Layup (6 PTS) (R. Jackson 1 AST),"[1627824, 202704]",1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,6.0,,,,,,R. Jackson,202704.0,1.0,,,,,
246,PT08M03.00S,2024-11-28T00:50:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,92.16491458607096,57.59803921568628,1610612745,33,44,2024-11-28T00:53:53Z,2440000,False,38.0,21.0,1,right,MISS A. Thompson driving floating bank Shot,[1641708],1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
247,PT08M02.00S,2024-11-28T00:50:41.9Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612755,33,44,2024-11-28T01:34:53Z,2450000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:2),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
248,PT07M59.00S,2024-11-28T00:50:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642272,6.750985545335084,52.69607843137255,1610612755,35,44,2024-11-28T00:50:50Z,2460000,False,-13.0,11.0,1,left,J. McCain running finger roll Layup (10 PTS) (R. Council IV 1 AST),"[1642272, 1641741]",1610612755.0,PHI,running finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,10.0,,,,,,R. Council IV,1641741.0,1.0,,,,,
250,PT07M46.00S,2024-11-28T00:50:57.8Z,2,REGULAR,3pt,Jump Shot,[],1642263,68.51182654402103,34.803921568627445,1610612745,35,44,2024-11-28T00:51:02Z,2480000,False,-76.0,243.0,1,right,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
251,PT07M45.00S,2024-11-28T00:50:58.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,35,44,2024-11-28T00:52:23Z,2490000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,250.0,,,,,,,,,,,,,,,,,
252,PT07M45.00S,2024-11-28T00:51:04.5Z,2,REGULAR,foul,personal,[],1641708,,,1610612755,35,44,2024-11-28T00:52:34Z,2500000,False,,,0,,A. Thompson loose ball personal FOUL (1 PF),"[1641708, 1641741]",1610612745.0,HOU,loose ball,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1629178.0,1.0,0.0,Council IV,1641741.0
254,PT07M45.00S,2024-11-28T00:51:19.5Z,2,REGULAR,substitution,out,[],1642272,,,1610612755,35,44,2024-11-28T00:51:22Z,2520000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M45.00S,2024-11-28T00:51:19.5Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,35,44,2024-11-28T00:51:22Z,2530000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M45.00S,2024-11-28T00:51:38.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,35,44,2024-11-28T00:51:41Z,2540000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M34.00S,2024-11-28T00:54:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.225361366622863,49.26470588235294,1610612755,35,44,2024-11-28T00:54:34Z,2560000,False,4.0,6.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.7,Missed,,,,,,,,,,,,,,,,,,
259,PT07M32.00S,2024-11-28T00:54:32.8Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,35,44,2024-11-28T00:54:34Z,2570000,False,,,0,,T. Eason REBOUND (Off:2 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,258.0,3.0,1.0,2.0,,,,,,,,,,,,,,
260,PT07M29.00S,2024-11-28T00:54:36.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,79.02431011826545,96.32352941176471,1610612745,35,44,2024-11-28T00:54:40Z,2580000,False,232.0,145.0,1,right,MISS R. Sheppard 27' running 3PT,[1642263],1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
261,PT07M25.00S,2024-11-28T00:54:40.4Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,35,44,2024-11-28T00:54:40Z,2590000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,,
262,PT07M20.00S,2024-11-28T00:54:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,7.539421813403408,43.38235294117647,1610612755,37,44,2024-11-28T00:54:49Z,2600000,False,33.0,18.0,1,left,T. Maxey running Layup (8 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,8.0,,,,,,,,,,,,,
263,PT06M55.00S,2024-11-28T00:55:12.6Z,2,REGULAR,turnover,traveling,[],1642263,,,1610612745,37,44,2024-11-28T00:55:18Z,2610000,False,,,0,,R. Sheppard traveling TURNOVER (1 TO),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Right,,,,,,,,,,1.0,,,,,,204059.0,,,,
264,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,out,[],202704,,,1610612755,37,44,2024-11-28T00:55:25Z,2620000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,out,[],1642263,,,1610612755,37,44,2024-11-28T00:55:25Z,2630000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,out,[],1631106,,,1610612755,37,44,2024-11-28T00:55:25Z,2640000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,in,[],1626162,,,1610612755,37,44,2024-11-28T00:55:25Z,2650000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,in,[],1630224,,,1610612755,37,44,2024-11-28T00:55:25Z,2660000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M55.00S,2024-11-28T00:55:17.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612755,37,44,2024-11-28T00:55:25Z,2670000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M31.00S,2024-11-28T00:55:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,7.276609724047319,50.98039215686275,1610612755,37,44,2024-11-28T00:55:59Z,2680000,False,-5.0,16.0,1,left,MISS K. Martin driving reverse Layup - blocked,"[1630231, 1631095]",1610612755.0,PHI,driving reverse,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,Smith Jr.,1631095.0,,,,,,,,,,,
271,PT06M31.00S,2024-11-28T00:55:53.8Z,2,REGULAR,block,,[],1631095,,,1610612755,37,44,2024-11-28T00:55:56Z,2690000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT06M28.00S,2024-11-28T00:55:56.8Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,37,44,2024-11-28T00:55:59Z,2700000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,,,
273,PT06M16.00S,2024-11-28T00:56:08.6Z,2,REGULAR,3pt,Jump Shot,[],1628415,69.03745072273324,76.22549019607843,1610612745,37,44,2024-11-28T00:56:12Z,2710000,False,131.0,239.0,1,right,MISS D. Brooks 27' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
274,PT06M12.00S,2024-11-28T00:56:12.6Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,37,44,2024-11-28T00:56:12Z,2720000,False,,,0,,R. Council IV REBOUND (Off:1 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,273.0,3.0,2.0,1.0,,,,,,,,,,,,,,
275,PT06M05.00S,2024-11-28T00:56:19.4Z,2,REGULAR,3pt,Jump Shot,[],1627824,27.38173455978975,19.362745098039213,1610612755,40,44,2024-11-28T00:56:24Z,2730000,False,153.0,205.0,1,left,G. Yabusele 25' 3PT  (9 PTS) (T. Maxey 2 AST),"[1627824, 1630178]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,9.0,,,,,,T. Maxey,1630178.0,2.0,,,,,
277,PT05M51.00S,2024-11-28T00:56:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.34756898817345,49.01960784313726,1610612745,40,46,2024-11-28T00:56:37Z,2750000,False,-5.0,10.0,1,right,J. Green driving finger roll Layup (20 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,20.0,,,,,,,,,,,,,
278,PT05M32.00S,2024-11-28T00:56:52.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,4.517082785808142,96.56862745098039,1610612755,40,46,2024-11-28T00:56:56Z,2760000,False,-233.0,-10.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
279,PT05M29.00S,2024-11-28T00:56:55.5Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,40,46,2024-11-28T00:56:56Z,2770000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,
