actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
30,PT09M18.00S,2025-03-09T23:43:58.1Z,1,REGULAR,3pt,Jump Shot,[],1642271,73.242444152431,17.64705882352942,1610612762,7,13,2025-03-09T23:44:03Z,280000,False,-162.0,199.0,1,right,K. Filipowski 25' 3PT  (8 PTS) (I. Collier 1 AST),"[1642271, 1642268]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,25.65,Made,8.0,,,,,,,,,,,,,,,I. Collier,1642268.0,1.0
32,PT09M05.00S,2025-03-09T23:44:11.3Z,1,REGULAR,3pt,Jump Shot,[],1642348,28.95860709592641,85.04901960784314,1610612755,10,13,2025-03-09T23:44:15Z,300000,False,-175.0,220.0,1,left,J. Edwards 28' 3PT  (3 PTS) (Q. Grimes 2 AST),"[1642348, 1629656]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,28.1,Made,3.0,,,,,,,,,,,,,,,Q. Grimes,1629656.0,2.0
34,PT08M46.00S,2025-03-09T23:44:29.9Z,1,REGULAR,3pt,Jump Shot,[],1642268,71.53416557161628,78.92156862745098,1610612762,10,13,2025-03-09T23:44:35Z,320000,False,145.0,215.0,1,right,MISS I. Collier 25' step back 3PT,[1642268],1610612762.0,UTA,step back,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
35,PT08M43.00S,2025-03-09T23:44:32.9Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,10,13,2025-03-09T23:44:35Z,330000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,
36,PT08M27.00S,2025-03-09T23:44:49.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,13.18988173455979,97.30392156862744,1610612755,10,13,2025-03-10T00:29:10Z,340000,False,-237.0,71.0,1,left,MISS K. Oubre Jr. 24' step back 3PT,[1626162],1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,24.71,Missed,,,,,,,,,,,,,,,,,,
37,PT08M24.00S,2025-03-09T23:44:52.8Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,10,13,2025-03-09T23:44:57Z,350000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M14.00S,2025-03-09T23:45:01.5Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,10,13,2025-03-09T23:45:05Z,360000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1629656]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,
39,PT08M14.00S,2025-03-09T23:45:01.5Z,1,REGULAR,steal,,[],1629656,,,1610612755,10,13,2025-03-09T23:46:16Z,370000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2025-03-09T23:45:06.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629656,29.48423127463863,21.813725490196077,1610612755,10,13,2025-03-09T23:45:13Z,380000,False,141.0,225.0,1,left,MISS Q. Grimes 26' running 3PT,[1629656],1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
41,PT08M05.00S,2025-03-09T23:45:10.8Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,10,13,2025-03-09T23:45:13Z,390000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,
42,PT08M02.00S,2025-03-09T23:45:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630548,69.95729303547964,24.264705882352942,1610612762,10,16,2025-03-09T23:45:21Z,400000,False,-129.0,230.0,1,right,J. Juzang 26' 3PT running (3 PTS) (I. Collier 2 AST),"[1630548, 1642268]",1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,26.35,Made,3.0,,,,,,,,,,,,,,,I. Collier,1642268.0,2.0
44,PT07M45.00S,2025-03-09T23:45:30.4Z,1,REGULAR,3pt,Jump Shot,[],203083,35.00328515111694,50.245098039215684,1610612755,10,16,2025-03-09T23:45:35Z,420000,False,-1.0,277.0,1,left,MISS A. Drummond 27' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
45,PT07M42.00S,2025-03-09T23:45:33.4Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,10,16,2025-03-09T23:45:35Z,430000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,
46,PT07M41.00S,2025-03-09T23:45:36.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642271,93.34756898817345,52.94117647058824,1610612762,10,18,2025-03-09T23:45:43Z,440000,False,15.0,10.0,1,right,K. Filipowski running DUNK (10 PTS) (I. Collier 3 AST),"[1642271, 1642268]",1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.78,Made,10.0,,,,,,,,,,,,,,,I. Collier,1642268.0,3.0
48,PT07M41.00S,2025-03-09T23:45:42.1Z,1,REGULAR,foul,personal,['1freethrow'],1642348,,,1610612762,10,18,2025-03-09T23:45:53Z,460000,False,,,0,,J. Edwards shooting personal FOUL (1 PF) (Filipowski 1 FT),"[1642348, 1642271]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,1.0,0.0,Filipowski,1642271.0,,,,,
50,PT07M41.00S,2025-03-09T23:46:15.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1642271,,,1610612762,10,19,2025-03-09T23:46:15Z,480000,False,,,0,,K. Filipowski Free Throw 1 of 1 (11 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2025-03-09T23:46:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,13.058475689881732,56.86274509803921,1610612755,10,19,2025-03-09T23:46:42Z,490000,False,-34.0,70.0,1,left,MISS A. Drummond 7' floating Shot,[203083],1610612755.0,PHI,floating,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,7.81,Missed,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2025-03-09T23:46:37.9Z,1,REGULAR,rebound,offensive,[],1642348,,,1610612755,10,19,2025-03-09T23:46:42Z,500000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,
53,PT07M18.00S,2025-03-09T23:46:39.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642348,20.68002628120894,44.607843137254896,1610612755,12,19,2025-03-09T23:46:45Z,510000,False,27.0,142.0,1,left,J. Edwards 14' pullup Jump Shot (5 PTS),[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Center,14.44,Made,5.0,,,,,,,,,,,,,,,,,
54,PT07M00.00S,2025-03-09T23:46:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630548,95.71287779237845,4.166666666666657,1610612762,12,22,2025-03-09T23:47:03Z,520000,False,-229.0,-12.0,1,right,J. Juzang 3PT  (6 PTS) (B. Sensabaugh 1 AST),"[1630548, 1641729]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,22.95,Made,6.0,,,,,,,,,,,,,,,B. Sensabaugh,1641729.0,1.0
56,PT06M42.00S,2025-03-09T23:47:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627824,9.247700394218143,61.51960784313725,1610612755,12,22,2025-03-09T23:47:28Z,540000,False,-58.0,34.0,1,left,MISS G. Yabusele 6' driving floating bank Shot,[1627824],1610612755.0,PHI,driving floating bank,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
57,PT06M41.00S,2025-03-09T23:47:18.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,12,22,2025-03-09T23:47:28Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,56.0,,,,,,,,,,,,,,,,
59,PT06M41.00S,2025-03-09T23:47:30.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,22,2025-03-09T23:47:30Z,570000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,out,[],203083,,,1610612755,12,22,2025-03-09T23:50:17Z,580000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,out,[],1630231,,,1610612755,12,22,2025-03-09T23:50:17Z,590000,False,,,0,,SUB out: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,out,[],1641729,,,1610612755,12,22,2025-03-09T23:50:17Z,600000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,in,[],1629022,,,1610612755,12,22,2025-03-09T23:50:17Z,610000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,in,[],1641718,,,1610612755,12,22,2025-03-09T23:50:17Z,620000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M41.00S,2025-03-09T23:49:59.7Z,1,REGULAR,substitution,in,[],1642262,,,1610612755,12,22,2025-03-09T23:50:17Z,630000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M33.00S,2025-03-09T23:50:28.0Z,1,REGULAR,turnover,bad pass,[],1642348,,,1610612755,12,22,2025-03-09T23:51:04Z,640000,False,,,0,,J. Edwards bad pass TURNOVER (1 TO),"[1642348, 1642268]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Collier,1642268.0,,,,,,,,,,
67,PT06M33.00S,2025-03-09T23:50:28.0Z,1,REGULAR,steal,,[],1642268,,,1610612762,12,22,2025-03-09T23:50:31Z,650000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2025-03-09T23:50:33.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642268,94.26741130091985,50.0,1610612762,12,22,2025-03-09T23:51:51Z,660000,False,0.0,1.0,1,right,MISS I. Collier running Layup,[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,0.14,Missed,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2025-03-09T23:50:34.0Z,1,REGULAR,rebound,offensive,[],1641718,,,1610612762,12,22,2025-03-09T23:51:51Z,670000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,68.0,1.0,0.0,1.0,,,,,,,,,,,,,
70,PT06M29.00S,2025-03-09T23:50:36.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1641718,94.40999984741211,50.0,1610612762,12,24,2025-03-09T23:52:07Z,680000,False,0.0,0.0,1,right,K. George tip Layup (2 PTS),[1641718],1610612762.0,UTA,tip,,,George,K. George,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2025-03-09T23:50:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,32.37516425755584,80.3921568627451,1610612755,12,24,2025-03-09T23:50:53Z,690000,False,-152.0,252.0,1,left,MISS Q. Grimes 29' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,29.41,Missed,,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2025-03-09T23:50:46.9Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,12,24,2025-03-09T23:50:53Z,700000,False,,,0,,J. Juzang REBOUND (Off:0 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,
73,PT05M53.00S,2025-03-09T23:51:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,95.05584756898817,52.450980392156865,1610612762,12,26,2025-03-09T23:51:12Z,710000,False,12.0,-6.0,1,right,K. George driving finger roll Layup (4 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,Restricted Area,0-8 Center,1.37,Made,4.0,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2025-03-09T23:51:20.4Z,1,REGULAR,3pt,Jump Shot,[],1627824,35.00328515111694,50.73529411764706,1610612755,12,26,2025-03-09T23:51:25Z,720000,False,-4.0,277.0,1,left,MISS G. Yabusele 27' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2025-03-09T23:51:23.4Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,12,26,2025-03-09T23:51:25Z,730000,False,,,0,,J. Juzang REBOUND (Off:0 Def:3),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,
76,PT05M21.00S,2025-03-09T23:51:40.8Z,1,REGULAR,3pt,Jump Shot,[],1641718,79.54993429697765,92.40196078431373,1610612762,12,26,2025-03-09T23:53:30Z,740000,False,212.0,140.0,1,right,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2025-03-09T23:51:42.8Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,12,26,2025-03-09T23:51:50Z,750000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,
79,PT05M16.00S,2025-03-09T23:51:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641718,91.90210249671485,50.73529411764706,1610612762,12,28,2025-03-09T23:51:56Z,770000,False,4.0,24.0,1,right,K. George cutting Layup (6 PTS) (K. Filipowski 1 AST),"[1641718, 1642271]",1610612762.0,UTA,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,2.39,Made,6.0,,,,,,,,,,,,,,,K. Filipowski,1642271.0,1.0
81,PT05M02.00S,2025-03-09T23:51:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.802233902759525,54.16666666666667,1610612755,14,28,2025-03-09T23:54:18Z,790000,False,-21.0,21.0,1,left,K. Oubre Jr. driving Layup (2 PTS),[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.94,Made,2.0,,,,,,,,,,,,,,,,,
