actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-24T00:10:38.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-24T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-12-24T00:10:42.5Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-12-24T00:10:42Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Embiid: Tip to J. Sochan,"[1631110, 1641705, 203954]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-12-24T00:10:56.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,69.03745072273324,72.05882352941177,1610612759,0,0,2024-12-24T00:11:00Z,70000,False,110.0,239.0,1,right,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-12-24T00:11:00.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,0,0,2024-12-24T00:11:00Z,80000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-12-24T00:11:12.9Z,1,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612755,0,0,2024-12-24T00:11:24Z,90000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Embiid 2 FT),"[1641705, 203954]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
11,PT11M28.00S,2024-12-24T00:11:39.5Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,1,0,2024-12-24T00:11:39Z,110000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M28.00S,2024-12-24T00:11:56.9Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,2,0,2024-12-24T00:11:56Z,120000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M07.00S,2024-12-24T00:12:19.3Z,1,REGULAR,foul,personal,['3freethrow'],203954,,,1610612759,2,0,2024-12-24T00:12:27Z,130000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Vassell 3 FT),"[203954, 1630170]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,1628954.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,
15,PT11M07.00S,2024-12-24T00:12:48.4Z,1,REGULAR,freethrow,1 of 3,[],1630170,,,1610612759,2,0,2024-12-24T00:12:48Z,150000,False,,,0,,MISS D. Vassell Free Throw 1 of 3,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2024-12-24T00:12:48.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,2,0,2024-12-24T00:12:48Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,
