actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-09T00:10:46.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-09T00:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-01-09T00:10:50.6Z,1,REGULAR,jumpball,recovered,[],202685,,,1610612764,0,0,2025-01-09T00:10:50Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. G. Yabusele: Tip to J. Valančiūnas,"[202685, 202685, 1627824]",1610612764.0,WAS,startperiod,J. Valančiūnas,202685.0,Valančiūnas,J. Valančiūnas,Valančiūnas,202685.0,Yabusele,1627824.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-01-09T00:11:07.0Z,1,REGULAR,3pt,Jump Shot,[],1628398,77.34888304862024,91.91176470588235,1610612764,0,0,2025-01-09T00:11:26Z,70000,False,210.0,160.0,1,right,MISS K. Kuzma 26' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2025-01-09T00:11:12.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612764,0,0,2025-01-09T00:11:12Z,80000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:0),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-01-09T00:11:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612764,0,2,2025-01-09T00:11:12Z,90000,False,0.0,0.0,1,right,J. Valančiūnas putback Layup (2 PTS),[202685],1610612764.0,WAS,putback,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M20.00S,2025-01-09T00:11:25.0Z,1,REGULAR,3pt,Jump Shot,[],1627824,19.136005256241788,92.40196078431373,1610612755,0,2,2025-01-09T00:11:29Z,100000,False,-212.0,127.0,1,left,MISS G. Yabusele 24' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2025-01-09T00:11:28.0Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,0,2,2025-01-09T00:11:29Z,110000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M03.00S,2025-01-09T00:11:44.1Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,0,2,2025-01-09T00:11:50Z,120000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1627529.0,1.0,,,,,,,,,,,
13,PT10M49.00S,2025-01-09T00:12:05.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,16.113666228646515,31.862745098039213,1610612755,2,2,2025-01-09T00:12:09Z,130000,False,91.0,99.0,1,left,C. Martin 13' turnaround fadeaway Jump Shot (2 PTS),[1628997],1610612755.0,PHI,turnaround fadeaway,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,13.43,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M28.00S,2025-01-09T00:12:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,90.22667542706965,47.05882352941176,1610612764,2,2,2025-01-09T00:12:29Z,140000,False,-15.0,39.0,1,right,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
16,PT10M24.00S,2025-01-09T00:12:29.4Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,2,2,2025-01-09T00:12:29Z,160000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M22.00S,2025-01-09T00:12:31.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,88.78120893561103,4.166666666666666,1610612764,2,5,2025-01-09T00:12:37Z,170000,False,-229.0,53.0,1,right,K. Kuzma 3PT step back (3 PTS),[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.52,Made,,,,,3.0,,,,,,,,,,,,,
18,PT10M10.00S,2025-01-09T00:12:48.2Z,1,REGULAR,foul,personal,[],1641731,,,1610612755,2,5,2025-01-09T00:12:55Z,180000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1626162]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,,,,,,,,202056.0,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,
20,PT10M01.00S,2025-01-09T00:13:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.196452036793694,56.86274509803921,1610612755,2,5,2025-01-09T00:13:19Z,200000,False,-34.0,260.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
21,PT09M57.00S,2025-01-09T00:13:19.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,5,2025-01-09T00:13:19Z,210000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M48.00S,2025-01-09T00:13:30.5Z,1,REGULAR,foul,personal,[],1628997,,,1610612764,2,5,2025-01-09T00:13:45Z,220000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 202685]",1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,,,,,,,,202056.0,,1.0,0.0,Valančiūnas,202685.0,,,,,,,
24,PT09M46.00S,2025-01-09T00:13:52.8Z,1,REGULAR,2pt,Jump Shot,[],1628398,81.8166885676741,21.323529411764707,1610612764,2,5,2025-01-09T00:13:57Z,240000,False,-143.0,118.0,1,right,MISS K. Kuzma 18' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,18.6,Missed,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2025-01-09T00:13:55.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,2,5,2025-01-09T00:13:57Z,250000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M38.00S,2025-01-09T00:14:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.178055190538765,45.34313725490196,1610612755,4,5,2025-01-09T00:14:08Z,260000,False,23.0,15.0,1,left,E. Gordon driving finger roll Layup (2 PTS) (T. Maxey 1 AST),"[201569, 1630178]",1610612755.0,PHI,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,2.0,,,,,,,T. Maxey,1630178.0,1.0,,,,
