actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M55.00S,2025-02-06T00:42:02.3Z,1,REGULAR,3pt,Jump Shot,[],202331,33.98488830486202,51.470588235294116,1610612755,2,2,2025-02-06T00:42:06Z,150000,False,-7.0,267.0,1,left,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2025-02-06T00:42:04.3Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,2,2,2025-02-06T00:42:06Z,160000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M36.00S,2025-02-06T00:42:24.5Z,1,REGULAR,turnover,traveling,[],1628389,,,1610612748,2,2,2025-02-06T00:42:35Z,170000,False,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,2004.0,,,,,,,,,
18,PT10M23.00S,2025-02-06T00:42:43.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,33.590670170827856,58.82352941176471,1610612755,2,2,2025-02-06T00:42:46Z,180000,False,-44.0,263.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2025-02-06T00:42:45.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,2,2,2025-02-06T00:42:46Z,190000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,18.0,3.0,3.0,0.0,,,,,,,,,,,,,,
20,PT10M14.00S,2025-02-06T00:42:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612748,2,2,2025-02-06T00:43:02Z,200000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1626162, 1628389]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627541.0,1.0,0.0,Adebayo,1628389.0,,,,,
22,PT10M14.00S,2025-02-06T00:43:24.0Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,2,2,2025-02-06T00:43:24Z,220000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2025-02-06T00:43:24.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,2,2,2025-02-06T00:43:24Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
24,PT10M14.00S,2025-02-06T00:43:42.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,2,3,2025-02-06T00:43:42Z,240000,False,,,0,,B. Adebayo Free Throw 2 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
25,PT10M04.00S,2025-02-06T00:43:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612755,2,3,2025-02-06T00:44:06Z,250000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628389, 1630178]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2004.0,1.0,0.0,Maxey,1630178.0,,,,,
27,PT10M04.00S,2025-02-06T00:44:22.4Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,3,3,2025-02-06T00:44:22Z,270000,False,,,0,,T. Maxey Free Throw 1 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
28,PT10M04.00S,2025-02-06T00:44:40.2Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,4,3,2025-02-06T00:44:40Z,280000,False,,,0,,T. Maxey Free Throw 2 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
29,PT09M54.00S,2025-02-06T00:44:50.9Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,4,3,2025-02-06T00:44:56Z,290000,False,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 202331]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,1.0,George,202331.0,,,,,,,,,,,
30,PT09M54.00S,2025-02-06T00:44:50.9Z,1,REGULAR,steal,,[],202331,,,1610612755,4,3,2025-02-06T00:44:53Z,300000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M48.00S,2025-02-06T00:44:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642348,5.863994743758213,54.41176470588235,1610612755,4,3,2025-02-06T00:45:08Z,310000,False,-22.0,3.0,1,left,MISS J. Edwards running Layup,[1642348],1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,,
32,PT09M48.00S,2025-02-06T00:44:56.7Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,4,3,2025-02-06T00:45:08Z,320000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
33,PT09M48.00S,2025-02-06T00:45:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612755,4,3,2025-02-06T00:45:18Z,330000,False,,,0,,K. Ware shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1642276, 1627824]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628481.0,1.0,0.0,Yabusele,1627824.0,,,,,
35,PT09M48.00S,2025-02-06T00:45:33.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627824,,,1610612755,5,3,2025-02-06T00:45:33Z,350000,False,,,0,,G. Yabusele Free Throw 1 of 2 (1 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
36,PT09M48.00S,2025-02-06T00:45:33.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627824,,,1610612755,6,3,2025-02-06T00:47:39Z,360000,False,,,0,,G. Yabusele Free Throw 2 of 2 (2 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
38,PT09M23.00S,2025-02-06T00:46:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.64323258869908,51.470588235294116,1610612748,6,5,2025-02-06T00:46:35Z,380000,False,7.0,7.0,1,right,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,2.0,,,,,,,,,,
39,PT09M11.00S,2025-02-06T00:46:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,34.510512483574246,62.00980392156863,1610612755,6,5,2025-02-06T00:46:47Z,390000,False,-60.0,272.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
40,PT09M08.00S,2025-02-06T00:46:46.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,6,5,2025-02-06T00:46:47Z,400000,False,,,0,,K. Ware REBOUND (Off:0 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,39.0,4.0,4.0,0.0,,,,,,,,,,,,,,
41,PT09M01.00S,2025-02-06T00:46:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.72339027595268,51.470588235294116,1610612748,6,7,2025-02-06T00:47:00Z,410000,False,7.0,16.0,1,right,T. Herro driving finger roll Layup (4 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,4.0,,,,,,,,,,
42,PT08M50.00S,2025-02-06T00:47:03.7Z,1,REGULAR,3pt,Jump Shot,[],1642348,31.61957950065703,32.1078431372549,1610612755,6,7,2025-02-06T00:47:08Z,420000,False,89.0,245.0,1,left,MISS J. Edwards 26' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
43,PT08M47.00S,2025-02-06T00:47:06.7Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,6,7,2025-02-06T00:47:08Z,430000,False,,,0,,K. Ware REBOUND (Off:0 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,42.0,5.0,5.0,0.0,,,,,,,,,,,,,,
44,PT08M42.00S,2025-02-06T00:47:18.2Z,1,REGULAR,foul,personal,[],1627824,,,1610612748,6,7,2025-02-06T00:47:24Z,440000,False,,,0,,G. Yabusele personal FOUL (1 PF),"[1627824, 1628389]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,1.0,0.0,Adebayo,1628389.0,,,,,
46,PT08M32.00S,2025-02-06T00:47:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,93.24901445466492,3.6764705882352944,1610612748,6,10,2025-02-06T00:49:15Z,460000,False,-232.0,11.0,1,right,T. Herro 3PT step back (7 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,,,,7.0,,,,,,B. Adebayo,1628389.0,1.0,,
48,PT08M16.00S,2025-02-06T00:48:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.492115637319317,60.5392156862745,1610612755,6,10,2025-02-06T00:50:26Z,480000,False,-53.0,27.0,1,left,MISS K. Oubre Jr. turnaround fadeaway Shot,[1626162],1610612755.0,PHI,turnaround fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,,,,,,,,,,,,,,
49,PT08M14.00S,2025-02-06T00:48:09.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,6,10,2025-02-06T00:50:26Z,490000,False,,,0,,K. Ware REBOUND (Off:0 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,6.0,6.0,0.0,,,,,,,,,,,,,,
50,PT07M51.00S,2025-02-06T00:48:28.8Z,1,REGULAR,3pt,Jump Shot,[],1628389,71.43561103810775,6.862745098039216,1610612748,6,10,2025-02-06T00:48:32Z,500000,False,-216.0,216.0,1,right,MISS B. Adebayo 30' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,30.53,Missed,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2025-02-06T00:48:32.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,6,10,2025-02-06T00:48:32Z,510000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M31.00S,2025-02-06T00:48:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612755,6,10,2025-02-06T00:49:03Z,520000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (Edwards 2 FT),"[1642276, 1642348]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,2.0,0.0,Edwards,1642348.0,,,,,
54,PT07M31.00S,2025-02-06T00:49:19.6Z,1,REGULAR,freethrow,1 of 2,[],1642348,,,1610612755,6,10,2025-02-06T00:49:19Z,540000,False,,,0,,MISS J. Edwards Free Throw 1 of 2,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2025-02-06T00:49:19.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,6,10,2025-02-06T00:49:19Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2025-02-06T00:49:21.2Z,1,REGULAR,substitution,out,[],1642276,,,1610612755,6,10,2025-02-06T00:49:25Z,560000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M31.00S,2025-02-06T00:49:21.2Z,1,REGULAR,substitution,in,[],1631107,,,1610612755,6,10,2025-02-06T00:49:25Z,570000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M31.00S,2025-02-06T00:49:52.3Z,1,REGULAR,freethrow,2 of 2,[],1642348,,,1610612755,7,10,2025-02-06T00:49:52Z,580000,False,,,0,,J. Edwards Free Throw 2 of 2 (1 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
59,PT07M18.00S,2025-02-06T00:50:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,94.03745072273325,53.431372549019606,1610612748,7,12,2025-02-06T00:53:20Z,590000,False,17.0,4.0,1,right,N. Jović cutting Layup (2 PTS) (T. Herro 1 AST),"[1631107, 1629639]",1610612748.0,MIA,cutting,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,2.0,,,,,,T. Herro,1629639.0,1.0,,
61,PT07M03.00S,2025-02-06T00:50:28.1Z,1,REGULAR,foul,personal,[],1628389,,,1610612755,7,12,2025-02-06T00:50:33Z,610000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1626162]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627541.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,
64,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,out,[],1642348,,,1610612755,7,12,2025-02-06T00:50:42Z,640000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,in,[],201569,,,1610612755,7,12,2025-02-06T00:50:42Z,650000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,7,12,2025-02-06T00:50:42Z,660000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,out,[],1627824,,,1610612755,7,12,2025-02-06T00:51:04Z,670000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612755,7,12,2025-02-06T00:51:04Z,680000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M03.00S,2025-02-06T00:50:36.5Z,1,REGULAR,substitution,in,[],201567,,,1610612755,7,12,2025-02-06T00:51:04Z,690000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M52.00S,2025-02-06T00:51:26.0Z,1,REGULAR,2pt,Jump Shot,[],1630178,15.456636005256241,26.715686274509803,1610612755,7,12,2025-02-06T00:51:37Z,700000,False,116.0,93.0,1,left,MISS T. Maxey 14' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,14.89,Missed,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2025-02-06T00:51:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,7,12,2025-02-06T00:51:37Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,70.0,,,,,,,,,,,,,,,,,
72,PT06M49.00S,2025-02-06T00:51:38.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612755,7,12,2025-02-06T00:51:52Z,720000,False,,,0,,K. Love loose ball personal FOUL (1 PF) (Bona 2 FT),"[201567, 1641737]",1610612748.0,MIA,loose ball,,,Love,K. Love,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628481.0,1.0,0.0,Bona,1641737.0,,,,,
74,PT06M49.00S,2025-02-06T00:51:57.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,7,12,2025-02-06T00:51:57Z,740000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M49.00S,2025-02-06T00:55:00.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641737,,,1610612755,8,12,2025-02-06T00:55:00Z,750000,False,,,0,,A. Bona Free Throw 1 of 2 (1 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
76,PT06M49.00S,2025-02-06T00:55:17.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641737,,,1610612755,9,12,2025-02-06T00:55:17Z,760000,False,,,0,,A. Bona Free Throw 2 of 2 (2 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
77,PT06M25.00S,2025-02-06T00:55:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629312,95.74572930354796,2.696078431372549,1610612748,9,12,2025-02-06T00:55:47Z,770000,False,-237.0,-13.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
78,PT06M24.00S,2025-02-06T00:55:43.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,9,12,2025-02-06T00:55:47Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Left Corner 3,24+ Left,,,77.0,,,,,,,,,,,,,,,,,
80,PT06M14.00S,2025-02-06T00:56:12.9Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,9,12,2025-02-06T00:56:16Z,800000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1626162]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,,,
81,PT06M14.00S,2025-02-06T00:56:12.9Z,1,REGULAR,steal,,[],1626162,,,1610612755,9,12,2025-02-06T00:56:15Z,810000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2025-02-06T00:56:52.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,8.754927726675426,63.970588235294116,1610612755,11,12,2025-02-06T00:56:56Z,830000,False,-70.0,30.0,1,left,K. Oubre Jr. 7' turnaround Jump Shot (2 PTS),[1626162],1610612755.0,PHI,turnaround,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,,,,,,,2.0,,,,,,,,,,
85,PT05M31.00S,2025-02-06T00:57:12.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,80.50262812089356,4.901960784313726,1610612748,11,12,2025-02-06T00:57:17Z,850000,False,-225.0,131.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2025-02-06T00:57:17.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,11,12,2025-02-06T00:57:17Z,860000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
87,PT05M20.00S,2025-02-06T00:57:23.0Z,1,REGULAR,3pt,Jump Shot,[],201569,28.203022339027594,13.480392156862745,1610612755,11,12,2025-02-06T00:59:52Z,870000,False,183.0,213.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,28.03,Missed,,,,,,,,,,,,,,,,,,
