actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
27,PT09M03.00S,2024-12-07T00:14:48.1Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612755,6,5,2024-12-07T00:14:52Z,270000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1630532]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,1.0,Wagner,1630532.0,,,,,,,,,,,,,,
28,PT09M03.00S,2024-12-07T00:14:48.1Z,1,REGULAR,steal,,[],1630532,,,1610612753,6,5,2024-12-07T00:14:50Z,280000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
29,PT08M59.00S,2024-12-07T00:14:51.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,68.28186596583443,28.676470588235293,1610612753,6,8,2024-12-07T00:20:54Z,290000,False,-107.0,246.0,1,right,F. Wagner 26' 3PT pullup (6 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.78,Made,6.0,,,,,,,,,,,,,,,,,
30,PT08M47.00S,2024-12-07T00:15:04.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,10.726018396846255,94.6078431372549,1610612755,6,8,2024-12-07T00:15:07Z,300000,False,-223.0,48.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
31,PT08M46.00S,2024-12-07T00:15:05.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,8,2024-12-07T00:15:12Z,310000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,30.0,,,,,,1.0,1.0,0.0,,,,,
32,PT08M35.00S,2024-12-07T00:15:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.9862023653088,49.50980392156863,1610612753,6,10,2024-12-07T00:15:21Z,320000,False,-2.0,13.0,1,right,G. Bitadze alley-oop Layup (2 PTS) (F. Wagner 1 AST),"[1629048, 1630532]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,,,,,,,,,,,,,F. Wagner,1630532.0,1.0,,
34,PT08M12.00S,2024-12-07T00:15:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,28.728646517739815,18.872549019607842,1610612755,9,10,2024-12-07T00:15:42Z,340000,False,156.0,218.0,1,left,T. Maxey 26' 3PT  (3 PTS) (G. Yabusele 1 AST),"[1630178, 1627824]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.74,Made,3.0,,,,,,,,,,,,,G. Yabusele,1627824.0,1.0,,
36,PT07M55.00S,2024-12-07T00:16:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,79.9215670170828,45.07506127450981,1610612753,9,10,2024-12-07T00:22:31Z,360000,False,-25.0,136.0,1,right,MISS J. Suggs 13' turnaround Shot,[1630591],1610612753.0,ORL,turnaround,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,13.84,Missed,,,,,,,,,,,,,,,,,,
37,PT07M51.00S,2024-12-07T00:16:04.3Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,9,10,2024-12-07T00:24:01Z,370000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,36.0,,,,,,1.0,1.0,0.0,,,,,
38,PT07M33.00S,2024-12-07T00:16:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,27.414586070959263,13.970588235294118,1610612755,9,10,2024-12-07T00:16:22Z,380000,False,180.0,205.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
39,PT07M29.00S,2024-12-07T00:16:21.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,9,10,2024-12-07T00:16:22Z,390000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,38.0,,,,,,1.0,1.0,0.0,,,,,
40,PT07M22.00S,2024-12-07T00:16:30.2Z,1,REGULAR,3pt,Jump Shot,[],1629048,76.16622864651774,92.64705882352942,1610612753,9,10,2024-12-07T00:16:33Z,400000,False,213.0,172.0,1,right,MISS G. Bitadze 27' 3PT,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
41,PT07M18.00S,2024-12-07T00:16:33.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,9,10,2024-12-07T00:16:33Z,410000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,,,,,,1.0,1.0,0.0,,,,,
42,PT07M11.00S,2024-12-07T00:16:43.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,11.514454664914586,47.549019607843135,1610612755,11,10,2024-12-07T00:24:28Z,420000,False,12.0,56.0,1,left,G. Yabusele driving Hook (2 PTS) (P. George 1 AST),"[1627824, 202331]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,2.0,,,,,,,,,,,,,P. George,202331.0,1.0,,
44,PT07M11.00S,2024-12-07T00:16:47.5Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612755,11,10,2024-12-07T00:16:55Z,440000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Yabusele 1 FT),"[1628976, 1627824]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,1.0,0.0,Yabusele,1627824.0,,,,,,,,
46,PT07M11.00S,2024-12-07T00:17:14.9Z,1,REGULAR,freethrow,1 of 1,[],1627824,,,1610612755,11,10,2024-12-07T00:17:19Z,460000,False,,,0,,MISS G. Yabusele Free Throw 1 of 1,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M05.00S,2024-12-07T00:17:20.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,11,10,2024-12-07T00:17:19Z,470000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,46.0,,,,,,1.0,0.0,1.0,,,,,
48,PT07M05.00S,2024-12-07T00:17:19.2Z,1,REGULAR,turnover,bad pass,[],203083,,,1610612755,11,10,2024-12-07T00:17:22Z,480000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1630591]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Suggs,1630591.0,,,,,,,,,,,,,,
49,PT07M05.00S,2024-12-07T00:17:19.2Z,1,REGULAR,steal,,[],1630591,,,1610612753,11,10,2024-12-07T00:17:21Z,490000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M01.00S,2024-12-07T00:17:23.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203484,94.69448094612353,2.941176470588235,1610612753,11,10,2024-12-07T00:17:32Z,500000,False,-235.0,-3.0,1,right,MISS K. Caldwell-Pope running 3PT,[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
51,PT06M57.00S,2024-12-07T00:17:27.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,11,10,2024-12-07T00:17:27Z,510000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,50.0,,,,,,2.0,1.0,1.0,,,,,
52,PT06M55.00S,2024-12-07T00:17:28.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630532,70.12155059132719,18.627450980392158,1610612753,11,10,2024-12-07T00:17:38Z,520000,False,-157.0,228.0,1,right,MISS F. Wagner 27' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
53,PT06M55.00S,2024-12-07T00:17:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,11,10,2024-12-07T00:17:38Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,52.0,,,,,,,,,,,,,
54,PT06M55.00S,2024-12-07T00:17:36.4Z,1,REGULAR,foul,personal,[],1627824,,,1610612753,11,10,2024-12-07T00:17:45Z,540000,False,,,0,,G. Yabusele loose ball personal FOUL (1 PF),"[1627824, 1629048]",1610612755.0,PHI,loose ball,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,
56,PT06M55.00S,2024-12-07T00:17:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,10,2024-12-07T00:17:51Z,560000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2024-12-07T00:20:09.8Z,1,REGULAR,substitution,out,[],202331,,,1610612753,11,10,2024-12-07T00:20:30Z,570000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2024-12-07T00:20:09.8Z,1,REGULAR,substitution,out,[],203083,,,1610612753,11,10,2024-12-07T00:20:30Z,580000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2024-12-07T00:20:09.8Z,1,REGULAR,substitution,in,[],1630231,,,1610612753,11,10,2024-12-07T00:20:30Z,590000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2024-12-07T00:20:09.8Z,1,REGULAR,substitution,in,[],1642272,,,1610612753,11,10,2024-12-07T00:20:30Z,600000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2024-12-07T00:20:46.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630532,90.09526938239159,75.49019607843137,1610612753,11,10,2024-12-07T00:20:52Z,610000,False,127.0,41.0,1,right,MISS F. Wagner 13' pullup Shot,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,13.38,Missed,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2024-12-07T00:20:49.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,11,10,2024-12-07T00:20:52Z,620000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,61.0,,,,,,3.0,3.0,0.0,,,,,
63,PT06M21.00S,2024-12-07T00:21:14.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,25.969119579500656,85.5392156862745,1610612755,11,10,2024-12-07T00:21:17Z,630000,False,-178.0,192.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
64,PT06M17.00S,2024-12-07T00:21:17.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,11,10,2024-12-07T00:21:17Z,640000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,,,,,,3.0,2.0,1.0,,,,,
65,PT06M08.00S,2024-12-07T00:21:29.1Z,1,REGULAR,foul,personal,[],1630178,,,1610612753,11,10,2024-12-07T00:21:37Z,650000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1630591]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627526.0,1.0,0.0,Suggs,1630591.0,,,,,,,,
67,PT06M05.00S,2024-12-07T00:21:54.7Z,1,REGULAR,foul,personal,[],1630178,,,1610612753,11,10,2024-12-07T00:22:01Z,670000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1630532]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,101283.0,2.0,0.0,Wagner,1630532.0,,,,,,,,
69,PT05M54.00S,2024-12-07T00:22:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630532,87.59855453350855,96.07843137254902,1610612753,11,13,2024-12-07T00:22:26Z,690000,False,230.0,64.0,1,right,F. Wagner 3PT  (9 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,23.92,Made,9.0,,,,,,,,,,,,,W. Carter Jr.,1628976.0,1.0,,
71,PT05M33.00S,2024-12-07T00:22:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,10.988830486202366,49.50980392156863,1610612755,13,13,2024-12-07T00:22:50Z,710000,False,2.0,51.0,1,left,K. Martin driving floating Jump Shot (2 PTS) (G. Yabusele 2 AST),"[1630231, 1627824]",1610612755.0,PHI,driving floating,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,2.0,,,,,,,,,,,,,G. Yabusele,1627824.0,2.0,,
73,PT05M33.00S,2024-12-07T00:22:49.3Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612755,13,13,2024-12-07T00:23:03Z,730000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Martin 1 FT),"[1628976, 1630231]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,2.0,0.0,Martin,1630231.0,,,,,,,,
75,PT05M33.00S,2024-12-07T00:23:22.3Z,1,REGULAR,freethrow,1 of 1,[],1630231,,,1610612755,14,13,2024-12-07T00:23:22Z,750000,False,,,0,,K. Martin Free Throw 1 of 1 (3 PTS),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2024-12-07T00:23:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,85.75886990801577,47.05882352941176,1610612753,14,15,2024-12-07T00:23:43Z,760000,False,-15.0,81.0,1,right,F. Wagner 8' driving floating Jump Shot (11 PTS) (W. Carter Jr. 2 AST),"[1630532, 1628976]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.27,Made,11.0,,,,,,,,,,,,,W. Carter Jr.,1628976.0,2.0,,
78,PT05M04.00S,2024-12-07T00:23:55.3Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,14,15,2024-12-07T00:24:04Z,780000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203484]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,
79,PT05M04.00S,2024-12-07T00:23:55.3Z,1,REGULAR,steal,,[],203484,,,1610612753,14,15,2024-12-07T00:23:57Z,790000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2024-12-07T00:24:00.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,92.19776609724047,49.754901960784316,1610612753,14,17,2024-12-07T00:24:07Z,800000,False,-1.0,21.0,1,right,F. Wagner driving floating Jump Shot (13 PTS) (K. Caldwell-Pope 1 AST),"[1630532, 203484]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.08,Made,13.0,,,,,,,,,,,,,K. Caldwell-Pope,203484.0,1.0,,
82,PT04M39.00S,2024-12-07T00:24:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630231,7.178055190538765,96.81372549019608,1610612755,17,17,2024-12-07T00:24:22Z,820000,False,-234.0,15.0,1,left,K. Martin 3PT  (6 PTS) (J. McCain 1 AST),"[1630231, 1642272]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Left Corner 3,24+ Left,23.46,Made,6.0,,,,,,,,,,,,,J. McCain,1642272.0,1.0,,
