actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
46,PT07M10.00S,2024-11-13T00:42:42.3Z,1,REGULAR,substitution,out,[],203954,,,1610612752,6,12,2024-11-13T00:42:46Z,460000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M10.00S,2024-11-13T00:42:42.3Z,1,REGULAR,substitution,in,[],203083,,,1610612752,6,12,2024-11-13T00:42:46Z,470000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M59.00S,2024-11-13T00:43:03.6Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612752,6,12,2024-11-13T00:43:07Z,480000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 202331]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,George,202331.0,,,,
49,PT06M59.00S,2024-11-13T00:43:03.6Z,1,REGULAR,steal,,[],202331,,,1610612755,6,12,2024-11-13T00:43:05Z,490000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT06M56.00S,2024-11-13T00:43:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612755,6,12,2024-11-13T00:43:22Z,500000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (George 2 FT),"[1628384, 202331]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,George,202331.0
52,PT06M56.00S,2024-11-13T00:44:36.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,6,12,2024-11-13T00:44:36Z,520000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2024-11-13T00:47:19.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202331,,,1610612755,7,12,2024-11-13T00:47:19Z,530000,False,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2024-11-13T00:47:34.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202331,,,1610612755,8,12,2024-11-13T00:47:34Z,540000,False,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
56,PT06M47.00S,2024-11-13T00:47:45.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.77463863337714,48.28431372549019,1610612752,8,14,2024-11-13T00:47:49Z,550000,False,-9.0,6.0,1,right,O. Anunoby alley-oop DUNK (4 PTS) (J. Hart 2 AST),"[1628384, 1628404]",1610612752.0,NYK,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.05,Made,4.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
58,PT06M31.00S,2024-11-13T00:47:59.8Z,1,REGULAR,3pt,Jump Shot,[],202331,33.065045992115635,49.50980392156863,1610612755,11,14,2024-11-13T00:48:04Z,570000,False,2.0,258.0,1,left,P. George 25' 3PT  (9 PTS) (C. Martin 1 AST),"[202331, 1628997]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.83,Made,9.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,
60,PT06M14.00S,2024-11-13T00:48:17.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,79.188567674113,29.166666666666668,1610612752,11,14,2024-11-13T00:50:07Z,590000,False,-104.0,143.0,1,right,MISS J. Brunson 17' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,17.7,Missed,,,,,,,,,,,,,,,,,,
61,PT06M13.00S,2024-11-13T00:48:18.9Z,1,REGULAR,rebound,defensive,[],200768,,,1610612755,11,14,2024-11-13T00:50:07Z,600000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,
62,PT05M55.00S,2024-11-13T00:48:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,5.863994743758213,54.65686274509803,1610612755,11,14,2024-11-13T00:48:39Z,610000,False,-23.0,3.0,1,left,MISS A. Drummond Layup,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
63,PT05M53.00S,2024-11-13T00:48:38.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,11,14,2024-11-13T00:48:39Z,620000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,
64,PT05M49.00S,2024-11-13T00:48:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,93.38042049934296,55.63725490196079,1610612752,11,14,2024-11-13T00:48:47Z,630000,False,28.0,10.0,1,right,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
66,PT05M46.00S,2024-11-13T00:48:45.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,11,14,2024-11-13T00:48:47Z,650000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,
67,PT05M42.00S,2024-11-13T00:48:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,31.882391590013142,57.84313725490197,1610612755,11,14,2024-11-13T00:48:54Z,660000,False,-39.0,247.0,1,left,MISS C. Martin 25' running 3PT,[1628997],1610612755.0,PHI,running,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2024-11-13T00:48:52.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,11,14,2024-11-13T00:48:54Z,670000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT05M32.00S,2024-11-13T00:48:59.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,66.83639947437582,37.254901960784316,1610612752,11,14,2024-11-13T00:49:07Z,680000,False,-64.0,259.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
70,PT05M30.00S,2024-11-13T00:49:05.9Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,11,14,2024-11-13T00:49:06Z,690000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,69.0,1.0,0.0,1.0,,,,,,,,,,
71,PT05M30.00S,2024-11-13T00:49:06.6Z,1,REGULAR,foul,personal,[],202331,,,1610612752,11,14,2024-11-13T00:49:12Z,700000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 1628969]",1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Bridges,1628969.0
73,PT05M30.00S,2024-11-13T00:49:14.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,11,14,2024-11-13T00:49:18Z,720000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M30.00S,2024-11-13T00:49:14.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,11,14,2024-11-13T00:49:18Z,730000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M30.00S,2024-11-13T00:49:14.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,11,14,2024-11-13T00:50:20Z,735000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M30.00S,2024-11-13T00:49:14.5Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,11,14,2024-11-13T00:50:20Z,737500,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M30.00S,2024-11-13T00:49:24.0Z,1,REGULAR,substitution,out,[],200768,,,1610612752,11,14,2024-11-13T00:49:35Z,740000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2024-11-13T00:49:24.0Z,1,REGULAR,substitution,out,[],1626162,,,1610612752,11,14,2024-11-13T00:49:35Z,750000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M30.00S,2024-11-13T00:49:24.0Z,1,REGULAR,substitution,in,[],1627824,,,1610612752,11,14,2024-11-13T00:49:35Z,760000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M30.00S,2024-11-13T00:49:24.0Z,1,REGULAR,substitution,in,[],1630288,,,1610612752,11,14,2024-11-13T00:49:35Z,770000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2024-11-13T00:50:05.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630540,83.26215505913272,46.568627450980394,1610612752,11,16,2024-11-13T00:50:13Z,780000,False,-17.0,105.0,1,right,M. McBride 10' driving Hook (2 PTS),[1630540],1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,10.62,Made,2.0,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2024-11-13T00:50:21.1Z,1,REGULAR,3pt,Jump Shot,[],1627824,15.850854139290407,4.166666666666666,1610612755,11,16,2024-11-13T00:50:25Z,790000,False,229.0,96.0,1,left,MISS G. Yabusele 24' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
83,PT04M56.00S,2024-11-13T00:50:24.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,11,16,2024-11-13T00:50:25Z,800000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,
84,PT04M50.00S,2024-11-13T00:50:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.38042049934296,48.77450980392157,1610612752,11,18,2024-11-13T00:50:34Z,810000,False,-6.0,10.0,1,right,O. Anunoby DUNK (6 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.15,Made,6.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,
86,PT04M30.00S,2024-11-13T00:50:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,6.1268068331143235,50.49019607843137,1610612755,13,18,2024-11-13T00:50:54Z,830000,False,-2.0,5.0,1,left,A. Drummond cutting Layup (2 PTS) (J. Dowtin Jr. 1 AST),"[203083, 1630288]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.57,Made,2.0,J. Dowtin Jr.,1630288.0,1.0,,,,,,,,,,,,,,
