actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
161,PT09M14.00S,2025-01-07T00:40:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,84.01773981603154,42.64705882352941,1610612756,26,20,2025-01-07T00:40:38Z,1580000,False,-37.0,98.0,1,right,MISS M. Morris 10' pullup Shot,[1628420],1610612756.0,PHX,pullup,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,10.44,Missed,,,,,,,,,,,,,,,
162,PT09M10.00S,2025-01-07T00:40:35.9Z,2,REGULAR,rebound,offensive,[],1642345,,,1610612756,26,20,2025-01-07T00:40:35Z,1590000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,161.0,1.0,0.0,1.0,,,,,,,
163,PT09M08.00S,2025-01-07T00:40:38.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,93.47897503285151,47.79411764705882,1610612756,26,20,2025-01-07T00:40:44Z,1600000,False,-11.0,9.0,1,right,MISS D. Booker driving Layup - blocked,"[1626164, 1641737]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,1.41,Missed,,,,,,,,,,Bona,1641737.0,,,,
164,PT09M08.00S,2025-01-07T00:40:38.3Z,2,REGULAR,block,,[],1641737,,,1610612756,26,20,2025-01-07T00:40:41Z,1610000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT09M04.00S,2025-01-07T00:40:42.3Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,26,20,2025-01-07T00:40:44Z,1620000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,
166,PT09M02.00S,2025-01-07T00:40:43.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,30.14126149802891,22.794117647058826,1610612755,26,20,2025-01-07T00:40:49Z,1630000,False,136.0,231.0,1,left,MISS T. Maxey 26' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,26.79,Missed,,,,,,,,,,,,,,,
167,PT08M59.00S,2025-01-07T00:40:46.5Z,2,REGULAR,rebound,offensive,[],1642348,,,1610612755,26,20,2025-01-07T00:40:46Z,1640000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,166.0,2.0,1.0,1.0,,,,,,,
168,PT08M54.00S,2025-01-07T00:40:51.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642348,20.942838370565042,7.107843137254903,1610612755,29,20,2025-01-07T00:40:55Z,1650000,False,214.0,144.0,1,left,J. Edwards 25' 3PT  (3 PTS) (T. Maxey 2 AST),"[1642348, 1630178]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,25.86,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,
170,PT08M35.00S,2025-01-07T00:41:09.9Z,2,REGULAR,3pt,Jump Shot,[],1626164,63.51839684625492,56.127450980392155,1610612756,29,20,2025-01-07T00:41:13Z,1670000,False,31.0,290.0,1,right,MISS D. Booker 29' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,29.2,Missed,,,,,,,,,,,,,,,
171,PT08M33.00S,2025-01-07T00:41:11.9Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,29,20,2025-01-07T00:41:13Z,1680000,False,,,0,,A. Bona REBOUND (Off:1 Def:4),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,,,,170.0,5.0,4.0,1.0,,,,,,,
172,PT08M27.00S,2025-01-07T00:41:22.8Z,2,REGULAR,foul,offensive,[],1641737,,,1610612755,29,20,2025-01-07T00:41:54Z,1690000,False,,,0,,A. Bona offensive FOUL (2 PF),"[1641737, 1626164]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627962.0,,,2.0,0.0,Booker,1626164.0
174,PT08M27.00S,2025-01-07T00:41:22.8Z,2,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,29,20,2025-01-07T00:41:22Z,1710000,False,,,0,,A. Bona offensive foul TURNOVER (1 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,1627962.0,,,,,,
175,PT08M27.00S,2025-01-07T00:41:29.2Z,2,REGULAR,substitution,out,[],202704,,,1610612756,29,20,2025-01-07T00:41:42Z,1720000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M27.00S,2025-01-07T00:41:29.2Z,2,REGULAR,substitution,out,[],1641737,,,1610612756,29,20,2025-01-07T00:41:42Z,1730000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M27.00S,2025-01-07T00:41:29.2Z,2,REGULAR,substitution,in,[],1627824,,,1610612756,29,20,2025-01-07T00:41:42Z,1740000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M27.00S,2025-01-07T00:41:29.2Z,2,REGULAR,substitution,in,[],1641741,,,1610612756,29,20,2025-01-07T00:41:42Z,1750000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M12.00S,2025-01-07T00:42:05.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642345,83.49211563731932,57.35294117647059,1610612756,29,22,2025-01-07T00:42:10Z,1760000,False,37.0,103.0,1,right,O. Ighodaro 10' driving floating Jump Shot (2 PTS) (D. Booker 3 AST),"[1642345, 1626164]",1610612756.0,PHX,driving floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,10.91,Made,2.0,D. Booker,1626164.0,3.0,,,,,,,,,,,
181,PT07M56.00S,2025-01-07T00:42:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.670827858081481,45.34313725490197,1610612755,29,22,2025-01-07T00:42:25Z,1780000,False,23.0,20.0,1,left,MISS C. Martin driving Layup,[1628997],1610612755.0,PHI,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
182,PT07M53.00S,2025-01-07T00:42:24.7Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,29,22,2025-01-07T00:42:25Z,1790000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,
183,PT07M46.00S,2025-01-07T00:42:33.8Z,2,REGULAR,foul,offensive,[],1642345,,,1610612756,29,22,2025-01-07T00:42:57Z,1800000,False,,,0,,O. Ighodaro offensive FOUL (1 PF),"[1642345, 1628997]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1629183.0,,,1.0,0.0,Martin,1628997.0
185,PT07M46.00S,2025-01-07T00:42:33.8Z,2,REGULAR,turnover,offensive foul,[],1642345,,,1610612756,29,22,2025-01-07T00:42:41Z,1820000,False,,,0,,O. Ighodaro offensive foul TURNOVER (1 TO),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,1629183.0,,,,,,
186,PT07M46.00S,2025-01-07T00:42:42.6Z,2,REGULAR,substitution,out,[],1628960,,,1610612755,29,22,2025-01-07T00:42:45Z,1830000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT07M46.00S,2025-01-07T00:42:42.6Z,2,REGULAR,substitution,in,[],1642346,,,1610612755,29,22,2025-01-07T00:42:45Z,1840000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M46.00S,2025-01-07T00:42:58.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,29,22,2025-01-07T00:42:58Z,1850000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M26.00S,2025-01-07T00:46:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627824,7.539421813403408,48.0392156862745,1610612755,29,22,2025-01-07T00:46:32Z,1870000,False,10.0,18.0,1,left,MISS G. Yabusele cutting Layup,[1627824],1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,2.08,Missed,,,,,,,,,,,,,,,
191,PT07M25.00S,2025-01-07T00:46:29.7Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,29,22,2025-01-07T00:46:29Z,1880000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,190.0,5.0,3.0,2.0,,,,,,,
192,PT07M25.00S,2025-01-07T00:46:31.4Z,2,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612755,29,22,2025-01-07T00:46:38Z,1890000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1629006, 1627824]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,,,1.0,0.0,Yabusele,1627824.0
194,PT07M25.00S,2025-01-07T00:47:02.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627824,,,1610612755,30,22,2025-01-07T00:47:25Z,1910000,False,,,0,,G. Yabusele Free Throw 1 of 2 (6 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
195,PT07M25.00S,2025-01-07T00:47:02.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627824,,,1610612755,30,22,2025-01-07T00:47:25Z,1920000,False,,,0,,MISS G. Yabusele Free Throw 2 of 2,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
196,PT07M22.00S,2025-01-07T00:47:05.4Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612756,30,22,2025-01-07T00:47:25Z,1930000,False,,,0,,J. Okogie REBOUND (Off:0 Def:3),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,195.0,3.0,3.0,0.0,,,,,,,
197,PT07M10.00S,2025-01-07T00:47:36.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,94.26741130091985,50.245098039215684,1610612756,30,24,2025-01-07T00:47:40Z,1940000,False,1.0,1.0,1,right,O. Ighodaro DUNK (4 PTS) (J. Okogie 1 AST),"[1642345, 1629006]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,0.18,Made,4.0,J. Okogie,1629006.0,1.0,,,,,,,,,,,
199,PT06M52.00S,2025-01-07T00:47:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,13.058475689881732,59.31372549019608,1610612755,30,24,2025-01-07T00:47:59Z,1960000,False,-47.0,70.0,1,left,MISS R. Council IV 8' driving floating Shot,[1641741],1610612755.0,PHI,driving floating,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Left,,,,8.43,Missed,,,,,,,,,,,,,,,
200,PT06M48.00S,2025-01-07T00:47:57.9Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,30,24,2025-01-07T00:47:57Z,1970000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,199.0,3.0,2.0,1.0,,,,,,,
201,PT06M43.00S,2025-01-07T00:48:02.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629006,94.53022339027595,98.52941176470588,1610612756,30,27,2025-01-07T00:48:08Z,1980000,False,243.0,-1.0,1,right,J. Okogie 24' 3PT running (3 PTS) (D. Booker 4 AST),"[1629006, 1626164]",1610612756.0,PHX,running,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,24.26,Made,3.0,D. Booker,1626164.0,4.0,,,,,,,,,,,
203,PT06M25.00S,2025-01-07T00:48:22.2Z,2,REGULAR,3pt,Jump Shot,[],1630178,28.56438896189225,83.57843137254902,1610612755,30,27,2025-01-07T00:48:27Z,2000000,False,-168.0,216.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,27.36,Missed,,,,,,,,,,,,,,,
204,PT06M21.00S,2025-01-07T00:48:26.2Z,2,REGULAR,rebound,defensive,[],1642346,,,1610612756,30,27,2025-01-07T00:48:27Z,2010000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,
205,PT06M12.00S,2025-01-07T00:48:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,94.26741130091985,50.73529411764706,1610612756,30,29,2025-01-07T00:51:53Z,2020000,False,4.0,1.0,1,right,R. Dunn driving finger roll Layup (2 PTS) (M. Morris 1 AST),"[1642346, 1628420]",1610612756.0,PHX,driving finger roll,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,0.4,Made,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,
207,PT06M02.00S,2025-01-07T00:48:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,9.379106438896187,52.205882352941174,1610612755,30,29,2025-01-07T00:53:58Z,2040000,False,-11.0,36.0,1,left,MISS R. Council IV driving floating bank Shot,[1641741],1610612755.0,PHI,driving floating bank,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,3.74,Missed,,,,,,,,,,,,,,,
208,PT06M00.00S,2025-01-07T00:48:51.8Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,30,29,2025-01-07T00:53:58Z,2050000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,
209,PT05M52.00S,2025-01-07T00:48:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,90.19382391590013,53.67647058823529,1610612756,30,29,2025-01-07T00:56:11Z,2060000,False,18.0,40.0,1,right,MISS D. Booker driving Layup - blocked,"[1626164, 1642348]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,4.38,Missed,,,,,,,,,,Edwards,1642348.0,,,,
210,PT05M52.00S,2025-01-07T00:48:57.0Z,2,REGULAR,block,,[],1642348,,,1610612756,30,29,2025-01-07T00:49:00Z,2070000,False,,,0,,J. Edwards BLOCK (1 BLK),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT05M52.00S,2025-01-07T00:48:57.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,30,29,2025-01-07T00:49:45Z,2075000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,209.0,,,,,,,,,,
211,PT05M52.00S,2025-01-07T00:49:23.3Z,2,REGULAR,substitution,out,[],1641741,,,1610612755,30,29,2025-01-07T00:49:32Z,2080000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT05M52.00S,2025-01-07T00:49:23.3Z,2,REGULAR,substitution,out,[],1628997,,,1610612755,30,29,2025-01-07T00:49:32Z,2090000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M52.00S,2025-01-07T00:49:23.3Z,2,REGULAR,substitution,in,[],202331,,,1610612755,30,29,2025-01-07T00:49:32Z,2100000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M52.00S,2025-01-07T00:49:23.3Z,2,REGULAR,substitution,in,[],1626162,,,1610612755,30,29,2025-01-07T00:49:32Z,2110000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M52.00S,2025-01-07T00:49:32.2Z,2,REGULAR,jumpball,recovered,[],1627824,,,1610612755,30,29,2025-01-07T00:55:19Z,2120000,False,,,0,,Jump Ball J. Edwards vs. D. Booker: Tip to G. Yabusele,"[1627824, 1642348, 1626164]",1610612755.0,PHI,heldball,G. Yabusele,1627824.0,Yabusele,G. Yabusele,Edwards,1642348.0,Booker,1626164.0,,,,,,,,,,,,,,,,,,,,,,
219,PT05M36.00S,2025-01-07T00:49:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612755,30,29,2025-01-07T00:50:10Z,2150000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1642346, 1626162]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,,,1.0,0.0,Oubre Jr.,1626162.0
221,PT05M36.00S,2025-01-07T00:50:14.7Z,2,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,31,29,2025-01-07T00:50:14Z,2170000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (9 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
222,PT05M36.00S,2025-01-07T00:50:28.2Z,2,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,32,29,2025-01-07T00:50:28Z,2180000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (10 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
223,PT05M13.00S,2025-01-07T00:50:53.3Z,2,REGULAR,3pt,Jump Shot,[],1629006,95.84428383705651,4.656862745098039,1610612756,32,29,2025-01-07T00:50:58Z,2190000,False,-227.0,-13.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,22.71,Missed,,,,,,,,,,,,,,,
224,PT05M09.00S,2025-01-07T00:50:57.3Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,32,29,2025-01-07T00:50:58Z,2200000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,223.0,4.0,3.0,1.0,,,,,,,
225,PT05M06.00S,2025-01-07T00:50:59.2Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,32,29,2025-01-07T00:51:05Z,2210000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 1626164]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,3.0,Booker,1626164.0,,,,,,,,,,,,,,,,,
226,PT05M06.00S,2025-01-07T00:50:59.2Z,2,REGULAR,steal,,[],1626164,,,1610612756,32,29,2025-01-07T00:51:01Z,2220000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
227,PT05M02.00S,2025-01-07T00:51:04.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642346,77.05321944809461,94.36274509803921,1610612756,32,29,2025-01-07T00:51:09Z,2230000,False,222.0,163.0,1,right,MISS R. Dunn 27' running 3PT,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,27.54,Missed,,,,,,,,,,,,,,,
228,PT04M59.00S,2025-01-07T00:51:07.0Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,32,29,2025-01-07T00:51:09Z,2240000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,227.0,5.0,4.0,1.0,,,,,,,
229,PT04M51.00S,2025-01-07T00:51:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,13.452693823915894,47.549019607843135,1610612755,32,29,2025-01-07T00:58:43Z,2250000,False,12.0,74.0,1,left,MISS P. George 7' driving floating Shot,[202331],1610612755.0,PHI,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,7.5,Missed,,,,,,,,,,,,,,,
230,PT04M48.00S,2025-01-07T00:51:21.4Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612755,32,29,2025-01-07T00:58:43Z,2260000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:4),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,229.0,6.0,4.0,2.0,,,,,,,
231,PT04M48.00S,2025-01-07T00:51:23.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626162,5.590000152587891,50.0,1610612755,32,29,2025-01-07T00:59:23Z,2270000,False,0.0,0.0,1,left,MISS K. Oubre Jr. putback Layup,[1626162],1610612755.0,PHI,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
232,PT04M46.00S,2025-01-07T00:51:25.1Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,32,29,2025-01-07T00:59:23Z,2280000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,231.0,4.0,3.0,1.0,,,,,,,
233,PT04M20.00S,2025-01-07T00:51:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,87.56570302233902,53.67647058823529,1610612756,32,29,2025-01-07T00:51:50Z,2290000,False,18.0,64.0,1,right,MISS R. Dunn 6' driving floating Shot,[1642346],1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,6.7,Missed,,,,,,,,,,,,,,,
234,PT04M18.00S,2025-01-07T00:51:48.9Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,32,29,2025-01-07T00:51:50Z,2300000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:5),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,233.0,7.0,5.0,2.0,,,,,,,
235,PT04M02.00S,2025-01-07T00:52:04.5Z,2,REGULAR,3pt,Jump Shot,[],1627824,33.295006570302235,68.87254901960785,1610612755,35,29,2025-01-07T00:52:08Z,2310000,False,-94.0,260.0,1,left,G. Yabusele 27' 3PT  (9 PTS) (T. Maxey 3 AST),"[1627824, 1630178]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,27.71,Made,9.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,
237,PT03M53.00S,2025-01-07T00:52:19.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,35,29,2025-01-07T00:52:23Z,2330000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,out,[],1642348,,,1610612756,35,29,2025-01-07T00:55:00Z,2340000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,out,[],1642346,,,1610612756,35,29,2025-01-07T00:55:00Z,2350000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,out,[],1629006,,,1610612756,35,29,2025-01-07T00:55:00Z,2360000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,out,[],1628420,,,1610612756,35,29,2025-01-07T00:55:00Z,2370000,False,,,0,,SUB out: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612756,35,29,2025-01-07T00:55:00Z,2380000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M53.00S,2025-01-07T00:54:20.1Z,2,REGULAR,substitution,in,[],201142,,,1610612756,35,29,2025-01-07T00:55:00Z,2390000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
