actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M54.00S,2025-02-02T23:12:50.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,2,2025-02-02T23:12:53Z,160000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M44.00S,2025-02-02T23:13:00.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.9388961892247,20.833333333333336,1610612738,0,2,2025-02-02T23:13:04Z,170000,False,-146.0,239.0,1,right,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,28.04,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2025-02-02T23:13:04.6Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,0,2,2025-02-02T23:13:04Z,180000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M22.00S,2025-02-02T23:13:22.6Z,1,REGULAR,2pt,Jump Shot,[],1630178,18.74178712220762,25.0,1610612755,0,2,2025-02-02T23:13:28Z,190000,False,125.0,124.0,1,left,MISS T. Maxey 17' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,17.59,Missed,,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2025-02-02T23:13:25.6Z,1,REGULAR,rebound,offensive,[],1642348,,,1610612755,0,2,2025-02-02T23:13:28Z,200000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Right Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M16.00S,2025-02-02T23:13:29.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,27.151773981603156,14.460784313725492,1610612755,3,2,2025-02-02T23:13:33Z,210000,False,178.0,203.0,1,left,T. Maxey 26' 3PT  (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.96,Made,,,,,,,,,,3.0,,,,,,,,
24,PT10M10.00S,2025-02-02T23:14:28.2Z,1,REGULAR,foul,personal,['1freethrow'],1641741,,,1610612738,3,2,2025-02-02T23:15:08Z,240000,False,,,0,,R. Council IV transition take personal FOUL (1 PF) (Holiday 1 FT),"[1641741, 201950]",1610612755.0,PHI,transition take,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200834.0,1.0,0.0,Holiday,201950.0,,,,,,,,,
26,PT10M10.00S,2025-02-02T23:14:38.8Z,1,REGULAR,freethrow,1 of 1,[],201950,,,1610612738,3,3,2025-02-02T23:15:46Z,260000,False,,,0,,J. Holiday transition take Free Throw 1 of 1 (1 PTS),[201950],1610612738.0,BOS,transition take,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
27,PT09M58.00S,2025-02-02T23:14:43.3Z,1,REGULAR,2pt,Jump Shot,[],204001,88.91261498028909,30.88235294117647,1610612738,3,3,2025-02-02T23:14:54Z,270000,False,-96.0,52.0,1,right,MISS K. Porziņģis 10' Jump Shot,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,10.87,Missed,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2025-02-02T23:14:45.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,3,3,2025-02-02T23:14:45Z,280000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M49.00S,2025-02-02T23:14:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,10.85742444152431,46.32352941176471,1610612755,3,3,2025-02-02T23:14:57Z,290000,False,18.0,50.0,1,left,MISS R. Council IV driving Layup - blocked,"[1641741, 204001]",1610612755.0,PHI,driving,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,Porziņģis,204001.0,,,,,,
30,PT09M49.00S,2025-02-02T23:14:52.6Z,1,REGULAR,block,,[],204001,,,1610612755,3,3,2025-02-02T23:14:55Z,300000,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2025-02-02T23:14:52.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,3,2025-02-02T23:14:57Z,310000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M40.00S,2025-02-02T23:15:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.06636005256242,46.32352941176471,1610612738,3,5,2025-02-02T23:17:09Z,320000,False,-18.0,22.0,1,right,J. Brown Layup (2 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,,,,2.0,,,J. Holiday,201950.0,1.0,,,
34,PT09M17.00S,2025-02-02T23:15:23.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,31.61957950065703,62.5,1610612755,3,5,2025-02-02T23:15:28Z,340000,False,-62.0,245.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2025-02-02T23:15:23.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,3,5,2025-02-02T23:15:28Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,34.0,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2025-02-02T23:15:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,94.03745072273325,50.0,1610612738,3,7,2025-02-02T23:15:45Z,370000,False,0.0,4.0,1,right,K. Porziņģis Layup (2 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,,,,,,2.0,,,J. Tatum,1628369.0,1.0,,,
39,PT08M54.00S,2025-02-02T23:15:59.4Z,1,REGULAR,violation,kicked ball,[],1627759,,,1610612755,3,7,2025-02-02T23:16:03Z,390000,False,,,0,,J. Brown kicked ball VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,
40,PT08M47.00S,2025-02-02T23:16:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641741,28.86005256241787,14.950980392156863,1610612755,6,7,2025-02-02T23:16:20Z,400000,False,175.0,219.0,1,left,R. Council IV 28' 3PT  (3 PTS) (T. Maxey 1 AST),"[1641741, 1630178]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,28.03,Made,,,,,,,,,,3.0,,,T. Maxey,1630178.0,1.0,,,
42,PT08M38.00S,2025-02-02T23:16:25.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.80749014454665,80.88235294117648,1610612738,6,7,2025-02-02T23:16:28Z,420000,False,154.0,241.0,1,right,MISS D. White 28' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,28.6,Missed,,,,,,,,,,,,,,,,,,
43,PT08M36.00S,2025-02-02T23:16:27.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,6,7,2025-02-02T23:16:28Z,430000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M26.00S,2025-02-02T23:16:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,8.360709592641262,47.05882352941176,1610612755,8,7,2025-02-02T23:16:42Z,440000,False,15.0,26.0,1,left,R. Council IV driving Layup (5 PTS),[1641741],1610612755.0,PHI,driving,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,,,,,,5.0,,,,,,,,
45,PT08M10.00S,2025-02-02T23:16:52.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,95.87713534822602,95.34313725490196,1610612738,8,7,2025-02-02T23:16:56Z,450000,False,227.0,-14.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.71,Missed,,,,,,,,,,,,,,,,,,
46,PT08M07.00S,2025-02-02T23:16:55.9Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,8,7,2025-02-02T23:16:56Z,460000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M56.00S,2025-02-02T23:17:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,6.783837056504599,52.450980392156865,1610612755,10,7,2025-02-02T23:17:10Z,470000,False,-12.0,11.0,1,left,G. Yabusele Layup (2 PTS) (R. Council IV 1 AST),"[1627824, 1641741]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,2.0,,,R. Council IV,1641741.0,1.0,,,
49,PT07M46.00S,2025-02-02T23:17:17.1Z,1,REGULAR,3pt,Jump Shot,[],204001,62.5,32.59803921568628,1610612738,10,7,2025-02-02T23:17:21Z,490000,False,-87.0,300.0,1,right,MISS K. Porziņģis 31' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,31.24,Missed,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2025-02-02T23:17:20.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,10,7,2025-02-02T23:17:21Z,500000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M41.00S,2025-02-02T23:17:25.1Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612755,10,7,2025-02-02T23:17:32Z,510000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Maxey 2 FT),"[201950, 1630178]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,200834.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
53,PT07M41.00S,2025-02-02T23:17:52.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,11,7,2025-02-02T23:17:52Z,530000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
54,PT07M41.00S,2025-02-02T23:18:07.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,12,7,2025-02-02T23:18:07Z,540000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
55,PT07M26.00S,2025-02-02T23:18:24.6Z,1,REGULAR,3pt,Jump Shot,[],201950,78.26872536136662,89.70588235294117,1610612738,12,10,2025-02-02T23:18:28Z,550000,False,199.0,152.0,1,right,J. Holiday 24' 3PT  (4 PTS) (J. Tatum 2 AST),"[201950, 1628369]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.99,Made,,,,,,,,,,4.0,,,J. Tatum,1628369.0,2.0,,,
57,PT07M11.00S,2025-02-02T23:18:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,47.30392156862745,1610612755,14,10,2025-02-02T23:18:59Z,570000,False,13.0,4.0,1,left,T. Maxey driving Layup (7 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,,,,7.0,,,,,,,,
58,PT07M11.00S,2025-02-02T23:18:46.1Z,1,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612755,14,10,2025-02-02T23:19:04Z,580000,False,,,0,,D. White shooting personal FOUL (1 PF) (Maxey 1 FT),"[1628401, 1630178]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
60,PT07M11.00S,2025-02-02T23:19:18.1Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,15,10,2025-02-02T23:19:18Z,600000,False,,,0,,T. Maxey Free Throw 1 of 1 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
61,PT06M53.00S,2025-02-02T23:19:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.33311432325887,18.38235294117647,1610612738,15,10,2025-02-02T23:19:47Z,610000,False,-158.0,236.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.39,Missed,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2025-02-02T23:19:44.1Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,15,10,2025-02-02T23:19:47Z,620000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:2),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M44.00S,2025-02-02T23:19:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,28.728646517739815,22.794117647058822,1610612755,18,10,2025-02-02T23:22:35Z,630000,False,136.0,218.0,1,left,T. Maxey 25' 3PT step back (11 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,,,,11.0,,,,,,,,
64,PT06M44.00S,2025-02-02T23:19:58.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,10,2025-02-02T23:20:00Z,640000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2025-02-02T23:22:56.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,18,10,2025-02-02T23:23:05Z,650000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2025-02-02T23:22:56.9Z,1,REGULAR,substitution,out,[],201950,,,1610612738,18,10,2025-02-02T23:23:05Z,660000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M44.00S,2025-02-02T23:22:56.9Z,1,REGULAR,substitution,in,[],201143,,,1610612738,18,10,2025-02-02T23:23:05Z,670000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2025-02-02T23:22:56.9Z,1,REGULAR,substitution,in,[],1630531,,,1610612738,18,10,2025-02-02T23:23:05Z,680000,False,,,0,,SUB in: J. Springer,[1630531],1610612738.0,BOS,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2025-02-02T23:23:41.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,69.85873850197109,75.49019607843137,1610612738,18,10,2025-02-02T23:23:46Z,690000,False,127.0,231.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
70,PT06M25.00S,2025-02-02T23:23:42.2Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,18,10,2025-02-02T23:26:10Z,700000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M18.00S,2025-02-02T23:23:56.9Z,1,REGULAR,foul,offensive,[],1641741,,,1610612755,18,10,2025-02-02T23:24:22Z,720000,False,,,0,,R. Council IV offensive FOUL (2 PF),"[1641741, 1627759]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Mid-Range,16-24 Right Center,,,,,,,202027.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
74,PT06M18.00S,2025-02-02T23:23:56.9Z,1,REGULAR,turnover,offensive foul,[],1641741,,,1610612755,18,10,2025-02-02T23:23:56Z,740000,False,,,0,,R. Council IV offensive foul TURNOVER (1 TO),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Mid-Range,16-24 Right Center,,,,,,,202027.0,,,,,,,,,,,1.0,,
75,PT06M09.00S,2025-02-02T23:24:14.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630531,88.78120893561103,95.83333333333334,1610612738,18,10,2025-02-02T23:24:18Z,750000,False,229.0,53.0,1,right,MISS J. Springer 3PT,[1630531],1610612738.0,BOS,,,,Springer,J. Springer,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
76,PT06M06.00S,2025-02-02T23:24:17.6Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,18,10,2025-02-02T23:24:18Z,760000,False,,,0,,R. Council IV REBOUND (Off:0 Def:3),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,,
77,PT05M51.00S,2025-02-02T23:24:31.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.327858081471746,55.14705882352941,1610612755,21,10,2025-02-02T23:24:35Z,770000,False,-26.0,261.0,1,left,T. Maxey 26' 3PT pullup (14 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.21,Made,,,,,,,,,,14.0,,,,,,,,
78,PT05M30.00S,2025-02-02T23:24:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,88.12417871222075,50.0,1610612738,21,10,2025-02-02T23:24:57Z,780000,False,0.0,59.0,1,right,MISS K. Porziņģis Jump Shot,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
79,PT05M28.00S,2025-02-02T23:24:55.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,21,10,2025-02-02T23:24:57Z,790000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,
80,PT05M25.00S,2025-02-02T23:25:00.7Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612755,21,10,2025-02-02T23:25:10Z,800000,False,,,0,,K. Porziņģis shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[204001, 1626162]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,
82,PT05M25.00S,2025-02-02T23:25:30.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612755,21,10,2025-02-02T23:26:07Z,820000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT05M25.00S,2025-02-02T23:25:30.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,21,10,2025-02-02T23:26:07Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,
84,PT05M25.00S,2025-02-02T23:25:31.1Z,1,REGULAR,substitution,out,[],1641741,,,1610612755,21,10,2025-02-02T23:25:50Z,840000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M25.00S,2025-02-02T23:25:31.1Z,1,REGULAR,substitution,out,[],1642348,,,1610612755,21,10,2025-02-02T23:25:50Z,850000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M25.00S,2025-02-02T23:25:31.1Z,1,REGULAR,substitution,in,[],202704,,,1610612755,21,10,2025-02-02T23:25:50Z,860000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2025-02-02T23:25:31.1Z,1,REGULAR,substitution,in,[],200768,,,1610612755,21,10,2025-02-02T23:25:50Z,870000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
