actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT05M18.00S,2024-10-30T23:26:59.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,94.03745072273325,4.166666666666666,1610612765,16,8,2024-10-30T23:27:04Z,870000,False,-229.0,4.0,1,right,MISS M. Beasley 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,,,22.92,,,,,,,
88,PT05M15.00S,2024-10-30T23:27:02.1Z,1,REGULAR,rebound,offensive,[],1627736,,,1610612765,16,8,2024-10-30T23:27:04Z,880000,False,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,,,,87.0,1.0,0.0,1.0,,,,,,,,
89,PT05M14.00S,2024-10-30T23:27:03.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627736,87.33574244415243,43.13725490196079,1610612765,16,10,2024-10-30T23:27:07Z,890000,False,-34.0,67.0,1,right,M. Beasley 7' pullup Jump Shot (2 PTS),[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,2.0,,,,,7.48,,,,,,,
90,PT05M01.00S,2024-10-30T23:27:19.9Z,1,REGULAR,foul,personal,[],1627736,,,1610612755,16,10,2024-10-30T23:27:25Z,900000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1630178]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,203593.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
92,PT04M55.00S,2024-10-30T23:27:53.1Z,1,REGULAR,foul,offensive,[],1630178,,,1610612755,16,10,2024-10-30T23:28:00Z,920000,False,,,0,,T. Maxey offensive FOUL (1 PF),"[1630178, 203501]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
94,PT04M55.00S,2024-10-30T23:27:53.1Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,16,10,2024-10-30T23:27:53Z,940000,False,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,203593.0,,,,,1.0,,,,,,,,,,,,,,
95,PT04M41.00S,2024-10-30T23:28:15.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,93.64323258869908,50.73529411764706,1610612765,16,12,2024-10-30T23:28:20Z,950000,False,4.0,7.0,1,right,C. Cunningham driving Layup (4 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,,,,,0.82,,,,,,,
96,PT04M14.00S,2024-10-30T23:28:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.623521681997373,42.8921568627451,1610612755,18,12,2024-10-30T23:28:48Z,960000,False,36.0,29.0,1,left,T. Maxey driving finger roll Layup (8 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,8.0,,,,,4.56,,,,,,,
97,PT04M05.00S,2024-10-30T23:28:54.2Z,1,REGULAR,foul,offensive,[],202699,,,1610612765,18,12,2024-10-30T23:29:57Z,970000,False,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 1626162]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,1627519.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
99,PT04M05.00S,2024-10-30T23:28:54.2Z,1,REGULAR,turnover,offensive foul,[],202699,,,1610612765,18,12,2024-10-30T23:28:54Z,990000,False,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,1627519.0,,,,,1.0,,,,,,,,,,,,,,
100,PT04M05.00S,2024-10-30T23:29:10.2Z,1,REGULAR,substitution,out,[],203083,,,1610612755,18,12,2024-10-30T23:29:17Z,1000000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M05.00S,2024-10-30T23:29:10.2Z,1,REGULAR,substitution,out,[],203501,,,1610612755,18,12,2024-10-30T23:29:17Z,1010000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M05.00S,2024-10-30T23:29:10.2Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,18,12,2024-10-30T23:29:17Z,1020000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M05.00S,2024-10-30T23:29:10.2Z,1,REGULAR,substitution,in,[],1631323,,,1610612755,18,12,2024-10-30T23:29:17Z,1030000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M52.00S,2024-10-30T23:29:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,5.601182654402102,46.81372549019608,1610612755,20,12,2024-10-30T23:29:33Z,1040000,False,16.0,0.0,1,left,T. Maxey driving finger roll Layup (10 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,Made,10.0,,,,,1.59,,,,,,,
105,PT03M34.00S,2024-10-30T23:29:45.9Z,1,REGULAR,3pt,Jump Shot,[],1627736,69.46452036793693,20.098039215686274,1610612765,20,15,2024-10-30T23:29:49Z,1050000,False,-150.0,235.0,1,right,M. Beasley 27' 3PT  (5 PTS) (T. Harris 1 AST),"[1627736, 202699]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,5.0,,,,,27.81,T. Harris,202699.0,1.0,,,,
107,PT03M19.00S,2024-10-30T23:30:00.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.802233902759525,66.66666666666666,1610612755,20,15,2024-10-30T23:30:05Z,1070000,False,-83.0,256.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,,,26.9,,,,,,,
108,PT03M16.00S,2024-10-30T23:30:03.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,20,15,2024-10-30T23:30:05Z,1080000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,107.0,3.0,3.0,0.0,,,,,,,,
109,PT03M12.00S,2024-10-30T23:30:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612765,20,15,2024-10-30T23:30:22Z,1090000,False,,,0,,T. Maxey personal FOUL (2 PF) (Stewart 2 FT),"[1630178, 1630191]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,202058.0,2.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
111,PT03M12.00S,2024-10-30T23:30:40.7Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,20,16,2024-10-30T23:30:40Z,1110000,False,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
112,PT03M12.00S,2024-10-30T23:30:41.7Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,20,16,2024-10-30T23:30:48Z,1120000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M12.00S,2024-10-30T23:30:41.7Z,1,REGULAR,substitution,out,[],202699,,,1610612765,20,16,2024-10-30T23:30:48Z,1130000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M12.00S,2024-10-30T23:30:41.7Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,20,16,2024-10-30T23:30:48Z,1140000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2024-10-30T23:30:41.7Z,1,REGULAR,substitution,in,[],1631093,,,1610612765,20,16,2024-10-30T23:30:48Z,1150000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M12.00S,2024-10-30T23:30:53.9Z,1,REGULAR,substitution,out,[],1630178,,,1610612765,20,16,2024-10-30T23:31:00Z,1160000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M12.00S,2024-10-30T23:30:53.9Z,1,REGULAR,substitution,out,[],1626162,,,1610612765,20,16,2024-10-30T23:31:00Z,1170000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2024-10-30T23:30:53.9Z,1,REGULAR,substitution,in,[],1628997,,,1610612765,20,16,2024-10-30T23:31:00Z,1180000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2024-10-30T23:30:53.9Z,1,REGULAR,substitution,in,[],200768,,,1610612765,20,16,2024-10-30T23:31:00Z,1190000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M12.00S,2024-10-30T23:31:16.4Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,20,17,2024-10-30T23:31:16Z,1200000,False,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
121,PT02M56.00S,2024-10-30T23:31:32.6Z,1,REGULAR,3pt,Jump Shot,[],1627824,12.434296977660972,94.11764705882352,1610612755,20,17,2024-10-30T23:31:37Z,1210000,False,-221.0,64.0,1,left,MISS G. Yabusele 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,,,22.98,,,,,,,
122,PT02M53.00S,2024-10-30T23:31:35.6Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,20,17,2024-10-30T23:31:37Z,1220000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,
123,PT02M37.00S,2024-10-30T23:31:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1631323,,,1610612765,20,17,2024-10-30T23:31:59Z,1230000,False,,,0,,S. Fontecchio bad pass out-of-bounds TURNOVER (1 TO),[1631323],1610612765.0,DET,bad pass,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,202058.0,,,,,1.0,,,,,,,,,,,,,,
124,PT02M37.00S,2024-10-30T23:32:02.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,20,17,2024-10-30T23:32:04Z,1240000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2024-10-30T23:35:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,27.283180026281208,78.43137254901961,1610612755,23,17,2024-10-30T23:35:10Z,1260000,False,-142.0,204.0,1,left,G. Yabusele 24' 3PT  (3 PTS) (E. Gordon 1 AST),"[1627824, 201569]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,3.0,,,,,24.87,E. Gordon,201569.0,1.0,,,,
128,PT02M05.00S,2024-10-30T23:35:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.80354796320631,49.01960784313725,1610612765,23,19,2024-10-30T23:35:33Z,1280000,False,-5.0,25.0,1,right,I. Stewart alley-oop Layup (4 PTS) (M. Beasley 1 AST),"[1630191, 1627736]",1610612765.0,DET,alley-oop,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,,,,,2.5,M. Beasley,1627736.0,1.0,,,,
130,PT02M05.00S,2024-10-30T23:35:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200768,,,1610612765,23,19,2024-10-30T23:35:37Z,1300000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Stewart 1 FT),"[200768, 1630191]",1610612755.0,PHI,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1627519.0,2.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
132,PT02M05.00S,2024-10-30T23:35:54.3Z,1,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,23,20,2024-10-30T23:35:54Z,1320000,False,,,0,,I. Stewart Free Throw 1 of 1 (5 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
133,PT01M42.00S,2024-10-30T23:36:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,6.389618922470433,45.09803921568628,1610612755,25,20,2024-10-30T23:36:21Z,1330000,False,25.0,8.0,1,left,G. Yabusele driving Layup (5 PTS),[1627824],1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,,,,,2.57,,,,,,,
134,PT01M34.00S,2024-10-30T23:36:25.5Z,1,REGULAR,2pt,Jump Shot,[],1641842,92.85479632063075,25.0,1610612765,25,20,2024-10-30T23:36:30Z,1340000,False,-125.0,15.0,1,right,MISS R. Holland II 12' pullup Shot,[1641842],1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,,,,,,,Missed,,,,,,12.59,,,,,,,
135,PT01M32.00S,2024-10-30T23:36:27.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612755,25,20,2024-10-30T23:36:30Z,1350000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,
136,PT01M21.00S,2024-10-30T23:36:39.3Z,1,REGULAR,3pt,Jump Shot,[],201569,28.597240473061763,19.607843137254903,1610612755,25,20,2024-10-30T23:36:43Z,1360000,False,152.0,216.0,1,left,MISS E. Gordon 26' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,,,26.44,,,,,,,
137,PT01M17.00S,2024-10-30T23:36:43.3Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,25,20,2024-10-30T23:36:43Z,1370000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,
138,PT01M07.00S,2024-10-30T23:36:55.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612765,25,20,2024-10-30T23:37:09Z,1380000,False,,,0,,K. Martin shooting personal FOUL (2 PF) (Stewart 2 FT),"[1630231, 1630191]",1610612755.0,PHI,shooting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1627519.0,2.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
140,PT01M07.00S,2024-10-30T23:37:20.8Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,25,21,2024-10-30T23:37:20Z,1400000,False,,,0,,I. Stewart Free Throw 1 of 2 (6 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
141,PT01M07.00S,2024-10-30T23:37:35.9Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,25,22,2024-10-30T23:37:35Z,1410000,False,,,0,,I. Stewart Free Throw 2 of 2 (7 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
142,PT00M56.00S,2024-10-30T23:37:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,13.354139290407357,39.46078431372549,1610612755,25,22,2024-10-30T23:37:54Z,1420000,False,53.0,73.0,1,left,MISS C. Martin 9' turnaround fadeaway Shot,[1628997],1610612755.0,PHI,turnaround fadeaway,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Missed,,,,,,9.0,,,,,,,
143,PT00M53.50S,2024-10-30T23:37:50.9Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,25,22,2024-10-30T23:37:54Z,1430000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,
144,PT00M48.50S,2024-10-30T23:37:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630191,91.01511169513797,48.77450980392157,1610612765,25,22,2024-10-30T23:38:02Z,1440000,False,-6.0,32.0,1,right,MISS I. Stewart running Layup - blocked,"[1630191, 200768]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,,,3.26,,,,,,Lowry,200768.0
145,PT00M48.50S,2024-10-30T23:37:56.0Z,1,REGULAR,block,,[],200768,,,1610612765,25,22,2024-10-30T23:37:58Z,1450000,False,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M45.30S,2024-10-30T23:37:59.2Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,25,22,2024-10-30T23:38:02Z,1460000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
147,PT00M29.40S,2024-10-30T23:38:16.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612755,25,22,2024-10-30T23:38:23Z,1470000,False,,,0,,R. Holland II personal FOUL (1 PF) (Martin 2 FT),"[1641842, 1628997]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,1627519.0,1.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,,
149,PT00M29.40S,2024-10-30T23:38:46.0Z,1,REGULAR,freethrow,1 of 2,[],1628997,,,1610612755,26,22,2024-10-30T23:39:28Z,1490000,False,,,0,,C. Martin Free Throw 1 of 2 (4 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
150,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,out,[],1630231,,,1610612755,26,22,2024-10-30T23:39:07Z,1500000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,out,[],200768,,,1610612755,26,22,2024-10-30T23:39:07Z,1510000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,out,[],1641842,,,1610612755,26,22,2024-10-30T23:39:07Z,1520000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,out,[],1630191,,,1610612755,26,22,2024-10-30T23:39:07Z,1530000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,in,[],1641741,,,1610612755,26,22,2024-10-30T23:39:07Z,1540000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,26,22,2024-10-30T23:39:07Z,1550000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,in,[],202699,,,1610612755,26,22,2024-10-30T23:39:07Z,1560000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M29.40S,2024-10-30T23:38:47.0Z,1,REGULAR,substitution,in,[],1630595,,,1610612755,26,22,2024-10-30T23:39:07Z,1570000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M29.40S,2024-10-30T23:38:46.0Z,1,REGULAR,freethrow,2 of 2,[],1628997,,,1610612755,26,22,2024-10-30T23:39:28Z,1580000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
159,PT00M27.30S,2024-10-30T23:38:48.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,26,22,2024-10-30T23:39:28Z,1590000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,
160,PT00M08.70S,2024-10-30T23:39:45.8Z,1,REGULAR,3pt,Jump Shot,[],202699,97.19119579500656,95.83333333333334,1610612765,26,22,2024-10-30T23:39:51Z,1600000,False,229.0,-26.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,,,,,23.07,,,,,,,
161,PT00M05.80S,2024-10-30T23:39:48.6Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,26,22,2024-10-30T23:39:48Z,1610000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,160.0,4.0,3.0,1.0,,,,,,,,
162,PT00M04.30S,2024-10-30T23:39:50.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,75.50919842312747,88.48039215686273,1610612765,26,22,2024-10-30T23:39:53Z,1620000,False,192.0,178.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,,,26.19,,,,,,,
163,PT00M04.30S,2024-10-30T23:39:50.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612755,26,22,2024-10-30T23:39:53Z,1630000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,
164,PT00M00.00S,2024-10-30T23:40:00.7Z,1,REGULAR,period,end,[],0,,,1610612755,26,22,2024-10-30T23:40:00Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612755,26,22,2024-10-30T23:42:38Z,1650000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],201569,,,1610612755,26,22,2024-10-30T23:42:38Z,1660000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],1631093,,,1610612755,26,22,2024-10-30T23:42:38Z,1670000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612755,26,22,2024-10-30T23:42:38Z,1680000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,26,22,2024-10-30T23:42:38Z,1690000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612755,26,22,2024-10-30T23:42:38Z,1700000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-10-30T23:40:36.0Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612755,26,22,2024-10-30T23:42:38Z,1710000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
