actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-30T00:40:30.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-30T00:40:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-01-30T00:40:34.8Z,1,REGULAR,jumpball,recovered,[],201942,,,1610612758,0,0,2025-01-30T00:40:34Z,40000,False,,,0,,Jump Ball D. Sabonis vs. G. Yabusele: Tip to D. DeRozan,"[201942, 1627734, 1627824]",1610612758.0,SAC,startperiod,D. DeRozan,201942.0,DeRozan,D. DeRozan,Sabonis,1627734.0,Yabusele,1627824.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-01-30T00:40:48.4Z,1,REGULAR,3pt,Jump Shot,[],1628370,65.91655716162943,66.66666666666666,1610612758,0,3,2025-01-30T00:40:53Z,70000,False,83.0,268.0,1,right,M. Monk 28' 3PT  (3 PTS) (D. Fox 1 AST),"[1628370, 1628368]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,28.06,Made,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-01-30T00:41:08.6Z,1,REGULAR,turnover,out-of-bounds,[],1642348,,,1610612755,0,3,2025-01-30T00:41:15Z,90000,False,,,0,,J. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1642348],1610612755.0,PHI,bad pass,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,203591.0,1.0,,,,,,,,,,,,
10,PT11M06.00S,2025-01-30T00:41:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627734,70.25295663600527,70.58823529411765,1610612758,0,3,2025-01-30T00:41:33Z,100000,False,103.0,227.0,1,right,MISS D. Sabonis 24' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
11,PT11M04.00S,2025-01-30T00:41:31.1Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,0,3,2025-01-30T00:41:33Z,110000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT10M57.00S,2025-01-30T00:41:39.5Z,1,REGULAR,3pt,Jump Shot,[],201569,28.597240473061763,11.76470588235294,1610612755,3,3,2025-01-30T00:41:43Z,120000,False,191.0,216.0,1,left,E. Gordon 28' 3PT  (3 PTS) (T. Maxey 1 AST),"[201569, 1630178]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,28.87,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
14,PT10M40.00S,2025-01-30T00:41:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,93.11760840998686,47.549019607843135,1610612758,3,5,2025-01-30T00:42:02Z,140000,False,-12.0,12.0,1,right,K. Murray driving finger roll Layup (2 PTS) (M. Monk 1 AST),"[1631099, 1628370]",1610612758.0,SAC,driving finger roll,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
16,PT10M18.00S,2025-01-30T00:42:20.6Z,1,REGULAR,turnover,traveling,[],1627824,,,1610612755,3,5,2025-01-30T00:42:26Z,160000,False,,,0,,G. Yabusele traveling TURNOVER (1 TO),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,,,,,,,,,,,,
17,PT10M05.00S,2025-01-30T00:42:42.8Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,3,5,2025-01-30T00:42:46Z,170000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 201569]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Gordon,201569.0,,,,,,
