actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-10-23T23:44:13.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-23T23:44:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-10-23T23:44:17.1Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2024-10-23T23:44:17Z,40000,False,,,0,,Jump Ball A. Drummond vs. B. Lopez: Tip to T. Maxey,"[1630178, 203083, 201572]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2024-10-23T23:44:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,5.995400788436268,41.911764705882355,1610612755,0,0,2024-10-23T23:44:51Z,70000,False,40.0,4.0,1,left,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2024-10-23T23:44:43.2Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,0,2024-10-23T23:44:51Z,80000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-10-23T23:44:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612749,0,0,2024-10-23T23:45:01Z,90000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626162, 203507]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
11,PT11M26.00S,2024-10-23T23:45:22.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,0,1,2024-10-23T23:45:22Z,110000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M26.00S,2024-10-23T23:45:41.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,0,2,2024-10-23T23:45:41Z,120000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M04.00S,2024-10-23T23:46:04.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.802233902759525,57.84313725490197,1610612755,3,2,2024-10-23T23:46:09Z,130000,False,-39.0,256.0,1,left,T. Maxey 25' 3PT step back (3 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.88,Made,,,,,,,,,,3.0,,,,,,,,
14,PT10M46.00S,2024-10-23T23:46:22.9Z,1,REGULAR,3pt,Jump Shot,[],203081,65.25952693823915,50.245098039215684,1610612749,3,2,2024-10-23T23:46:29Z,140000,False,1.0,274.0,1,right,MISS D. Lillard 27' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2024-10-23T23:46:24.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,3,2,2024-10-23T23:46:29Z,150000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M39.00S,2024-10-23T23:46:30.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,26.10052562417871,83.82352941176471,1610612755,3,2,2024-10-23T23:46:36Z,160000,False,-169.0,193.0,1,left,MISS T. Maxey 25' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2024-10-23T23:46:33.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,3,2,2024-10-23T23:46:36Z,170000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M32.00S,2024-10-23T23:46:41.3Z,1,REGULAR,foul,personal,[],1630231,,,1610612749,3,2,2024-10-23T23:46:49Z,180000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 203507]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
20,PT10M22.00S,2024-10-23T23:47:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,86.81011826544021,49.754901960784316,1610612749,3,2,2024-10-23T23:56:07Z,200000,False,-1.0,71.0,1,right,MISS B. Lopez 7' turnaround Shot,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2024-10-23T23:47:12.4Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,3,2,2024-10-23T23:56:07Z,220000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M14.00S,2024-10-23T23:47:18.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,8.09789750328515,44.36274509803921,1610612755,3,2,2024-10-23T23:56:18Z,230000,False,28.0,24.0,1,left,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
24,PT10M12.00S,2024-10-23T23:47:20.3Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,3,2,2024-10-23T23:56:18Z,240000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,
25,PT10M07.00S,2024-10-23T23:47:22.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201569,32.276609724047304,36.029411764705884,1610612755,3,2,2024-10-23T23:47:29Z,250000,False,70.0,251.0,1,left,MISS E. Gordon 26' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2024-10-23T23:47:25.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,2,2024-10-23T23:47:29Z,260000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M48.00S,2024-10-23T23:47:42.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,65.78515111695138,51.9607843137255,1610612749,3,2,2024-10-23T23:47:46Z,270000,False,10.0,269.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
28,PT09M44.00S,2024-10-23T23:47:46.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,3,2,2024-10-23T23:47:46Z,280000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,27.0,3.0,2.0,1.0,,,,,,,,,,,,,,
29,PT09M38.00S,2024-10-23T23:47:57.3Z,1,REGULAR,violation,kicked ball,[],1627752,,,1610612755,3,2,2024-10-23T23:49:08Z,290000,False,,,0,,T. Prince kicked ball VIOLATION,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,
30,PT09M23.00S,2024-10-23T23:48:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,4.5499342969776615,48.28431372549019,1610612755,3,2,2024-10-23T23:48:39Z,300000,False,9.0,-10.0,1,left,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2024-10-23T23:48:35.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,2,2024-10-23T23:48:35Z,310000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M13.00S,2024-10-23T23:48:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.03745072273325,50.73529411764706,1610612749,3,4,2024-10-23T23:48:48Z,320000,False,4.0,4.0,1,right,G. Antetokounmpo cutting DUNK (4 PTS) (T. Prince 1 AST),"[203507, 1627752]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,4.0,T. Prince,1627752.0,1.0,,,,,
34,PT09M06.00S,2024-10-23T23:48:54.7Z,1,REGULAR,foul,personal,[],1629018,,,1610612755,3,4,2024-10-23T23:49:02Z,340000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 201569]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,101283.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
36,PT08M52.00S,2024-10-23T23:49:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.09789750328515,46.07843137254902,1610612755,3,4,2024-10-23T23:49:25Z,360000,False,20.0,24.0,1,left,MISS K. Oubre Jr. driving floating Shot - blocked,"[1626162, 201572]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,Lopez,201572.0,,,
37,PT08M52.00S,2024-10-23T23:49:21.3Z,1,REGULAR,block,,[],201572,,,1610612755,3,4,2024-10-23T23:49:24Z,370000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2024-10-23T23:49:24.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,4,2024-10-23T23:49:25Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT08M47.00S,2024-10-23T23:49:28.7Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,3,4,2024-10-23T23:49:34Z,390000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,,,,,,,,,,,1.0,,
40,PT08M37.00S,2024-10-23T23:49:45.7Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612755,3,4,2024-10-23T23:49:53Z,400000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Martin 2 FT),"[203507, 1630231]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Martin,1630231.0,,,,,,,,,
42,PT08M37.00S,2024-10-23T23:50:15.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630231,,,1610612755,3,4,2024-10-23T23:50:15Z,420000,False,,,0,,MISS K. Martin Free Throw 1 of 2,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M37.00S,2024-10-23T23:50:15.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,3,4,2024-10-23T23:50:15Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2024-10-23T23:50:33.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630231,,,1610612755,4,4,2024-10-23T23:50:33Z,440000,False,,,0,,K. Martin Free Throw 2 of 2 (1 PTS),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
45,PT08M27.00S,2024-10-23T23:50:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.59198423127464,51.470588235294116,1610612749,4,4,2024-10-23T23:50:51Z,450000,False,7.0,17.0,1,right,MISS G. Antetokounmpo cutting finger roll Layup,[203507],1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
46,PT08M25.00S,2024-10-23T23:50:47.6Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,4,4,2024-10-23T23:50:51Z,460000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M18.00S,2024-10-23T23:50:57.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,8.09789750328515,50.245098039215684,1610612755,4,4,2024-10-23T23:51:50Z,470000,False,-1.0,24.0,1,left,MISS K. Martin driving Hook,[1630231],1610612755.0,PHI,driving,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
48,PT08M16.00S,2024-10-23T23:50:59.2Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,4,4,2024-10-23T23:51:50Z,480000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,47.0,4.0,2.0,2.0,,,,,,,,,,,,,,
