actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
523,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,in,['startperiod'],1627824,,,1610612742,94,87,2025-02-05T01:54:52Z,5110000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,94,87,2025-02-05T01:54:52Z,5120000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612742,94,87,2025-02-05T01:54:52Z,5130000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,in,['startperiod'],1629655,,,1610612742,94,87,2025-02-05T01:54:52Z,5140000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2025-02-05T01:54:53.8Z,4,REGULAR,period,start,[],0,,,1610612742,94,87,2025-02-05T01:54:53Z,5150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M47.00S,2025-02-05T01:55:05.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.338370565045992,50.0,1610612742,94,89,2025-02-05T01:55:11Z,5160000,False,0.0,-2.0,1,left,D. Gafford cutting DUNK (10 PTS) (K. Irving 3 AST),"[1629655, 202681]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.23,Made,10.0,,,,,,K. Irving,202681.0,3.0,,,,,,,,,
530,PT11M21.00S,2025-02-05T01:55:32.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,91.27792378449409,51.9607843137255,1610612755,94,89,2025-02-05T01:56:17Z,5180000,False,10.0,29.0,1,right,MISS R. Council IV driving finger roll Layup,[1641741],1610612755.0,PHI,driving finger roll,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,,
531,PT11M21.00S,2025-02-05T01:55:32.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,94,89,2025-02-05T01:56:17Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,530.0,,,,,,,,,,,,,,,,
532,PT11M21.00S,2025-02-05T01:55:39.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,94,89,2025-02-05T01:55:45Z,5200000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,2005.0,,,,,,,,,,,,
533,PT11M02.00S,2025-02-05T01:56:03.4Z,4,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612742,94,89,2025-02-05T01:56:10Z,5210000,False,,,0,,A. Bona shooting personal FOUL (3 PF) (Irving 2 FT),"[1641737, 202681]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Mid-Range,16-24 Right,,,,,,,,2005.0,,,,,,,,,3.0,0.0,Irving,202681.0
535,PT11M02.00S,2025-02-05T01:56:35.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612742,94,90,2025-02-05T01:56:35Z,5230000,False,,,0,,K. Irving Free Throw 1 of 2 (24 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
536,PT11M02.00S,2025-02-05T01:57:00.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612742,94,91,2025-02-05T01:57:00Z,5240000,False,,,0,,K. Irving Free Throw 2 of 2 (25 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
537,PT10M43.00S,2025-02-05T01:57:24.8Z,4,REGULAR,turnover,traveling,[],1641741,,,1610612755,94,91,2025-02-05T01:57:30Z,5250000,False,,,0,,R. Council IV traveling TURNOVER (1 TO),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,,,,1.0,,,,,,,,
538,PT10M43.00S,2025-02-05T01:57:29.9Z,4,REGULAR,substitution,out,[],1630288,,,1610612742,94,91,2025-02-05T01:57:37Z,5260000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M43.00S,2025-02-05T01:57:29.9Z,4,REGULAR,substitution,out,[],1627824,,,1610612742,94,91,2025-02-05T01:57:37Z,5270000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M43.00S,2025-02-05T01:57:29.9Z,4,REGULAR,substitution,in,[],202704,,,1610612742,94,91,2025-02-05T01:57:37Z,5280000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M43.00S,2025-02-05T01:57:29.9Z,4,REGULAR,substitution,in,[],203954,,,1610612742,94,91,2025-02-05T01:57:37Z,5290000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M25.00S,2025-02-05T01:58:01.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203957,31.750985545335087,35.53921568627451,1610612742,94,91,2025-02-05T01:58:06Z,5300000,False,72.0,246.0,1,left,MISS D. Exum 25' 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
543,PT10M23.00S,2025-02-05T01:58:03.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,94,91,2025-02-05T01:58:06Z,5310000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,542.0,,,,,,,,,,,,,,,,
545,PT10M07.00S,2025-02-05T01:58:33.7Z,4,REGULAR,2pt,Jump Shot,[],203954,72.61826544021025,36.51960784313725,1610612755,94,91,2025-02-05T01:58:38Z,5330000,False,-67.0,205.0,1,right,MISS J. Embiid 21' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,21.57,Missed,,,,,,,,,,,,,,,,,,
546,PT10M04.00S,2025-02-05T01:58:36.7Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612742,94,91,2025-02-05T01:58:38Z,5340000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Left Center,,,,545.0,5.0,3.0,2.0,,,,,,,,,,,,,
547,PT09M57.00S,2025-02-05T01:58:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.732588699080158,45.09803921568628,1610612742,94,93,2025-02-05T01:58:50Z,5350000,False,25.0,1.0,1,left,K. Irving driving finger roll Layup (27 PTS),[202681],1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.45,Made,27.0,,,,,,,,,,,,,,,,,
548,PT09M41.00S,2025-02-05T01:58:58.8Z,4,REGULAR,3pt,Jump Shot,[],203954,69.33311432325887,25.0,1610612755,94,93,2025-02-05T01:59:03Z,5360000,False,-125.0,236.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
549,PT09M38.00S,2025-02-05T01:59:01.8Z,4,REGULAR,rebound,defensive,[],202681,,,1610612742,94,93,2025-02-05T02:04:08Z,5370000,False,,,0,,K. Irving REBOUND (Off:3 Def:6),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,548.0,9.0,6.0,3.0,,,,,,,,,,,,,
550,PT09M23.00S,2025-02-05T01:59:17.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,5.732588699080158,52.94117647058824,1610612742,94,93,2025-02-05T01:59:24Z,5380000,False,-15.0,1.0,1,left,MISS D. Gafford Hook - blocked,"[1629655, 1641741]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,Council IV,1641741.0,,,,
551,PT09M23.00S,2025-02-05T01:59:17.4Z,4,REGULAR,block,,[],1641741,,,1610612742,94,93,2025-02-05T01:59:21Z,5390000,False,,,0,,R. Council IV BLOCK (1 BLK),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
552,PT09M19.00S,2025-02-05T01:59:21.4Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,94,93,2025-02-05T01:59:24Z,5400000,False,,,0,,R. Council IV REBOUND (Off:1 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,550.0,2.0,1.0,1.0,,,,,,,,,,,,,
554,PT09M12.00S,2025-02-05T01:59:45.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,94,93,2025-02-05T02:05:17Z,5420000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M12.00S,2025-02-05T02:02:01.7Z,4,REGULAR,substitution,out,[],1641741,,,1610612755,94,93,2025-02-05T02:02:04Z,5450000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M12.00S,2025-02-05T02:02:01.7Z,4,REGULAR,substitution,out,[],1641737,,,1610612755,94,93,2025-02-05T02:02:04Z,5460000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M12.00S,2025-02-05T02:02:01.7Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,94,93,2025-02-05T02:02:04Z,5470000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M12.00S,2025-02-05T02:02:01.7Z,4,REGULAR,substitution,in,[],1642348,,,1610612755,94,93,2025-02-05T02:02:04Z,5480000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M58.00S,2025-02-05T02:02:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,89.70105124835742,57.35294117647059,1610612755,96,93,2025-02-05T02:02:53Z,5490000,False,37.0,44.0,1,right,T. Maxey driving floating bank Jump Shot (28 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,28.0,,,,,,,,,,,,,,,,,
562,PT08M47.00S,2025-02-05T02:02:57.8Z,4,REGULAR,3pt,Jump Shot,[],202681,33.459264126149804,37.00980392156863,1610612742,96,93,2025-02-05T02:03:03Z,5500000,False,65.0,262.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
563,PT08M43.00S,2025-02-05T02:03:01.8Z,4,REGULAR,rebound,offensive,[],202691,,,1610612742,96,93,2025-02-05T02:03:01Z,5510000,False,,,0,,K. Thompson REBOUND (Off:1 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,562.0,4.0,3.0,1.0,,,,,,,,,,,,,
564,PT08M34.00S,2025-02-05T02:03:10.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202691,6.521024967148489,75.24509803921569,1610612742,96,93,2025-02-05T02:03:15Z,5520000,False,-126.0,9.0,1,left,MISS K. Thompson 12' pullup Shot,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,12.65,Missed,,,,,,,,,,,,,,,,,,
565,PT08M31.00S,2025-02-05T02:03:13.0Z,4,REGULAR,rebound,offensive,[],202691,,,1610612742,96,93,2025-02-05T02:03:13Z,5530000,False,,,0,,K. Thompson REBOUND (Off:2 Def:3),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,564.0,5.0,3.0,2.0,,,,,,,,,,,,,
566,PT08M30.00S,2025-02-05T02:03:14.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,32.14520367936925,46.32352941176471,1610612742,96,93,2025-02-05T02:03:17Z,5540000,False,18.0,250.0,1,left,MISS K. Edwards 25' 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Center,25.04,Missed,,,,,,,,,,,,,,,,,,
567,PT08M28.00S,2025-02-05T02:03:16.5Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,96,93,2025-02-05T02:03:17Z,5550000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,566.0,5.0,4.0,1.0,,,,,,,,,,,,,
568,PT08M20.00S,2025-02-05T02:03:24.9Z,4,REGULAR,3pt,Jump Shot,[],1630178,67.49342969776609,65.93137254901961,1610612755,99,93,2025-02-05T02:03:29Z,5560000,False,80.0,253.0,1,right,T. Maxey 26' 3PT  (31 PTS) (J. Embiid 8 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.54,Made,31.0,,,,,,J. Embiid,203954.0,8.0,,,,,,,,,
570,PT08M04.00S,2025-02-05T02:03:41.1Z,4,REGULAR,turnover,bad pass,[],202681,,,1610612742,99,93,2025-02-05T02:03:45Z,5580000,False,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 202704]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Jackson,202704.0,,,,,,
571,PT08M04.00S,2025-02-05T02:03:41.1Z,4,REGULAR,steal,,[],202704,,,1610612755,99,93,2025-02-05T02:03:42Z,5590000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
572,PT08M00.00S,2025-02-05T02:03:45.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642348,92.72339027595268,50.98039215686274,1610612755,101,93,2025-02-05T02:03:53Z,5600000,False,5.0,16.0,1,right,J. Edwards running DUNK (13 PTS) (T. Maxey 10 AST),"[1642348, 1630178]",1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,1.66,Made,13.0,,,,,,T. Maxey,1630178.0,10.0,,,,,,,,,
574,PT08M00.00S,2025-02-05T02:03:51.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,101,93,2025-02-05T02:03:51Z,5620000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M00.00S,2025-02-05T02:05:47.9Z,4,REGULAR,substitution,out,[],203957,,,1610612742,101,93,2025-02-05T02:06:19Z,5630000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M00.00S,2025-02-05T02:05:47.9Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,101,93,2025-02-05T02:06:19Z,5640000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M00.00S,2025-02-05T02:05:47.9Z,4,REGULAR,substitution,in,[],1631108,,,1610612742,101,93,2025-02-05T02:06:19Z,5650000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M00.00S,2025-02-05T02:05:47.9Z,4,REGULAR,substitution,in,[],1630230,,,1610612742,101,93,2025-02-05T02:06:19Z,5660000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M42.00S,2025-02-05T02:06:54.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,15.062417871222076,55.88235294117647,1610612742,101,95,2025-02-05T02:07:02Z,5670000,False,-29.0,89.0,1,left,N. Marshall 9' turnaround Jump Shot (15 PTS),[1630230],1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,9.38,Made,15.0,,,,,,,,,,,,,,,,,
580,PT07M20.00S,2025-02-05T02:07:17.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.32917214191852,56.372549019607845,1610612755,103,95,2025-02-05T02:07:22Z,5680000,False,32.0,20.0,1,right,T. Maxey driving finger roll Layup (33 PTS) (J. Embiid 9 AST),"[1630178, 203954]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.74,Made,33.0,,,,,,J. Embiid,203954.0,9.0,,,,,,,,,
581,PT06M58.00S,2025-02-05T02:07:39.6Z,4,REGULAR,2pt,Jump Shot,[],202681,4.02431011826544,70.34313725490196,1610612742,103,97,2025-02-05T02:07:46Z,5690000,False,-102.0,-15.0,1,left,K. Irving 10' turnaround fadeaway Jump Shot (29 PTS) (N. Marshall 3 AST),"[202681, 1630230]",1610612742.0,DAL,turnaround fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,10.28,Made,29.0,,,,,,N. Marshall,1630230.0,3.0,,,,,,,,,
583,PT06M33.00S,2025-02-05T02:08:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.72339027595268,47.30392156862745,1610612755,105,97,2025-02-05T02:08:09Z,5700000,False,-13.0,16.0,1,right,J. Embiid driving finger roll Layup (24 PTS) (T. Maxey 11 AST),"[203954, 1630178]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.09,Made,24.0,,,,,,T. Maxey,1630178.0,11.0,,,,,,,,,
585,PT06M18.00S,2025-02-05T02:08:19.7Z,4,REGULAR,foul,personal,['3freethrow'],1630178,,,1610612742,105,97,2025-02-05T02:08:25Z,5720000,False,,,0,,T. Maxey shooting personal FOUL (4 PF) (Irving 3 FT),"[1630178, 202681]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,2005.0,,,,,,,,,4.0,0.0,Irving,202681.0
587,PT06M18.00S,2025-02-05T02:08:56.2Z,4,REGULAR,freethrow,1 of 3,[],202681,,,1610612742,105,98,2025-02-05T02:08:56Z,5740000,False,,,0,,K. Irving Free Throw 1 of 3 (30 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
588,PT06M18.00S,2025-02-05T02:09:15.8Z,4,REGULAR,freethrow,2 of 3,[],202681,,,1610612742,105,99,2025-02-05T02:09:15Z,5750000,False,,,0,,K. Irving Free Throw 2 of 3 (31 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
589,PT06M18.00S,2025-02-05T02:09:17.6Z,4,REGULAR,substitution,out,[],202704,,,1610612742,105,99,2025-02-05T02:09:20Z,5760000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M18.00S,2025-02-05T02:09:17.6Z,4,REGULAR,substitution,in,[],1627824,,,1610612742,105,99,2025-02-05T02:09:20Z,5770000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M18.00S,2025-02-05T02:09:40.5Z,4,REGULAR,freethrow,3 of 3,[],202681,,,1610612742,105,100,2025-02-05T02:09:40Z,5780000,False,,,0,,K. Irving Free Throw 3 of 3 (32 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
592,PT06M04.00S,2025-02-05T02:09:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,92.59198423127464,50.98039215686274,1610612755,107,100,2025-02-05T02:10:04Z,5790000,False,5.0,17.0,1,right,G. Yabusele Layup (19 PTS) (J. Embiid 10 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.78,Made,19.0,,,,,,J. Embiid,203954.0,10.0,,,,,,,,,
594,PT05M48.00S,2025-02-05T02:10:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.206964520367937,46.81372549019608,1610612742,107,102,2025-02-05T02:10:20Z,5810000,False,16.0,-4.0,1,left,D. Gafford cutting finger roll Layup (12 PTS) (N. Marshall 4 AST),"[1629655, 1630230]",1610612742.0,DAL,cutting finger roll,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.63,Made,12.0,,,,,,N. Marshall,1630230.0,4.0,,,,,,,,,
596,PT05M30.00S,2025-02-05T02:10:30.2Z,4,REGULAR,3pt,Jump Shot,[],1642348,70.38436268068331,19.362745098039216,1610612755,107,102,2025-02-05T02:10:34Z,5830000,False,-153.0,226.0,1,right,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,27.29,Missed,,,,,,,,,,,,,,,,,,
597,PT05M27.00S,2025-02-05T02:10:33.2Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,107,102,2025-02-05T02:10:34Z,5840000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,596.0,2.0,2.0,0.0,,,,,,,,,,,,,
598,PT05M22.00S,2025-02-05T02:10:39.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",202681,8.754927726675426,38.970588235294116,1610612742,107,102,2025-02-05T02:10:52Z,5850000,False,55.0,30.0,1,left,MISS K. Irving 6' running pullup Shot,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
599,PT05M21.00S,2025-02-05T02:10:42.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,107,102,2025-02-05T02:10:42Z,5860000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,598.0,,,,,,,,,,,,,,,,
601,PT05M12.00S,2025-02-05T02:11:07.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1631108,25.04927726675427,37.99019607843137,1610612742,107,104,2025-02-05T02:11:12Z,5880000,False,60.0,183.0,1,left,M. Christie 19' turnaround fadeaway Jump Shot (15 PTS) (K. Irving 4 AST),"[1631108, 202681]",1610612742.0,DAL,turnaround fadeaway,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right Center,19.26,Made,15.0,,,,,,K. Irving,202681.0,4.0,,,,,,,,,
603,PT04M59.00S,2025-02-05T02:11:20.5Z,4,REGULAR,3pt,Jump Shot,[],1630178,64.86530880420499,34.55882352941176,1610612755,107,104,2025-02-05T02:11:26Z,5900000,False,-77.0,278.0,1,right,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.83,Missed,,,,,,,,,,,,,,,,,,
604,PT04M56.00S,2025-02-05T02:11:23.5Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,107,104,2025-02-05T02:11:26Z,5910000,False,,,0,,M. Christie REBOUND (Off:2 Def:5),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,603.0,7.0,5.0,2.0,,,,,,,,,,,,,
605,PT04M51.00S,2025-02-05T02:11:28.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202681,4.681340341655716,49.754901960784316,1610612742,107,106,2025-02-05T02:13:22Z,5920000,False,1.0,-8.0,1,left,K. Irving running DUNK (34 PTS) (M. Christie 2 AST),"[202681, 1631108]",1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.86,Made,34.0,,,,,,M. Christie,1631108.0,2.0,,,,,,,,,
607,PT04M35.00S,2025-02-05T02:11:45.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.02825229960578,48.77450980392157,1610612755,107,106,2025-02-05T02:11:49Z,5940000,False,-6.0,126.0,1,right,MISS J. Embiid 12' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,,
608,PT04M32.00S,2025-02-05T02:11:48.4Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,107,106,2025-02-05T02:11:49Z,5950000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,607.0,3.0,3.0,0.0,,,,,,,,,,,,,
609,PT04M25.00S,2025-02-05T02:11:54.8Z,4,REGULAR,3pt,Jump Shot,[],202691,4.812746386333772,95.58823529411765,1610612742,107,109,2025-02-05T02:12:00Z,5960000,False,-228.0,-7.0,1,left,K. Thompson 3PT  (9 PTS) (M. Christie 3 AST),"[202691, 1631108]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.8,Made,9.0,,,,,,M. Christie,1631108.0,3.0,,,,,,,,,
