actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-29T00:35:27.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-29T00:35:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-29T00:35:30.5Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2025-01-29T00:35:30Z,40000,False,,,0,,Jump Ball A. Davis vs. G. Yabusele: Tip to L. James,"[2544, 203076, 1627824]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Yabusele,1627824.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-01-29T00:35:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,91.80354796320631,43.872549019607845,1610612747,0,0,2025-01-29T00:35:45Z,70000,False,-31.0,25.0,1,right,MISS A. Reaves driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-01-29T00:35:42.4Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,0,0,2025-01-29T00:35:45Z,80000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-01-29T00:36:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627824,5.338370565045992,58.82352941176471,1610612755,0,0,2025-01-29T00:36:07Z,90000,False,-44.0,-2.0,1,left,MISS G. Yabusele floating Shot,[1627824],1610612755.0,PHI,floating,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2025-01-29T00:36:05.8Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,0,0,2025-01-29T00:36:07Z,100000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2025-01-29T00:36:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,81.553876478318,39.950980392156865,1610612747,0,0,2025-01-29T00:36:22Z,110000,False,-50.0,121.0,1,right,MISS A. Davis 13' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,13.09,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2025-01-29T00:36:19.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,0,0,2025-01-29T00:36:22Z,120000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M56.00S,2025-01-29T00:36:30.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,31.61957950065703,67.40196078431373,1610612755,0,0,2025-01-29T00:36:34Z,130000,False,-87.0,245.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2025-01-29T00:36:33.2Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,0,2025-01-29T00:36:34Z,140000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
