actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-04T00:10:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-04T00:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-04T00:10:46.6Z,1,REGULAR,jumpball,recovered,[],1627824,,,1610612755,0,0,2025-03-04T00:10:46Z,40000,False,,,0,,Jump Ball A. Drummond vs. D. Clingan: Tip to G. Yabusele,"[1627824, 203083, 1642270]",1610612755.0,PHI,startperiod,G. Yabusele,1627824.0,Yabusele,G. Yabusele,Drummond,203083.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-03-04T00:10:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,32.90078843626807,67.8921568627451,1610612755,0,0,2025-03-04T00:11:10Z,70000,False,-89.0,257.0,1,left,MISS Q. Grimes 27' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-03-04T00:11:00.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2025-03-04T00:11:02Z,80000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-03-04T00:11:08.6Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,0,0,2025-03-04T00:11:16Z,90000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1642348]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Edwards,1642348.0,,,,,,,,,,,
10,PT11M34.00S,2025-03-04T00:11:08.6Z,1,REGULAR,steal,,[],1642348,,,1610612755,0,0,2025-03-04T00:11:13Z,100000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2025-03-04T00:11:14.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642348,8.459264126149804,51.22549019607843,1610612755,0,0,2025-03-04T00:11:58Z,102500,False,-6.0,27.0,1,left,MISS J. Edwards running Layup,[1642348],1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
12,PT11M30.00S,2025-03-04T00:11:15.8Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612755,0,0,2025-03-04T00:11:58Z,103750,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M30.00S,2025-03-04T00:11:19.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629656,5.590000152587891,50.0,1610612755,2,0,2025-03-04T00:12:04Z,105000,False,0.0,0.0,1,left,Q. Grimes tip DUNK (2 PTS),[1629656],1610612755.0,PHI,tip,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,2.0,,,,,,,,,,
14,PT11M09.00S,2025-03-04T00:11:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,95.58147174770039,48.529411764705884,1610612757,2,2,2025-03-04T00:11:41Z,140000,False,-7.0,-11.0,1,right,D. Clingan reverse Layup (2 PTS) (S. Sharpe 1 AST),"[1642270, 1631101]",1610612757.0,POR,reverse,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,2.0,S. Sharpe,1631101.0,1.0,,,,,,,
