actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M47.00S,2023-04-05T23:42:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,9.543363994743759,95.58823529411765,1610612737,3,4,2023-04-05T23:43:07Z,160000,False,-228.0,37.0,1,left,S. Bey 3PT  (3 PTS) (T. Young 1 AST),"[1630180, 1629027]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.09,Made,,,,,3.0,,,T. Young,1629027.0,1.0,,,,,,,,
18,PT10M33.00S,2023-04-05T23:43:16.6Z,1,REGULAR,foul,offensive,[],1629655,,,1610612764,3,4,2023-04-05T23:43:24Z,180000,False,,,0,,D. Gafford off-the-ball offensive FOUL (1 PF),"[1629655, 1629027]",1610612764.0,WAS,off-the-ball,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,201638.0,1.0,0.0,Young,1629027.0,,,
20,PT10M33.00S,2023-04-05T23:43:16.6Z,1,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,3,4,2023-04-05T23:43:16Z,200000,False,,,0,,D. Gafford offensive foul TURNOVER (1 TO),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,201638.0,,,,,1.0,,
21,PT10M20.00S,2023-04-05T23:43:38.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,9.280551905387648,71.32352941176471,1610612737,3,4,2023-04-05T23:43:46Z,210000,False,-107.0,35.0,1,left,MISS J. Collins 11' turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,11.21,Missed,,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2023-04-05T23:43:42.9Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,3,4,2023-04-05T23:43:46Z,220000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M07.00S,2023-04-05T23:43:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,86.5473061760841,64.95098039215686,1610612764,3,4,2023-04-05T23:43:57Z,230000,False,75.0,74.0,1,right,MISS J. Davis 10' floating Shot,[1631098],1610612764.0,WAS,floating,,,Davis,J. Davis,,,,,In The Paint (Non-RA),8-16 Right,10.52,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2023-04-05T23:43:54.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,3,4,2023-04-05T23:43:57Z,240000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M55.00S,2023-04-05T23:44:03.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,3,4,2023-04-05T23:44:48Z,250000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630692]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Goodwin,1630692.0
26,PT09M55.00S,2023-04-05T23:44:03.8Z,1,REGULAR,steal,,[],1630692,,,1610612764,3,4,2023-04-05T23:44:07Z,260000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M50.00S,2023-04-05T23:44:08.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,92.59198423127464,50.245098039215684,1610612764,3,4,2023-04-05T23:44:16Z,270000,False,1.0,17.0,1,right,MISS C. Kispert running Layup,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2023-04-05T23:44:13.6Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,3,4,2023-04-05T23:44:16Z,280000,False,,,0,,A. Gill REBOUND (Off:1 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M45.00S,2023-04-05T23:44:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630264,94.40999984741211,50.0,1610612764,3,6,2023-04-05T23:44:13Z,290000,False,0.0,0.0,1,right,A. Gill putback Layup (2 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M35.00S,2023-04-05T23:44:23.4Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,3,6,2023-04-05T23:44:33Z,300000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1631098]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Davis,1631098.0
31,PT09M35.00S,2023-04-05T23:44:23.4Z,1,REGULAR,steal,,[],1631098,,,1610612764,3,6,2023-04-05T23:44:29Z,310000,False,,,0,,J. Davis STEAL (1 STL),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2023-04-05T23:44:31.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631098,91.67214191852825,47.549019607843135,1610612764,3,6,2023-04-05T23:45:19Z,320000,False,-12.0,26.0,1,right,MISS J. Davis running Layup - blocked,"[1631098, 203991]",1610612764.0,WAS,running,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
52,PT09M33.00S,2023-04-05T23:44:31.1Z,1,REGULAR,block,,[],203991,,,1610612764,3,6,2023-04-05T23:47:10Z,325000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M31.00S,2023-04-05T23:44:33.1Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,3,6,2023-04-05T23:45:05Z,330000,False,,,0,,A. Gill REBOUND (Off:2 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,32.0,3.0,1.0,2.0,,,,,,,,,,,,,,
34,PT09M31.00S,2023-04-05T23:44:35.3Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612764,3,6,2023-04-05T23:44:56Z,340000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Gill 2 FT),"[1628381, 1630264]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Gill,1630264.0,,,
36,PT09M31.00S,2023-04-05T23:45:11.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630264,,,1610612764,3,6,2023-04-05T23:45:14Z,360000,False,,,0,,MISS A. Gill Free Throw 1 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT09M31.00S,2023-04-05T23:45:11.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,3,6,2023-04-05T23:45:14Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
38,PT09M31.00S,2023-04-05T23:45:11.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630264,,,1610612764,3,6,2023-04-05T23:45:14Z,380000,False,,,0,,MISS A. Gill Free Throw 2 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT09M27.00S,2023-04-05T23:45:15.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,6,2023-04-05T23:45:14Z,390000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT09M14.00S,2023-04-05T23:45:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.062417871222076,48.28431372549019,1610612737,5,6,2023-04-05T23:45:30Z,400000,False,9.0,89.0,1,left,T. Young 8' driving floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.95,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M59.00S,2023-04-05T23:45:44.0Z,1,REGULAR,foul,personal,[],1630180,,,1610612764,5,6,2023-04-05T23:45:50Z,410000,False,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1629655]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Gafford,1629655.0,,,
43,PT08M52.00S,2023-04-05T23:46:07.6Z,1,REGULAR,3pt,Jump Shot,[],1630264,87.72996057818659,96.81372549019608,1610612764,5,6,2023-04-05T23:46:13Z,430000,False,234.0,63.0,1,right,MISS A. Gill 24' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
44,PT08M48.00S,2023-04-05T23:46:11.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,5,6,2023-04-05T23:46:13Z,440000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M40.00S,2023-04-05T23:46:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,18.74178712220762,40.44117647058824,1610612737,5,6,2023-04-05T23:46:23Z,450000,False,48.0,124.0,1,left,MISS S. Bey 13' step back Shot,[1630180],1610612737.0,ATL,step back,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,13.26,Missed,,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2023-04-05T23:46:22.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,6,2023-04-05T23:46:22Z,460000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT08M36.00S,2023-04-05T23:46:26.9Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612737,5,6,2023-04-05T23:46:48Z,470000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Capela 2 FT),"[1629655, 203991]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,2.0,0.0,Capela,203991.0,,,
49,PT08M36.00S,2023-04-05T23:46:49.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,5,6,2023-04-05T23:46:49Z,490000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT08M36.00S,2023-04-05T23:46:49.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,5,6,2023-04-05T23:46:49Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT08M36.00S,2023-04-05T23:47:03.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,6,6,2023-04-05T23:47:03Z,510000,False,,,0,,C. Capela Free Throw 2 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
53,PT08M24.00S,2023-04-05T23:47:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,94.69448094612353,51.470588235294116,1610612764,6,8,2023-04-05T23:47:24Z,520000,False,7.0,-3.0,1,right,J. Goodwin driving Layup (2 PTS),[1630692],1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,2.0,,,,,,,,,,,,,
54,PT08M14.00S,2023-04-05T23:47:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.888961892247043,79.90196078431373,1610612737,9,8,2023-04-05T23:47:33Z,530000,False,-150.0,200.0,1,left,T. Young 24' 3PT step back (5 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,5.0,,,,,,,,,,,,,
55,PT08M05.00S,2023-04-05T23:47:38.2Z,1,REGULAR,2pt,Jump Shot,[],1631098,87.33574244415243,72.05882352941177,1610612764,9,10,2023-04-05T23:47:42Z,540000,False,110.0,67.0,1,right,J. Davis 12' driving floating bank Jump Shot (2 PTS),[1631098],1610612764.0,WAS,driving floating bank,,,Davis,J. Davis,,,,,Mid-Range,8-16 Right,12.88,Made,,,,,2.0,,,,,,,,,,,,,
56,PT07M56.00S,2023-04-05T23:47:50.4Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,9,10,2023-04-05T23:47:59Z,550000,False,,,0,,D. Murray lost ball out-of-bounds TURNOVER (2 TO),[1627749],1610612737.0,ATL,lost ball,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201638.0,,,,,2.0,,
57,PT07M45.00S,2023-04-05T23:48:13.3Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612764,9,10,2023-04-05T23:48:39Z,560000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Gafford 2 FT),"[203991, 1629655]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Gafford,1629655.0,,,
59,PT07M45.00S,2023-04-05T23:48:40.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629655,,,1610612764,9,11,2023-04-05T23:48:40Z,580000,False,,,0,,D. Gafford Free Throw 1 of 2 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
60,PT07M45.00S,2023-04-05T23:48:57.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629655,,,1610612764,9,12,2023-04-05T23:48:57Z,590000,False,,,0,,D. Gafford Free Throw 2 of 2 (4 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
61,PT07M29.00S,2023-04-05T23:49:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628381,32.670827858081466,41.66666666666667,1610612737,12,12,2023-04-05T23:49:20Z,600000,False,42.0,255.0,1,left,J. Collins 25' 3PT  (3 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,3.0,,,T. Young,1629027.0,2.0,,,,,,,,
63,PT07M12.00S,2023-04-05T23:49:32.1Z,1,REGULAR,2pt,Jump Shot,[],1631098,76.95466491458606,63.23529411764706,1610612764,12,14,2023-04-05T23:49:37Z,620000,False,66.0,164.0,1,right,J. Davis 17' pullup Jump Shot (4 PTS),[1631098],1610612764.0,WAS,pullup,,,Davis,J. Davis,,,,,Mid-Range,16-24 Right Center,17.69,Made,,,,,4.0,,,,,,,,,,,,,
64,PT07M02.00S,2023-04-05T23:49:45.7Z,1,REGULAR,foul,offensive,[],1630180,,,1610612737,12,14,2023-04-05T23:49:54Z,630000,False,,,0,,S. Bey offensive FOUL (2 PF),"[1630180, 1630557]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Kispert,1630557.0,,,
66,PT07M02.00S,2023-04-05T23:49:45.7Z,1,REGULAR,turnover,offensive foul,[],1630180,,,1610612737,12,14,2023-04-05T23:49:45Z,650000,False,,,0,,S. Bey offensive foul TURNOVER (1 TO),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200832.0,,,,,1.0,,
67,PT06M50.00S,2023-04-05T23:50:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630692,83.78777923784494,42.15686274509804,1610612764,12,14,2023-04-05T23:50:15Z,660000,False,-39.0,100.0,1,right,MISS J. Goodwin 10' pullup Shot,[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,10.73,Missed,,,,,,,,,,,,,,,,,,
68,PT06M47.00S,2023-04-05T23:50:13.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,12,14,2023-04-05T23:50:15Z,670000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
69,PT06M44.00S,2023-04-05T23:50:16.3Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,12,14,2023-04-05T23:50:21Z,680000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1630692]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Goodwin,1630692.0
70,PT06M44.00S,2023-04-05T23:50:16.3Z,1,REGULAR,steal,,[],1630692,,,1610612764,12,14,2023-04-05T23:50:18Z,690000,False,,,0,,J. Goodwin STEAL (2 STL),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
71,PT06M34.00S,2023-04-05T23:50:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,92.72339027595268,51.470588235294116,1610612764,12,14,2023-04-05T23:50:31Z,700000,False,7.0,16.0,1,right,MISS A. Gill driving Layup,[1630264],1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
72,PT06M33.00S,2023-04-05T23:50:30.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,12,14,2023-04-05T23:50:30Z,710000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,71.0,2.0,0.0,2.0,,,,,,,,,,,,,,
73,PT06M33.00S,2023-04-05T23:50:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,94.40999984741211,50.0,1610612764,12,16,2023-04-05T23:50:30Z,720000,False,0.0,0.0,1,right,D. Gafford putback DUNK (6 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
74,PT06M33.00S,2023-04-05T23:50:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,16,2023-04-05T23:50:32Z,730000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612737,12,16,2023-04-05T23:53:30Z,740000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,12,16,2023-04-05T23:53:30Z,750000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,out,[],1631098,,,1610612737,12,16,2023-04-05T23:53:30Z,760000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,12,16,2023-04-05T23:53:30Z,770000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,12,16,2023-04-05T23:53:30Z,780000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M33.00S,2023-04-05T23:53:01.4Z,1,REGULAR,substitution,in,[],1629134,,,1610612737,12,16,2023-04-05T23:53:30Z,790000,False,,,0,,SUB in: K. Nunn,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
