actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-07T23:42:27.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-07T23:42:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-07T23:42:30.4Z,1,REGULAR,jumpball,recovered,[],1630531,,,1610612755,0,0,2023-04-07T23:42:30Z,40000,False,,,0,,Jump Ball P. Reed vs. C. Capela: Tip to J. Springer,"[1630531, 1630194, 203991]",1610612755.0,PHI,startperiod,J. Springer,1630531.0,Springer,J. Springer,Reed,1630194.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-04-07T23:42:44.5Z,1,REGULAR,2pt,Jump Shot,[],1627777,8.229303547963205,73.52941176470588,1610612755,0,0,2023-04-07T23:42:53Z,70000,False,-118.0,25.0,1,left,MISS G. Niang 12' fadeaway Shot,[1627777],1610612755.0,PHI,fadeaway,,,Niang,G. Niang,,,,,Mid-Range,8-16 Left,12.02,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-04-07T23:42:46.5Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,0,0,2023-04-07T23:42:53Z,80000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2023-04-07T23:42:48.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630194,7.178055190538765,49.26470588235294,1610612755,0,2,2023-04-07T23:43:06Z,90000,False,4.0,15.0,1,left,P. Reed putback DUNK (2 PTS),[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.54,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M24.00S,2023-04-07T23:43:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1630531,,,1610612737,0,2,2023-04-07T23:43:25Z,100000,False,,,0,,J. Springer shooting personal FOUL (1 PF) (Collins 2 FT),"[1630531, 1628381]",1610612755.0,PHI,shooting,,,Springer,J. Springer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,1.0,0.0,Collins,1628381.0,,,,,,,,
12,PT11M24.00S,2023-04-07T23:43:26.8Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,1,2,2023-04-07T23:43:47Z,120000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
13,PT11M24.00S,2023-04-07T23:43:26.8Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,1,2,2023-04-07T23:43:47Z,130000,False,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M21.00S,2023-04-07T23:43:29.8Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,1,2,2023-04-07T23:43:47Z,140000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M18.00S,2023-04-07T23:43:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630531,6.258212877792378,49.754901960784316,1610612755,1,4,2023-04-07T23:43:56Z,150000,False,1.0,6.0,1,left,J. Springer running Layup (2 PTS) (G. Niang 1 AST),"[1630531, 1627777]",1610612755.0,PHI,running,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,2.0,,,,,,G. Niang,1627777.0,1.0,,,,,
