actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-12T00:40:57.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-12T00:40:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-12T00:41:01.3Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2023-03-12T00:41:01Z,40000,False,,,0,,Jump Ball C. Capela vs. A. Horford: Tip to T. Young,"[1629027, 203991, 201143]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-12T00:41:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,87.20433639947439,43.13725490196079,1610612737,2,0,2023-03-12T00:41:21Z,70000,False,-34.0,68.0,1,right,J. Collins 7' turnaround Jump Shot (2 PTS),[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2023-03-12T00:41:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,5.206964520367937,50.0,1610612738,2,0,2023-03-12T00:41:39Z,80000,False,0.0,-4.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
9,PT11M22.00S,2023-03-12T00:41:34.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,0,2023-03-12T00:41:39Z,90000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M17.00S,2023-03-12T00:41:40.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,71.96123521681997,79.16666666666666,1610612737,5,0,2023-03-12T00:41:51Z,100000,False,146.0,211.0,1,right,T. Young 25' 3PT step back (3 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.66,Made,3.0,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2023-03-12T00:41:53.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.305519053876477,70.34313725490196,1610612738,5,0,2023-03-12T00:41:59Z,110000,False,-102.0,232.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2023-03-12T00:41:55.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,0,2023-03-12T00:41:59Z,120000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M50.00S,2023-03-12T00:42:06.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,91.14651773981603,50.245098039215684,1610612737,7,0,2023-03-12T00:42:11Z,130000,False,1.0,31.0,1,right,C. Capela Hook (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.07,Made,2.0,,,,,T. Young,1629027.0,1.0,,,,,,,,,,
15,PT10M35.00S,2023-03-12T00:42:20.8Z,1,REGULAR,3pt,Jump Shot,[],203935,26.363337713534822,81.12745098039215,1610612738,7,3,2023-03-12T00:42:25Z,150000,False,-156.0,195.0,1,left,M. Smart 24' 3PT  (3 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.97,Made,3.0,,,,,J. Brown,1627759.0,1.0,,,,,,,,,,
17,PT10M23.00S,2023-03-12T00:42:33.3Z,1,REGULAR,2pt,Jump Shot,[],1629631,73.40670170827858,71.07843137254902,1610612737,9,3,2023-03-12T00:42:38Z,170000,False,105.0,197.0,1,right,D. Hunter 22' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,22.39,Made,2.0,,,,,T. Young,1629027.0,2.0,,,,,,,,,,
19,PT10M02.00S,2023-03-12T00:42:54.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.750985545335087,54.90196078431373,1610612738,9,6,2023-03-12T00:43:00Z,190000,False,-25.0,246.0,1,left,J. Tatum 24' 3PT pullup (3 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,24.72,Made,3.0,,,,,D. White,1628401.0,1.0,,,,,,,,,,
21,PT09M52.00S,2023-03-12T00:43:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.51182654402102,51.9607843137255,1610612737,11,6,2023-03-12T00:43:12Z,210000,False,10.0,8.0,1,right,C. Capela cutting DUNK (4 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.3,Made,4.0,,,,,T. Young,1629027.0,3.0,,,,,,,,,,
23,PT09M39.00S,2023-03-12T00:43:16.9Z,1,REGULAR,3pt,Jump Shot,[],203935,8.360709592641262,4.411764705882353,1610612738,11,9,2023-03-12T00:43:21Z,230000,False,228.0,26.0,1,left,M. Smart 3PT  (6 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,22.94,Made,6.0,,,,,J. Tatum,1628369.0,1.0,,,,,,,,,,
25,PT09M26.00S,2023-03-12T00:43:29.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.46057818659659,48.77450980392157,1610612737,13,9,2023-03-12T00:43:36Z,250000,False,-6.0,18.0,1,right,J. Collins cutting DUNK (4 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,,,,,T. Young,1629027.0,4.0,,,,,,,,,,
27,PT09M08.00S,2023-03-12T00:43:48.2Z,1,REGULAR,3pt,Jump Shot,[],201143,9.280551905387648,95.34313725490196,1610612738,13,12,2023-03-12T00:43:54Z,270000,False,-227.0,35.0,1,left,A. Horford 3PT  (3 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,,,,,J. Brown,1627759.0,2.0,,,,,,,,,,
29,PT08M52.00S,2023-03-12T00:44:04.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,72.09264126149803,19.607843137254903,1610612737,13,12,2023-03-12T00:44:14Z,290000,False,-152.0,210.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
30,PT08M50.00S,2023-03-12T00:44:06.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,12,2023-03-12T00:44:14Z,300000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT08M44.00S,2023-03-12T00:44:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,7.046649145860711,46.07843137254902,1610612738,13,14,2023-03-12T00:44:23Z,310000,False,20.0,14.0,1,left,J. Tatum running Layup (5 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.39,Made,5.0,,,,,,,,,,,,,,,,,
32,PT08M36.00S,2023-03-12T00:44:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,62.10578186596584,70.34313725490196,1610612737,16,14,2023-03-12T00:44:29Z,320000,False,102.0,304.0,1,right,T. Young 32' 3PT pullup (6 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,32.03,Made,6.0,,,,,,,,,,,,,,,,,
