actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-26T22:10:22.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-26T22:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-26T22:10:25.1Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2023-03-26T22:10:25Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. C. Capela: Tip to J. Morant,"[1629630, 1628991, 203991]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Jackson Jr.,1628991.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-03-26T22:10:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,94.56307490144546,50.73529411764706,1610612763,0,2,2023-03-26T22:10:49Z,70000,False,4.0,-1.0,1,right,J. Jackson Jr. reverse DUNK (2 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,reverse,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.4,Made,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-03-26T22:10:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.427726675427067,41.911764705882355,1610612737,0,2,2023-03-26T22:11:05Z,90000,False,40.0,111.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.84,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-03-26T22:11:02.9Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,0,2,2023-03-26T22:11:05Z,100000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M16.00S,2023-03-26T22:11:05.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,3.7614980289093296,23.284313725490197,1610612737,2,2,2023-03-26T22:11:10Z,110000,False,134.0,-17.0,1,left,T. Young 13' Jump Shot (2 PTS) (J. Collins 1 AST),"[1629027, 1628381]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,13.47,Made,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
13,PT11M07.00S,2023-03-26T22:11:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,68.28186596583443,51.71568627450981,1610612763,2,5,2023-03-26T22:11:21Z,130000,False,9.0,246.0,1,right,D. Bane 24' 3PT pullup (3 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,24.59,Made,3.0,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2023-03-26T22:11:32.9Z,1,REGULAR,2pt,Jump Shot,[],1627749,16.507884362680684,70.58823529411765,1610612737,4,5,2023-03-26T22:11:37Z,140000,False,-103.0,103.0,1,left,D. Murray 14' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,14.54,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2023-03-26T22:11:41.6Z,1,REGULAR,turnover,backcourt,[],1630217,,,1610612763,4,5,2023-03-26T22:11:51Z,150000,False,,,0,,D. Bane backcourt TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
16,PT10M36.00S,2023-03-26T22:12:01.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,18.347568988173457,94.36274509803921,1610612737,4,5,2023-03-26T22:12:07Z,160000,False,-222.0,120.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
