actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
167,PT08M47.00S,2023-01-29T01:11:18.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,39,30,2023-01-29T01:11:21Z,1640000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,
168,PT08M36.00S,2023-01-29T01:11:28.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.719448094612352,47.30392156862745,1610612737,41,30,2023-01-29T01:11:35Z,1650000,False,13.0,95.0,1,left,D. Murray 9' driving floating Jump Shot (5 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,5.0,,,,,,,,,,,,,,,,,
169,PT08M19.00S,2023-01-29T01:11:46.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.51182654402102,49.26470588235294,1610612746,41,32,2023-01-29T01:11:53Z,1660000,False,-4.0,8.0,1,right,I. Zubac driving DUNK (2 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.93,Made,2.0,,,,,,,,,,,,,P. George,202331.0,1.0,,
171,PT08M04.00S,2023-01-29T01:12:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,16.507884362680684,52.20588235294118,1610612737,41,32,2023-01-29T01:12:05Z,1680000,False,-11.0,103.0,1,left,MISS D. Murray 10' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
172,PT08M01.00S,2023-01-29T01:12:03.5Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,41,32,2023-01-29T01:12:05Z,1690000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,
173,PT07M52.00S,2023-01-29T01:12:12.7Z,2,REGULAR,3pt,Jump Shot,[],202331,74.58935611038108,12.254901960784313,1610612746,41,35,2023-01-29T01:12:17Z,1700000,False,-189.0,186.0,1,right,P. George 26' 3PT  (13 PTS) (I. Zubac 2 AST),"[202331, 1627826]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.52,Made,13.0,,,,,,,,,,,,,I. Zubac,1627826.0,2.0,,
175,PT07M36.00S,2023-01-29T01:12:28.6Z,2,REGULAR,3pt,Jump Shot,[],1631100,27.94021024967148,78.18627450980392,1610612737,44,35,2023-01-29T01:12:33Z,1720000,False,-141.0,210.0,1,left,A. Griffin 25' 3PT  (3 PTS) (B. Bogdanovic 2 AST),"[1631100, 203992]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,25.3,Made,3.0,,,,,,,,,,,,,B. Bogdanovic,203992.0,2.0,,
177,PT07M24.00S,2023-01-29T01:12:40.5Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,44,35,2023-01-29T01:12:46Z,1740000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 203992]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,Bogdanovic,203992.0
178,PT07M24.00S,2023-01-29T01:12:40.5Z,2,REGULAR,steal,,[],203992,,,1610612737,44,35,2023-01-29T01:12:42Z,1750000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
179,PT07M21.00S,2023-01-29T01:12:43.5Z,2,REGULAR,turnover,lost ball,[],203992,,,1610612737,44,35,2023-01-29T01:14:01Z,1760000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[203992, 202704]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,,,,Jackson,202704.0
180,PT07M21.00S,2023-01-29T01:12:43.5Z,2,REGULAR,steal,,[],202704,,,1610612746,44,35,2023-01-29T01:12:45Z,1770000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
181,PT07M18.00S,2023-01-29T01:12:47.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,72.35545335085413,80.63725490196079,1610612746,44,38,2023-01-29T01:12:51Z,1780000,False,153.0,207.0,1,right,R. Jackson 25' 3PT  (3 PTS) (I. Zubac 3 AST),"[202704, 1627826]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.78,Made,3.0,,,,,,,,,,,,,I. Zubac,1627826.0,3.0,,
183,PT07M04.00S,2023-01-29T01:13:00.5Z,2,REGULAR,3pt,Jump Shot,[],1631100,27.677398160315374,79.41176470588235,1610612737,44,38,2023-01-29T01:13:05Z,1800000,False,-147.0,208.0,1,left,MISS A. Griffin 25' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
184,PT07M01.00S,2023-01-29T01:13:03.5Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,44,38,2023-01-29T01:13:05Z,1810000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,183.0,5.0,5.0,0.0,,,,,,,,,,,
185,PT06M53.00S,2023-01-29T01:13:11.8Z,2,REGULAR,2pt,Jump Shot,[],1626181,93.77463863337714,23.52941176470588,1610612746,44,38,2023-01-29T01:13:16Z,1820000,False,-132.0,6.0,1,right,MISS N. Powell 13' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,13.25,Missed,,,,,,,,,,,,,,,,,,
186,PT06M50.00S,2023-01-29T01:13:14.8Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,44,38,2023-01-29T01:13:16Z,1830000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,185.0,5.0,3.0,2.0,,,,,,,,,,,
187,PT06M41.00S,2023-01-29T01:13:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630552,27.677398160315374,76.9607843137255,1610612737,44,38,2023-01-29T01:13:28Z,1840000,False,-135.0,208.0,1,left,MISS J. Johnson 24' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
188,PT06M38.00S,2023-01-29T01:13:27.0Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,44,38,2023-01-29T01:13:28Z,1850000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,187.0,3.0,3.0,0.0,,,,,,,,,,,
189,PT06M32.00S,2023-01-29T01:13:35.7Z,2,REGULAR,foul,personal,[],1631100,,,1610612746,44,38,2023-01-29T01:13:42Z,1860000,False,,,0,,A. Griffin personal FOUL (1 PF),"[1631100, 1626181]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,200832.0,1.0,0.0,Powell,1626181.0,,,,,,
191,PT06M32.00S,2023-01-29T01:13:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,44,38,2023-01-29T01:13:47Z,1880000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612746,44,38,2023-01-29T01:16:12Z,1890000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,out,[],1627749,,,1610612746,44,38,2023-01-29T01:16:12Z,1900000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,out,[],203992,,,1610612746,44,38,2023-01-29T01:16:12Z,1910000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,44,38,2023-01-29T01:16:12Z,1920000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612746,44,38,2023-01-29T01:16:12Z,1930000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612746,44,38,2023-01-29T01:16:12Z,1940000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612746,44,38,2023-01-29T01:16:12Z,1950000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M32.00S,2023-01-29T01:15:57.7Z,2,REGULAR,substitution,in,[],202695,,,1610612746,44,38,2023-01-29T01:16:12Z,1960000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M27.00S,2023-01-29T01:16:45.2Z,2,REGULAR,3pt,Jump Shot,[],202331,67.7562417871222,34.31372549019608,1610612746,44,38,2023-01-29T01:16:50Z,1970000,False,-78.0,251.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
201,PT06M24.00S,2023-01-29T01:16:48.2Z,2,REGULAR,rebound,offensive,[],202331,,,1610612746,44,38,2023-01-29T01:16:50Z,1980000,False,,,0,,P. George REBOUND (Off:1 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,200.0,6.0,5.0,1.0,,,,,,,,,,,
202,PT06M22.00S,2023-01-29T01:16:50.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202704,84.1819973718791,4.6568627450980395,1610612746,44,41,2023-01-29T01:16:56Z,1990000,False,-227.0,96.0,1,right,R. Jackson 24' 3PT  (6 PTS) (P. George 2 AST),"[202704, 202331]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,24.63,Made,6.0,,,,,,,,,,,,,P. George,202331.0,2.0,,
204,PT06M06.00S,2023-01-29T01:17:05.3Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,44,41,2023-01-29T01:17:10Z,2010000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1627826]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,2.0,,,,Zubac,1627826.0
205,PT06M06.00S,2023-01-29T01:17:05.3Z,2,REGULAR,steal,,[],1627826,,,1610612746,44,41,2023-01-29T01:17:07Z,2020000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT06M00.00S,2023-01-29T01:17:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612746,44,41,2023-01-29T01:17:36Z,2030000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628381, 1627826]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,202901.0,1.0,0.0,Zubac,1627826.0,,,,,,
208,PT06M00.00S,2023-01-29T01:17:38.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,44,42,2023-01-29T01:17:38Z,2050000,False,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
209,PT06M00.00S,2023-01-29T01:17:39.8Z,2,REGULAR,substitution,out,[],1630168,,,1610612746,44,42,2023-01-29T01:17:47Z,2060000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M00.00S,2023-01-29T01:17:39.8Z,2,REGULAR,substitution,in,[],203991,,,1610612746,44,42,2023-01-29T01:17:47Z,2070000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M00.00S,2023-01-29T01:17:56.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,44,43,2023-01-29T01:17:56Z,2080000,False,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
214,PT05M38.00S,2023-01-29T01:19:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629027,31.750985545335087,82.84313725490196,1610612737,44,43,2023-01-29T01:19:06Z,2110000,False,-164.0,246.0,1,left,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.58,Missed,,,,,,,,,,,,,,,,,,
215,PT05M34.00S,2023-01-29T01:19:04.9Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,44,43,2023-01-29T01:19:06Z,2120000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,214.0,3.0,2.0,1.0,,,,,,,,,,,
216,PT05M30.00S,2023-01-29T01:19:10.4Z,2,REGULAR,foul,personal,[],1629631,,,1610612746,44,43,2023-01-29T01:19:15Z,2130000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 202331]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,200832.0,1.0,0.0,George,202331.0,,,,,,
218,PT05M23.00S,2023-01-29T01:19:45.1Z,2,REGULAR,foul,personal,[],203991,,,1610612746,44,43,2023-01-29T01:19:50Z,2150000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 202695]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200832.0,1.0,0.0,Leonard,202695.0,,,,,,
220,PT05M23.00S,2023-01-29T01:19:59.4Z,2,REGULAR,substitution,out,[],1631100,,,1610612746,44,43,2023-01-29T01:20:07Z,2170000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M23.00S,2023-01-29T01:19:59.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612746,44,43,2023-01-29T01:20:07Z,2180000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M17.00S,2023-01-29T01:20:21.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.27792378449409,53.92156862745098,1610612746,44,45,2023-01-29T01:20:59Z,2190000,False,20.0,29.0,1,right,I. Zubac bank Hook (6 PTS) (P. George 3 AST),"[1627826, 202331]",1610612746.0,LAC,bank,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.54,Made,6.0,,,,,,,,,,,,,P. George,202331.0,3.0,,
224,PT05M04.00S,2023-01-29T01:20:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,10.988830486202366,56.61764705882353,1610612737,44,45,2023-01-29T01:20:41Z,2210000,False,-33.0,51.0,1,left,MISS T. Young 6' Layup,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
225,PT05M01.00S,2023-01-29T01:20:38.2Z,2,REGULAR,rebound,offensive,[],1629027,,,1610612737,44,45,2023-01-29T01:21:14Z,2220000,False,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,224.0,3.0,2.0,1.0,,,,,,,,,,,
227,PT04M54.00S,2023-01-29T01:21:04.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629631,9.280551905387648,45.588235294117645,1610612737,44,45,2023-01-29T01:21:26Z,2240000,False,22.0,35.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1627826]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,4.11,Missed,,Zubac,1627826.0,,,,,,,,,,,,,,,
228,PT04M54.00S,2023-01-29T01:21:04.9Z,2,REGULAR,block,,[],1627826,,,1610612737,44,45,2023-01-29T01:21:08Z,2250000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT04M53.00S,2023-01-29T01:21:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,44,45,2023-01-29T01:21:26Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,227.0,,,,,,,,,,,,,,
230,PT04M53.00S,2023-01-29T01:21:15.2Z,2,REGULAR,substitution,out,[],202704,,,1610612737,44,45,2023-01-29T01:21:21Z,2270000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M53.00S,2023-01-29T01:21:15.2Z,2,REGULAR,substitution,in,[],1628379,,,1610612737,44,45,2023-01-29T01:21:21Z,2280000,False,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M51.00S,2023-01-29T01:21:29.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,5.206964520367937,67.8921568627451,1610612737,44,45,2023-01-29T01:24:35Z,2290000,False,-89.0,-4.0,1,left,MISS T. Young 8' floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,8.96,Missed,,,,,,,,,,,,,,,,,,
233,PT04M49.00S,2023-01-29T01:21:31.4Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,44,45,2023-01-29T01:21:37Z,2300000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,232.0,4.0,2.0,2.0,,,,,,,,,,,
234,PT04M49.00S,2023-01-29T01:21:42.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,44,45,2023-01-29T01:21:57Z,2310000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,202901.0,,,,,,,,,,
235,PT04M33.00S,2023-01-29T01:22:07.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202331,84.05059132720105,19.852941176470587,1610612746,44,45,2023-01-29T01:22:13Z,2320000,False,-151.0,97.0,1,right,MISS P. George 17' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left,17.94,Missed,,,,,,,,,,,,,,,,,,
236,PT04M29.00S,2023-01-29T01:22:11.8Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,44,45,2023-01-29T01:22:13Z,2330000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,,
237,PT04M15.00S,2023-01-29T01:22:27.7Z,2,REGULAR,foul,personal,[],202695,,,1610612737,44,45,2023-01-29T01:22:33Z,2340000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 1627749]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,,,,,,,,200832.0,1.0,0.0,Murray,1627749.0,,,,,,
239,PT04M15.00S,2023-01-29T01:22:33.9Z,2,REGULAR,substitution,out,[],201587,,,1610612737,44,45,2023-01-29T01:22:40Z,2360000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M15.00S,2023-01-29T01:22:33.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612737,44,45,2023-01-29T01:22:40Z,2370000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M06.00S,2023-01-29T01:22:57.8Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612737,44,45,2023-01-29T01:23:03Z,2380000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1628379]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,,,,Kennard,1628379.0
242,PT04M06.00S,2023-01-29T01:22:57.8Z,2,REGULAR,steal,,[],1628379,,,1610612746,44,45,2023-01-29T01:23:00Z,2390000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
243,PT04M02.00S,2023-01-29T01:23:01.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,93.24901445466492,49.50980392156863,1610612746,44,47,2023-01-29T01:23:08Z,2400000,False,-2.0,11.0,1,right,P. George running DUNK (15 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,1.13,Made,15.0,,,,,,,,,,,,,,,,,
245,PT03M45.00S,2023-01-29T01:23:17.5Z,2,REGULAR,2pt,Jump Shot,[],1629027,10.33180026281209,32.59803921568628,1610612737,44,47,2023-01-29T01:23:25Z,2410000,False,87.0,45.0,1,left,MISS T. Young 9' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Right,9.78,Missed,,,,,,,,,,,,,,,,,,
246,PT03M41.00S,2023-01-29T01:23:21.5Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,44,47,2023-01-29T01:23:25Z,2420000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,245.0,5.0,2.0,3.0,,,,,,,,,,,
247,PT03M41.00S,2023-01-29T01:23:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,46,47,2023-01-29T01:23:21Z,2430000,False,0.0,0.0,1,left,C. Capela putback Layup (4 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
248,PT03M28.00S,2023-01-29T01:23:35.9Z,2,REGULAR,3pt,Jump Shot,[],202695,93.9060446780552,96.07843137254902,1610612746,46,50,2023-01-29T01:23:41Z,2440000,False,230.0,5.0,1,right,K. Leonard 3PT  (10 PTS) (P. George 4 AST),"[202695, 202331]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.04,Made,10.0,,,,,,,,,,,,,P. George,202331.0,4.0,,
250,PT03M21.00S,2023-01-29T01:23:43.9Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612737,46,50,2023-01-29T01:24:04Z,2460000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Young 2 FT),"[1629611, 1629027]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,200832.0,1.0,0.0,Young,1629027.0,,,,,,
252,PT03M21.00S,2023-01-29T01:24:10.7Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,46,50,2023-01-29T01:24:10Z,2480000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
253,PT03M21.00S,2023-01-29T01:24:10.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,46,50,2023-01-29T01:24:10Z,2490000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,
254,PT03M21.00S,2023-01-29T01:24:25.0Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,47,50,2023-01-29T01:24:25Z,2500000,False,,,0,,T. Young Free Throw 2 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
255,PT03M05.00S,2023-01-29T01:24:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,81.94809461235218,64.70588235294117,1610612746,47,52,2023-01-29T01:24:48Z,2510000,False,74.0,117.0,1,right,K. Leonard 13' pullup Jump Shot (12 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,13.83,Made,12.0,,,,,,,,,,,,,,,,,
