actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
180,PT09M17.00S,2022-11-06T00:09:52.9Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,39,32,2022-11-06T00:09:57Z,1790000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M17.00S,2022-11-06T00:09:52.9Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,39,32,2022-11-06T00:09:57Z,1800000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M03.00S,2022-11-06T00:10:16.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,82.86793692509855,56.61764705882353,1610612740,39,32,2022-11-06T00:36:46Z,1810000,33.0,109.0,1,right,MISS Z. Williamson 11' turnaround fadeaway Shot,[1629627],1610612740.0,NOP,turnaround fadeaway,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,11.34,Missed,,,,,,,,,,,,,,,,,,
183,PT08M58.00S,2022-11-06T00:10:21.8Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612737,39,32,2022-11-06T00:10:23Z,1820000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,
184,PT08M54.00S,2022-11-06T00:10:25.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,24.78646517739816,84.80392156862744,1610612737,39,32,2022-11-06T00:10:32Z,1830000,-174.0,180.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
185,PT08M51.00S,2022-11-06T00:10:28.8Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,39,32,2022-11-06T00:10:32Z,1840000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,184.0,2.0,1.0,1.0,,,,,,,,,,,,,
186,PT08M45.00S,2022-11-06T00:10:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612740,39,32,2022-11-06T00:10:57Z,1850000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Williamson 2 FT),"[1630168, 1629627]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1162.0,2.0,0.0,Williamson,1629627.0,,,
188,PT08M45.00S,2022-11-06T00:11:02.1Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,39,33,2022-11-06T00:11:02Z,1870000,,,0,,Z. Williamson Free Throw 1 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
189,PT08M45.00S,2022-11-06T00:11:02.8Z,2,REGULAR,substitution,out,[],203200,,,1610612740,39,33,2022-11-06T00:11:08Z,1880000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M45.00S,2022-11-06T00:11:02.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612740,39,33,2022-11-06T00:11:08Z,1890000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M45.00S,2022-11-06T00:11:21.4Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,39,34,2022-11-06T00:11:21Z,1900000,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
192,PT08M34.00S,2022-11-06T00:11:33.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,13.61695137976347,40.931372549019606,1610612737,41,34,2022-11-06T00:11:45Z,1910000,45.0,75.0,1,left,D. Hunter 8' driving floating Jump Shot (4 PTS) (D. Murray 6 AST),"[1629631, 1627749]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,8.8,Made,4.0,,,,,D. Murray,1627749.0,6.0,,,,,,,,,,
194,PT08M19.00S,2022-11-06T00:11:48.0Z,2,REGULAR,2pt,Jump Shot,[],203468,92.19776609724047,22.794117647058822,1610612740,41,34,2022-11-06T00:39:14Z,1930000,-136.0,21.0,1,right,MISS C. McCollum 13' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,13.76,Missed,,,,,,,,,,,,,,,,,,
195,PT08M15.00S,2022-11-06T00:11:52.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,41,34,2022-11-06T00:11:53Z,1940000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,
196,PT08M09.00S,2022-11-06T00:12:00.5Z,2,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,41,34,2022-11-06T00:12:08Z,1950000,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1162.0,,,,,1.0,,
197,PT07M50.00S,2022-11-06T00:12:29.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,70.25295663600527,21.323529411764707,1610612740,41,34,2022-11-06T00:12:35Z,1960000,-143.0,227.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
198,PT07M45.00S,2022-11-06T00:12:34.1Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,41,34,2022-11-06T00:12:35Z,1970000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,197.0,3.0,2.0,1.0,,,,,,,,,,,,,
199,PT07M37.00S,2022-11-06T00:12:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,8.360709592641262,49.50980392156863,1610612737,43,34,2022-11-06T00:12:48Z,1980000,2.0,26.0,1,left,D. Murray driving Layup (9 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.62,Made,9.0,,,,,,,,,,,,,,,,,
200,PT07M29.00S,2022-11-06T00:12:56.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,43,34,2022-11-06T00:12:56Z,1990000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,out,[],1630552,,,1610612740,43,34,2022-11-06T00:15:39Z,2000000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612740,43,34,2022-11-06T00:15:39Z,2010000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,43,34,2022-11-06T00:15:39Z,2020000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,43,34,2022-11-06T00:15:39Z,2030000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,43,34,2022-11-06T00:15:39Z,2040000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612740,43,34,2022-11-06T00:15:39Z,2050000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,in,[],203991,,,1610612740,43,34,2022-11-06T00:15:39Z,2060000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,43,34,2022-11-06T00:15:39Z,2070000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,in,[],202685,,,1610612740,43,34,2022-11-06T00:15:39Z,2080000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M29.00S,2022-11-06T00:15:24.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,43,34,2022-11-06T00:15:39Z,2090000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M19.00S,2022-11-06T00:16:00.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,93.38042049934296,49.01960784313725,1610612740,43,36,2022-11-06T00:16:15Z,2100000,-5.0,10.0,1,right,H. Jones driving DUNK (3 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.09,Made,3.0,,,,,,,,,,,,,,,,,
213,PT07M04.00S,2022-11-06T00:16:14.7Z,2,REGULAR,3pt,Jump Shot,[],1627749,7.835085413929041,94.6078431372549,1610612737,43,36,2022-11-06T00:16:20Z,2110000,-223.0,21.0,1,left,MISS D. Murray pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,22.4,Missed,,,,,,,,,,,,,,,,,,
214,PT07M01.00S,2022-11-06T00:16:17.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,43,36,2022-11-06T00:16:20Z,2120000,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,213.0,2.0,1.0,1.0,,,,,,,,,,,,,
215,PT06M56.00S,2022-11-06T00:16:22.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,95.87713534822602,3.6764705882352944,1610612740,43,36,2022-11-06T00:45:06Z,2130000,-232.0,-14.0,1,right,MISS C. McCollum running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
216,PT06M54.00S,2022-11-06T00:16:24.9Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,43,36,2022-11-06T00:16:29Z,2140000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,
217,PT06M50.00S,2022-11-06T00:16:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629631,5.732588699080158,49.26470588235294,1610612737,45,36,2022-11-06T00:16:35Z,2150000,4.0,1.0,1,left,D. Hunter running Layup (6 PTS) (D. Murray 7 AST),"[1629631, 1627749]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.4,Made,6.0,,,,,D. Murray,1627749.0,7.0,,,,,,,,,,
219,PT06M44.00S,2022-11-06T00:16:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628984,77.21747700394218,11.519607843137255,1610612740,45,36,2022-11-06T00:16:40Z,2170000,-192.0,162.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
220,PT06M41.00S,2022-11-06T00:16:38.5Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612737,45,36,2022-11-06T00:16:40Z,2180000,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,
221,PT06M37.00S,2022-11-06T00:16:46.4Z,2,REGULAR,foul,personal,[],203468,,,1610612737,45,36,2022-11-06T00:16:54Z,2190000,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1628381]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628480.0,1.0,0.0,Collins,1628381.0,,,
223,PT06M37.00S,2022-11-06T00:16:54.4Z,2,REGULAR,substitution,out,[],1628988,,,1610612737,45,36,2022-11-06T00:17:02Z,2210000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M37.00S,2022-11-06T00:16:54.4Z,2,REGULAR,substitution,out,[],203468,,,1610612737,45,36,2022-11-06T00:17:02Z,2220000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M37.00S,2022-11-06T00:16:54.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,45,36,2022-11-06T00:17:02Z,2230000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M37.00S,2022-11-06T00:16:54.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612737,45,36,2022-11-06T00:17:02Z,2240000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M22.00S,2022-11-06T00:17:32.6Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,45,36,2022-11-06T00:17:37Z,2250000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 202685]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,Valanciunas,202685.0
228,PT06M22.00S,2022-11-06T00:17:32.6Z,2,REGULAR,steal,,[],202685,,,1610612740,45,36,2022-11-06T00:17:34Z,2260000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT06M14.00S,2022-11-06T00:17:40.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,73.14388961892247,82.1078431372549,1610612740,45,36,2022-11-06T00:17:45Z,2270000,161.0,200.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
230,PT06M10.00S,2022-11-06T00:17:44.4Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,45,36,2022-11-06T00:17:45Z,2280000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,
231,PT06M00.00S,2022-11-06T00:17:57.0Z,2,REGULAR,foul,personal,[],1630230,,,1610612737,45,36,2022-11-06T00:18:03Z,2290000,,,0,,N. Marshall personal FOUL (2 PF),"[1630230, 1629631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,2.0,0.0,Hunter,1629631.0,,,
233,PT05M55.00S,2022-11-06T00:18:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612737,45,36,2022-11-06T00:18:51Z,2310000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Hunter 2 FT),"[1627742, 1629631]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,1.0,0.0,Hunter,1629631.0,,,
235,PT05M55.00S,2022-11-06T00:18:54.1Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,46,36,2022-11-06T00:19:15Z,2330000,,,0,,D. Hunter Free Throw 1 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
236,PT05M55.00S,2022-11-06T00:18:54.1Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,46,36,2022-11-06T00:19:15Z,2340000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT05M52.00S,2022-11-06T00:18:57.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,46,36,2022-11-06T00:19:15Z,2350000,,,0,,J. Valanciunas REBOUND (Off:5 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,236.0,9.0,4.0,5.0,,,,,,,,,,,,,
238,PT05M38.00S,2022-11-06T00:19:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.46057818659659,49.01960784313725,1610612740,46,38,2022-11-06T00:19:32Z,2360000,-5.0,18.0,1,right,J. Valanciunas Layup (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.9,Made,4.0,,,,,,,,,,,,,,,,,
239,PT05M24.00S,2022-11-06T00:19:41.4Z,2,REGULAR,3pt,Jump Shot,[],1627749,32.933639947437584,55.63725490196079,1610612737,46,38,2022-11-06T00:19:48Z,2370000,-28.0,257.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
240,PT05M19.00S,2022-11-06T00:19:46.4Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,46,38,2022-11-06T00:19:48Z,2380000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,
241,PT05M14.00S,2022-11-06T00:19:52.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,70.64717477003943,45.83333333333333,1610612740,46,38,2022-11-06T00:48:05Z,2390000,-21.0,223.0,1,right,MISS B. Ingram 22' running Shot,[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,22.44,Missed,,,,,,,,,,,,,,,,,,
242,PT05M10.00S,2022-11-06T00:19:56.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,46,38,2022-11-06T00:19:59Z,2400000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,,241.0,8.0,6.0,2.0,,,,,,,,,,,,,
243,PT04M59.00S,2022-11-06T00:20:06.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,29.6484888304862,80.14705882352942,1610612737,46,38,2022-11-06T00:20:12Z,2410000,-151.0,226.0,1,left,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,27.18,Missed,,,,,,,,,,,,,,,,,,
244,PT04M56.00S,2022-11-06T00:20:09.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,46,38,2022-11-06T00:20:12Z,2420000,,,0,,J. Valanciunas REBOUND (Off:5 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,243.0,10.0,5.0,5.0,,,,,,,,,,,,,
245,PT04M49.00S,2022-11-06T00:20:18.5Z,2,REGULAR,foul,personal,[],1629631,,,1610612740,46,38,2022-11-06T00:21:06Z,2430000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 202685]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628480.0,1.0,0.0,Valanciunas,202685.0,,,
247,PT04M39.00S,2022-11-06T00:20:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,81.553876478318,58.333333333333336,1610612740,46,38,2022-11-06T00:49:07Z,2450000,42.0,121.0,1,right,MISS N. Marshall 12' turnaround fadeaway Shot,[1630230],1610612740.0,NOP,turnaround fadeaway,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,12.79,Missed,,,,,,,,,,,,,,,,,,
248,PT04M36.00S,2022-11-06T00:20:53.2Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,46,38,2022-11-06T00:20:55Z,2460000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,,,
249,PT04M32.00S,2022-11-06T00:20:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.376478318002626,35.294117647058826,1610612737,48,38,2022-11-06T00:21:03Z,2470000,74.0,101.0,1,left,T. Young 12' driving floating Jump Shot (12 PTS) (D. Murray 8 AST),"[1629027, 1627749]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,12.52,Made,12.0,,,,,D. Murray,1627749.0,8.0,,,,,,,,,,
251,PT04M15.00S,2022-11-06T00:21:14.7Z,2,REGULAR,2pt,Jump Shot,[],1627742,75.77201051248358,53.92156862745098,1610612740,48,40,2022-11-06T00:21:19Z,2490000,20.0,175.0,1,right,B. Ingram 17' pullup Jump Shot (4 PTS) (D. Graham 1 AST),"[1627742, 1628984]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,17.63,Made,4.0,,,,,D. Graham,1628984.0,1.0,,,,,,,,,,
252,PT03M53.00S,2022-11-06T00:21:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.325229960578188,45.34313725490196,1610612737,50,40,2022-11-06T00:21:41Z,2500000,23.0,92.0,1,left,T. Young 9' driving floating Jump Shot (14 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.45,Made,14.0,,,,,,,,,,,,,,,,,
253,PT03M39.00S,2022-11-06T00:21:53.5Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,50,40,2022-11-06T00:22:00Z,2510000,,,0,,J. Valanciunas charge offensive FOUL (1 PF),"[202685, 1628381]",1610612740.0,NOP,charge,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1162.0,1.0,0.0,Collins,1628381.0,,,
255,PT03M39.00S,2022-11-06T00:21:53.5Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,50,40,2022-11-06T00:21:53Z,2530000,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1162.0,,,,,2.0,,
256,PT03M39.00S,2022-11-06T00:22:05.4Z,2,REGULAR,substitution,out,[],1630230,,,1610612737,50,40,2022-11-06T00:22:10Z,2540000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M39.00S,2022-11-06T00:22:05.4Z,2,REGULAR,substitution,in,[],1629627,,,1610612737,50,40,2022-11-06T00:22:10Z,2550000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M28.00S,2022-11-06T00:22:28.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,33.196452036793694,51.9607843137255,1610612737,50,40,2022-11-06T00:22:36Z,2560000,-10.0,260.0,1,left,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
259,PT03M21.00S,2022-11-06T00:22:34.8Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612737,50,40,2022-11-06T00:22:34Z,2570000,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,258.0,2.0,1.0,1.0,,,,,,,,,,,,,
260,PT03M19.00S,2022-11-06T00:22:36.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,5.732588699080158,50.0,1610612737,52,40,2022-11-06T00:22:43Z,2580000,0.0,1.0,1,left,C. Capela alley-oop DUNK (11 PTS) (T. Young 5 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.14,Made,11.0,,,,,T. Young,1629027.0,5.0,,,,,,,,,,
262,PT03M01.00S,2022-11-06T00:22:54.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,93.24901445466492,49.50980392156863,1610612740,52,40,2022-11-06T00:22:59Z,2600000,-2.0,11.0,1,right,MISS Z. Williamson DUNK - blocked,"[1629627, 203991]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
