actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-27T22:10:14.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-27T22:10:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-27T22:10:17.4Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612737,0,0,2022-11-27T22:10:17Z,40000,False,,,0,,Jump Ball O. Okongwu vs. B. Adebayo: Tip to J. Collins,"[1628381, 1630168, 1628389]",1610612737.0,ATL,startperiod,J. Collins,1628381.0,Collins,J. Collins,Okongwu,1630168.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-27T22:10:30.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.9060446780552,50.0,1610612737,2,0,2022-11-27T22:10:35Z,70000,False,0.0,5.0,1,right,J. Collins alley-oop DUNK (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.48,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2022-11-27T22:10:56.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,8.492115637319317,95.83333333333334,1610612748,2,3,2022-11-27T22:11:23Z,90000,False,-229.0,27.0,1,left,M. Strus 3PT  (3 PTS) (C. Martin 1 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.08,Made,3.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,
11,PT10M55.00S,2022-11-27T22:11:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.85479632063075,54.90196078431373,1610612737,2,3,2022-11-27T22:11:28Z,110000,False,25.0,15.0,1,right,MISS J. Collins Layup,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2022-11-27T22:11:17.9Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,2,3,2022-11-27T22:11:28Z,120000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M47.00S,2022-11-27T22:11:26.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628997,26.808886333771355,38.84037990196079,1610612748,2,3,2022-11-27T22:17:22Z,130000,False,56.0,200.0,1,left,MISS C. Martin 20' pullup Shot,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,20.72,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2022-11-27T22:11:28.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,3,2022-11-27T22:11:35Z,140000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M39.00S,2022-11-27T22:11:34.3Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,2,3,2022-11-27T22:11:40Z,150000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 200768]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,,
16,PT10M39.00S,2022-11-27T22:11:34.3Z,1,REGULAR,steal,,[],200768,,,1610612748,2,3,2022-11-27T22:11:37Z,160000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
