actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-22T00:40:17.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-22T00:40:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-22T00:40:20.3Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2023-01-22T00:40:20Z,40000,False,,,0,,Jump Ball M. Plumlee vs. C. Capela: Tip to T. Rozier,"[1626179, 203486, 203991]",1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Plumlee,203486.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-01-22T00:40:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.25427069645204,71.56862745098039,1610612766,0,3,2023-01-22T00:40:37Z,70000,False,-108.0,222.0,1,left,P. Washington 24' 3PT step back (3 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,24.72,Made,3.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-01-22T00:40:48.2Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,0,3,2023-01-22T00:40:53Z,90000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1626179]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,
10,PT11M28.00S,2023-01-22T00:40:48.2Z,1,REGULAR,steal,,[],1626179,,,1610612766,0,3,2023-01-22T00:40:50Z,100000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2023-01-22T00:40:52.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,5.338370565045992,50.0,1610612766,0,5,2023-01-22T00:40:59Z,110000,False,0.0,-2.0,1,left,T. Rozier running Layup (2 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.23,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-01-22T00:41:07.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,79.31997371879106,74.50980392156863,1610612737,2,5,2023-01-22T00:41:13Z,120000,False,123.0,142.0,1,right,T. Young 18' pullup Jump Shot (2 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,18.75,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2023-01-22T00:41:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629667,27.283180026281208,79.90196078431373,1610612766,2,5,2023-01-22T00:41:29Z,130000,False,-150.0,204.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2023-01-22T00:41:25.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,2,5,2023-01-22T00:41:29Z,140000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M44.00S,2023-01-22T00:41:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,83.65637319316689,59.80392156862745,1610612737,4,5,2023-01-22T00:50:04Z,150000,False,49.0,101.0,1,right,D. Murray 11' driving floating Jump Shot (2 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.23,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M25.00S,2023-01-22T00:41:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,7.046649145860711,60.29411764705882,1610612766,4,5,2023-01-22T00:41:58Z,160000,False,-51.0,14.0,1,left,MISS J. McDaniels fadeaway Shot,[1629667],1610612766.0,CHA,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
17,PT10M22.00S,2023-01-22T00:41:53.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,4,5,2023-01-22T00:41:58Z,170000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
18,PT10M21.00S,2023-01-22T00:41:56.7Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612737,4,5,2023-01-22T00:42:05Z,180000,False,,,0,,J. Collins lost ball out-of-bounds TURNOVER (1 TO),[1628381],1610612737.0,ATL,lost ball,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,204059.0,,,,,,
19,PT10M12.00S,2023-01-22T00:42:10.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203486,17.427726675427067,68.38235294117648,1610612766,4,5,2023-01-22T00:42:16Z,190000,False,-92.0,111.0,1,left,MISS M. Plumlee 14' Jump Shot,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,14.43,Missed,,,,,,,,,,,,,,,,,,
20,PT10M08.00S,2023-01-22T00:42:14.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,5,2023-01-22T00:42:16Z,200000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,
21,PT10M03.00S,2023-01-22T00:42:18.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,94.03745072273325,95.83333333333334,1610612737,4,5,2023-01-22T00:42:28Z,210000,False,229.0,4.0,1,right,MISS J. Collins running 3PT,[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
