actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT05M13.00S,2022-11-17T00:58:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,12.959921156373195,52.94117647058824,1610612738,11,15,2022-11-17T00:58:53Z,840000,False,-15.0,69.0,1,left,D. White 7' driving floating Jump Shot (5 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,,,,,5.0,,,,,,,,,,,,,
85,PT05M00.00S,2022-11-17T00:59:00.5Z,1,REGULAR,3pt,Jump Shot,[],1631100,69.59592641261499,72.79411764705883,1610612737,11,15,2022-11-17T00:59:05Z,850000,False,114.0,233.0,1,right,MISS A. Griffin 25' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
86,PT04M58.00S,2022-11-17T00:59:02.5Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,11,15,2022-11-17T00:59:05Z,860000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M53.00S,2022-11-17T00:59:08.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,31.225361366622867,37.00980392156863,1610612738,11,18,2022-11-17T00:59:18Z,870000,False,65.0,241.0,1,left,S. Hauser 24' 3PT running (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,24.96,Made,,,,,3.0,,,D. White,1628401.0,1.0,,,,,,,,
89,PT04M38.00S,2022-11-17T00:59:25.1Z,1,REGULAR,foul,personal,[],201143,,,1610612737,11,18,2022-11-17T00:59:46Z,890000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1628988]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203592.0,,,,,,,2.0,0.0,Holiday,1628988.0,,
91,PT04M38.00S,2022-11-17T00:59:46.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,11,18,2022-11-17T00:59:57Z,910000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2022-11-17T00:59:46.4Z,1,REGULAR,substitution,out,[],201143,,,1610612737,11,18,2022-11-17T00:59:57Z,920000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2022-11-17T00:59:46.4Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,11,18,2022-11-17T00:59:57Z,930000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2022-11-17T00:59:46.4Z,1,REGULAR,substitution,in,[],201933,,,1610612737,11,18,2022-11-17T00:59:57Z,940000,False,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2022-11-17T01:00:13.5Z,1,REGULAR,2pt,Jump Shot,[],1628988,74.98357424441524,63.23529411764706,1610612737,11,18,2022-11-17T01:00:19Z,950000,False,66.0,183.0,1,right,MISS A. Holiday 19' pullup Shot,[1628988],1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,19.43,Missed,,,,,,,,,,,,,,,,,,
96,PT04M28.00S,2022-11-17T01:00:16.5Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,11,18,2022-11-17T01:00:19Z,960000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,16-24 Right Center,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT04M17.00S,2022-11-17T01:00:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,5.469776609724048,51.9607843137255,1610612738,11,20,2022-11-17T01:00:34Z,970000,False,-10.0,-1.0,1,left,L. Kornet alley-oop Layup (2 PTS) (D. White 2 AST),"[1628436, 1628401]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,2.0,,,D. White,1628401.0,2.0,,,,,,,,
99,PT04M06.00S,2022-11-17T01:00:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.44480946123521,62.254901960784316,1610612737,11,20,2022-11-17T01:00:45Z,990000,False,61.0,94.0,1,right,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,11.2,Missed,,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2022-11-17T01:00:41.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,11,20,2022-11-17T01:00:45Z,1000000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Right,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT04M01.00S,2022-11-17T01:00:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.754927726675426,52.20588235294118,1610612738,11,20,2022-11-17T01:01:17Z,1010000,False,-11.0,30.0,1,left,MISS J. Brown running Layup - blocked,"[1627759, 1628381]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
102,PT04M01.00S,2022-11-17T01:00:46.8Z,1,REGULAR,block,,[],1628381,,,1610612738,11,20,2022-11-17T01:00:49Z,1020000,False,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2022-11-17T01:00:49.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,11,20,2022-11-17T01:01:17Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,101.0,,,,,,,,,,,,,,,,,
103,PT03M58.00S,2022-11-17T01:01:14.5Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,11,20,2022-11-17T01:01:14Z,1040000,False,,,0,,Jump Ball J. Collins vs. J. Brown: Tip to T. Young,"[1629027, 1628381, 1627759]",1610612737.0,ATL,heldball,T. Young,1629027.0,Young,T. Young,Collins,1628381.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2022-11-17T01:01:34.9Z,1,REGULAR,foul,personal,[],1630573,,,1610612737,11,20,2022-11-17T01:01:41Z,1070000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1628988]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,200833.0,,,,,,,1.0,0.0,Holiday,1628988.0,,
109,PT03M35.00S,2022-11-17T01:01:57.9Z,1,REGULAR,2pt,Jump Shot,[],1628381,76.5604467805519,31.372549019607842,1610612737,11,20,2022-11-17T01:02:03Z,1090000,False,-93.0,168.0,1,right,MISS J. Collins 19' pullup Shot,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,19.19,Missed,,,,,,,,,,,,,,,,,,
110,PT03M32.00S,2022-11-17T01:02:00.9Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,11,20,2022-11-17T01:02:03Z,1100000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Left Center,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,,
111,PT03M26.00S,2022-11-17T01:02:06.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,33.459264126149804,51.71568627450981,1610612738,11,20,2022-11-17T01:02:14Z,1110000,False,-9.0,262.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2022-11-17T01:02:12.8Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612737,11,20,2022-11-17T01:02:14Z,1120000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M15.00S,2022-11-17T01:02:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,80.6340341655716,53.92156862745098,1610612737,13,20,2022-11-17T01:02:28Z,1130000,False,20.0,130.0,1,right,A. Holiday 13' driving floating Jump Shot (2 PTS),[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,13.1,Made,,,,,2.0,,,,,,,,,,,,,
114,PT03M04.00S,2022-11-17T01:02:32.9Z,1,REGULAR,foul,personal,[],1628988,,,1610612738,13,20,2022-11-17T01:02:45Z,1140000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1628401]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,200833.0,,,,,,,1.0,0.0,White,1628401.0,,
116,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],1630168,,,1610612738,13,20,2022-11-17T01:03:07Z,1160000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612738,13,20,2022-11-17T01:03:07Z,1170000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,13,20,2022-11-17T01:03:07Z,1180000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,13,20,2022-11-17T01:03:07Z,1190000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],201933,,,1610612738,13,20,2022-11-17T01:03:07Z,1200000,False,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],203991,,,1610612738,13,20,2022-11-17T01:03:07Z,1210000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],1630552,,,1610612738,13,20,2022-11-17T01:03:07Z,1220000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,13,20,2022-11-17T01:03:07Z,1230000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,13,20,2022-11-17T01:03:07Z,1240000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,13,20,2022-11-17T01:03:07Z,1250000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,out,[],1628988,,,1610612738,13,20,2022-11-17T01:03:19Z,1260000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2022-11-17T01:02:46.6Z,1,REGULAR,substitution,in,[],1629631,,,1610612738,13,20,2022-11-17T01:03:19Z,1270000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M57.00S,2022-11-17T01:03:31.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.783837056504599,49.50980392156863,1610612738,13,22,2022-11-17T01:03:43Z,1280000,False,2.0,11.0,1,left,L. Kornet alley-oop DUNK (4 PTS) (J. Tatum 4 AST),"[1628436, 1628369]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,4.0,,,J. Tatum,1628369.0,4.0,,,,,,,,
130,PT02M48.00S,2022-11-17T01:03:43.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612737,13,22,2022-11-17T01:07:17Z,1300000,False,,,0,,P. Pritchard personal FOUL (1 PF) (Young 2 FT),"[1630202, 1629027]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,,202041.0,,,,,,,1.0,0.0,Young,1629027.0,,
132,PT02M48.00S,2022-11-17T01:04:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,22,2022-11-17T01:04:00Z,1320000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2022-11-17T01:07:21.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,13,22,2022-11-17T01:07:21Z,1330000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2022-11-17T01:07:21.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,13,22,2022-11-17T01:07:21Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2022-11-17T01:07:39.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,14,22,2022-11-17T01:07:39Z,1350000,False,,,0,,T. Young Free Throw 2 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
136,PT02M38.00S,2022-11-17T01:07:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.25427069645204,24.264705882352942,1610612738,14,25,2022-11-17T01:08:01Z,1360000,False,129.0,222.0,1,left,S. Hauser 25' 3PT  (6 PTS) (J. Tatum 5 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.7,Made,,,,,6.0,,,J. Tatum,1628369.0,5.0,,,,,,,,
138,PT02M25.00S,2022-11-17T01:08:06.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.9388961892247,26.47058823529412,1610612737,14,25,2022-11-17T01:08:12Z,1380000,False,-118.0,239.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
139,PT02M22.00S,2022-11-17T01:08:09.5Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,14,25,2022-11-17T01:08:12Z,1390000,False,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,,
140,PT02M12.00S,2022-11-17T01:08:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.732588699080158,46.81372549019608,1610612738,14,27,2022-11-17T01:08:25Z,1400000,False,16.0,1.0,1,left,J. Tatum driving Layup (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,2.0,,,,,,,,,,,,,
141,PT02M06.00S,2022-11-17T01:08:25.4Z,1,REGULAR,2pt,Jump Shot,[],1629631,92.32917214191852,21.568627450980394,1610612737,16,27,2022-11-17T01:08:34Z,1410000,False,-142.0,20.0,1,right,D. Hunter 14' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,14.35,Made,,,,,2.0,,,T. Young,1629027.0,2.0,,,,,,,,
143,PT01M54.00S,2022-11-17T01:08:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,28.597240473061763,75.24509803921569,1610612738,16,30,2022-11-17T01:08:42Z,1430000,False,-126.0,216.0,1,left,P. Pritchard 25' 3PT  (3 PTS) (J. Tatum 6 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.04,Made,,,,,3.0,,,J. Tatum,1628369.0,6.0,,,,,,,,
145,PT01M37.00S,2022-11-17T01:08:54.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,88.78120893561103,12.254901960784313,1610612737,16,30,2022-11-17T01:11:47Z,1450000,False,-189.0,53.0,1,right,MISS T. Young 19' step back Shot - blocked,"[1629027, 1628436]",1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left,19.6,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
165,PT01M37.00S,2022-11-17T01:08:54.7Z,1,REGULAR,block,,[],1628436,,,1610612737,16,30,2022-11-17T01:11:01Z,1455000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
146,PT01M34.00S,2022-11-17T01:08:57.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,16,30,2022-11-17T01:11:36Z,1460000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,145.0,3.0,2.0,1.0,,,,,,,,,,,,,,
147,PT01M21.00S,2022-11-17T01:09:11.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.670827858081466,46.07843137254902,1610612738,16,30,2022-11-17T01:09:16Z,1470000,False,20.0,255.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
148,PT01M17.00S,2022-11-17T01:09:15.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,16,30,2022-11-17T01:09:16Z,1480000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT01M10.00S,2022-11-17T01:09:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,76.03482260183968,86.76470588235294,1610612737,16,30,2022-11-17T01:09:29Z,1490000,False,184.0,173.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
150,PT01M06.00S,2022-11-17T01:09:25.7Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,16,30,2022-11-17T01:09:25Z,1500000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,
151,PT01M05.00S,2022-11-17T01:09:26.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630552,87.33574244415243,77.94117647058823,1610612737,16,30,2022-11-17T01:09:33Z,1510000,False,140.0,67.0,1,right,MISS J. Johnson 15' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,15.47,Missed,,,,,,,,,,,,,,,,,,
152,PT01M05.00S,2022-11-17T01:09:26.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,16,30,2022-11-17T01:16:20Z,1520000,False,,,0,,L. Kornet REBOUND (Off:0 Def:4),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,151.0,4.0,4.0,0.0,,,,,,,,,,,,,,
153,PT00M44.90S,2022-11-17T01:09:47.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,29.6484888304862,68.87254901960785,1610612738,16,30,2022-11-17T01:10:56Z,1530000,False,-94.0,226.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
154,PT00M40.80S,2022-11-17T01:09:52.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,30,2022-11-17T01:09:53Z,1540000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT00M33.80S,2022-11-17T01:09:59.0Z,1,REGULAR,3pt,Jump Shot,[],1631100,72.09264126149803,82.1078431372549,1610612737,16,30,2022-11-17T01:10:08Z,1550000,False,161.0,210.0,1,right,MISS A. Griffin 26' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
156,PT00M33.80S,2022-11-17T01:09:59.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,16,30,2022-11-17T01:10:08Z,1560000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M24.40S,2022-11-17T01:10:08.4Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,16,30,2022-11-17T01:10:14Z,1570000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1631100]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Griffin,1631100.0,,,,,,
158,PT00M24.40S,2022-11-17T01:10:08.4Z,1,REGULAR,steal,,[],1631100,,,1610612737,16,30,2022-11-17T01:10:11Z,1580000,False,,,0,,A. Griffin STEAL (1 STL),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M15.50S,2022-11-17T01:10:17.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,87.33574244415243,54.90196078431373,1610612737,18,30,2022-11-17T01:12:37Z,1590000,False,25.0,67.0,1,right,T. Young 7' driving floating Jump Shot (3 PTS) (A. Griffin 1 AST),"[1629027, 1631100]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,3.0,,,A. Griffin,1631100.0,1.0,,,,,,,,
161,PT00M05.70S,2022-11-17T01:10:34.7Z,1,REGULAR,foul,personal,[],1629027,,,1610612738,18,30,2022-11-17T01:10:40Z,1610000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1630202]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,200833.0,,,,,,,1.0,0.0,Pritchard,1630202.0,,
163,PT00M05.70S,2022-11-17T01:10:45.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612738,18,30,2022-11-17T01:10:49Z,1630000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M05.70S,2022-11-17T01:10:45.5Z,1,REGULAR,substitution,in,[],1628988,,,1610612738,18,30,2022-11-17T01:10:49Z,1640000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M02.40S,2022-11-17T01:11:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.258212877792378,46.81372549019608,1610612738,18,30,2022-11-17T01:11:09Z,1650000,False,16.0,6.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
167,PT00M02.40S,2022-11-17T01:11:01.0Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612737,18,30,2022-11-17T01:11:09Z,1660000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT00M00.00S,2022-11-17T01:11:06.3Z,1,REGULAR,period,end,[],0,,,1610612737,18,30,2022-11-17T01:11:06Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-17T01:13:27.7Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,18,30,2022-11-17T01:13:51Z,1680000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
