actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
172,PT00M05.90S,2022-10-23T21:38:31.7Z,1,REGULAR,3pt,Jump Shot,[],203200,25.706307490144546,82.1078431372549,1610612737,30,22,2022-10-23T21:38:37Z,1710000,-161.0,189.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
173,PT00M02.50S,2022-10-23T21:38:35.2Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,30,22,2022-10-23T21:38:35Z,1720000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,
174,PT00M00.90S,2022-10-23T21:38:36.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,29.122864651773984,27.696078431372552,1610612737,30,22,2022-10-23T21:38:43Z,1730000,112.0,221.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
175,PT00M00.90S,2022-10-23T21:38:36.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,30,22,2022-10-23T21:38:43Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,174.0,,,,,,,,,,
176,PT00M00.00S,2022-10-23T21:38:43.3Z,1,REGULAR,period,end,[],0,,,1610612737,30,22,2022-10-23T21:38:43Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,out,['startperiod'],1630552,,,1610612737,30,22,2022-10-23T21:41:11Z,1760000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,out,['startperiod'],203991,,,1610612737,30,22,2022-10-23T21:41:11Z,1770000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,out,['startperiod'],1630547,,,1610612737,30,22,2022-10-23T21:41:11Z,1780000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612737,30,22,2022-10-23T21:41:11Z,1790000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,30,22,2022-10-23T21:41:11Z,1800000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612737,30,22,2022-10-23T21:41:11Z,1810000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612737,30,22,2022-10-23T21:41:11Z,1820000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-10-23T21:40:46.4Z,2,REGULAR,substitution,in,['startperiod'],1628372,,,1610612737,30,22,2022-10-23T21:41:11Z,1830000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-10-23T21:41:19.6Z,2,REGULAR,period,start,[],0,,,1610612766,30,22,2022-10-23T21:41:19Z,1840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M49.00S,2022-10-23T21:41:29.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.36202365308804,33.57843137254902,1610612766,30,25,2022-10-23T21:41:36Z,1850000,-82.0,254.0,1,right,P. Washington 26' 3PT  (5 PTS) (D. Smith Jr. 2 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.72,Made,5.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,,,,
188,PT11M36.00S,2022-10-23T21:41:47.0Z,2,REGULAR,foul,personal,[],1629667,,,1610612737,30,25,2022-10-23T21:41:52Z,1870000,,,0,,J. McDaniels personal FOUL (3 PF),"[1629667, 203200]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,3.0,0.0,Holiday,203200.0,,
190,PT11M36.00S,2022-10-23T21:42:06.4Z,2,REGULAR,substitution,out,[],1629667,,,1610612737,30,25,2022-10-23T21:42:09Z,1890000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M36.00S,2022-10-23T21:42:06.4Z,2,REGULAR,substitution,in,[],1630547,,,1610612737,30,25,2022-10-23T21:42:09Z,1900000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M36.00S,2022-10-23T21:42:18.8Z,2,REGULAR,foul,personal,[],1629023,,,1610612737,30,25,2022-10-23T21:42:24Z,1910000,,,0,,P. Washington personal FOUL (3 PF),"[1629023, 1628381]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2003.0,3.0,0.0,Collins,1628381.0,,
194,PT11M36.00S,2022-10-23T21:42:30.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612737,30,25,2022-10-23T21:42:33Z,1930000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M36.00S,2022-10-23T21:42:30.2Z,2,REGULAR,substitution,in,[],1630550,,,1610612737,30,25,2022-10-23T21:42:33Z,1940000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M27.00S,2022-10-23T21:42:56.2Z,2,REGULAR,turnover,traveling,[],1630168,,,1610612737,30,25,2022-10-23T21:43:08Z,1950000,,,0,,O. Okongwu traveling TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,202007.0,,,,,,
197,PT11M08.00S,2022-10-23T21:43:25.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,85.10183968462549,40.931372549019606,1610612766,30,25,2022-10-23T21:43:30Z,1960000,-45.0,88.0,1,right,MISS K. Oubre Jr. 9' Jump Shot - blocked,"[1626162, 203200]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.85,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0
198,PT11M08.00S,2022-10-23T21:43:25.8Z,2,REGULAR,block,,[],203200,,,1610612766,30,25,2022-10-23T21:43:29Z,1970000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
199,PT11M04.00S,2022-10-23T21:43:29.8Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,30,25,2022-10-23T21:43:30Z,1980000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,197.0,2.0,0.0,2.0,,,,,,,
200,PT11M02.00S,2022-10-23T21:43:32.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628372,70.64717477003943,23.03921568627451,1610612766,30,28,2022-10-23T21:43:37Z,1990000,-135.0,223.0,1,right,D. Smith Jr. 26' 3PT  (5 PTS) (J. Bouknight 1 AST),"[1628372, 1630547]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.09,Made,5.0,J. Bouknight,1630547.0,1.0,,,,,,,,,,,,,,
202,PT10M44.00S,2022-10-23T21:43:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,11.12023653088042,51.71568627450981,1610612737,30,28,2022-10-23T21:43:55Z,2010000,-9.0,52.0,1,left,MISS D. Murray driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
203,PT10M41.00S,2022-10-23T21:43:53.3Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,30,28,2022-10-23T21:43:55Z,2020000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,
204,PT10M35.00S,2022-10-23T21:43:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.85479632063075,50.49019607843137,1610612766,30,30,2022-10-23T21:44:05Z,2030000,2.0,15.0,1,right,D. Smith Jr. driving Layup (7 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.49,Made,7.0,,,,,,,,,,,,,,,,,
205,PT10M21.00S,2022-10-23T21:44:12.7Z,2,REGULAR,3pt,Jump Shot,[],1628988,28.597240473061763,74.50980392156863,1610612737,30,30,2022-10-23T21:44:18Z,2040000,-123.0,216.0,1,left,MISS A. Holiday 24' 3PT,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
206,PT10M18.00S,2022-10-23T21:44:15.7Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,30,30,2022-10-23T21:44:18Z,2050000,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,205.0,2.0,2.0,0.0,,,,,,,
207,PT10M12.00S,2022-10-23T21:44:23.2Z,2,REGULAR,turnover,bad pass,[],1628372,,,1610612766,30,30,2022-10-23T21:44:26Z,2060000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1630168]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,,,,
208,PT10M12.00S,2022-10-23T21:44:23.2Z,2,REGULAR,steal,,[],1630168,,,1610612737,30,30,2022-10-23T22:13:07Z,2070000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
209,PT10M04.00S,2022-10-23T21:44:30.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630168,22.552562417871222,57.59803921568627,1610612737,30,30,2022-10-23T21:44:36Z,2080000,-38.0,159.0,1,left,MISS O. Okongwu 16' Jump Shot,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,16.4,Missed,,,,,,,,,,,,,,,,,,
210,PT10M00.00S,2022-10-23T21:44:34.9Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,30,30,2022-10-23T21:44:36Z,2090000,,,0,,J. Thor REBOUND (Off:0 Def:3),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Center,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,
211,PT09M52.00S,2022-10-23T21:44:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,92.59198423127464,50.245098039215684,1610612766,30,30,2022-10-23T21:44:51Z,2100000,1.0,17.0,1,right,MISS J. Bouknight driving reverse Layup,[1630547],1610612766.0,CHA,driving reverse,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
212,PT09M50.00S,2022-10-23T21:44:45.5Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,30,30,2022-10-23T21:44:45Z,2110000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,211.0,1.0,0.0,1.0,,,,,,,
213,PT09M50.00S,2022-10-23T21:44:47.4Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612766,30,30,2022-10-23T21:45:15Z,2120000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Richards 2 FT),"[1630168, 1630208]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2003.0,2.0,0.0,Richards,1630208.0,,
215,PT09M50.00S,2022-10-23T21:45:16.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,30,30,2022-10-23T21:45:16Z,2140000,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT09M50.00S,2022-10-23T21:45:16.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,30,30,2022-10-23T21:45:16Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,
217,PT09M50.00S,2022-10-23T21:45:28.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,30,31,2022-10-23T21:45:28Z,2160000,,,0,,N. Richards Free Throw 2 of 2 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
218,PT09M32.00S,2022-10-23T21:45:47.3Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,30,31,2022-10-23T21:45:51Z,2170000,,,0,,D. Murray bad pass TURNOVER (3 TO),"[1627749, 1628372]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,3.0,Smith Jr.,1628372.0,,,,,,,,,,,
219,PT09M32.00S,2022-10-23T21:45:47.3Z,2,REGULAR,steal,,[],1628372,,,1610612766,30,31,2022-10-23T21:45:49Z,2180000,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
220,PT09M28.00S,2022-10-23T21:45:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,92.19776609724047,49.50980392156863,1610612766,30,33,2022-10-23T21:45:57Z,2190000,-2.0,21.0,1,right,D. Smith Jr. running Layup (9 PTS),[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.09,Made,9.0,,,,,,,,,,,,,,,,,
221,PT09M28.00S,2022-10-23T21:45:56.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,30,33,2022-10-23T21:45:56Z,2200000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M21.00S,2022-10-23T21:48:54.5Z,2,REGULAR,foul,personal,[],1626162,,,1610612737,30,33,2022-10-23T21:49:01Z,2210000,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 1627749]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,202007.0,2.0,0.0,Murray,1627749.0,,
224,PT09M12.00S,2022-10-23T21:49:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,19.004599211563733,61.274509803921575,1610612737,30,33,2022-10-23T21:49:25Z,2230000,-56.0,126.0,1,left,MISS J. Holiday 13' pullup Shot,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,13.81,Missed,,,,,,,,,,,,,,,,,,
225,PT09M08.00S,2022-10-23T21:49:24.9Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,30,33,2022-10-23T21:49:25Z,2240000,,,0,,J. Thor REBOUND (Off:0 Def:4),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,224.0,4.0,4.0,0.0,,,,,,,
226,PT09M02.00S,2022-10-23T21:49:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630547,95.48291721419186,95.83333333333334,1610612766,30,36,2022-10-23T21:49:35Z,2250000,229.0,-10.0,1,right,J. Bouknight 3PT pullup (8 PTS),[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Right Corner 3,24+ Right,22.94,Made,8.0,,,,,,,,,,,,,,,,,
227,PT08M52.00S,2022-10-23T21:49:40.2Z,2,REGULAR,2pt,Jump Shot,[],1627749,22.683968462549277,50.98039215686274,1610612737,32,36,2022-10-23T21:49:44Z,2260000,-5.0,161.0,1,left,D. Murray 16' pullup Jump Shot (10 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.08,Made,10.0,,,,,,,,,,,,,,,,,
228,PT08M36.00S,2022-10-23T21:49:55.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,71.56701708278581,82.59803921568627,1610612766,32,36,2022-10-23T21:50:01Z,2270000,163.0,215.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
229,PT08M32.00S,2022-10-23T21:49:59.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,32,36,2022-10-23T21:50:01Z,2280000,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,,,
230,PT08M27.00S,2022-10-23T21:50:04.8Z,2,REGULAR,2pt,Jump Shot,[],1627749,16.90210249671485,66.91176470588235,1610612737,32,36,2022-10-23T21:50:13Z,2290000,-85.0,106.0,1,left,MISS D. Murray 13' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,13.59,Missed,,,,,,,,,,,,,,,,,,
231,PT08M26.00S,2022-10-23T21:50:11.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,32,36,2022-10-23T21:50:11Z,2300000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,230.0,,,,,,,,,,
233,PT08M26.00S,2022-10-23T21:50:25.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612737,32,36,2022-10-23T21:50:30Z,2320000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M26.00S,2022-10-23T21:50:25.2Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,32,36,2022-10-23T21:50:30Z,2330000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M21.00S,2022-10-23T21:50:46.8Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,32,36,2022-10-23T21:50:51Z,2340000,,,0,,D. Murray bad pass TURNOVER (4 TO),"[1627749, 1626162]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right,,,,,,,4.0,Oubre Jr.,1626162.0,,,,,,,,,,,
236,PT08M21.00S,2022-10-23T21:50:46.8Z,2,REGULAR,steal,,[],1626162,,,1610612766,32,36,2022-10-23T21:50:49Z,2350000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
237,PT08M21.00S,2022-10-23T21:50:54.8Z,2,REGULAR,foul,personal,[],1627749,,,1610612766,32,36,2022-10-23T21:51:15Z,2360000,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1626162]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2003.0,2.0,0.0,Oubre Jr.,1626162.0,,
240,PT08M05.00S,2022-10-23T21:52:54.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630550,92.72339027595268,50.49019607843137,1610612766,32,38,2022-10-23T21:53:03Z,2390000,2.0,16.0,1,right,J. Thor alley-oop DUNK (2 PTS) (D. Smith Jr. 3 AST),"[1630550, 1628372]",1610612766.0,CHA,alley-oop,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,,,,
243,PT07M40.00S,2022-10-23T21:53:45.0Z,2,REGULAR,foul,personal,['2freethrow'],1630547,,,1610612737,32,38,2022-10-23T21:54:13Z,2420000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1630547, 1630168]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Okongwu,1630168.0,,
245,PT07M40.00S,2022-10-23T21:54:14.4Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,33,38,2022-10-23T21:54:14Z,2440000,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
246,PT07M40.00S,2022-10-23T21:54:27.9Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,34,38,2022-10-23T21:54:27Z,2450000,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
247,PT07M24.00S,2022-10-23T21:54:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,92.46057818659659,49.754901960784316,1610612766,34,38,2022-10-23T21:55:34Z,2460000,-1.0,18.0,1,right,MISS K. Oubre Jr. driving reverse Layup - blocked,"[1626162, 1630168]",1610612766.0,CHA,driving reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
248,PT07M24.00S,2022-10-23T21:54:44.8Z,2,REGULAR,block,,[],1630168,,,1610612766,34,38,2022-10-23T21:54:47Z,2470000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
249,PT07M19.00S,2022-10-23T21:54:49.8Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,34,38,2022-10-23T21:54:50Z,2480000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,247.0,2.0,0.0,2.0,,,,,,,
250,PT07M19.00S,2022-10-23T21:54:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,34,40,2022-10-23T21:54:49Z,2490000,0.0,0.0,1,right,N. Richards putback Layup (5 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2022-10-23T21:54:56.6Z,2,REGULAR,2pt,Jump Shot,[],203200,20.844283837056505,30.14705882352941,1610612737,34,40,2022-10-23T21:55:01Z,2500000,99.0,143.0,1,left,MISS J. Holiday 17' pullup Shot,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,17.44,Missed,,,,,,,,,,,,,,,,,,
252,PT07M10.00S,2022-10-23T21:54:58.6Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,34,40,2022-10-23T21:55:01Z,2510000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,
253,PT07M00.00S,2022-10-23T21:55:08.6Z,2,REGULAR,3pt,Jump Shot,[],1630547,76.2976346911958,87.00980392156863,1610612766,34,40,2022-10-23T21:55:13Z,2520000,185.0,170.0,1,right,MISS J. Bouknight 25' pullup 3PT,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
254,PT06M58.00S,2022-10-23T21:55:10.6Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,34,40,2022-10-23T21:55:13Z,2530000,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,253.0,5.0,4.0,1.0,,,,,,,
