actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
175,PT09M53.00S,2022-12-20T01:10:02.7Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,40,31,2022-12-20T01:10:03Z,1740000,False,,,0,,A. Schofield REBOUND (Off:0 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Center,,,,174.0,,,,,,2.0,2.0,0.0,,,,,,,,
176,PT09M48.00S,2022-12-20T01:10:12.6Z,2,REGULAR,foul,personal,[],1627749,,,1610612753,40,31,2022-12-20T01:10:18Z,1750000,False,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1630532]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,202026.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,
178,PT09M38.00S,2022-12-20T01:10:43.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.469776609724048,53.18627450980392,1610612753,40,33,2022-12-20T01:10:47Z,1770000,False,-16.0,-1.0,1,left,F. Wagner driving Layup (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.59,Made,7.0,,,,,,,,,,,,,,,,,
179,PT09M25.00S,2022-12-20T01:10:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,81.553876478318,50.73529411764706,1610612737,42,33,2022-12-20T01:11:01Z,1780000,False,4.0,121.0,1,right,A. Griffin 12' driving floating Jump Shot (10 PTS),[1631100],1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,12.1,Made,10.0,,,,,,,,,,,,,,,,,
180,PT09M11.00S,2022-12-20T01:11:11.0Z,2,REGULAR,3pt,Jump Shot,[],203082,12.697109067017081,3.1862745098039214,1610612753,42,33,2022-12-20T01:11:17Z,1790000,False,234.0,67.0,1,left,MISS T. Ross 24' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,24.35,Missed,,,,,,,,,,,,,,,,,,
181,PT09M08.00S,2022-12-20T01:11:14.0Z,2,REGULAR,rebound,offensive,[],1629678,,,1610612753,42,33,2022-12-20T01:11:17Z,1800000,False,,,0,,A. Schofield REBOUND (Off:1 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Right Corner 3,24+ Right,,,,180.0,,,,,,3.0,2.0,1.0,,,,,,,,
182,PT09M06.00S,2022-12-20T01:11:16.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,29.38567674113009,68.62745098039215,1610612753,42,33,2022-12-20T01:11:21Z,1810000,False,-93.0,224.0,1,left,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,24.23,Missed,,,,,,,,,,,,,,,,,,
183,PT09M03.00S,2022-12-20T01:11:19.2Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,42,33,2022-12-20T01:11:21Z,1820000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,182.0,,,,,,1.0,1.0,0.0,,,,,,,,
184,PT08M55.00S,2022-12-20T01:11:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.64323258869908,50.0,1610612737,44,33,2022-12-20T01:11:33Z,1830000,False,0.0,7.0,1,right,O. Okongwu cutting Layup (4 PTS) (D. Murray 1 AST),"[1630168, 1627749]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.73,Made,4.0,,,,,,,,,,D. Murray,1627749.0,1.0,,,,,
186,PT08M55.00S,2022-12-20T01:11:32.6Z,2,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612737,44,33,2022-12-20T01:11:51Z,1850000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (Okongwu 1 FT),"[1630175, 1630168]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,202026.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,
188,PT08M55.00S,2022-12-20T01:11:51.9Z,2,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,44,33,2022-12-20T01:11:54Z,1870000,False,,,0,,MISS O. Okongwu Free Throw 1 of 1,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT08M52.00S,2022-12-20T01:11:54.9Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,44,33,2022-12-20T01:11:54Z,1880000,False,,,0,,A. Schofield REBOUND (Off:1 Def:3),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,188.0,,,,,,4.0,3.0,1.0,,,,,,,,
190,PT08M38.00S,2022-12-20T01:12:06.5Z,2,REGULAR,3pt,Jump Shot,[],1629678,6.521024967148489,96.07843137254902,1610612753,44,36,2022-12-20T01:12:51Z,1890000,False,-230.0,9.0,1,left,A. Schofield 3PT  (3 PTS) (M. Bamba 2 AST),"[1629678, 1628964]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Left Corner 3,24+ Left,23.06,Made,3.0,,,,,,,,,,M. Bamba,1628964.0,2.0,,,,,
192,PT08M38.00S,2022-12-20T01:12:11.8Z,2,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612753,44,36,2022-12-20T01:12:32Z,1910000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Schofield 1 FT),"[1630552, 1629678]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,202026.0,1.0,0.0,Schofield,1629678.0,,,,,,,,,,,
194,PT08M38.00S,2022-12-20T01:12:36.3Z,2,REGULAR,freethrow,1 of 1,[],1629678,,,1610612753,44,37,2022-12-20T01:12:36Z,1930000,False,,,0,,A. Schofield Free Throw 1 of 1 (4 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
195,PT08M25.00S,2022-12-20T01:12:55.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,87.99277266754271,50.245098039215684,1610612737,46,37,2022-12-20T01:13:00Z,1940000,False,1.0,60.0,1,right,O. Okongwu 6' turnaround Hook (6 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,6.0,,,,,,,,,,J. Johnson,1630552.0,1.0,,,,,
197,PT08M25.00S,2022-12-20T01:12:58.5Z,2,REGULAR,foul,personal,['1freethrow'],1629678,,,1610612737,46,37,2022-12-20T01:13:13Z,1960000,False,,,0,,A. Schofield shooting personal FOUL (1 PF) (Okongwu 1 FT),"[1629678, 1630168]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,In The Paint (Non-RA),0-8 Center,,,,,202026.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,
199,PT08M25.00S,2022-12-20T01:13:17.2Z,2,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,47,37,2022-12-20T01:13:17Z,1980000,False,,,0,,O. Okongwu Free Throw 1 of 1 (7 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
200,PT08M14.00S,2022-12-20T01:13:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629678,25.837713534822605,83.57843137254902,1610612753,47,40,2022-12-20T01:13:34Z,1990000,False,-168.0,190.0,1,left,A. Schofield 25' 3PT  (7 PTS) (F. Wagner 1 AST),"[1629678, 1630532]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Left Center,25.39,Made,7.0,,,,,,,,,,F. Wagner,1630532.0,1.0,,,,,
202,PT07M56.00S,2022-12-20T01:13:47.7Z,2,REGULAR,3pt,Jump Shot,[],203992,69.99014454664915,23.284313725490197,1610612737,47,40,2022-12-20T01:13:53Z,2010000,False,-134.0,230.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.56,Missed,,,,,,,,,,,,,,,,,,
203,PT07M54.00S,2022-12-20T01:13:49.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,47,40,2022-12-20T01:13:53Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,202.0,,,,,,,,,,,,,,,,
205,PT07M54.00S,2022-12-20T01:13:55.3Z,2,REGULAR,foul,personal,[],1630175,,,1610612737,47,40,2022-12-20T01:14:02Z,2040000,False,,,0,,C. Anthony loose ball personal FOUL (3 PF),"[1630175, 1630168]",1610612753.0,ORL,loose ball,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,1627524.0,3.0,0.0,Okongwu,1630168.0,,,,,,,,,,,
207,PT07M54.00S,2022-12-20T01:14:06.6Z,2,REGULAR,substitution,out,[],1630175,,,1610612737,47,40,2022-12-20T01:14:11Z,2060000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M54.00S,2022-12-20T01:14:06.6Z,2,REGULAR,substitution,in,[],1630284,,,1610612737,47,40,2022-12-20T01:14:11Z,2070000,False,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M47.00S,2022-12-20T01:14:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,92.46057818659659,50.245098039215684,1610612737,47,40,2022-12-20T01:14:33Z,2080000,False,1.0,18.0,1,right,MISS O. Okongwu Layup - blocked,"[1630168, 1629678]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,Schofield,1629678.0,,,
210,PT07M47.00S,2022-12-20T01:14:25.2Z,2,REGULAR,block,,[],1629678,,,1610612737,47,40,2022-12-20T01:14:27Z,2090000,False,,,0,,A. Schofield BLOCK (1 BLK),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT07M40.00S,2022-12-20T01:14:32.2Z,2,REGULAR,rebound,offensive,[],203992,,,1610612737,47,40,2022-12-20T01:14:33Z,2100000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,209.0,,,,,,2.0,1.0,1.0,,,,,,,,
212,PT07M39.00S,2022-12-20T01:14:33.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203992,66.17936925098554,42.8921568627451,1610612737,47,40,2022-12-20T01:14:38Z,2110000,False,-36.0,265.0,1,right,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
213,PT07M35.00S,2022-12-20T01:14:36.9Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,47,40,2022-12-20T01:14:36Z,2120000,False,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,212.0,,,,,,1.0,0.0,1.0,,,,,,,,
214,PT07M34.00S,2022-12-20T01:14:37.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631100,73.53810775295663,86.76470588235294,1610612737,47,40,2022-12-20T01:14:41Z,2130000,False,184.0,196.0,1,right,MISS A. Griffin 26' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
215,PT07M32.00S,2022-12-20T01:14:39.7Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,47,40,2022-12-20T01:14:41Z,2140000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,214.0,,,,,,2.0,2.0,0.0,,,,,,,,
216,PT07M21.00S,2022-12-20T01:14:50.7Z,2,REGULAR,3pt,Jump Shot,[],203082,6.521024967148489,95.83333333333334,1610612753,47,40,2022-12-20T01:14:55Z,2150000,False,-229.0,9.0,1,left,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
217,PT07M18.00S,2022-12-20T01:14:53.7Z,2,REGULAR,rebound,defensive,[],1631100,,,1610612737,47,40,2022-12-20T01:14:55Z,2160000,False,,,0,,A. Griffin REBOUND (Off:0 Def:5),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,,,,216.0,,,,,,5.0,5.0,0.0,,,,,,,,
218,PT07M11.00S,2022-12-20T01:15:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631100,92.19776609724047,50.73529411764706,1610612737,47,40,2022-12-20T01:15:06Z,2170000,False,4.0,21.0,1,right,MISS A. Griffin driving Layup,[1631100],1610612737.0,ATL,driving,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2022-12-20T01:15:03.7Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,47,40,2022-12-20T01:15:06Z,2180000,False,,,0,,A. Schofield REBOUND (Off:1 Def:4),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,,,,218.0,,,,,,5.0,4.0,1.0,,,,,,,,
220,PT07M01.00S,2022-12-20T01:15:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.258212877792378,47.549019607843135,1610612753,47,40,2022-12-20T01:15:15Z,2190000,False,12.0,6.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
221,PT06M59.00S,2022-12-20T01:15:13.1Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,47,40,2022-12-20T01:15:15Z,2200000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,220.0,,,,,,2.0,2.0,0.0,,,,,,,,
222,PT06M55.00S,2022-12-20T01:15:17.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,89.04402102496715,4.411764705882353,1610612737,47,40,2022-12-20T01:28:00Z,2210000,False,-228.0,50.0,1,right,MISS B. Bogdanovic running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
223,PT06M51.00S,2022-12-20T01:15:21.3Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,47,40,2022-12-20T01:15:23Z,2220000,False,,,0,,A. Schofield REBOUND (Off:1 Def:5),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Left Corner 3,24+ Left,,,,222.0,,,,,,6.0,5.0,1.0,,,,,,,,
224,PT06M41.00S,2022-12-20T01:15:34.9Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612753,47,40,2022-12-20T01:15:49Z,2230000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Ross 2 FT),"[1630552, 203082]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,1627524.0,2.0,0.0,Ross,203082.0,,,,,,,,,,,
226,PT06M41.00S,2022-12-20T01:15:48.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,47,40,2022-12-20T01:15:48Z,2250000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,out,[],1630552,,,1610612753,47,40,2022-12-20T01:18:43Z,2260000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,out,[],1631100,,,1610612753,47,40,2022-12-20T01:18:43Z,2270000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612753,47,40,2022-12-20T01:18:43Z,2280000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,47,40,2022-12-20T01:18:43Z,2290000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,in,[],1629631,,,1610612753,47,40,2022-12-20T01:18:43Z,2300000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612753,47,40,2022-12-20T01:18:43Z,2310000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612753,47,40,2022-12-20T01:18:43Z,2320000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M41.00S,2022-12-20T01:17:46.1Z,2,REGULAR,substitution,in,[],1628365,,,1610612753,47,40,2022-12-20T01:18:43Z,2330000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M41.00S,2022-12-20T01:19:09.5Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,47,41,2022-12-20T01:19:09Z,2340000,False,,,0,,T. Ross Free Throw 1 of 2 (8 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2022-12-20T01:19:25.4Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,47,42,2022-12-20T01:19:25Z,2350000,False,,,0,,T. Ross Free Throw 2 of 2 (9 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
237,PT06M28.00S,2022-12-20T01:19:40.3Z,2,REGULAR,3pt,Jump Shot,[],203992,69.46452036793693,24.509803921568626,1610612737,47,42,2022-12-20T01:19:47Z,2360000,False,-127.0,235.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
238,PT06M24.00S,2022-12-20T01:19:44.3Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,47,42,2022-12-20T01:19:47Z,2370000,False,,,0,,M. Fultz REBOUND (Off:1 Def:3),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,237.0,,,,,,4.0,3.0,1.0,,,,,,,,
239,PT06M21.00S,2022-12-20T01:19:46.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628365,5.206964520367937,48.529411764705884,1610612753,47,44,2022-12-20T01:19:53Z,2380000,False,7.0,-4.0,1,left,M. Fultz running Layup (8 PTS),[1628365],1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,0.82,Made,8.0,,,,,,,,,,,,,,,,,
240,PT06M15.00S,2022-12-20T01:19:51.9Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,47,44,2022-12-20T01:19:57Z,2390000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628964]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Bamba,1628964.0
241,PT06M15.00S,2022-12-20T01:19:51.9Z,2,REGULAR,steal,,[],1628964,,,1610612753,47,44,2022-12-20T01:19:54Z,2400000,False,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M10.00S,2022-12-20T01:19:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629678,5.469776609724048,47.05882352941176,1610612753,47,46,2022-12-20T01:20:04Z,2410000,False,15.0,-1.0,1,left,A. Schofield running Layup (9 PTS),[1629678],1610612753.0,ORL,running,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,1.47,Made,9.0,,,,,,,,,,,,,,,,,
243,PT05M55.00S,2022-12-20T01:20:12.8Z,2,REGULAR,2pt,Jump Shot,[],1627749,77.7431011826544,50.49019607843137,1610612737,49,46,2022-12-20T01:20:18Z,2420000,False,2.0,157.0,1,right,D. Murray 15' pullup Jump Shot (8 PTS) (J. Collins 1 AST),"[1627749, 1628381]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,15.67,Made,8.0,,,,,,,,,,J. Collins,1628381.0,1.0,,,,,
244,PT05M35.00S,2022-12-20T01:20:31.8Z,2,REGULAR,2pt,Jump Shot,[],203082,22.158344283837057,53.431372549019606,1610612753,49,48,2022-12-20T01:20:36Z,2430000,False,-17.0,156.0,1,left,T. Ross 15' pullup Jump Shot (11 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,8-16 Center,15.67,Made,11.0,,,,,,,,,,,,,,,,,
245,PT05M25.00S,2022-12-20T01:20:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.19776609724047,51.225490196078425,1610612737,49,48,2022-12-20T01:21:06Z,2440000,False,6.0,21.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1630284]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,Harris,1630284.0,,,
246,PT05M25.00S,2022-12-20T01:20:44.7Z,2,REGULAR,block,,[],1630284,,,1610612737,49,48,2022-12-20T01:23:53Z,2450000,False,,,0,,K. Harris BLOCK (1 BLK),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M24.00S,2022-12-20T01:20:45.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,49,48,2022-12-20T01:21:06Z,2460000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,245.0,,,,,,,,,,,,,,,,
249,PT05M24.00S,2022-12-20T01:20:52.3Z,2,REGULAR,substitution,out,[],1628964,,,1610612737,49,48,2022-12-20T01:21:01Z,2480000,False,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M24.00S,2022-12-20T01:20:52.3Z,2,REGULAR,substitution,out,[],1629678,,,1610612737,49,48,2022-12-20T01:21:01Z,2490000,False,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M24.00S,2022-12-20T01:20:52.3Z,2,REGULAR,substitution,in,[],1629021,,,1610612737,49,48,2022-12-20T01:21:01Z,2500000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M24.00S,2022-12-20T01:20:52.3Z,2,REGULAR,substitution,in,[],1631094,,,1610612737,49,48,2022-12-20T01:21:01Z,2510000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M22.00S,2022-12-20T01:21:10.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,92.59198423127464,27.205882352941174,1610612737,51,48,2022-12-20T01:21:17Z,2520000,False,-114.0,17.0,1,right,D. Murray 11' Jump Shot (10 PTS) (T. Young 8 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,11.53,Made,10.0,,,,,,,,,,T. Young,1629027.0,8.0,,,,,
255,PT05M04.00S,2022-12-20T01:21:27.8Z,2,REGULAR,3pt,Jump Shot,[],203082,26.10052562417871,18.38235294117647,1610612753,51,48,2022-12-20T01:21:36Z,2540000,False,158.0,193.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
256,PT05M01.00S,2022-12-20T01:21:30.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,51,48,2022-12-20T01:21:36Z,2550000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,255.0,,,,,,3.0,3.0,0.0,,,,,,,,
257,PT04M55.00S,2022-12-20T01:21:38.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,92.46057818659659,67.40196078431373,1610612737,53,48,2022-12-20T01:32:21Z,2560000,False,87.0,18.0,1,right,T. Young 8' driving floating bank Jump Shot (8 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Right,8.89,Made,8.0,,,,,,,,,,,,,,,,,
