actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-24T00:40:51.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-24T00:40:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-24T00:40:53.9Z,1,REGULAR,jumpball,recovered,[],1630191,,,1610612765,0,0,2022-12-24T00:40:53Z,40000,False,,,0,,Jump Ball J. Duren vs. C. Capela: Tip to I. Stewart,"[1630191, 1631105, 203991]",1610612765.0,DET,startperiod,I. Stewart,1630191.0,Stewart,I. Stewart,Duren,1631105.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-12-24T00:41:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612765,0,0,2022-12-24T00:41:40Z,70000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629631, 202711]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2022-12-24T00:41:41.5Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,0,1,2022-12-24T00:41:41Z,90000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M36.00S,2022-12-24T00:41:54.7Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,0,2,2022-12-24T00:41:54Z,100000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M20.00S,2022-12-24T00:42:12.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,72.48685939553219,16.666666666666664,1610612737,3,2,2022-12-24T00:42:16Z,110000,False,-167.0,206.0,1,right,T. Young 26' 3PT  (3 PTS) (D. Murray 1 AST),"[1629027, 1627749]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.51,D. Murray,1627749.0,1.0,,,,,,,,,
13,PT11M10.00S,2022-12-24T00:42:22.0Z,1,REGULAR,3pt,Jump Shot,[],1630191,31.225361366622867,42.40196078431372,1610612765,3,5,2022-12-24T00:42:29Z,130000,False,38.0,241.0,1,left,I. Stewart 24' 3PT  (3 PTS) (J. Ivey 1 AST),"[1630191, 1631093]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,24.4,J. Ivey,1631093.0,1.0,,,,,,,,,
15,PT10M56.00S,2022-12-24T00:42:38.3Z,1,REGULAR,foul,personal,[],1630165,,,1610612737,3,5,2022-12-24T00:42:44Z,150000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1629027]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left,1627963.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
17,PT10M45.00S,2022-12-24T00:43:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,80.6340341655716,47.549019607843135,1610612737,3,5,2022-12-24T00:43:10Z,170000,False,-12.0,130.0,1,right,MISS D. Hunter 13' turnaround fadeaway Shot,[1629631],1610612737.0,ATL,turnaround fadeaway,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,13.01,,,,,,,,,,,,
18,PT10M41.00S,2022-12-24T00:43:09.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,3,5,2022-12-24T00:43:10Z,180000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
