shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-11T23:45:14.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T23:45:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-11T23:45:58.0Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2022-12-11T23:45:58Z,40000,False,,,0,,Jump Ball N. Vucevic vs. C. Capela: Tip to A. Dosunmu,"[1630245, 202696, 203991]",12,1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vucevic,202696.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
11:36,7,PT11M36.00S,2022-12-11T23:46:18.7Z,1,REGULAR,2pt,Jump Shot,[],1630172,91.14651773981603,30.392156862745097,1610612741,0,2,2022-12-11T23:46:25Z,70000,False,-98.0,31.0,1,right,P. Williams 10' pullup Jump Shot (2 PTS),[1630172],44,1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,10.27,Made,2.0,,,,,,,,,,,,,,,,,
11:17,9,PT11M17.00S,2022-12-11T23:46:37.1Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,0,2,2022-12-11T23:46:41Z,90000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1630245]",12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,,,,,
11:17,10,PT11M17.00S,2022-12-11T23:46:37.1Z,1,REGULAR,steal,,[],1630245,,,1610612741,0,2,2022-12-11T23:46:39Z,100000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],12,1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
11:13,11,PT11M13.00S,2022-12-11T23:46:41.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.59198423127464,50.73529411764706,1610612741,0,4,2022-12-11T23:46:48Z,110000,False,4.0,17.0,1,right,Z. LaVine running DUNK (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",8,1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,,,,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,
10:54,13,PT10M54.00S,2022-12-11T23:47:00.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,9.280551905387648,96.32352941176471,1610612737,0,4,2022-12-11T23:47:05Z,130000,False,-232.0,35.0,1,left,MISS D. Hunter 3PT,[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
10:51,14,PT10M51.00S,2022-12-11T23:47:03.5Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,4,2022-12-11T23:47:05Z,140000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],11,1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
10:46,15,PT10M46.00S,2022-12-11T23:47:11.2Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,0,4,2022-12-11T23:47:23Z,150000,False,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (1 TO),[203897],8,1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,1.0,,,,,,,,,,200832.0,,,,,,
10:36,16,PT10M36.00S,2022-12-11T23:47:25.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630235,13.485545335085414,52.450980392156865,1610612737,2,4,2022-12-11T23:47:31Z,160000,False,-12.0,74.0,1,left,T. Forrest 7' driving floating Jump Shot (2 PTS),[1630235],2,1610612737.0,ATL,driving floating,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,2.0,,,,,,,,,,,,,,,,,
