actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M48.00S,2023-03-25T21:24:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,8.754927726675426,97.05882352941177,1610612754,20,25,2023-03-25T21:24:48Z,840000,False,-235.0,30.0,1,left,J. Smith 3PT  (3 PTS) (B. Hield 1 AST),"[1630188, 1627741]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,23.72,Made,,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,,
88,PT04M29.00S,2023-03-25T21:25:01.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,77.34888304862024,35.53921568627451,1610612737,20,25,2023-03-25T21:25:09Z,860000,False,-72.0,160.0,1,right,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,17.59,Missed,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2023-03-25T21:25:04.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,20,25,2023-03-25T21:25:09Z,870000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Left Center,,,88.0,4.0,2.0,2.0,,,,,,,,,,,,,,
90,PT04M25.00S,2023-03-25T21:25:06.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628381,94.43166885676742,50.73529411764706,1610612737,22,25,2023-03-25T21:25:13Z,880000,False,4.0,0.0,1,right,J. Collins alley-oop DUNK (11 PTS) (D. Murray 6 AST),"[1628381, 1627749]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,11.0,D. Murray,1627749.0,6.0,,,,,,,,,,
92,PT04M07.00S,2023-03-25T21:25:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.933639947437584,53.431372549019606,1610612754,22,25,2023-03-25T21:29:03Z,900000,False,-17.0,257.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2023-03-25T21:25:25.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,22,25,2023-03-25T21:25:28Z,910000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT03M59.00S,2023-03-25T21:25:34.8Z,1,REGULAR,violation,kicked ball,[],204456,,,1610612737,22,25,2023-03-25T21:25:41Z,920000,False,,,0,,T. McConnell kicked ball VIOLATION,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
95,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,out,[],203992,,,1610612737,22,25,2023-03-25T21:25:59Z,930000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,out,[],203991,,,1610612737,22,25,2023-03-25T21:25:59Z,940000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,out,[],1631097,,,1610612737,22,25,2023-03-25T21:25:59Z,950000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,in,[],1630180,,,1610612737,22,25,2023-03-25T21:25:59Z,960000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,22,25,2023-03-25T21:25:59Z,970000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2023-03-25T21:25:38.4Z,1,REGULAR,substitution,in,[],1629670,,,1610612737,22,25,2023-03-25T21:25:59Z,980000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2023-03-25T21:26:05.0Z,1,REGULAR,3pt,Jump Shot,[],1631100,76.2976346911958,14.705882352941178,1610612737,25,25,2023-03-25T21:26:10Z,990000,False,-176.0,170.0,1,right,A. Griffin 24' 3PT pullup (6 PTS) (D. Murray 7 AST),"[1631100, 1627749]",1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,24.53,Made,,,,,6.0,D. Murray,1627749.0,7.0,,,,,,,,,,
103,PT03M39.00S,2023-03-25T21:26:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,7.5722733245729295,44.11764705882353,1610612754,25,25,2023-03-25T21:26:34Z,1010000,False,29.0,19.0,1,left,MISS T. Haliburton driving Layup - blocked,"[1630169, 1631100]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,Griffin,1631100.0,,,,
104,PT03M39.00S,2023-03-25T21:26:16.7Z,1,REGULAR,block,,[],1631100,,,1610612754,25,25,2023-03-25T21:26:20Z,1020000,False,,,0,,A. Griffin BLOCK (1 BLK),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M38.00S,2023-03-25T21:26:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,25,25,2023-03-25T21:26:34Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,103.0,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2023-03-25T21:26:22.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612754,25,25,2023-03-25T21:26:26Z,1050000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2023-03-25T21:26:22.8Z,1,REGULAR,substitution,in,[],1629027,,,1610612754,25,25,2023-03-25T21:26:26Z,1060000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2023-03-25T21:26:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,6.652431011826544,47.794117647058826,1610612754,25,27,2023-03-25T21:26:53Z,1070000,False,11.0,10.0,1,left,T. Haliburton driving Layup (6 PTS) (J. Nwora 1 AST),"[1630169, 1629670]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,6.0,J. Nwora,1629670.0,1.0,,,,,,,,,,
110,PT03M32.00S,2023-03-25T21:26:56.3Z,1,REGULAR,foul,personal,['1freethrow'],1631100,,,1610612754,25,27,2023-03-25T21:27:11Z,1080000,False,,,0,,A. Griffin shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1631100, 1630169]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Haliburton,1630169.0
112,PT03M32.00S,2023-03-25T21:27:13.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630169,,,1610612754,25,28,2023-03-25T21:27:13Z,1100000,False,,,0,,T. Haliburton Free Throw 1 of 1 (7 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
113,PT03M20.00S,2023-03-25T21:27:27.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,25,28,2023-03-25T21:27:35Z,1110000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630188]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Smith,1630188.0,,,,,,
114,PT03M20.00S,2023-03-25T21:27:27.4Z,1,REGULAR,steal,,[],1630188,,,1610612754,25,28,2023-03-25T21:27:29Z,1120000,False,,,0,,J. Smith STEAL (1 STL),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M15.00S,2023-03-25T21:27:32.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,6.652431011826544,94.85294117647058,1610612754,25,28,2023-03-25T21:27:40Z,1130000,False,-224.0,10.0,1,left,MISS B. Hield running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
116,PT03M10.00S,2023-03-25T21:27:37.5Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,25,28,2023-03-25T21:27:40Z,1140000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M06.00S,2023-03-25T21:27:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631100,97.84822601839684,4.6568627450980395,1610612737,25,28,2023-03-25T21:27:48Z,1150000,False,-227.0,-32.0,1,right,MISS A. Griffin running 3PT,[1631100],1610612737.0,ATL,running,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
118,PT03M02.00S,2023-03-25T21:27:45.3Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,25,28,2023-03-25T21:27:45Z,1160000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,
119,PT02M56.00S,2023-03-25T21:27:51.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,72.09264126149803,24.754901960784316,1610612737,25,28,2023-03-25T21:27:57Z,1170000,False,-126.0,210.0,1,right,MISS S. Bey 24' step back 3PT,[1630180],1610612737.0,ATL,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
120,PT02M51.00S,2023-03-25T21:27:56.2Z,1,REGULAR,rebound,offensive,[],1631100,,,1610612737,25,28,2023-03-25T21:27:57Z,1180000,False,,,0,,A. Griffin REBOUND (Off:1 Def:0),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT02M51.00S,2023-03-25T21:27:56.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631100,94.40999984741211,50.0,1610612737,27,28,2023-03-25T21:31:36Z,1190000,False,0.0,0.0,1,right,A. Griffin tip Layup (8 PTS),[1631100],1610612737.0,ATL,tip,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,8.0,,,,,,,,,,,,,
122,PT02M42.00S,2023-03-25T21:28:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.258212877792378,50.245098039215684,1610612754,27,30,2023-03-25T21:32:34Z,1200000,False,-1.0,6.0,1,left,J. Smith cutting Layup (5 PTS) (T. Haliburton 5 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,5.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,
124,PT02M30.00S,2023-03-25T21:28:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.47371879106439,47.05882352941176,1610612737,29,30,2023-03-25T21:28:22Z,1220000,False,-15.0,112.0,1,right,T. Young 11' driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.32,Made,,,,,4.0,,,,,,,,,,,,,
125,PT02M15.00S,2023-03-25T21:28:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,32.14520367936925,64.70588235294117,1610612754,29,30,2023-03-25T21:33:35Z,1230000,False,-74.0,250.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2023-03-25T21:28:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,29,30,2023-03-25T21:28:43Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,125.0,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2023-03-25T21:28:40.3Z,1,REGULAR,foul,personal,[],1630180,,,1610612754,29,30,2023-03-25T21:28:48Z,1250000,False,,,0,,S. Bey loose ball personal FOUL (1 PF),"[1630180, 1630188]",1610612737.0,ATL,loose ball,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1198.0,,,,,,1.0,0.0,Smith,1630188.0
129,PT02M14.00S,2023-03-25T21:28:48.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612754,29,30,2023-03-25T21:28:52Z,1270000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2023-03-25T21:28:48.1Z,1,REGULAR,substitution,in,[],1629726,,,1610612754,29,30,2023-03-25T21:28:52Z,1280000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2023-03-25T21:29:03.4Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,29,30,2023-03-25T21:29:19Z,1290000,False,,,0,,J. Smith lost ball out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,lost ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,1.0,,,,,,,,
132,PT01M58.00S,2023-03-25T21:29:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,92.72339027595268,57.84313725490197,1610612737,29,30,2023-03-25T21:29:32Z,1300000,False,39.0,16.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1630188]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,Smith,1630188.0,,,,
133,PT01M58.00S,2023-03-25T21:29:19.5Z,1,REGULAR,block,,[],1630188,,,1610612737,29,30,2023-03-25T21:29:23Z,1310000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M57.00S,2023-03-25T21:29:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,29,30,2023-03-25T21:29:39Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,132.0,,,,,,,,,,,,,,,,,
137,PT01M49.00S,2023-03-25T21:29:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,93.9060446780552,52.20588235294118,1610612737,31,30,2023-03-25T21:30:03Z,1340000,False,11.0,5.0,1,right,S. Bey driving Layup (2 PTS) (O. Okongwu 1 AST),"[1630180, 1630168]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,
138,PT01M49.00S,2023-03-25T21:29:54.2Z,1,REGULAR,foul,personal,['1freethrow'],1629670,,,1610612737,31,30,2023-03-25T21:30:05Z,1350000,False,,,0,,J. Nwora shooting personal FOUL (1 PF) (Bey 1 FT),"[1629670, 1630180]",1610612754.0,IND,shooting,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1198.0,,,,,,1.0,0.0,Bey,1630180.0
140,PT01M49.00S,2023-03-25T21:30:13.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630180,,,1610612737,32,30,2023-03-25T21:30:13Z,1370000,False,,,0,,S. Bey Free Throw 1 of 1 (3 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
141,PT01M33.00S,2023-03-25T21:30:32.0Z,1,REGULAR,2pt,Jump Shot,[],1630169,20.844283837056505,28.676470588235293,1610612754,32,32,2023-03-25T21:30:38Z,1380000,False,107.0,143.0,1,left,T. Haliburton 17' pullup Jump Shot (9 PTS) (B. Hield 2 AST),"[1630169, 1627741]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,17.87,Made,,,,,9.0,B. Hield,1627741.0,2.0,,,,,,,,,,
144,PT01M18.00S,2023-03-25T21:30:47.0Z,1,REGULAR,3pt,Jump Shot,[],1631100,96.66557161629436,4.166666666666666,1610612737,35,32,2023-03-25T21:30:53Z,1400000,False,-229.0,-21.0,1,right,A. Griffin 3PT  (11 PTS) (O. Okongwu 2 AST),"[1631100, 1630168]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Left Corner 3,24+ Left,23.02,Made,,,,,11.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,
146,PT01M11.00S,2023-03-25T21:30:57.4Z,1,REGULAR,foul,personal,[],1629726,,,1610612754,35,32,2023-03-25T21:31:07Z,1420000,False,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 1630169]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Haliburton,1630169.0
148,PT01M00.00S,2023-03-25T21:31:23.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,32.802233902759525,58.57843137254902,1610612754,35,35,2023-03-25T21:31:29Z,1440000,False,-43.0,256.0,1,left,B. Hield 25' 3PT  (3 PTS) (T. Haliburton 6 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.94,Made,,,,,3.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,
150,PT00M54.60S,2023-03-25T21:31:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.2910643889619,53.92156862745098,1610612737,37,35,2023-03-25T21:31:41Z,1460000,False,20.0,123.0,1,right,T. Young 12' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.49,Made,,,,,6.0,,,,,,,,,,,,,
151,PT00M33.60S,2023-03-25T21:31:59.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.225361366622867,32.84313725490196,1610612754,37,35,2023-03-25T21:32:06Z,1470000,False,86.0,241.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
152,PT00M29.80S,2023-03-25T21:32:03.5Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,37,35,2023-03-25T21:32:06Z,1480000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,,
153,PT00M29.10S,2023-03-25T21:32:04.2Z,1,REGULAR,turnover,bad pass,[],1630188,,,1610612754,37,35,2023-03-25T21:32:11Z,1490000,False,,,0,,J. Smith bad pass TURNOVER (2 TO),"[1630188, 1630168]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,Okongwu,1630168.0,,,,,,
154,PT00M29.10S,2023-03-25T21:32:04.2Z,1,REGULAR,steal,,[],1630168,,,1610612737,37,35,2023-03-25T21:32:06Z,1500000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
155,PT00M22.80S,2023-03-25T21:32:10.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,90.75229960578186,42.8921568627451,1610612737,39,35,2023-03-25T21:36:45Z,1510000,False,-36.0,34.0,1,right,O. Okongwu turnaround Hook (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,
157,PT00M03.90S,2023-03-25T21:32:32.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,30.436925098554536,27.205882352941174,1610612754,39,35,2023-03-25T21:32:42Z,1530000,False,114.0,234.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.50S,2023-03-25T21:32:36.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,39,35,2023-03-25T21:33:02Z,1540000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M00.30S,2023-03-25T21:32:37.3Z,1,REGULAR,3pt,Jump Shot,[],1631100,57.637976346911955,90.68627450980392,1610612737,39,35,2023-03-25T21:32:52Z,1550000,False,203.0,346.0,1,right,MISS A. Griffin 40' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,40.11,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2023-03-25T21:32:37.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,39,35,2023-03-25T21:32:52Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2023-03-25T21:32:43.0Z,1,REGULAR,period,end,[],0,,,1610612737,39,35,2023-03-25T21:32:43Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-25T21:34:43.0Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,39,35,2023-03-25T21:35:21Z,1580000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-25T21:34:43.0Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612737,39,35,2023-03-25T21:35:21Z,1590000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-25T21:34:43.0Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,39,35,2023-03-25T21:35:21Z,1600000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-03-25T21:34:43.0Z,2,REGULAR,substitution,in,['startperiod'],1630537,,,1610612737,39,35,2023-03-25T21:35:21Z,1610000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-03-25T21:35:32.5Z,2,REGULAR,period,start,[],0,,,1610612754,39,35,2023-03-25T21:35:32Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M44.00S,2023-03-25T21:35:48.1Z,2,REGULAR,3pt,Jump Shot,[],1629670,9.149145860709593,96.07843137254902,1610612754,39,38,2023-03-25T21:35:53Z,1630000,False,-230.0,34.0,1,left,J. Nwora 3PT  (3 PTS) (B. Hield 3 AST),"[1629670, 1627741]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,3.0,B. Hield,1627741.0,3.0,,,,,,,,,,
169,PT11M28.00S,2023-03-25T21:36:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629726,71.82982917214193,24.019607843137255,1610612737,42,38,2023-03-25T21:36:09Z,1650000,False,-130.0,212.0,1,right,G. Mathews 24' 3PT step back (3 PTS),[1629726],1610612737.0,ATL,step back,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,3.0,,,,,,,,,,,,,
170,PT11M15.00S,2023-03-25T21:36:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.966491458607096,47.30392156862745,1610612754,42,38,2023-03-25T22:08:46Z,1660000,False,13.0,22.0,1,left,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
171,PT11M13.00S,2023-03-25T21:36:20.7Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,42,38,2023-03-25T22:08:46Z,1670000,False,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,170.0,2.0,0.0,2.0,,,,,,,,,,,,,,
320,PT11M11.00S,2023-03-25T21:36:45.0Z,2,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,42,38,2023-03-25T22:09:25Z,1685000,False,,,0,,J. Smith lost ball out-of-bounds TURNOVER (3 TO),[1630188],1610612754.0,IND,lost ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1198.0,3.0,,,,,,,,
