actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-22T00:40:22.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-22T00:40:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-22T00:40:25.0Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2022-12-22T00:40:25Z,40000,False,,,0,,Jump Ball O. Okongwu vs. N. Vucevic: Tip to T. Young,"[1629027, 1630168, 202696]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Okongwu,1630168.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-22T00:40:36.6Z,1,REGULAR,3pt,Jump Shot,[],1629631,26.231931668856767,83.57843137254902,1610612737,0,0,2022-12-22T00:40:45Z,70000,False,-168.0,194.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-12-22T00:40:40.6Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,0,0,2022-12-22T00:40:45Z,80000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-12-22T00:41:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,82.60512483574244,48.03921568627451,1610612741,0,2,2022-12-22T00:41:06Z,90000,False,-10.0,111.0,1,right,N. Vucevic 11' pullup Jump Shot (2 PTS),[202696],1610612741.0,CHI,pullup,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,11.14,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M03.00S,2022-12-22T00:41:20.2Z,1,REGULAR,turnover,traveling,[],1629027,,,1610612737,0,2,2022-12-22T00:41:26Z,100000,False,,,0,,T. Young traveling TURNOVER (1 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,1151.0,1.0,,,,,,,,,,,
11,PT10M51.00S,2022-12-22T00:41:44.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,94.1688567674113,4.901960784313726,1610612741,0,5,2022-12-22T00:41:50Z,110000,False,-225.0,2.0,1,right,N. Vucevic 3PT  (5 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,5.0,,,Z. LaVine,203897.0,1.0,,,,,,,,
13,PT10M37.00S,2022-12-22T00:41:58.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.276609724047304,45.83333333333333,1610612737,0,5,2022-12-22T00:42:03Z,130000,False,21.0,251.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.18,Missed,,,,,,,,,,,,,,,,,,
14,PT10M33.00S,2022-12-22T00:42:02.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,0,5,2022-12-22T00:42:02Z,140000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT10M24.00S,2022-12-22T00:42:27.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,16.90210249671485,45.09803921568628,1610612737,0,5,2022-12-22T00:42:33Z,160000,False,25.0,106.0,1,left,MISS D. Hunter 10' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,
