actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
430,PT04M34.00S,2022-10-22T01:06:14.6Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,72,69,2022-10-22T01:06:19Z,4230000,,,0,,F. Wagner REBOUND (Off:2 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,429.0,4.0,2.0,2.0,,,,,,,,,,,,,,
431,PT04M24.00S,2022-10-22T01:06:25.4Z,3,REGULAR,3pt,Jump Shot,[],1631094,72.7496714848883,17.892156862745097,1610612753,72,69,2022-10-22T01:06:30Z,4240000,-161.0,204.0,1,right,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
432,PT04M19.00S,2022-10-22T01:06:30.4Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,72,69,2022-10-22T01:06:30Z,4250000,,,0,,D. Hunter REBOUND (Off:0 Def:6),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,431.0,6.0,6.0,0.0,,,,,,,,,,,,,,
433,PT04M08.00S,2022-10-22T01:06:40.5Z,3,REGULAR,2pt,Jump Shot,[],1629631,7.30946123521682,67.15686274509804,1610612737,72,69,2022-10-22T01:06:48Z,4260000,-86.0,16.0,1,left,MISS D. Hunter 8' turnaround Shot,[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,8.73,Missed,,,,,,,,,,,,,,,,,,
434,PT04M06.00S,2022-10-22T01:06:42.5Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,72,69,2022-10-22T01:06:48Z,4270000,,,0,,T. Ross REBOUND (Off:1 Def:3),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,8-16 Left,,,433.0,4.0,3.0,1.0,,,,,,,,,,,,,,
435,PT04M00.00S,2022-10-22T01:06:51.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612753,72,69,2022-10-22T01:07:16Z,4280000,,,0,,D. Hunter personal FOUL (3 PF) (Carter Jr. 2 FT),"[1629631, 1628976]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,3.0,0.0,Carter Jr.,1628976.0,,
437,PT04M00.00S,2022-10-22T01:07:24.0Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,72,70,2022-10-22T01:07:24Z,4300000,,,0,,W. Carter Jr. Free Throw 1 of 2 (11 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
438,PT04M00.00S,2022-10-22T01:07:25.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612753,72,70,2022-10-22T01:07:39Z,4310000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M00.00S,2022-10-22T01:07:25.3Z,3,REGULAR,substitution,out,[],203991,,,1610612753,72,70,2022-10-22T01:07:39Z,4320000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M00.00S,2022-10-22T01:07:25.3Z,3,REGULAR,substitution,in,[],1630168,,,1610612753,72,70,2022-10-22T01:07:39Z,4330000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M00.00S,2022-10-22T01:07:25.3Z,3,REGULAR,substitution,in,[],203200,,,1610612753,72,70,2022-10-22T01:07:39Z,4340000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M00.00S,2022-10-22T01:07:45.6Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,72,71,2022-10-22T01:07:45Z,4350000,,,0,,W. Carter Jr. Free Throw 2 of 2 (12 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
444,PT03M51.00S,2022-10-22T01:07:59.4Z,3,REGULAR,foul,personal,[],1628976,,,1610612737,72,71,2022-10-22T01:08:16Z,4360000,,,0,,W. Carter Jr. personal FOUL (3 PF),"[1628976, 1629027]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,1628171.0,,,,,,3.0,0.0,Young,1629027.0,,
446,PT03M39.00S,2022-10-22T01:08:30.2Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612737,72,71,2022-10-22T01:09:12Z,4380000,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (Young 2 FT),"[1628976, 1629027]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,4.0,0.0,Young,1629027.0,,
448,PT03M39.00S,2022-10-22T01:09:13.7Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,73,71,2022-10-22T01:09:13Z,4400000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
449,PT03M39.00S,2022-10-22T01:09:14.5Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,73,71,2022-10-22T01:09:22Z,4410000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M39.00S,2022-10-22T01:09:14.5Z,3,REGULAR,substitution,out,[],1628976,,,1610612737,73,71,2022-10-22T01:09:22Z,4420000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M39.00S,2022-10-22T01:09:14.5Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,73,71,2022-10-22T01:09:22Z,4430000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M39.00S,2022-10-22T01:09:14.5Z,3,REGULAR,substitution,in,[],1628964,,,1610612737,73,71,2022-10-22T01:09:22Z,4440000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M39.00S,2022-10-22T01:09:32.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,74,71,2022-10-22T01:09:32Z,4450000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
454,PT03M27.00S,2022-10-22T01:09:45.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.19776609724047,49.01960784313725,1610612753,74,71,2022-10-22T01:09:56Z,4460000,-5.0,21.0,1,right,MISS F. Wagner cutting Layup,[1630532],1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
455,PT03M19.00S,2022-10-22T01:09:52.9Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,74,71,2022-10-22T01:09:52Z,4470000,,,0,,M. Bamba REBOUND (Off:1 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,454.0,5.0,4.0,1.0,,,,,,,,,,,,,,
456,PT03M19.00S,2022-10-22T01:09:52.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,94.40999984741211,50.0,1610612753,74,73,2022-10-22T01:09:52Z,4480000,0.0,0.0,1,right,M. Bamba putback DUNK (7 PTS),[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,7.0,,,,,,,,,
457,PT03M14.00S,2022-10-22T01:09:58.0Z,3,REGULAR,2pt,Jump Shot,[],1629027,24.917871222076215,46.07843137254902,1610612737,74,73,2022-10-22T01:15:12Z,4490000,20.0,182.0,1,left,MISS T. Young 18' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,18.28,Missed,,,,,,,,,,,,,,,,,,
458,PT03M12.00S,2022-10-22T01:10:00.0Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,74,73,2022-10-22T01:10:11Z,4500000,,,0,,F. Wagner REBOUND (Off:2 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,457.0,5.0,3.0,2.0,,,,,,,,,,,,,,
459,PT02M58.00S,2022-10-22T01:10:25.6Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630168,,,1610612753,74,73,2022-10-22T01:10:48Z,4510000,,,0,,O. Okongwu defensive-3-second technical FOUL (1 Tech),[1630168],1610612737.0,ATL,defensive-3-second,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,1628171.0,,,,,,3.0,1.0,,,,
460,PT02M58.00S,2022-10-22T01:10:34.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,74,73,2022-10-22T01:10:34Z,4520000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M58.00S,2022-10-22T01:12:42.3Z,3,REGULAR,substitution,out,[],1630168,,,1610612753,74,73,2022-10-22T01:13:15Z,4530000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M58.00S,2022-10-22T01:12:42.3Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,74,73,2022-10-22T01:13:15Z,4540000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M58.00S,2022-10-22T01:12:42.3Z,3,REGULAR,substitution,in,[],203991,,,1610612753,74,73,2022-10-22T01:13:15Z,4550000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M58.00S,2022-10-22T01:12:42.3Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,74,73,2022-10-22T01:13:15Z,4560000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M58.00S,2022-10-22T01:13:37.9Z,3,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,74,73,2022-10-22T01:13:37Z,4570000,,,0,,MISS C. Anthony technical Free Throw 1 of 1,[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
466,PT02M58.00S,2022-10-22T01:13:37.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,74,73,2022-10-22T01:13:37Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,
467,PT02M43.00S,2022-10-22T01:14:11.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,83.39356110381078,37.745098039215684,1610612753,74,75,2022-10-22T01:14:16Z,4590000,-61.0,104.0,1,right,T. Ross 12' pullup Jump Shot (9 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Center,12.04,Made,,,,,,,,,9.0,,,,,,,,,
468,PT02M24.00S,2022-10-22T01:14:29.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,13.61695137976347,49.50980392156863,1610612737,76,75,2022-10-22T01:14:35Z,4600000,2.0,75.0,1,left,T. Young 7' driving floating Jump Shot (15 PTS) (J. Holiday 1 AST),"[1629027, 203200]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,,,,,15.0,J. Holiday,203200.0,1.0,,,,,,
470,PT02M15.00S,2022-10-22T01:14:41.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612753,76,75,2022-10-22T01:15:02Z,4620000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Ross 2 FT),"[203200, 203082]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,1628171.0,,,,,,1.0,0.0,Ross,203082.0,,
472,PT02M15.00S,2022-10-22T01:15:08.9Z,3,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,76,76,2022-10-22T01:15:08Z,4640000,,,0,,T. Ross Free Throw 1 of 2 (10 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
473,PT02M15.00S,2022-10-22T01:15:10.2Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,76,76,2022-10-22T01:15:17Z,4650000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M15.00S,2022-10-22T01:15:10.2Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,76,76,2022-10-22T01:15:17Z,4660000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M15.00S,2022-10-22T01:15:27.2Z,3,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,76,77,2022-10-22T01:15:27Z,4670000,,,0,,T. Ross Free Throw 2 of 2 (11 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
476,PT02M08.00S,2022-10-22T01:15:38.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612737,76,77,2022-10-22T01:16:02Z,4680000,,,0,,T. Ross personal FOUL (3 PF) (Young 2 FT),"[203082, 1629027]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,8-16 Left,,,,,,,,,1628171.0,,,,,,3.0,0.0,Young,1629027.0,,
478,PT02M08.00S,2022-10-22T01:16:03.0Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,77,77,2022-10-22T01:16:03Z,4700000,,,0,,T. Young Free Throw 1 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
479,PT02M08.00S,2022-10-22T01:16:04.0Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,77,77,2022-10-22T01:16:11Z,4710000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M08.00S,2022-10-22T01:16:04.0Z,3,REGULAR,substitution,in,[],1628988,,,1610612737,77,77,2022-10-22T01:16:11Z,4720000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M08.00S,2022-10-22T01:16:17.4Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,78,77,2022-10-22T01:16:17Z,4730000,,,0,,T. Young Free Throw 2 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
482,PT01M54.00S,2022-10-22T01:16:32.3Z,3,REGULAR,3pt,Jump Shot,[],1629643,69.72733245729303,71.81372549019608,1610612753,78,80,2022-10-22T01:16:41Z,4740000,109.0,232.0,1,right,C. Okeke 25' 3PT  (3 PTS) (M. Bamba 2 AST),"[1629643, 1628964]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,,,,,3.0,M. Bamba,1628964.0,2.0,,,,,,
484,PT01M32.00S,2022-10-22T01:16:53.3Z,3,REGULAR,2pt,Jump Shot,[],1629027,5.469776609724048,87.00980392156863,1610612737,80,80,2022-10-22T01:17:05Z,4760000,-185.0,-1.0,1,left,T. Young 18' pullup Jump Shot (19 PTS) (A. Holiday 1 AST),"[1629027, 1628988]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Left,18.5,Made,,,,,,,,,19.0,A. Holiday,1628988.0,1.0,,,,,,
486,PT01M16.00S,2022-10-22T01:17:09.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,85.62746386333771,44.6078431372549,1610612753,80,80,2022-10-22T01:17:15Z,4780000,-27.0,83.0,1,right,MISS C. Anthony 8' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,8.69,Missed,,,,,,,,,,,,,,,,,,
487,PT01M13.00S,2022-10-22T01:17:12.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,80,80,2022-10-22T01:17:15Z,4790000,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,486.0,5.0,5.0,0.0,,,,,,,,,,,,,,
488,PT01M07.00S,2022-10-22T01:17:20.6Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,80,80,2022-10-22T01:17:31Z,4800000,,,0,,T. Young bad pass out-of-bounds TURNOVER (6 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Mid-Range,16-24 Right,,,,,,,,,2534.0,6.0,,,,,,,,,,
489,PT01M07.00S,2022-10-22T01:17:30.4Z,3,REGULAR,substitution,out,[],203082,,,1610612753,80,80,2022-10-22T01:17:35Z,4810000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M07.00S,2022-10-22T01:17:30.4Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,80,80,2022-10-22T01:17:35Z,4820000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M45.20S,2022-10-22T01:18:05.3Z,3,REGULAR,turnover,traveling,[],1629626,,,1610612753,80,80,2022-10-22T01:18:12Z,4830000,,,0,,B. Bol traveling TURNOVER (1 TO),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1628171.0,1.0,,,,,,,,,,
492,PT00M31.00S,2022-10-22T01:18:31.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,17.296320630749015,55.14705882352941,1610612737,80,80,2022-10-22T01:18:38Z,4840000,-26.0,110.0,1,left,MISS T. Young 11' floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.31,Missed,,,,,,,,,,,,,,,,,,
493,PT00M28.10S,2022-10-22T01:18:34.7Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,80,80,2022-10-22T01:18:38Z,4850000,,,0,,T. Young REBOUND (Off:2 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,492.0,4.0,2.0,2.0,,,,,,,,,,,,,,
494,PT00M25.10S,2022-10-22T01:18:37.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629027,8.229303547963205,50.73529411764706,1610612737,80,80,2022-10-22T01:18:42Z,4860000,-4.0,25.0,1,left,MISS T. Young Layup,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
495,PT00M22.60S,2022-10-22T01:18:40.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,80,80,2022-10-22T01:18:42Z,4870000,,,0,,M. Bamba REBOUND (Off:1 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,494.0,6.0,5.0,1.0,,,,,,,,,,,,,,
496,PT00M05.80S,2022-10-22T01:19:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612753,80,80,2022-10-22T01:19:18Z,4880000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630552, 1630175]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,1.0,0.0,Anthony,1630175.0,,
498,PT00M05.80S,2022-10-22T01:19:15.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,80,80,2022-10-22T01:19:15Z,4900000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M05.80S,2022-10-22T01:22:14.0Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,80,80,2022-10-22T01:22:14Z,4920000,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
501,PT00M05.80S,2022-10-22T01:22:14.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,80,80,2022-10-22T01:22:14Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,
502,PT00M05.80S,2022-10-22T01:22:27.5Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,80,81,2022-10-22T01:22:27Z,4940000,,,0,,C. Anthony Free Throw 2 of 2 (20 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,20.0,,,,,,,,,
503,PT00M00.00S,2022-10-22T01:22:38.0Z,3,REGULAR,3pt,Jump Shot,[],203200,30.56833114323259,69.36274509803921,1610612737,80,81,2022-10-22T01:22:45Z,4950000,-97.0,235.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
504,PT00M00.00S,2022-10-22T01:22:41.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,80,81,2022-10-22T01:22:41Z,4960000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,503.0,,,,,,,,,,,,,,,,,
505,PT00M00.00S,2022-10-22T01:22:41.9Z,3,REGULAR,period,end,[],0,,,1610612737,80,81,2022-10-22T01:22:41Z,4970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-10-22T01:24:40.7Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,80,81,2022-10-22T01:25:10Z,4980000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-10-22T01:24:40.7Z,4,REGULAR,substitution,out,['startperiod'],203991,,,1610612737,80,81,2022-10-22T01:25:10Z,4990000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-10-22T01:24:40.7Z,4,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,80,81,2022-10-22T01:25:10Z,5000000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-10-22T01:24:40.7Z,4,REGULAR,substitution,in,['startperiod'],1630168,,,1610612737,80,81,2022-10-22T01:25:10Z,5010000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-10-22T01:25:24.8Z,4,REGULAR,period,start,[],0,,,1610612753,80,81,2022-10-22T01:25:24Z,5020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M39.00S,2022-10-22T01:25:45.4Z,4,REGULAR,3pt,Jump Shot,[],1630175,75.3777923784494,13.725490196078432,1610612753,80,84,2022-10-22T01:25:51Z,5030000,-181.0,179.0,1,right,C. Anthony 25' 3PT  (23 PTS) (R. Hampton 2 AST),"[1630175, 1630181]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.48,Made,,,,,,,,,23.0,R. Hampton,1630181.0,2.0,,,,,,
513,PT11M22.00S,2022-10-22T01:26:01.5Z,4,REGULAR,3pt,Jump Shot,[],203200,11.251642575558476,94.6078431372549,1610612737,80,84,2022-10-22T01:26:08Z,5050000,-223.0,53.0,1,left,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
514,PT11M20.00S,2022-10-22T01:26:03.5Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,80,84,2022-10-22T01:26:08Z,5060000,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,513.0,1.0,1.0,0.0,,,,,,,,,,,,,,
515,PT11M10.00S,2022-10-22T01:26:15.7Z,4,REGULAR,foul,personal,[],1630168,,,1610612753,80,84,2022-10-22T01:26:26Z,5070000,,,0,,O. Okongwu personal FOUL (4 PF),"[1630168, 1629626]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203592.0,,,,,,4.0,1.0,Bol,1629626.0,,
517,PT11M10.00S,2022-10-22T01:26:25.2Z,4,REGULAR,substitution,out,[],1630552,,,1610612753,80,84,2022-10-22T01:26:30Z,5090000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M10.00S,2022-10-22T01:26:25.2Z,4,REGULAR,substitution,in,[],1628381,,,1610612753,80,84,2022-10-22T01:26:30Z,5100000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
