actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-17T23:40:21.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-17T23:40:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-17T23:40:24.9Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2023-03-17T23:40:24Z,40000,False,,,0,,Jump Ball C. Capela vs. K. Looney: Tip to T. Young,"[1629027, 203991, 1626172]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-17T23:40:35.0Z,1,REGULAR,2pt,Jump Shot,[],1627749,8.360709592641262,24.019607843137255,1610612737,0,0,2023-03-17T23:40:45Z,70000,False,130.0,26.0,1,left,MISS D. Murray 13' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,13.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-03-17T23:40:37.0Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2023-03-17T23:40:45Z,80000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-03-17T23:40:51.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,72.48685939553219,19.362745098039216,1610612744,0,3,2023-03-17T23:40:57Z,90000,False,-153.0,206.0,1,right,D. DiVincenzo 25' 3PT  (3 PTS) (J. Kuminga 1 AST),"[1628978, 1630228]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
11,PT11M13.00S,2023-03-17T23:41:07.0Z,1,REGULAR,2pt,Jump Shot,[],1629631,7.703679369250986,70.58823529411765,1610612737,2,3,2023-03-17T23:41:13Z,110000,False,-103.0,20.0,1,left,D. Hunter 10' driving floating Jump Shot (2 PTS) (D. Murray 1 AST),"[1629631, 1627749]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,10.48,Made,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,
13,PT11M04.00S,2023-03-17T23:41:21.7Z,1,REGULAR,foul,offensive,[],1630228,,,1610612744,2,3,2023-03-17T23:43:55Z,130000,False,,,0,,J. Kuminga off-the-ball offensive FOUL (1 PF),"[1630228, 1629027]",1610612744.0,GSW,off-the-ball,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1179.0,1.0,0.0,Young,1629027.0,,,,,
15,PT11M04.00S,2023-03-17T23:41:21.7Z,1,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,2,3,2023-03-17T23:41:21Z,150000,False,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1179.0,,,,,1.0,,,,
16,PT10M47.00S,2023-03-17T23:41:46.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,16.507884362680684,23.03921568627451,1610612737,2,3,2023-03-17T23:41:52Z,160000,False,135.0,103.0,1,left,MISS D. Hunter 16' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,16.95,Missed,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2023-03-17T23:41:48.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,2,3,2023-03-17T23:41:52Z,170000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M37.00S,2023-03-17T23:41:57.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,92.85479632063075,47.30392156862745,1610612744,2,5,2023-03-17T23:42:04Z,180000,False,-13.0,15.0,1,right,K. Looney DUNK (2 PTS) (S. Curry 1 AST),"[1626172, 201939]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,,
20,PT10M24.00S,2023-03-17T23:42:10.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,30.436925098554536,70.09803921568627,1610612737,2,5,2023-03-17T23:42:20Z,200000,False,-100.0,234.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2023-03-17T23:42:13.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,5,2023-03-17T23:42:13Z,210000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
