actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M54.00S,2023-02-26T20:12:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612751,2,2,2023-02-26T20:12:37Z,160000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629631, 1628969]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204059.0,1.0,0.0,Bridges,1628969.0,,,,,
18,PT10M54.00S,2023-02-26T20:12:41.6Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,2,3,2023-02-26T20:12:41Z,180000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
19,PT10M54.00S,2023-02-26T20:12:56.8Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,2,4,2023-02-26T20:12:56Z,190000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
20,PT10M35.00S,2023-02-26T20:13:17.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,84.1819973718791,50.98039215686274,1610612737,2,4,2023-02-26T20:13:25Z,200000,False,5.0,96.0,1,right,MISS J. Collins 9' turnaround Hook,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2023-02-26T20:13:21.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,4,2023-02-26T20:13:25Z,210000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT10M27.00S,2023-02-26T20:13:25.8Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612737,2,4,2023-02-26T20:14:01Z,220000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Hunter 2 FT),"[1629651, 1629631]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628484.0,1.0,0.0,Hunter,1629631.0,,,,,
24,PT10M27.00S,2023-02-26T20:14:01.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629631,,,1610612737,3,4,2023-02-26T20:14:18Z,240000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
25,PT10M27.00S,2023-02-26T20:14:01.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629631,,,1610612737,3,4,2023-02-26T20:14:18Z,250000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M25.00S,2023-02-26T20:14:03.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,3,4,2023-02-26T20:14:18Z,260000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M07.00S,2023-02-26T20:14:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,27.020367936925098,78.18627450980392,1610612751,3,4,2023-02-26T20:14:40Z,270000,False,-141.0,201.0,1,left,MISS D. Finney-Smith 24' pullup 3PT,[1627827],1610612751.0,BKN,pullup,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
28,PT10M04.00S,2023-02-26T20:14:37.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,3,4,2023-02-26T20:14:40Z,280000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M53.00S,2023-02-26T20:14:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,67.62483574244416,38.970588235294116,1610612737,6,4,2023-02-26T20:14:55Z,290000,False,-55.0,252.0,1,right,D. Murray 25' 3PT  (3 PTS) (D. Hunter 1 AST),"[1627749, 1629631]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.78,Made,,,,,,,,3.0,,,,,,D. Hunter,1629631.0,1.0,,
31,PT09M36.00S,2023-02-26T20:15:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,29.25427069645204,28.186274509803923,1610612751,6,7,2023-02-26T20:15:13Z,310000,False,109.0,222.0,1,left,M. Bridges 24' 3PT  (5 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.78,Made,,,,,,,,5.0,,,,,,D. Finney-Smith,1627827.0,1.0,,
33,PT09M23.00S,2023-02-26T20:15:18.7Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,6,7,2023-02-26T20:15:23Z,330000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1629661]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Johnson,1629661.0,,,,,,,,,,,
34,PT09M23.00S,2023-02-26T20:15:18.7Z,1,REGULAR,steal,,[],1629661,,,1610612751,6,7,2023-02-26T20:15:20Z,340000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2023-02-26T20:15:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,5.995400788436268,48.77450980392157,1610612751,6,9,2023-02-26T20:15:33Z,350000,False,6.0,4.0,1,left,C. Johnson running Layup (2 PTS),[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,2.0,,,,,,,,,,
36,PT09M02.00S,2023-02-26T20:15:40.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,67.62483574244416,65.44117647058823,1610612737,6,9,2023-02-26T20:15:45Z,360000,False,77.0,252.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
37,PT08M58.00S,2023-02-26T20:15:44.1Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,6,9,2023-02-26T20:15:44Z,370000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M54.00S,2023-02-26T20:15:56.0Z,1,REGULAR,violation,kicked ball,[],1628969,,,1610612737,6,9,2023-02-26T20:16:01Z,390000,False,,,0,,M. Bridges kicked ball VIOLATION,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,
40,PT08M39.00S,2023-02-26T20:16:21.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,6,9,2023-02-26T20:16:29Z,400000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,201246.0,,,,,,,,,
41,PT08M28.00S,2023-02-26T20:16:46.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,7.046649145860711,5.147058823529411,1610612751,6,9,2023-02-26T20:17:35Z,410000,False,224.0,14.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,22.47,Missed,,,,,,,,,,,,,,,,,,
42,PT08M27.00S,2023-02-26T20:16:47.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,6,9,2023-02-26T20:17:35Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,41.0,,,,,,,,,,,,,,,,,
43,PT08M27.00S,2023-02-26T20:17:25.7Z,1,REGULAR,violation,jumpball,[],1629651,,,1610612737,6,9,2023-02-26T20:17:35Z,430000,False,,,0,,N. Claxton jumpball VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,
44,PT08M15.00S,2023-02-26T20:17:47.6Z,1,REGULAR,3pt,Jump Shot,[],1629631,91.67214191852825,4.411764705882353,1610612737,9,9,2023-02-26T20:17:52Z,440000,False,-228.0,26.0,1,right,D. Hunter 3PT step back (6 PTS),[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.94,Made,,,,,,,,6.0,,,,,,,,,,
45,PT08M03.00S,2023-02-26T20:17:58.9Z,1,REGULAR,2pt,Jump Shot,[],1629661,21.369908015768726,51.225490196078425,1610612751,9,11,2023-02-26T20:18:04Z,450000,False,-6.0,148.0,1,left,C. Johnson 14' pullup Jump Shot (4 PTS) (S. Dinwiddie 1 AST),"[1629661, 203915]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Center,14.85,Made,,,,,,,,4.0,,,,,,S. Dinwiddie,203915.0,1.0,,
47,PT07M45.00S,2023-02-26T20:18:16.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,94.56307490144546,78.67647058823529,1610612737,9,11,2023-02-26T20:18:22Z,470000,False,143.0,-1.0,1,right,MISS D. Murray 14' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,14.34,Missed,,,,,,,,,,,,,,,,,,
48,PT07M43.00S,2023-02-26T20:18:18.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,9,11,2023-02-26T20:18:22Z,480000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Right,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M36.00S,2023-02-26T20:18:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,7.966491458607096,51.225490196078425,1610612751,9,13,2023-02-26T20:18:32Z,490000,False,-6.0,22.0,1,left,D. Finney-Smith running Layup (2 PTS),[1627827],1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,,,,2.0,,,,,,,,,,
51,PT07M24.00S,2023-02-26T20:18:46.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612737,9,13,2023-02-26T20:18:50Z,510000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2023-02-26T20:18:46.0Z,1,REGULAR,substitution,in,[],1630560,,,1610612737,9,13,2023-02-26T20:18:50Z,520000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2023-02-26T20:18:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.9862023653088,51.225490196078425,1610612737,11,13,2023-02-26T20:19:02Z,530000,False,6.0,13.0,1,right,D. Murray Layup (5 PTS) (T. Young 1 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,5.0,,,,,,T. Young,1629027.0,1.0,,
55,PT07M09.00S,2023-02-26T20:19:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,24.52365308804205,83.82352941176471,1610612751,11,13,2023-02-26T20:19:15Z,550000,False,-169.0,178.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
56,PT07M06.00S,2023-02-26T20:19:13.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,11,13,2023-02-26T20:19:15Z,560000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT07M01.00S,2023-02-26T20:19:18.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629027,84.97043363994744,57.107843137254896,1610612737,13,13,2023-02-26T20:19:32Z,570000,False,36.0,89.0,1,right,T. Young 9' driving floating bank Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.56,Made,,,,,,,,2.0,,,,,,,,,,
58,PT06M55.00S,2023-02-26T20:19:27.7Z,1,REGULAR,foul,personal,[],1629631,,,1610612751,13,13,2023-02-26T20:22:41Z,580000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 203915]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1628484.0,2.0,0.0,Dinwiddie,203915.0,,,,,
60,PT06M55.00S,2023-02-26T20:19:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,13,13,2023-02-26T20:19:38Z,600000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2023-02-26T20:22:08.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612751,13,13,2023-02-26T20:22:28Z,610000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2023-02-26T20:22:08.9Z,1,REGULAR,substitution,in,[],203992,,,1610612751,13,13,2023-02-26T20:22:28Z,620000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2023-02-26T20:22:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,18.084756898817346,59.80392156862745,1610612751,13,13,2023-02-26T20:22:55Z,630000,False,-49.0,117.0,1,left,MISS S. Dinwiddie 12' fadeaway Shot,[203915],1610612751.0,BKN,fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,12.73,Missed,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2023-02-26T20:22:51.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,13,13,2023-02-26T20:22:55Z,640000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,63.0,4.0,3.0,1.0,,,,,,,,,,,,,,
65,PT06M33.00S,2023-02-26T20:23:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.59198423127464,48.529411764705884,1610612737,13,13,2023-02-26T20:24:00Z,650000,False,-7.0,17.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2023-02-26T20:23:05.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,13,13,2023-02-26T20:24:00Z,660000,False,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,65.0,5.0,3.0,2.0,,,,,,,,,,,,,,
67,PT06M30.00S,2023-02-26T20:23:08.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,15,13,2023-02-26T20:24:22Z,670000,False,0.0,0.0,1,right,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,2.0,,,,,,,,,,
68,PT06M04.00S,2023-02-26T20:23:29.9Z,1,REGULAR,2pt,Jump Shot,[],1629661,24.917871222076215,62.00980392156863,1610612751,15,15,2023-02-26T20:23:36Z,680000,False,-60.0,182.0,1,left,C. Johnson 19' pullup Jump Shot (6 PTS) (C. Thomas 1 AST),"[1629661, 1630560]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,19.14,Made,,,,,,,,6.0,,,,,,C. Thomas,1630560.0,1.0,,
70,PT05M50.00S,2023-02-26T20:23:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.11760840998686,49.754901960784316,1610612737,17,15,2023-02-26T20:23:51Z,700000,False,-1.0,12.0,1,right,J. Collins cutting DUNK (2 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,2.0,,,,,,D. Murray,1627749.0,1.0,,
72,PT05M41.00S,2023-02-26T20:23:53.4Z,1,REGULAR,2pt,Jump Shot,[],1629661,15.850854139290407,32.35294117647059,1610612751,17,17,2023-02-26T20:24:01Z,720000,False,88.0,96.0,1,left,C. Johnson 13' pullup Jump Shot (8 PTS) (C. Thomas 2 AST),"[1629661, 1630560]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,13.07,Made,,,,,,,,8.0,,,,,,C. Thomas,1630560.0,2.0,,
74,PT05M24.00S,2023-02-26T20:24:12.9Z,1,REGULAR,foul,personal,[],1629661,,,1610612737,17,17,2023-02-26T20:24:20Z,740000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 203991]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Capela,203991.0,,,,,
76,PT05M24.00S,2023-02-26T20:24:20.6Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,17,17,2023-02-26T20:24:25Z,760000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2023-02-26T20:24:20.6Z,1,REGULAR,substitution,out,[],203991,,,1610612737,17,17,2023-02-26T20:24:25Z,770000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M24.00S,2023-02-26T20:24:20.6Z,1,REGULAR,substitution,in,[],1630180,,,1610612737,17,17,2023-02-26T20:24:25Z,780000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M24.00S,2023-02-26T20:24:20.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,17,17,2023-02-26T20:24:25Z,790000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M13.00S,2023-02-26T20:24:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,79.97700394218134,44.6078431372549,1610612737,19,17,2023-02-26T20:24:52Z,800000,False,-27.0,136.0,1,right,D. Murray 13' pullup Jump Shot (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.84,Made,,,,,,,,7.0,,,,,,,,,,
81,PT04M55.00S,2023-02-26T20:25:06.4Z,1,REGULAR,2pt,Jump Shot,[],1630560,21.50131406044678,40.19607843137255,1610612751,19,17,2023-02-26T20:26:33Z,810000,False,49.0,150.0,1,left,MISS C. Thomas 15' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Center,15.74,Missed,,,,,,,,,,,,,,,,,,
82,PT04M54.00S,2023-02-26T20:25:07.4Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612751,19,17,2023-02-26T20:26:33Z,820000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Center,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,,
83,PT04M54.00S,2023-02-26T20:25:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612751,19,17,2023-02-26T20:25:45Z,830000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630180, 1629661]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Johnson,1629661.0,,,,,
85,PT04M54.00S,2023-02-26T20:25:45.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629661,,,1610612751,19,18,2023-02-26T20:25:45Z,850000,False,,,0,,C. Johnson Free Throw 1 of 2 (9 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
86,PT04M54.00S,2023-02-26T20:25:46.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612751,19,18,2023-02-26T20:25:59Z,860000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
