actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT10M44.00S,2022-11-08T01:41:36.0Z,2,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612749,31,38,2022-11-08T01:42:05Z,1670000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630552, 203507]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
172,PT10M44.00S,2022-11-08T01:41:42.1Z,2,REGULAR,substitution,out,[],203200,,,1610612749,31,38,2022-11-08T01:42:57Z,1690000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M44.00S,2022-11-08T01:41:42.1Z,2,REGULAR,substitution,out,[],201586,,,1610612749,31,38,2022-11-08T01:42:57Z,1700000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M44.00S,2022-11-08T01:41:42.1Z,2,REGULAR,substitution,in,[],1629631,,,1610612749,31,38,2022-11-08T01:42:57Z,1710000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M44.00S,2022-11-08T01:41:42.1Z,2,REGULAR,substitution,in,[],201572,,,1610612749,31,38,2022-11-08T01:42:57Z,1720000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M44.00S,2022-11-08T01:42:14.4Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,31,39,2022-11-08T01:42:14Z,1730000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
177,PT10M31.00S,2022-11-08T01:42:30.3Z,2,REGULAR,2pt,Jump Shot,[],1630168,22.026938239159,47.30392156862745,1610612737,33,39,2022-11-08T01:42:36Z,1740000,13.0,155.0,1,left,O. Okongwu 15' pullup Jump Shot (2 PTS),[1630168],1610612737.0,ATL,pullup,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,15.52,Made,2.0,,,,,,,,,,,,,,,,,
178,PT10M07.00S,2022-11-08T01:42:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202083,92.32917214191852,43.872549019607845,1610612749,33,39,2022-11-08T01:43:02Z,1750000,-31.0,20.0,1,right,MISS W. Matthews driving Layup,[202083],1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
179,PT10M05.00S,2022-11-08T01:42:56.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,33,39,2022-11-08T01:43:02Z,1760000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,
180,PT09M50.00S,2022-11-08T01:43:11.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.206964520367937,50.49019607843137,1610612737,35,39,2022-11-08T01:43:21Z,1770000,-2.0,-4.0,1,left,O. Okongwu cutting DUNK (4 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.44,Made,4.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
182,PT09M25.00S,2022-11-08T01:43:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.14651773981603,50.49019607843137,1610612749,35,39,2022-11-08T01:43:43Z,1790000,2.0,31.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
183,PT09M20.00S,2022-11-08T01:43:40.9Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,35,39,2022-11-08T01:43:40Z,1800000,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,182.0,4.0,4.0,0.0,,,,,,,
184,PT09M16.00S,2022-11-08T01:43:45.5Z,2,REGULAR,turnover,lost ball,[],1629631,,,1610612737,35,39,2022-11-08T01:43:50Z,1810000,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1628975]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,
185,PT09M16.00S,2022-11-08T01:43:45.5Z,2,REGULAR,steal,,[],1628975,,,1610612749,35,39,2022-11-08T01:43:48Z,1820000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
186,PT09M04.00S,2022-11-08T01:43:59.8Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612749,35,39,2022-11-08T01:44:48Z,1830000,,,0,,D. Hunter shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629631, 203507]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
188,PT09M04.00S,2022-11-08T01:44:49.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,35,39,2022-11-08T01:44:49Z,1850000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT09M04.00S,2022-11-08T01:44:49.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,35,39,2022-11-08T01:44:49Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,
190,PT09M04.00S,2022-11-08T01:44:51.2Z,2,REGULAR,substitution,out,[],201588,,,1610612749,35,39,2022-11-08T01:45:08Z,1870000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M04.00S,2022-11-08T01:44:51.2Z,2,REGULAR,substitution,out,[],202083,,,1610612749,35,39,2022-11-08T01:45:08Z,1880000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M04.00S,2022-11-08T01:44:51.2Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,35,39,2022-11-08T01:45:08Z,1890000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M04.00S,2022-11-08T01:44:51.2Z,2,REGULAR,substitution,in,[],1630699,,,1610612749,35,39,2022-11-08T01:45:08Z,1900000,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M04.00S,2022-11-08T01:45:16.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,35,40,2022-11-08T01:45:16Z,1910000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (8 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
195,PT08M54.00S,2022-11-08T01:45:27.5Z,2,REGULAR,2pt,Jump Shot,[],1628988,20.45006570302234,70.34313725490196,1610612737,37,40,2022-11-08T01:45:32Z,1920000,-102.0,140.0,1,left,A. Holiday 17' pullup Jump Shot (2 PTS),[1628988],1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Left Center,17.28,Made,2.0,,,,,,,,,,,,,,,,,
196,PT08M37.00S,2022-11-08T01:45:50.3Z,2,REGULAR,foul,technical,['1freethrow'],1630552,,,1610612749,37,40,2022-11-08T01:46:08Z,1930000,,,0,,J. Johnson defensive-3-second technical FOUL (1 Tech),[1630552],1610612737.0,ATL,defensive-3-second,,,Johnson,J. Johnson,,,,,,,,,,,,,200832.0,,,,,,,,,,1.0,1.0,,
197,PT08M37.00S,2022-11-08T01:46:09.5Z,2,REGULAR,freethrow,1 of 1,[],1628960,,,1610612749,37,41,2022-11-08T01:46:09Z,1940000,,,0,,G. Allen technical Free Throw 1 of 1 (10 PTS),[1628960],1610612749.0,MIL,technical,,,Allen,G. Allen,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
199,PT08M31.00S,2022-11-08T01:46:51.0Z,2,REGULAR,foul,personal,[],1630168,,,1610612749,37,41,2022-11-08T01:46:58Z,1960000,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1628960]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,,,1.0,0.0,Allen,1628960.0
201,PT08M24.00S,2022-11-08T01:47:15.8Z,2,REGULAR,3pt,Jump Shot,[],201572,71.43561103810775,21.568627450980394,1610612749,37,41,2022-11-08T01:47:33Z,1980000,-142.0,216.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
202,PT08M22.00S,2022-11-08T01:47:17.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,37,41,2022-11-08T01:47:33Z,1990000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201.0,,,,,,,,,,
204,PT08M17.00S,2022-11-08T01:47:38.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,91.5407358738502,23.03921568627451,1610612749,37,41,2022-11-08T01:47:43Z,2010000,-135.0,27.0,1,right,MISS J. Carter 13' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,8-16 Left,13.75,Missed,,,,,,,,,,,,,,,,,,
205,PT08M12.00S,2022-11-08T01:47:43.3Z,2,REGULAR,rebound,defensive,[],1631100,,,1610612737,37,41,2022-11-08T01:47:43Z,2020000,,,0,,A. Griffin REBOUND (Off:1 Def:2),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Left,,,,,,,,,,204.0,3.0,2.0,1.0,,,,,,,
206,PT08M06.00S,2022-11-08T01:47:48.9Z,2,REGULAR,3pt,Jump Shot,[],1631100,27.94021024967148,74.26470588235294,1610612737,37,41,2022-11-08T01:47:53Z,2030000,-121.0,210.0,1,left,MISS A. Griffin 24' pullup 3PT,[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
207,PT08M03.00S,2022-11-08T01:47:51.9Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,37,41,2022-11-08T01:47:53Z,2040000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,
208,PT07M57.00S,2022-11-08T01:47:58.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,72.09264126149803,82.84313725490196,1610612749,37,41,2022-11-08T01:48:03Z,2050000,164.0,210.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
209,PT07M53.00S,2022-11-08T01:48:02.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,37,41,2022-11-08T01:48:03Z,2060000,,,0,,D. Hunter REBOUND (Off:0 Def:5),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,208.0,5.0,5.0,0.0,,,,,,,
210,PT07M45.00S,2022-11-08T01:48:13.9Z,2,REGULAR,foul,personal,[],1630699,,,1610612737,37,41,2022-11-08T01:48:21Z,2070000,,,0,,M. Beauchamp personal FOUL (1 PF),"[1630699, 1629631]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Hunter,1629631.0
212,PT07M45.00S,2022-11-08T01:48:22.1Z,2,REGULAR,substitution,out,[],1628975,,,1610612737,37,41,2022-11-08T01:48:33Z,2090000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M45.00S,2022-11-08T01:48:22.1Z,2,REGULAR,substitution,in,[],201950,,,1610612737,37,41,2022-11-08T01:48:33Z,2100000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M32.00S,2022-11-08T01:48:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.703679369250986,54.41176470588235,1610612737,37,41,2022-11-08T01:48:57Z,2110000,-22.0,20.0,1,left,MISS O. Okongwu driving Layup,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
215,PT07M28.00S,2022-11-08T01:48:53.4Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,37,41,2022-11-08T01:48:57Z,2120000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,214.0,2.0,1.0,1.0,,,,,,,
216,PT07M28.00S,2022-11-08T01:48:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,5.590000152587891,50.0,1610612737,37,41,2022-11-08T01:48:53Z,2130000,0.0,0.0,1,left,MISS J. Johnson tip Layup,[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
217,PT07M27.00S,2022-11-08T01:48:54.0Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,37,41,2022-11-08T01:48:54Z,2140000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,216.0,3.0,2.0,1.0,,,,,,,
218,PT07M21.00S,2022-11-08T01:49:00.0Z,2,REGULAR,3pt,Jump Shot,[],1630699,89.56964520367937,95.83333333333334,1610612749,37,41,2022-11-08T01:49:06Z,2150000,229.0,46.0,1,right,MISS M. Beauchamp 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
219,PT07M19.00S,2022-11-08T01:49:02.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,37,41,2022-11-08T01:49:06Z,2160000,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,218.0,3.0,2.0,1.0,,,,,,,
220,PT07M01.00S,2022-11-08T01:49:21.2Z,2,REGULAR,2pt,Jump Shot,[],1630168,9.017739816031538,78.67647058823529,1610612737,39,41,2022-11-08T01:49:28Z,2170000,-143.0,32.0,1,left,O. Okongwu 14' Jump Shot (6 PTS) (J. Johnson 2 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,14.7,Made,6.0,J. Johnson,1630552.0,2.0,,,,,,,,,,,,,,
222,PT07M01.00S,2022-11-08T01:49:26.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,39,41,2022-11-08T01:49:26Z,2190000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M47.00S,2022-11-08T01:52:31.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.72339027595268,50.0,1610612749,39,43,2022-11-08T01:52:38Z,2200000,0.0,16.0,1,right,G. Antetokounmpo alley-oop DUNK (10 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.59,Made,10.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
225,PT06M30.00S,2022-11-08T01:52:48.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,8.09789750328515,5.392156862745098,1610612737,39,43,2022-11-08T01:52:59Z,2220000,223.0,24.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,22.42,Missed,,,,,,,,,,,,,,,,,,
226,PT06M29.00S,2022-11-08T01:52:49.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,39,43,2022-11-08T01:52:59Z,2230000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,225.0,,,,,,,,,,
228,PT06M18.00S,2022-11-08T01:53:11.0Z,2,REGULAR,3pt,Jump Shot,[],201950,67.23061760840999,65.44117647058823,1610612749,39,46,2022-11-08T01:56:29Z,2250000,77.0,256.0,1,right,J. Holiday 26' 3PT pullup (10 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.69,Made,10.0,,,,,,,,,,,,,,,,,
229,PT06M00.00S,2022-11-08T01:53:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,9.280551905387648,48.77450980392157,1610612737,41,46,2022-11-08T01:56:17Z,2260000,6.0,35.0,1,left,A. Griffin driving floating Jump Shot (8 PTS) (O. Okongwu 2 AST),"[1631100, 1630168]",1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,3.52,Made,8.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,,,,,
230,PT05M45.00S,2022-11-08T01:53:45.8Z,2,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,41,46,2022-11-08T01:53:56Z,2270000,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (3 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right,,,,,,,200832.0,,,,,,,3.0,,,,,,
231,PT05M45.00S,2022-11-08T01:53:50.4Z,2,REGULAR,substitution,out,[],1631100,,,1610612737,41,46,2022-11-08T01:53:58Z,2280000,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M45.00S,2022-11-08T01:53:50.4Z,2,REGULAR,substitution,out,[],203507,,,1610612737,41,46,2022-11-08T01:53:58Z,2290000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M45.00S,2022-11-08T01:53:50.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,41,46,2022-11-08T01:53:58Z,2300000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M45.00S,2022-11-08T01:53:50.4Z,2,REGULAR,substitution,in,[],1626171,,,1610612737,41,46,2022-11-08T01:53:58Z,2310000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M34.00S,2022-11-08T01:54:16.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,12.434296977660972,44.36274509803921,1610612737,43,46,2022-11-08T01:54:22Z,2320000,28.0,64.0,1,left,D. Hunter 7' pullup Jump Shot (6 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,6.0,,,,,,,,,,,,,,,,,
236,PT05M17.00S,2022-11-08T01:54:33.6Z,2,REGULAR,3pt,Jump Shot,[],201572,71.17279894875165,77.69607843137256,1610612749,43,49,2022-11-08T01:54:39Z,2330000,138.0,218.0,1,right,B. Lopez 25' 3PT  (9 PTS) (J. Holiday 3 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.87,Made,9.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
238,PT04M55.00S,2022-11-08T01:54:55.4Z,2,REGULAR,2pt,Jump Shot,[],1627749,17.69053876478318,72.05882352941177,1610612737,43,49,2022-11-08T02:05:52Z,2350000,-110.0,114.0,1,left,MISS D. Murray 15' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,15.85,Missed,,,,,,,,,,,,,,,,,,
239,PT04M52.00S,2022-11-08T01:54:58.4Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,43,49,2022-11-08T01:55:00Z,2360000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,238.0,4.0,3.0,1.0,,,,,,,
240,PT04M40.00S,2022-11-08T01:55:14.0Z,2,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,43,49,2022-11-08T01:55:27Z,2370000,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,,,,,,,1.0,,,,,,
241,PT04M40.00S,2022-11-08T01:55:24.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,43,49,2022-11-08T01:55:24Z,2380000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,43,49,2022-11-08T01:57:59Z,2400000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,43,49,2022-11-08T01:57:59Z,2410000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,out,[],1630699,,,1610612737,43,49,2022-11-08T01:57:59Z,2420000,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,43,49,2022-11-08T01:57:59Z,2430000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,in,[],203991,,,1610612737,43,49,2022-11-08T01:57:59Z,2440000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M40.00S,2022-11-08T01:57:45.6Z,2,REGULAR,substitution,in,[],202083,,,1610612737,43,49,2022-11-08T01:57:59Z,2450000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M32.00S,2022-11-08T01:58:25.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,17.0335085413929,52.94117647058824,1610612737,43,49,2022-11-08T01:58:33Z,2460000,-15.0,108.0,1,left,MISS D. Hunter 10' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,10.86,Missed,,,,,,,,,,,,,,,,,,
250,PT04M27.00S,2022-11-08T01:58:29.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,43,49,2022-11-08T01:58:29Z,2470000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,249.0,3.0,2.0,1.0,,,,,,,
251,PT04M27.00S,2022-11-08T01:58:30.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,4.812746386333772,48.529411764705884,1610612737,43,49,2022-11-08T01:58:37Z,2480000,7.0,-7.0,1,left,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
252,PT04M25.00S,2022-11-08T01:58:32.0Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,43,49,2022-11-08T01:58:37Z,2490000,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,251.0,5.0,4.0,1.0,,,,,,,
253,PT04M22.00S,2022-11-08T01:58:34.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202083,94.56307490144546,3.6764705882352944,1610612749,43,52,2022-11-08T01:58:42Z,2500000,-232.0,-1.0,1,right,W. Matthews 3PT running (3 PTS) (G. Allen 3 AST),"[202083, 1628960]",1610612749.0,MIL,running,,,Matthews,W. Matthews,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,
