actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-29T00:40:20.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-29T00:40:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-29T00:40:22.7Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612751,0,0,2022-12-29T00:40:22Z,40000,False,,,0,,Jump Ball N. Claxton vs. O. Okongwu: Tip to K. Irving,"[202681, 1629651, 1630168]",1610612751.0,BKN,startperiod,K. Irving,202681.0,Irving,K. Irving,Claxton,1629651.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-12-29T00:40:38.9Z,1,REGULAR,turnover,lost ball,[],1626220,,,1610612751,0,0,2022-12-29T00:40:50Z,70000,False,,,0,,R. O'Neale lost ball TURNOVER (1 TO),"[1626220, 1631100]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,1.0,Griffin,1631100.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-12-29T00:40:38.9Z,1,REGULAR,steal,,[],1631100,,,1610612737,0,0,2022-12-29T00:40:42Z,80000,False,,,0,,A. Griffin STEAL (1 STL),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2022-12-29T00:40:45.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,84.97043363994744,74.26470588235294,1610612737,0,0,2022-12-29T00:41:27Z,90000,False,121.0,89.0,1,right,MISS D. Murray 15' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,,15.03,Missed,,,,,,,,,,,,,,,
10,PT11M30.00S,2022-12-29T00:40:48.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,0,0,2022-12-29T00:40:48Z,100000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2022-12-29T00:41:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,27.94021024967148,22.54901960784314,1610612751,0,0,2022-12-29T00:41:06Z,110000,False,137.0,210.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,25.1,Missed,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-12-29T00:41:04.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2022-12-29T00:41:06Z,120000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M54.00S,2022-12-29T00:41:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,82.34231274638634,45.34313725490196,1610612737,2,0,2022-12-29T00:41:38Z,130000,False,-23.0,113.0,1,right,A. Holiday 11' pullup Jump Shot (2 PTS),[1628988],1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,11.59,Made,,,,,2.0,,,,,,,,,,
14,PT10M36.00S,2022-12-29T00:41:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627732,4.944152431011826,50.49019607843137,1610612751,2,2,2022-12-29T00:41:48Z,140000,False,-2.0,-6.0,1,left,B. Simmons alley-oop DUNK (2 PTS) (K. Durant 1 AST),"[1627732, 201142]",1610612751.0,BKN,alley-oop,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,0.65,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,
