actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-11T00:40:20.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-11T00:40:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-11T00:40:22.9Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612755,0,0,2022-11-11T00:40:22Z,40000,False,,,0,,Jump Ball J. Embiid vs. C. Capela: Tip to P. Tucker,"[200782, 203954, 203991]",1610612755.0,PHI,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Embiid,203954.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-11T00:40:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,8.360709592641262,63.48039215686274,1610612755,0,2,2022-11-11T00:40:44Z,70000,False,-67.0,26.0,1,left,T. Harris 7' turnaround Jump Shot (2 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2022-11-11T00:41:02.0Z,1,REGULAR,2pt,Jump Shot,[],1627749,75.64060446780552,56.86274509803921,1610612737,2,2,2022-11-11T00:41:07Z,80000,False,34.0,176.0,1,right,D. Murray 17' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,17.98,Made,2.0,,,,,,,,,,,,,,,,,
9,PT10M59.00S,2022-11-11T00:41:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.982260183968464,42.8921568627451,1610612755,2,2,2022-11-11T00:41:26Z,90000,False,36.0,98.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.39,Missed,,,,,,,,,,,,,,,,,,
10,PT10M56.00S,2022-11-11T00:41:23.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,2,2022-11-11T00:41:26Z,100000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,
11,PT10M49.00S,2022-11-11T00:41:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,85.3646517739816,50.49019607843137,1610612737,4,2,2022-11-11T00:41:43Z,110000,False,2.0,85.0,1,right,T. Young 8' Layup (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M49.00S,2022-11-11T00:41:41.2Z,1,REGULAR,foul,personal,['1freethrow'],200782,,,1610612737,4,2,2022-11-11T00:41:53Z,120000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Young 1 FT),"[200782, 1629027]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2005.0,1.0,0.0,Young,1629027.0,,,,,,,,
14,PT10M49.00S,2022-11-11T00:41:54.8Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,5,2,2022-11-11T00:41:54Z,140000,False,,,0,,T. Young Free Throw 1 of 1 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
15,PT10M37.00S,2022-11-11T00:42:06.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203954,9.543363994743759,47.05882352941176,1610612755,5,4,2022-11-11T00:42:13Z,150000,False,15.0,37.0,1,left,J. Embiid turnaround Hook (2 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,4.0,Made,2.0,,,,,,,,,,,,,,,,,
