actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-21T23:41:56.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-21T23:41:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-21T23:41:59.5Z,1,REGULAR,jumpball,recovered,[],203585,,,1610612765,0,0,2023-03-21T23:41:59Z,40000,False,,,0,,Jump Ball J. Wiseman vs. C. Capela: Tip to R. McGruder,"[203585, 1630164, 203991]",1610612765.0,DET,startperiod,R. McGruder,203585.0,McGruder,R. McGruder,Wiseman,1630164.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2023-03-21T23:42:08.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,35.138797634691194,47.369025735294116,1610612765,0,0,2023-03-21T23:42:37Z,70000,False,13.0,278.0,1,left,MISS J. Ivey 27' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-03-21T23:42:13.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2023-03-21T23:42:23Z,80000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-03-21T23:42:24.6Z,1,REGULAR,3pt,Jump Shot,[],203992,73.40670170827858,81.86274509803921,1610612737,3,0,2023-03-21T23:42:30Z,90000,False,159.0,197.0,1,right,B. Bogdanovic 25' 3PT  (3 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,,,
11,PT11M13.00S,2023-03-21T23:42:46.3Z,1,REGULAR,foul,personal,[],203992,,,1610612765,3,0,2023-03-21T23:42:52Z,110000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 203585]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2005.0,1.0,0.0,McGruder,203585.0,,,,,
13,PT11M04.00S,2023-03-21T23:43:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,10.068988173455978,65.68627450980392,1610612765,3,0,2023-03-21T23:43:16Z,130000,False,-78.0,42.0,1,left,MISS K. Hayes 8' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,8.9,Missed,,,,,,,,,,,,,,,,,,
14,PT11M01.00S,2023-03-21T23:43:12.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,0,2023-03-21T23:43:16Z,140000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Left,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M56.00S,2023-03-21T23:43:17.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,92.9862023653088,96.56862745098039,1610612737,6,0,2023-03-21T23:43:23Z,150000,False,233.0,13.0,1,right,D. Hunter 3PT running pullup (3 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,running pullup,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,3.0,T. Young,1629027.0,2.0,,,,,,,,,,
17,PT10M40.00S,2023-03-21T23:43:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,30.17411300919842,72.30392156862744,1610612765,6,3,2023-03-21T23:43:37Z,170000,False,-112.0,231.0,1,left,J. Ivey 25' 3PT  (3 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
19,PT10M29.00S,2023-03-21T23:43:45.9Z,1,REGULAR,2pt,Jump Shot,[],1629027,76.03482260183968,66.42156862745098,1610612737,8,3,2023-03-21T23:44:00Z,190000,False,82.0,173.0,1,right,T. Young 19' driving floating bank Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,19.13,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M29.00S,2023-03-21T23:43:53.4Z,1,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612737,8,3,2023-03-21T23:44:04Z,200000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Young 1 FT),"[1630165, 1629027]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202026.0,1.0,0.0,Young,1629027.0,,,,,
22,PT10M29.00S,2023-03-21T23:44:17.8Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,9,3,2023-03-21T23:44:17Z,220000,False,,,0,,T. Young Free Throw 1 of 1 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
