actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-16T20:32:40.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-16T20:32:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-16T20:32:43.1Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612748,0,0,2023-01-16T20:32:43Z,40000,False,,,0,,Jump Ball B. Adebayo vs. O. Okongwu: Tip to G. Vincent,"[1629216, 1628389, 1630168]",1610612748.0,MIA,startperiod,G. Vincent,1629216.0,Vincent,G. Vincent,Adebayo,1628389.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-01-16T20:33:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,25.04927726675427,83.57843137254902,1610612748,0,0,2023-01-16T20:33:09Z,70000,False,-168.0,183.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,24.84,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-16T20:33:04.1Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,0,0,2023-01-16T20:33:09Z,80000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-01-16T20:33:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,5.732588699080158,51.225490196078425,1610612748,0,0,2023-01-16T20:33:13Z,90000,False,-6.0,1.0,1,left,MISS C. Martin putback Layup,[1628997],1610612748.0,MIA,putback,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2023-01-16T20:33:06.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,0,0,2023-01-16T20:33:13Z,100000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2023-01-16T20:33:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.59198423127464,51.71568627450981,1610612737,2,0,2023-01-16T20:33:25Z,110000,False,9.0,17.0,1,right,O. Okongwu Layup (2 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,2.0,D. Hunter,1629631.0,1.0,,,,,,,,,,
13,PT10M59.00S,2023-01-16T20:33:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,31.488173455978973,35.294117647058826,1610612748,2,0,2023-01-16T20:33:45Z,130000,False,74.0,243.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2023-01-16T20:33:43.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,0,2023-01-16T20:33:45Z,140000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M47.00S,2023-01-16T20:33:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612737,2,0,2023-01-16T20:34:17Z,150000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Collins 2 FT),"[1628997, 1628381]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204058.0,1.0,0.0,Collins,1628381.0,,,,,
