actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M25.00S,2023-02-10T00:42:31.6Z,1,REGULAR,steal,,[],101108,,,1610612756,3,4,2023-02-10T00:42:33Z,170000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2023-02-10T00:42:41.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,86.15308804204993,71.07843137254902,1610612756,3,4,2023-02-10T00:46:56Z,180000,False,105.0,78.0,1,right,MISS D. Ayton 13' fadeaway Shot,[1629028],1610612756.0,PHX,fadeaway,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,13.09,Missed,,,,,,,,,,,,,,,,,,
19,PT10M12.00S,2023-02-10T00:42:44.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,3,4,2023-02-10T00:42:46Z,190000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M07.00S,2023-02-10T00:42:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612737,3,4,2023-02-10T00:43:21Z,200000,False,,,0,,D. Lee shooting personal FOUL (1 PF) (Collins 2 FT),"[1627814, 1628381]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Collins,1628381.0,,
22,PT10M07.00S,2023-02-10T00:43:23.2Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,4,4,2023-02-10T00:43:23Z,220000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2023-02-10T00:43:37.9Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,5,4,2023-02-10T00:43:37Z,230000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2023-02-10T00:43:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,82.21090670170827,53.92156862745098,1610612756,5,6,2023-02-10T00:43:55Z,240000,False,20.0,115.0,1,right,D. Lee 11' driving floating Jump Shot (2 PTS),[1627814],1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,11.64,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M40.00S,2023-02-10T00:44:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,6.915243101182654,41.17647058823529,1610612737,5,6,2023-02-10T00:44:11Z,250000,False,44.0,13.0,1,left,MISS J. Collins driving floating Shot,[1628381],1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,
26,PT09M37.00S,2023-02-10T00:44:09.2Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,5,6,2023-02-10T00:44:11Z,260000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT09M28.00S,2023-02-10T00:44:18.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,74.06373193166885,50.98039215686274,1610612756,5,6,2023-02-10T00:44:23Z,270000,False,5.0,191.0,1,right,MISS D. Ayton 19' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,19.14,Missed,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2023-02-10T00:44:21.2Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,5,6,2023-02-10T00:44:21Z,280000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,
29,PT09M21.00S,2023-02-10T00:44:25.6Z,1,REGULAR,turnover,lost ball,[],1629111,,,1610612756,5,6,2023-02-10T00:44:30Z,290000,False,,,0,,J. Landale lost ball TURNOVER (1 TO),"[1629111, 1628381]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Collins,1628381.0,,,,,,,
30,PT09M21.00S,2023-02-10T00:44:25.6Z,1,REGULAR,steal,,[],1628381,,,1610612737,5,6,2023-02-10T00:44:27Z,300000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2023-02-10T00:44:30.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,4.944152431011826,50.98039215686274,1610612737,7,6,2023-02-10T00:44:36Z,310000,False,-5.0,-6.0,1,left,J. Collins running DUNK (4 PTS),[1628381],1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2023-02-10T00:44:49.0Z,1,REGULAR,2pt,Jump Shot,[],101108,74.19513797634691,54.65686274509803,1610612756,7,6,2023-02-10T00:52:48Z,320000,False,23.0,190.0,1,right,MISS C. Paul 19' step back Shot,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,19.15,Missed,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2023-02-10T00:44:51.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,6,2023-02-10T00:44:53Z,330000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,
34,PT08M48.00S,2023-02-10T00:44:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.389618922470433,50.49019607843137,1610612737,7,6,2023-02-10T00:45:04Z,340000,False,-2.0,8.0,1,left,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2023-02-10T00:45:00.5Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,7,6,2023-02-10T00:45:04Z,350000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,
36,PT08M47.00S,2023-02-10T00:45:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,5.590000152587891,50.0,1610612737,9,6,2023-02-10T00:45:03Z,360000,False,0.0,0.0,1,left,T. Young tip Layup (5 PTS),[1629027],1610612737.0,ATL,tip,,,Young,T. Young,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2023-02-10T00:45:08.5Z,1,REGULAR,foul,personal,['1freethrow'],1627814,,,1610612737,9,6,2023-02-10T00:45:29Z,370000,False,,,0,,D. Lee shooting personal FOUL (2 PF) (Young 1 FT),"[1627814, 1629027]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201246.0,2.0,0.0,Young,1629027.0,,
39,PT08M47.00S,2023-02-10T00:45:30.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629027,,,1610612737,9,6,2023-02-10T00:45:48Z,390000,False,,,0,,MISS T. Young Free Throw 1 of 1,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M44.00S,2023-02-10T00:45:33.8Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,9,6,2023-02-10T00:45:48Z,400000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT08M39.00S,2023-02-10T00:45:39.4Z,1,REGULAR,foul,offensive,[],1628470,,,1610612756,9,6,2023-02-10T00:45:45Z,410000,False,,,0,,T. Craig offensive FOUL (1 PF),"[1628470, 1627749]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Murray,1627749.0,,
43,PT08M39.00S,2023-02-10T00:45:39.4Z,1,REGULAR,turnover,offensive foul,[],1628470,,,1610612756,9,6,2023-02-10T00:45:39Z,430000,False,,,0,,T. Craig offensive foul TURNOVER (1 TO),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,2003.0,,,,,,
44,PT08M28.00S,2023-02-10T00:46:02.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,9.543363994743759,21.568627450980394,1610612737,11,6,2023-02-10T00:54:42Z,440000,False,142.0,37.0,1,left,D. Hunter 14' turnaround Jump Shot (2 PTS) (D. Murray 1 AST),"[1629631, 1627749]",1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,14.7,Made,2.0,,,,,D. Murray,1627749.0,1.0,,,,,,,,,,
46,PT08M15.00S,2023-02-10T00:46:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,70.12155059132719,25.98039215686275,1610612756,11,6,2023-02-10T00:46:20Z,460000,False,-120.0,228.0,1,right,MISS T. Craig 25' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
47,PT08M12.00S,2023-02-10T00:46:18.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,11,6,2023-02-10T00:46:20Z,470000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,
48,PT08M08.00S,2023-02-10T00:46:25.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,5.732588699080158,50.98039215686274,1610612737,11,6,2023-02-10T00:58:17Z,480000,False,-5.0,1.0,1,left,MISS D. Murray running Layup,[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
49,PT08M07.00S,2023-02-10T00:46:26.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,11,6,2023-02-10T00:58:17Z,490000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,48.0,3.0,1.0,2.0,,,,,,,,,,,,,
132,PT08M06.00S,2023-02-10T00:46:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.8823915900131425,50.49019607843137,1610612737,11,6,2023-02-10T01:02:59Z,505000,False,-2.0,12.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
133,PT08M04.00S,2023-02-10T00:46:30.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,11,6,2023-02-10T01:02:59Z,512500,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,132.0,,,,,,,,,,,,,,,,
53,PT07M52.00S,2023-02-10T00:46:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,86.41590013140605,45.588235294117645,1610612756,11,8,2023-02-10T00:47:01Z,530000,False,-22.0,75.0,1,right,C. Paul 7' driving floating Jump Shot (4 PTS),[101108],1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,7.84,Made,4.0,,,,,,,,,,,,,,,,,
54,PT07M42.00S,2023-02-10T00:47:08.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,5.075558475689881,49.01960784313725,1610612737,13,8,2023-02-10T00:47:13Z,540000,False,5.0,-5.0,1,left,J. Collins driving DUNK (6 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.69,Made,6.0,,,,,T. Young,1629027.0,1.0,,,,,,,,,,
56,PT07M42.00S,2023-02-10T00:47:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,8,2023-02-10T00:47:15Z,560000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2023-02-10T00:50:22.0Z,1,REGULAR,3pt,Jump Shot,[],1627814,66.17936925098554,51.71568627450981,1610612756,13,8,2023-02-10T00:50:27Z,570000,False,9.0,265.0,1,right,MISS D. Lee 26' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
58,PT07M28.00S,2023-02-10T00:50:27.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,13,8,2023-02-10T00:50:27Z,580000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,57.0,4.0,2.0,2.0,,,,,,,,,,,,,
59,PT07M21.00S,2023-02-10T00:50:34.7Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612737,13,8,2023-02-10T00:50:59Z,590000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Capela 2 FT),"[1629028, 203991]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,1.0,0.0,Capela,203991.0,,
61,PT07M21.00S,2023-02-10T00:51:02.1Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,13,8,2023-02-10T00:51:02Z,610000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2023-02-10T00:51:02.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,13,8,2023-02-10T00:51:02Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,
63,PT07M21.00S,2023-02-10T00:51:15.2Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,14,8,2023-02-10T00:51:15Z,630000,False,,,0,,C. Capela Free Throw 2 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
64,PT07M10.00S,2023-02-10T00:51:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629111,74.98357424441524,87.74509803921569,1610612756,14,8,2023-02-10T00:51:32Z,640000,False,189.0,183.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
65,PT07M05.00S,2023-02-10T00:51:32.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,8,2023-02-10T00:51:32Z,650000,False,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,64.0,5.0,3.0,2.0,,,,,,,,,,,,,
66,PT07M00.00S,2023-02-10T00:51:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.69053876478318,42.64705882352941,1610612737,14,8,2023-02-10T00:51:44Z,660000,False,37.0,114.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.96,Missed,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2023-02-10T00:51:39.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,14,8,2023-02-10T00:51:39Z,670000,False,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,66.0,6.0,3.0,3.0,,,,,,,,,,,,,
68,PT06M56.00S,2023-02-10T00:51:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,7.5722733245729295,54.90196078431373,1610612737,16,8,2023-02-10T00:51:55Z,680000,False,-25.0,19.0,1,left,C. Capela driving Layup (3 PTS),[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.08,Made,3.0,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2023-02-10T00:51:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,82.21090670170827,52.69607843137255,1610612756,16,10,2023-02-10T00:52:02Z,690000,False,13.0,115.0,1,right,D. Ayton 11' turnaround Jump Shot (4 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,11.55,Made,4.0,,,,,C. Paul,101108.0,1.0,,,,,,,,,,
71,PT06M23.00S,2023-02-10T00:52:13.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,10.33180026281209,96.81372549019608,1610612737,19,10,2023-02-10T00:52:18Z,710000,False,-234.0,45.0,1,left,D. Murray 3PT  (3 PTS) (T. Young 2 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.83,Made,3.0,,,,,T. Young,1629027.0,2.0,,,,,,,,,,
73,PT06M12.00S,2023-02-10T00:52:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629111,72.88107752956637,19.607843137254903,1610612756,19,10,2023-02-10T00:52:28Z,730000,False,-152.0,202.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
74,PT06M09.00S,2023-02-10T00:52:27.3Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,19,10,2023-02-10T00:52:28Z,740000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M01.00S,2023-02-10T00:52:35.8Z,1,REGULAR,2pt,Jump Shot,[],1628381,15.982260183968464,23.284313725490197,1610612737,19,10,2023-02-10T00:52:40Z,750000,False,134.0,98.0,1,left,MISS J. Collins 16' pullup Shot,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,16.55,Missed,,,,,,,,,,,,,,,,,,
76,PT05M58.00S,2023-02-10T00:52:38.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,19,10,2023-02-10T00:52:40Z,760000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,
77,PT05M49.00S,2023-02-10T00:52:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,80.50262812089356,61.274509803921575,1610612756,19,12,2023-02-10T00:52:53Z,770000,False,56.0,131.0,1,right,D. Ayton 14' pullup Jump Shot (6 PTS),[1629028],1610612756.0,PHX,pullup,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,14.24,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2023-02-10T00:52:59.7Z,1,REGULAR,2pt,Jump Shot,[],1629631,10.463206307490145,26.96078431372549,1610612737,19,12,2023-02-10T01:08:59Z,780000,False,115.0,46.0,1,left,MISS D. Hunter 12' turnaround Shot,[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,12.4,Missed,,,,,,,,,,,,,,,,,,
79,PT05M34.00S,2023-02-10T00:53:02.7Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,19,12,2023-02-10T00:53:08Z,790000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,
80,PT05M19.00S,2023-02-10T00:53:18.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,74.72076215505913,43.627450980392155,1610612756,19,12,2023-02-10T00:53:23Z,800000,False,-32.0,185.0,1,right,MISS D. Ayton 18' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,18.78,Missed,,,,,,,,,,,,,,,,,,
81,PT05M16.00S,2023-02-10T00:53:21.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,19,12,2023-02-10T00:53:23Z,810000,False,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,,80.0,7.0,4.0,3.0,,,,,,,,,,,,,
