actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
424,PT07M06.00S,2023-01-09T01:35:12.1Z,3,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,77,64,2023-01-09T01:35:12Z,4240000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (15 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
425,PT06M53.00S,2023-01-09T01:35:26.5Z,3,REGULAR,2pt,Jump Shot,[],1629652,83.919185282523,79.65686274509804,1610612760,79,64,2023-01-09T01:35:38Z,4250000,False,148.0,99.0,1,right,L. Dort 17' step back Jump Shot (11 PTS),[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right,17.81,Made,11.0,,,,,,,,,,,,,,,,,
426,PT06M28.00S,2023-01-09T01:35:51.6Z,3,REGULAR,3pt,Jump Shot,[],203501,31.750985545335087,19.11764705882353,1610612742,79,67,2023-01-09T01:35:55Z,4260000,False,154.0,246.0,1,left,T. Hardaway Jr. 29' 3PT  (11 PTS) (S. Dinwiddie 6 AST),"[203501, 203915]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,29.04,Made,11.0,S. Dinwiddie,203915.0,6.0,,,,,,,,,,,,,,
429,PT06M07.00S,2023-01-09T01:36:12.4Z,3,REGULAR,turnover,bad pass,[],1631114,,,1610612760,79,67,2023-01-09T01:36:17Z,4290000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 203915]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Dinwiddie,203915.0,,
430,PT06M07.00S,2023-01-09T01:36:12.4Z,3,REGULAR,steal,,[],203915,,,1610612742,79,67,2023-01-09T01:36:14Z,4300000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
431,PT06M02.00S,2023-01-09T01:36:18.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,27.94021024967148,80.14705882352942,1610612742,79,67,2023-01-09T01:36:23Z,4310000,False,-151.0,210.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
432,PT05M58.00S,2023-01-09T01:36:21.3Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612742,79,67,2023-01-09T01:36:21Z,4320000,False,,,0,,C. Wood REBOUND (Off:2 Def:9),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,,431.0,11.0,9.0,2.0,,,,,,,,,
433,PT05M47.00S,2023-01-09T01:36:32.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203501,19.92444152431012,49.01960784313725,1610612742,79,69,2023-01-09T01:36:38Z,4330000,False,5.0,135.0,1,left,T. Hardaway Jr. 13' Jump Shot (13 PTS) (C. Wood 1 AST),"[203501, 1626174]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.49,Made,13.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,
435,PT05M33.00S,2023-01-09T01:36:51.5Z,3,REGULAR,foul,personal,[],203501,,,1610612760,79,69,2023-01-09T01:37:03Z,4350000,False,,,0,,T. Hardaway Jr. personal FOUL (3 PF),"[203501, 1628983]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,,,,,,,202035.0,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,
437,PT05M21.00S,2023-01-09T01:37:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,94.30026281208936,52.450980392156865,1610612760,79,69,2023-01-09T01:37:23Z,4370000,False,12.0,1.0,1,right,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
438,PT05M19.00S,2023-01-09T01:37:21.8Z,3,REGULAR,rebound,offensive,[],1629026,,,1610612760,79,69,2023-01-09T01:37:23Z,4380000,False,,,0,,K. Williams REBOUND (Off:3 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,437.0,5.0,2.0,3.0,,,,,,,,,
440,PT05M17.00S,2023-01-09T01:37:29.1Z,3,REGULAR,foul,offensive,[],1628983,,,1610612760,79,69,2023-01-09T01:37:36Z,4400000,False,,,0,,S. Gilgeous-Alexander charge offensive FOUL (2 PF),"[1628983, 203501]",1610612760.0,OKC,charge,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,
442,PT05M17.00S,2023-01-09T01:37:29.1Z,3,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,79,69,2023-01-09T01:37:29Z,4420000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,1.0,,,,,,,,
443,PT05M17.00S,2023-01-09T01:37:34.9Z,3,REGULAR,substitution,out,[],1631114,,,1610612742,79,69,2023-01-09T01:37:53Z,4430000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M17.00S,2023-01-09T01:37:34.9Z,3,REGULAR,substitution,in,[],1630544,,,1610612742,79,69,2023-01-09T01:37:53Z,4440000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M05.00S,2023-01-09T01:38:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203501,6.783837056504599,41.911764705882355,1610612742,79,69,2023-01-09T01:38:13Z,4450000,False,40.0,11.0,1,left,MISS T. Hardaway Jr. driving Layup - blocked,"[203501, 1628983]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
446,PT05M05.00S,2023-01-09T01:38:09.3Z,3,REGULAR,block,,[],1628983,,,1610612742,79,69,2023-01-09T01:38:12Z,4460000,False,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
447,PT05M02.00S,2023-01-09T01:38:12.3Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,79,69,2023-01-09T01:38:13Z,4470000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,445.0,4.0,4.0,0.0,,,,,,,,,
448,PT04M51.00S,2023-01-09T01:38:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,94.1688567674113,48.03921568627451,1610612760,81,69,2023-01-09T01:38:27Z,4480000,False,-10.0,2.0,1,right,K. Williams driving Layup (12 PTS) (T. Mann 3 AST),"[1629026, 1630544]",1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.01,Made,12.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,
450,PT04M33.00S,2023-01-09T01:38:47.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612742,81,69,2023-01-09T01:38:57Z,4500000,False,,,0,,S. Gilgeous-Alexander personal FOUL (3 PF) (Hardy 2 FT),"[1628983, 1630702]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,,,,3.0,0.0,Hardy,1630702.0,,,,
452,PT04M33.00S,2023-01-09T01:39:20.0Z,3,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,81,70,2023-01-09T01:39:20Z,4520000,False,,,0,,J. Hardy Free Throw 1 of 2 (7 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
453,PT04M33.00S,2023-01-09T01:39:21.6Z,3,REGULAR,substitution,out,[],1629652,,,1610612742,81,70,2023-01-09T01:39:35Z,4530000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M33.00S,2023-01-09T01:39:21.6Z,3,REGULAR,substitution,out,[],1629026,,,1610612742,81,70,2023-01-09T01:39:35Z,4540000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M33.00S,2023-01-09T01:39:21.6Z,3,REGULAR,substitution,in,[],203488,,,1610612742,81,70,2023-01-09T01:39:35Z,4550000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M33.00S,2023-01-09T01:39:21.6Z,3,REGULAR,substitution,in,[],1630322,,,1610612742,81,70,2023-01-09T01:39:35Z,4560000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M33.00S,2023-01-09T01:39:42.6Z,3,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,81,71,2023-01-09T01:39:42Z,4570000,False,,,0,,J. Hardy Free Throw 2 of 2 (8 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
458,PT04M24.00S,2023-01-09T01:39:55.6Z,3,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612760,81,71,2023-01-09T01:40:02Z,4580000,False,,,0,,J. Hardy shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630702, 1628983]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,
460,PT04M24.00S,2023-01-09T01:40:17.1Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,82,71,2023-01-09T01:40:17Z,4600000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
461,PT04M24.00S,2023-01-09T01:40:30.5Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,83,71,2023-01-09T01:40:30Z,4610000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
462,PT04M11.00S,2023-01-09T01:40:52.7Z,3,REGULAR,3pt,Jump Shot,[],203501,31.882391590013142,65.68627450980392,1610612742,83,74,2023-01-09T01:40:57Z,4620000,False,-78.0,247.0,1,left,T. Hardaway Jr. 25' 3PT  (16 PTS) (J. Hardy 3 AST),"[203501, 1630702]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.93,Made,16.0,J. Hardy,1630702.0,3.0,,,,,,,,,,,,,,
464,PT03M52.00S,2023-01-09T01:41:11.3Z,3,REGULAR,3pt,Jump Shot,[],203488,80.1084099868594,92.15686274509804,1610612760,83,74,2023-01-09T01:41:16Z,4640000,False,211.0,134.0,1,right,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
465,PT03M49.00S,2023-01-09T01:41:14.3Z,3,REGULAR,rebound,defensive,[],1630702,,,1610612742,83,74,2023-01-09T01:41:16Z,4650000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,,,464.0,1.0,1.0,0.0,,,,,,,,,
466,PT03M35.00S,2023-01-09T01:41:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,12.434296977660972,50.49019607843137,1610612742,83,74,2023-01-09T01:41:33Z,4660000,False,-2.0,64.0,1,left,MISS C. Wood 6' turnaround Shot,[1626174],1610612742.0,DAL,turnaround,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
467,PT03M33.00S,2023-01-09T01:41:30.2Z,3,REGULAR,rebound,defensive,[],1630322,,,1610612760,83,74,2023-01-09T01:41:33Z,4670000,False,,,0,,L. Waters III REBOUND (Off:1 Def:3),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,466.0,4.0,3.0,1.0,,,,,,,,,
468,PT03M29.00S,2023-01-09T01:41:34.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,71.43561103810775,21.568627450980394,1610612760,83,74,2023-01-09T01:42:14Z,4680000,False,-142.0,216.0,1,right,MISS S. Gilgeous-Alexander 25' running 3PT,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
469,PT03M26.00S,2023-01-09T01:41:37.5Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,83,74,2023-01-09T01:41:41Z,4690000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,468.0,5.0,5.0,0.0,,,,,,,,,
470,PT03M19.00S,2023-01-09T01:41:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.206964520367937,53.92156862745098,1610612742,83,76,2023-01-09T01:41:47Z,4700000,False,-20.0,-4.0,1,left,S. Dinwiddie driving Layup (17 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,1.99,Made,17.0,,,,,,,,,,,,,,,,,
471,PT03M11.00S,2023-01-09T01:41:51.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,88.64980289093299,49.26470588235294,1610612760,85,76,2023-01-09T01:41:55Z,4710000,False,-4.0,54.0,1,right,T. Mann driving floating Jump Shot (6 PTS) (S. Gilgeous-Alexander 3 AST),"[1630544, 1628983]",1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,6.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
472,PT02M55.00S,2023-01-09T01:42:07.7Z,3,REGULAR,2pt,Jump Shot,[],1626174,4.681340341655716,76.9607843137255,1610612742,85,78,2023-01-09T01:42:13Z,4720000,False,-135.0,-8.0,1,left,C. Wood 13' Jump Shot (17 PTS) (S. Dinwiddie 7 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,13.51,Made,17.0,S. Dinwiddie,203915.0,7.0,,,,,,,,,,,,,,
474,PT02M37.00S,2023-01-09T01:42:26.3Z,3,REGULAR,2pt,Jump Shot,[],1630198,81.15965834428384,20.833333333333336,1610612760,87,78,2023-01-09T01:42:31Z,4740000,False,-146.0,125.0,1,right,I. Joe 19' pullup Jump Shot (5 PTS) (M. Muscala 1 AST),"[1630198, 203488]",1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left Center,19.18,Made,5.0,M. Muscala,203488.0,1.0,,,,,,,,,,,,,,
477,PT02M15.00S,2023-01-09T01:42:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,13.222733245729303,37.745098039215684,1610612742,87,80,2023-01-09T01:42:52Z,4760000,False,61.0,72.0,1,left,S. Dinwiddie 9' turnaround Jump Shot (19 PTS),[203915],1610612742.0,DAL,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Right,9.44,Made,19.0,,,,,,,,,,,,,,,,,
478,PT02M00.00S,2023-01-09T01:43:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,46.32352941176471,1610612760,89,80,2023-01-09T01:43:05Z,4770000,False,-18.0,12.0,1,right,S. Gilgeous-Alexander driving Layup (20 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.21,Made,20.0,,,,,,,,,,,,,,,,,
479,PT01M59.00S,2023-01-09T01:43:10.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,89,80,2023-01-09T01:43:24Z,4780000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M49.00S,2023-01-09T01:46:20.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.995400788436268,48.77450980392157,1610612742,89,82,2023-01-09T01:46:25Z,4790000,False,6.0,4.0,1,left,C. Wood cutting DUNK (19 PTS) (S. Dinwiddie 8 AST),"[1626174, 203915]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.72,Made,19.0,S. Dinwiddie,203915.0,8.0,,,,,,,,,,,,,,
482,PT01M32.00S,2023-01-09T01:46:36.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,91.27792378449409,46.07843137254902,1610612760,91,82,2023-01-09T01:46:41Z,4810000,False,-20.0,29.0,1,right,S. Gilgeous-Alexander fadeaway Jump Shot (22 PTS) (I. Joe 2 AST),"[1628983, 1630198]",1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.54,Made,22.0,I. Joe,1630198.0,2.0,,,,,,,,,,,,,,
484,PT01M03.00S,2023-01-09T01:47:22.5Z,3,REGULAR,3pt,Jump Shot,[],1630702,24.52365308804205,87.25490196078431,1610612742,91,82,2023-01-09T01:47:27Z,4830000,False,-186.0,178.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
485,PT00M59.90S,2023-01-09T01:47:25.6Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,91,82,2023-01-09T01:47:27Z,4840000,False,,,0,,I. Joe REBOUND (Off:0 Def:4),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,,,484.0,4.0,4.0,0.0,,,,,,,,,
486,PT00M49.80S,2023-01-09T01:47:35.6Z,3,REGULAR,3pt,Jump Shot,[],1630544,81.42247043363994,93.87254901960785,1610612760,91,82,2023-01-09T01:47:40Z,4850000,False,219.0,122.0,1,right,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
487,PT00M46.90S,2023-01-09T01:47:38.5Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,91,82,2023-01-09T01:47:40Z,4860000,False,,,0,,C. Wood REBOUND (Off:2 Def:10),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,486.0,12.0,10.0,2.0,,,,,,,,,
488,PT00M40.00S,2023-01-09T01:47:45.7Z,3,REGULAR,3pt,Jump Shot,[],203915,23.209592641261498,9.558823529411764,1610612742,91,82,2023-01-09T01:47:51Z,4870000,False,202.0,166.0,1,left,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
489,PT00M37.60S,2023-01-09T01:47:48.1Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,91,82,2023-01-09T01:47:51Z,4880000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,488.0,2.0,2.0,0.0,,,,,,,,,
490,PT00M28.70S,2023-01-09T01:47:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,49.754901960784316,1610612760,93,82,2023-01-09T01:48:02Z,4890000,False,-1.0,15.0,1,right,S. Gilgeous-Alexander driving Layup (24 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.47,Made,24.0,,,,,,,,,,,,,,,,,
491,PT00M28.70S,2023-01-09T01:48:01.7Z,3,REGULAR,foul,personal,['1freethrow'],1630702,,,1610612760,93,82,2023-01-09T01:48:11Z,4900000,False,,,0,,J. Hardy shooting personal FOUL (3 PF) (Gilgeous-Alexander 1 FT),"[1630702, 1628983]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,
494,PT00M28.70S,2023-01-09T01:48:23.8Z,3,REGULAR,substitution,out,[],203493,,,1610612760,93,82,2023-01-09T01:49:48Z,4920000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M28.70S,2023-01-09T01:48:23.8Z,3,REGULAR,substitution,in,[],202722,,,1610612760,93,82,2023-01-09T01:49:48Z,4930000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M28.70S,2023-01-09T01:48:40.7Z,3,REGULAR,substitution,out,[],203488,,,1610612760,93,82,2023-01-09T01:49:48Z,4940000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M28.70S,2023-01-09T01:48:40.7Z,3,REGULAR,substitution,in,[],1630647,,,1610612760,93,82,2023-01-09T01:49:48Z,4950000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M28.70S,2023-01-09T01:48:58.8Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,94,82,2023-01-09T01:48:58Z,4960000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (25 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
499,PT00M12.90S,2023-01-09T01:49:24.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612742,94,82,2023-01-09T01:57:11Z,4970000,False,,,0,,T. Mann personal FOUL (1 PF) (Wood 2 FT),"[1630544, 1626174]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,202035.0,,,,,,1.0,0.0,Wood,1626174.0,,,,
501,PT00M12.90S,2023-01-09T01:49:48.5Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,94,82,2023-01-09T01:58:33Z,5082500,False,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
502,PT00M12.90S,2023-01-09T01:49:48.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,94,82,2023-01-09T01:58:33Z,5083750,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,
564,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,out,[],1630647,,,1610612742,94,82,2023-01-09T01:59:33Z,5084062,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,out,[],1630702,,,1610612742,94,82,2023-01-09T01:59:33Z,5084218,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,out,[],203915,,,1610612742,94,82,2023-01-09T01:59:33Z,5084296,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,out,[],202722,,,1610612742,94,82,2023-01-09T01:59:33Z,5084335,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,in,[],203488,,,1610612742,94,82,2023-01-09T01:59:33Z,5084355,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,in,[],203493,,,1610612742,94,82,2023-01-09T01:59:33Z,5084365,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,94,82,2023-01-09T01:59:33Z,5084370,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
