actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
517,PT09M00.00S,2022-10-28T01:49:58.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,97,92,2022-10-28T01:50:08Z,5080000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,516.0,,,,,
518,PT09M00.00S,2022-10-28T01:50:06.8Z,4,REGULAR,foul,personal,[],1627826,,,1610612760,97,92,2022-10-28T01:50:13Z,5090000,,,0,,I. Zubac loose ball personal FOUL (1 PF),"[1627826, 203488]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,101283.0,1.0,0.0,Muscala,203488.0,,,,,,,,,,,,
520,PT08M52.00S,2022-10-28T01:50:23.4Z,4,REGULAR,3pt,Jump Shot,[],203488,28.203022339027594,79.41176470588235,1610612760,97,92,2022-10-28T01:50:29Z,5110000,-147.0,213.0,1,left,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
521,PT08M48.00S,2022-10-28T01:50:27.4Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,97,92,2022-10-28T01:50:29Z,5120000,,,0,,I. Zubac REBOUND (Off:3 Def:11),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,520.0,14.0,11.0,3.0,,
522,PT08M44.00S,2022-10-28T01:50:33.5Z,4,REGULAR,foul,personal,[],1630598,,,1610612746,97,92,2022-10-28T02:19:58Z,5130000,,,0,,A. Wiggins personal FOUL (2 PF),"[1630598, 202704]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,,,
524,PT08M44.00S,2022-10-28T01:50:43.4Z,4,REGULAR,substitution,out,[],202322,,,1610612746,97,92,2022-10-28T01:50:54Z,5150000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M44.00S,2022-10-28T01:50:43.4Z,4,REGULAR,substitution,in,[],1626181,,,1610612746,97,92,2022-10-28T01:50:54Z,5160000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M38.00S,2022-10-28T01:51:10.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,84.83902759526939,58.333333333333336,1610612746,97,94,2022-10-28T01:51:21Z,5170000,42.0,90.0,1,right,N. Powell 9' driving floating Jump Shot (19 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,9.92,Made,19.0,,,,,,I. Zubac,1627826.0,1.0,,,,,,,,,
528,PT08M20.00S,2022-10-28T01:51:29.2Z,4,REGULAR,2pt,Jump Shot,[],1630544,21.50131406044678,70.58823529411765,1610612760,97,94,2022-10-28T01:51:39Z,5190000,-103.0,150.0,1,left,MISS T. Mann 18' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,18.16,Missed,,,,,,,,,,,,,,,,,,
529,PT08M18.00S,2022-10-28T01:51:31.2Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,97,94,2022-10-28T01:51:39Z,5200000,,,0,,I. Zubac REBOUND (Off:3 Def:12),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,528.0,15.0,12.0,3.0,,
531,PT08M10.00S,2022-10-28T01:51:53.9Z,4,REGULAR,3pt,Jump Shot,[],202704,65.65374507227332,55.88235294117647,1610612746,97,94,2022-10-28T01:52:14Z,5220000,29.0,270.0,1,right,MISS R. Jackson 27' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
532,PT08M07.00S,2022-10-28T01:51:59.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,97,94,2022-10-28T01:51:59Z,5230000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,531.0,,,,,
534,PT07M55.00S,2022-10-28T01:52:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627826,,,1610612760,97,94,2022-10-28T01:52:32Z,5250000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Muscala 2 FT),"[1627826, 203488]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,1627539.0,2.0,0.0,Muscala,203488.0,,,,,,,,,,,,
536,PT07M55.00S,2022-10-28T01:52:48.6Z,4,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,98,94,2022-10-28T01:52:48Z,5270000,,,0,,M. Muscala Free Throw 1 of 2 (4 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
537,PT07M55.00S,2022-10-28T01:52:50.7Z,4,REGULAR,substitution,out,[],203496,,,1610612760,98,94,2022-10-28T01:52:57Z,5280000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M55.00S,2022-10-28T01:52:50.7Z,4,REGULAR,substitution,in,[],1629611,,,1610612760,98,94,2022-10-28T01:52:57Z,5290000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M55.00S,2022-10-28T01:53:11.3Z,4,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,99,94,2022-10-28T01:53:11Z,5300000,,,0,,M. Muscala Free Throw 2 of 2 (5 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
540,PT07M40.00S,2022-10-28T01:53:27.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.67871222076215,55.63725490196079,1610612746,99,96,2022-10-28T01:53:33Z,5310000,28.0,73.0,1,right,R. Jackson 7' driving floating Jump Shot (16 PTS) (I. Zubac 2 AST),"[202704, 1627826]",1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,16.0,,,,,,I. Zubac,1627826.0,2.0,,,,,,,,,
543,PT07M24.00S,2022-10-28T01:53:48.8Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,99,96,2022-10-28T01:54:04Z,5340000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M24.00S,2022-10-28T01:53:48.8Z,4,REGULAR,substitution,out,[],1628379,,,1610612760,99,96,2022-10-28T01:54:04Z,5350000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M24.00S,2022-10-28T01:53:48.8Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,99,96,2022-10-28T01:54:04Z,5360000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M24.00S,2022-10-28T01:53:48.8Z,4,REGULAR,substitution,in,[],202331,,,1610612760,99,96,2022-10-28T01:54:04Z,5370000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M22.00S,2022-10-28T01:54:18.7Z,4,REGULAR,2pt,Jump Shot,[],203488,4.28712220762155,86.51960784313727,1610612760,99,96,2022-10-28T01:54:25Z,5380000,-183.0,-12.0,1,left,MISS M. Muscala 18' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Left,18.3,Missed,,,,,,,,,,,,,,,,,,
548,PT07M18.00S,2022-10-28T01:54:22.7Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,99,96,2022-10-28T01:54:25Z,5390000,,,0,,I. Zubac REBOUND (Off:3 Def:13),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,547.0,16.0,13.0,3.0,,
549,PT07M05.00S,2022-10-28T01:54:35.2Z,4,REGULAR,2pt,Jump Shot,[],202704,79.05716162943496,50.49019607843137,1610612746,99,98,2022-10-28T01:54:41Z,5400000,2.0,144.0,1,right,R. Jackson 14' step back Jump Shot (18 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Center,14.44,Made,18.0,,,,,,,,,,,,,,,,,
550,PT06M54.00S,2022-10-28T01:54:50.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,99,98,2022-10-28T01:54:51Z,5410000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M54.00S,2022-10-28T01:56:24.0Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,99,98,2022-10-28T01:57:33Z,5420000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M54.00S,2022-10-28T01:56:24.0Z,4,REGULAR,substitution,out,[],203488,,,1610612760,99,98,2022-10-28T01:57:33Z,5430000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M54.00S,2022-10-28T01:56:24.0Z,4,REGULAR,substitution,in,[],1630526,,,1610612760,99,98,2022-10-28T01:57:33Z,5440000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M54.00S,2022-10-28T01:56:24.0Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,99,98,2022-10-28T01:57:33Z,5450000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M50.00S,2022-10-28T01:58:14.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,99,98,2022-10-28T02:05:31Z,5490000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M43.00S,2022-10-28T02:01:28.5Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,99,98,2022-10-28T02:23:10Z,5510000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M43.00S,2022-10-28T02:01:28.5Z,4,REGULAR,substitution,in,[],1630197,,,1610612760,99,98,2022-10-28T02:23:10Z,5520000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M42.00S,2022-10-28T02:01:38.0Z,4,REGULAR,turnover,out-of-bounds,[],1630197,,,1610612760,99,98,2022-10-28T02:23:10Z,5530000,,,0,,A. Pokusevski bad pass out-of-bounds TURNOVER (3 TO),[1630197],1610612760.0,OKC,bad pass,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,101283.0,,,,,,,,3.0,,,,,,,,
564,PT06M28.00S,2022-10-28T02:01:46.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,92.32917214191852,64.70588235294117,1610612746,99,98,2022-10-28T02:26:25Z,5540000,74.0,20.0,1,right,MISS N. Powell 7' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.61,Missed,,,,,,,,,,,,,,,,,,
565,PT06M25.00S,2022-10-28T02:01:49.7Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,99,98,2022-10-28T02:01:52Z,5550000,,,0,,I. Zubac REBOUND (Off:4 Def:13),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,564.0,17.0,13.0,4.0,,
566,PT06M24.00S,2022-10-28T02:01:49.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,91.80354796320631,45.09803921568628,1610612746,99,98,2022-10-28T02:01:58Z,5560000,-25.0,25.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 1630197]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,Pokusevski,1630197.0
567,PT06M24.00S,2022-10-28T02:01:49.6Z,4,REGULAR,block,,[],1630197,,,1610612746,99,98,2022-10-28T02:01:51Z,5570000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
568,PT06M24.00S,2022-10-28T02:01:49.6Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,99,98,2022-10-28T02:01:58Z,5580000,,,0,,I. Zubac REBOUND (Off:5 Def:13),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,566.0,18.0,13.0,5.0,,
569,PT06M13.00S,2022-10-28T02:02:00.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202331,74.72076215505913,9.803921568627452,1610612746,99,98,2022-10-28T02:27:26Z,5590000,-201.0,185.0,1,right,MISS P. George 27' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
570,PT06M10.00S,2022-10-28T02:02:03.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,99,98,2022-10-28T02:02:06Z,5600000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,569.0,2.0,1.0,1.0,,
571,PT06M04.00S,2022-10-28T02:02:10.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,16.63929040735874,50.0,1610612760,99,98,2022-10-28T02:02:18Z,5610000,0.0,104.0,1,left,MISS L. Dort 10' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,10.39,Missed,,,,,,,,,,,,,,,,,,
572,PT06M00.00S,2022-10-28T02:02:14.9Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612760,99,98,2022-10-28T02:02:18Z,5620000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,571.0,2.0,1.0,1.0,,
573,PT05M59.00S,2022-10-28T02:02:14.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,8.09789750328515,51.9607843137255,1610612760,101,98,2022-10-28T02:28:20Z,5630000,-10.0,24.0,1,left,J. Robinson-Earl putback Layup (5 PTS),[1630526],1610612760.0,OKC,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,2.56,Made,5.0,,,,,,,,,,,,,,,,,
574,PT05M51.00S,2022-10-28T02:02:23.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,90.62089356110381,52.69607843137255,1610612746,101,100,2022-10-28T02:02:28Z,5640000,13.0,36.0,1,right,P. George driving DUNK (10 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,3.82,Made,10.0,,,,,,,,,,,,,,,,,
575,PT05M31.00S,2022-10-28T02:02:43.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.411957950065702,50.49019607843137,1610612760,103,100,2022-10-28T02:02:48Z,5650000,-2.0,36.0,1,left,S. Gilgeous-Alexander driving Layup (20 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.61,Made,20.0,,,,,,,,,,,,,,,,,
576,PT05M13.00S,2022-10-28T02:03:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.46057818659659,54.166666666666664,1610612746,103,102,2022-10-28T02:03:10Z,5660000,21.0,18.0,1,right,T. Mann driving Layup (6 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.78,Made,6.0,,,,,,,,,,,,,,,,,
577,PT04M55.00S,2022-10-28T02:03:19.8Z,4,REGULAR,3pt,Jump Shot,[],1630197,33.327858081471746,32.59803921568628,1610612760,106,102,2022-10-28T02:30:21Z,5670000,87.0,261.0,1,left,A. Pokusevski 27' 3PT pullup (12 PTS) (J. Robinson-Earl 2 AST),"[1630197, 1630526]",1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,27.49,Made,12.0,,,,,,J. Robinson-Earl,1630526.0,2.0,,,,,,,,,
579,PT04M44.00S,2022-10-28T02:03:33.2Z,4,REGULAR,foul,personal,[],1630197,,,1610612746,106,102,2022-10-28T02:03:46Z,5690000,,,0,,A. Pokusevski personal FOUL (2 PF),"[1630197, 1629611]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Right Center,,,,101283.0,2.0,0.0,Mann,1629611.0,,,,,,,,,,,,
581,PT04M44.00S,2022-10-28T02:03:42.7Z,4,REGULAR,substitution,out,[],1630526,,,1610612746,106,102,2022-10-28T02:03:45Z,5710000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M44.00S,2022-10-28T02:03:42.7Z,4,REGULAR,substitution,in,[],1630544,,,1610612746,106,102,2022-10-28T02:03:45Z,5720000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M40.00S,2022-10-28T02:04:00.0Z,4,REGULAR,turnover,lost ball,[],1627826,,,1610612746,106,102,2022-10-28T02:04:09Z,5730000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1628983]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,
584,PT04M40.00S,2022-10-28T02:04:00.0Z,4,REGULAR,steal,,[],1628983,,,1610612760,106,102,2022-10-28T02:04:03Z,5740000,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
585,PT04M37.00S,2022-10-28T02:04:04.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,7.440867279894875,44.6078431372549,1610612760,108,102,2022-10-28T02:30:56Z,5750000,27.0,17.0,1,left,S. Gilgeous-Alexander running Layup (22 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.21,Made,22.0,,,,,,,,,,,,,,,,,
586,PT04M37.00S,2022-10-28T02:05:30.5Z,4,REGULAR,substitution,out,[],1629611,,,1610612746,108,102,2022-10-28T02:05:39Z,5760000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M37.00S,2022-10-28T02:05:30.5Z,4,REGULAR,substitution,in,[],202322,,,1610612746,108,102,2022-10-28T02:05:39Z,5770000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M28.00S,2022-10-28T02:05:57.6Z,4,REGULAR,3pt,Jump Shot,[],1626181,71.17279894875165,81.86274509803921,1610612746,108,102,2022-10-28T02:06:03Z,5780000,159.0,218.0,1,right,MISS N. Powell 27' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
589,PT04M25.00S,2022-10-28T02:06:00.6Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,108,102,2022-10-28T02:06:03Z,5790000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,588.0,4.0,3.0,1.0,,
590,PT04M16.00S,2022-10-28T02:06:11.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612760,108,102,2022-10-28T02:06:26Z,5800000,,,0,,P. George shooting personal FOUL (1 PF) (Dort 2 FT),"[202331, 1629652]",1610612746.0,LAC,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,101283.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,
592,PT04M16.00S,2022-10-28T02:06:39.7Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,109,102,2022-10-28T02:06:39Z,5820000,,,0,,L. Dort Free Throw 1 of 2 (20 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
593,PT04M16.00S,2022-10-28T02:06:56.8Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,110,102,2022-10-28T02:06:56Z,5830000,,,0,,L. Dort Free Throw 2 of 2 (21 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
594,PT04M04.00S,2022-10-28T02:07:12.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.75229960578186,50.73529411764706,1610612746,110,104,2022-10-28T02:31:58Z,5840000,4.0,34.0,1,right,N. Powell driving finger roll Layup (21 PTS) (P. George 3 AST),"[1626181, 202331]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.46,Made,21.0,,,,,,P. George,202331.0,3.0,,,,,,,,,
596,PT03M49.00S,2022-10-28T02:07:26.3Z,4,REGULAR,3pt,Jump Shot,[],1630197,9.806176084099869,3.9215686274509802,1610612760,113,104,2022-10-28T02:07:31Z,5860000,230.0,40.0,1,left,A. Pokusevski 3PT  (15 PTS) (S. Gilgeous-Alexander 6 AST),"[1630197, 1628983]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,23.38,Made,15.0,,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,
598,PT03M35.00S,2022-10-28T02:07:40.9Z,4,REGULAR,3pt,Jump Shot,[],202331,72.22404730617609,81.12745098039215,1610612746,113,104,2022-10-28T02:32:28Z,5880000,156.0,209.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
599,PT03M31.00S,2022-10-28T02:07:44.9Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,113,104,2022-10-28T02:07:48Z,5890000,,,0,,A. Pokusevski REBOUND (Off:3 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,598.0,5.0,2.0,3.0,,
600,PT03M10.00S,2022-10-28T02:08:05.9Z,4,REGULAR,3pt,Jump Shot,[],1629652,30.436925098554536,20.588235294117645,1610612760,113,104,2022-10-28T02:08:11Z,5900000,147.0,234.0,1,left,MISS L. Dort 27' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.61,Missed,,,,,,,,,,,,,,,,,,
601,PT03M07.00S,2022-10-28T02:08:08.9Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,113,104,2022-10-28T02:08:11Z,5910000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,600.0,6.0,6.0,0.0,,
602,PT03M01.00S,2022-10-28T02:08:15.4Z,4,REGULAR,turnover,lost ball,[],1626181,,,1610612746,113,104,2022-10-28T02:08:25Z,5920000,,,0,,N. Powell lost ball TURNOVER (3 TO),"[1626181, 1629652]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,3.0,Dort,1629652.0,,,,,,
603,PT03M01.00S,2022-10-28T02:08:15.4Z,4,REGULAR,steal,,[],1629652,,,1610612760,113,104,2022-10-28T02:08:17Z,5930000,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
604,PT02M57.00S,2022-10-28T02:08:19.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630544,20.05584756898817,92.40196078431373,1610612760,116,104,2022-10-28T02:33:58Z,5940000,-212.0,136.0,1,left,T. Mann 25' 3PT running pullup (14 PTS) (L. Dort 4 AST),"[1630544, 1629652]",1610612760.0,OKC,running pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.19,Made,14.0,,,,,,L. Dort,1629652.0,4.0,,,,,,,,,
606,PT02M55.00S,2022-10-28T02:08:29.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,116,104,2022-10-28T02:08:29Z,5960000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M55.00S,2022-10-28T02:09:44.1Z,4,REGULAR,substitution,out,[],1630544,,,1610612746,116,104,2022-10-28T02:10:01Z,5970000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
