actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
703,PT03M14.00S,2022-11-10T03:29:44.8Z,5,OVERTIME,rebound,defensive,[],1630544,,,1610612760,119,121,2022-11-10T03:29:47Z,6880000,False,,,0,,T. Mann REBOUND (Off:1 Def:4),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,,,,,702.0,,,,,,,,,,,,,5.0,4.0,1.0
704,PT03M06.00S,2022-11-10T03:29:52.9Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628983,15.850854139290407,37.745098039215684,1610612760,119,121,2022-11-10T03:29:56Z,6890000,False,61.0,96.0,1,left,MISS S. Gilgeous-Alexander 11' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,11.43,Missed,,,,,,,,,,,,,,,,,,
705,PT03M04.00S,2022-11-10T03:29:54.9Z,5,OVERTIME,rebound,defensive,[],1626171,,,1610612749,119,121,2022-11-10T03:29:56Z,6900000,False,,,0,,B. Portis REBOUND (Off:1 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Right,,,,,704.0,,,,,,,,,,,,,8.0,7.0,1.0
706,PT02M49.00S,2022-11-10T03:30:10.9Z,5,OVERTIME,foul,personal,[],1628983,,,1610612749,119,121,2022-11-10T03:30:17Z,6910000,False,,,0,,S. Gilgeous-Alexander personal FOUL (5 PF),"[1628983, 1628960]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,2003.0,,,,,5.0,0.0,Allen,1628960.0,,,,,,
708,PT02M49.00S,2022-11-10T03:30:16.1Z,5,OVERTIME,substitution,out,[],201588,,,1610612749,119,121,2022-11-10T03:30:19Z,6930000,False,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT02M49.00S,2022-11-10T03:30:16.1Z,5,OVERTIME,substitution,in,[],202083,,,1610612749,119,121,2022-11-10T03:30:19Z,6940000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT02M49.00S,2022-11-10T03:30:29.1Z,5,OVERTIME,substitution,out,[],1630544,,,1610612749,119,121,2022-11-10T03:30:43Z,6950000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT02M49.00S,2022-11-10T03:30:29.1Z,5,OVERTIME,substitution,in,[],1629026,,,1610612749,119,121,2022-11-10T03:30:43Z,6960000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT02M38.00S,2022-11-10T03:30:55.0Z,5,OVERTIME,foul,offensive,[],1628960,,,1610612749,119,121,2022-11-10T03:31:02Z,6970000,False,,,0,,G. Allen charge offensive FOUL (4 PF),"[1628960, 1629026]",1610612749.0,MIL,charge,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,1627541.0,,,,,4.0,0.0,Williams,1629026.0,,,,,,
714,PT02M38.00S,2022-11-10T03:30:55.0Z,5,OVERTIME,turnover,offensive foul,[],1628960,,,1610612749,119,121,2022-11-10T03:30:55Z,6990000,False,,,0,,G. Allen offensive foul TURNOVER (3 TO),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,1627541.0,,3.0,,,,,,,,,,,,
715,PT02M38.00S,2022-11-10T03:31:01.5Z,5,OVERTIME,substitution,out,[],1629026,,,1610612760,119,121,2022-11-10T03:31:05Z,7000000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT02M38.00S,2022-11-10T03:31:01.5Z,5,OVERTIME,substitution,in,[],1630544,,,1610612760,119,121,2022-11-10T03:31:05Z,7010000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT02M31.00S,2022-11-10T03:31:23.2Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,9.543363994743759,39.705882352941174,1610612760,119,121,2022-11-10T03:31:29Z,7020000,False,51.0,37.0,1,left,MISS T. Mann 6' driving floating bank Shot,[1630544],1610612760.0,OKC,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
718,PT02M29.00S,2022-11-10T03:31:25.2Z,5,OVERTIME,rebound,defensive,[],202083,,,1610612749,119,121,2022-11-10T03:31:29Z,7030000,False,,,0,,W. Matthews REBOUND (Off:0 Def:3),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),0-8 Center,,,,,717.0,,,,,,,,,,,,,3.0,3.0,0.0
719,PT02M20.00S,2022-11-10T03:31:35.0Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],1626171,93.9060446780552,37.99019607843137,1610612749,119,121,2022-11-10T03:31:40Z,7040000,False,-60.0,5.0,1,right,MISS B. Portis 6' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
721,PT02M16.00S,2022-11-10T03:31:39.0Z,5,OVERTIME,rebound,defensive,[],1630581,,,1610612760,119,121,2022-11-10T03:31:40Z,7060000,False,,,0,,J. Giddey REBOUND (Off:4 Def:9),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,719.0,,,,,,,,,,,,,13.0,9.0,4.0
722,PT02M07.00S,2022-11-10T03:31:47.8Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630581,8.492115637319317,38.48039215686275,1610612760,121,121,2022-11-10T03:31:50Z,7070000,False,58.0,27.0,1,left,J. Giddey 6' pullup Jump Shot (14 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,,,,,14.0,,,,,,,,,,,,,
723,PT01M51.00S,2022-11-10T03:32:03.7Z,5,OVERTIME,turnover,bad pass,[],1628975,,,1610612749,121,121,2022-11-10T03:32:11Z,7080000,False,,,0,,J. Carter bad pass TURNOVER (4 TO),"[1628975, 1629652]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,,,,,,,,4.0,Dort,1629652.0,,,,,,,,,,
724,PT01M51.00S,2022-11-10T03:32:03.7Z,5,OVERTIME,steal,,[],1629652,,,1610612760,121,121,2022-11-10T03:32:06Z,7090000,False,,,0,,L. Dort STEAL (4 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
725,PT01M45.00S,2022-11-10T03:32:11.3Z,5,OVERTIME,foul,personal,['2freethrow'],1628975,,,1610612760,121,121,2022-11-10T03:32:21Z,7100000,False,,,0,,J. Carter shooting personal FOUL (5 PF) (Gilgeous-Alexander 2 FT),"[1628975, 1628983]",1610612749.0,MIL,shooting,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,2003.0,,,,,5.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
727,PT01M45.00S,2022-11-10T03:32:39.1Z,5,OVERTIME,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,122,121,2022-11-10T03:32:39Z,7120000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (33 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
728,PT01M45.00S,2022-11-10T03:32:39.8Z,5,OVERTIME,substitution,out,[],1630544,,,1610612760,122,121,2022-11-10T03:32:42Z,7130000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
729,PT01M45.00S,2022-11-10T03:32:39.8Z,5,OVERTIME,substitution,in,[],1629026,,,1610612760,122,121,2022-11-10T03:32:42Z,7140000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
730,PT01M45.00S,2022-11-10T03:32:53.2Z,5,OVERTIME,substitution,out,[],1626171,,,1610612760,122,121,2022-11-10T03:32:57Z,7150000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
731,PT01M45.00S,2022-11-10T03:32:53.2Z,5,OVERTIME,substitution,in,[],201588,,,1610612760,122,121,2022-11-10T03:32:57Z,7160000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
732,PT01M45.00S,2022-11-10T03:33:11.6Z,5,OVERTIME,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,123,121,2022-11-10T03:33:11Z,7170000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (34 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,,
733,PT01M30.00S,2022-11-10T03:33:34.0Z,5,OVERTIME,foul,personal,[],1629026,,,1610612749,123,121,2022-11-10T03:33:39Z,7180000,False,,,0,,K. Williams personal FOUL (3 PF),"[1629026, 1628975]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,1627541.0,,,,,3.0,0.0,Carter,1628975.0,,,,,,
735,PT01M21.00S,2022-11-10T03:34:01.1Z,5,OVERTIME,2pt,Jump Shot,[],202083,81.94809461235218,73.77450980392157,1610612749,123,121,2022-11-10T03:34:05Z,7200000,False,119.0,117.0,1,right,MISS W. Matthews 16' pullup Shot,[202083],1610612749.0,MIL,pullup,,,Matthews,W. Matthews,,,,,Mid-Range,16-24 Right Center,16.7,Missed,,,,,,,,,,,,,,,,,,
736,PT01M18.00S,2022-11-10T03:34:04.1Z,5,OVERTIME,rebound,defensive,[],1630197,,,1610612760,123,121,2022-11-10T03:34:05Z,7210000,False,,,0,,A. Pokusevski REBOUND (Off:3 Def:5),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Right Center,,,,,735.0,,,,,,,,,,,,,8.0,5.0,3.0
737,PT01M01.00S,2022-11-10T03:34:21.4Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628983,12.434296977660972,50.245098039215684,1610612760,123,121,2022-11-10T03:34:26Z,7220000,False,-1.0,64.0,1,left,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
738,PT00M58.90S,2022-11-10T03:34:23.5Z,5,OVERTIME,rebound,defensive,[],201572,,,1610612749,123,121,2022-11-10T03:34:26Z,7230000,False,,,0,,B. Lopez REBOUND (Off:3 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,737.0,,,,,,,,,,,,,9.0,6.0,3.0
739,PT00M46.70S,2022-11-10T03:34:36.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],201572,93.24901445466492,45.588235294117645,1610612749,123,123,2022-11-10T03:34:43Z,7240000,False,-22.0,11.0,1,right,B. Lopez Layup (21 PTS) (G. Hill 5 AST),"[201572, 201588]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,21.0,,,,,,,,G. Hill,201588.0,5.0,,,
741,PT00M44.60S,2022-11-10T03:34:52.3Z,5,OVERTIME,timeout,full,"['team', 'mandatory']",0,,,1610612760,123,123,2022-11-10T03:34:52Z,7260000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,PT00M44.60S,2022-11-10T03:35:37.4Z,5,OVERTIME,substitution,out,[],1629026,,,1610612760,123,123,2022-11-10T03:36:10Z,7270000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
743,PT00M44.60S,2022-11-10T03:35:37.4Z,5,OVERTIME,substitution,out,[],1628975,,,1610612760,123,123,2022-11-10T03:36:10Z,7280000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT00M44.60S,2022-11-10T03:35:37.4Z,5,OVERTIME,substitution,in,[],1630544,,,1610612760,123,123,2022-11-10T03:36:10Z,7290000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
745,PT00M44.60S,2022-11-10T03:35:37.4Z,5,OVERTIME,substitution,in,[],1626171,,,1610612760,123,123,2022-11-10T03:36:10Z,7300000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PT00M30.60S,2022-11-10T03:36:38.4Z,5,OVERTIME,3pt,Jump Shot,[],1629652,7.5722733245729295,96.07843137254902,1610612760,123,123,2022-11-10T03:36:42Z,7310000,False,-230.0,19.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
747,PT00M27.80S,2022-11-10T03:36:41.2Z,5,OVERTIME,rebound,defensive,[],201572,,,1610612749,123,123,2022-11-10T03:36:42Z,7320000,False,,,0,,B. Lopez REBOUND (Off:3 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,746.0,,,,,,,,,,,,,10.0,7.0,3.0
748,PT00M08.10S,2022-11-10T03:37:01.6Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1626171,93.11760840998686,48.529411764705884,1610612749,123,125,2022-11-10T03:37:06Z,7330000,False,-7.0,12.0,1,right,B. Portis Layup (11 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,11.0,,,,,,,,,,,,,
749,PT00M08.10S,2022-11-10T03:37:07.5Z,5,OVERTIME,timeout,full,"['team', 'mandatory']",0,,,1610612760,123,125,2022-11-10T03:37:07Z,7340000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT00M08.10S,2022-11-10T03:38:08.1Z,5,OVERTIME,substitution,out,[],1630197,,,1610612760,123,125,2022-11-10T03:38:42Z,7350000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
751,PT00M08.10S,2022-11-10T03:38:08.1Z,5,OVERTIME,substitution,out,[],1626171,,,1610612760,123,125,2022-11-10T03:38:42Z,7360000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PT00M08.10S,2022-11-10T03:38:08.1Z,5,OVERTIME,substitution,in,[],203488,,,1610612760,123,125,2022-11-10T03:38:42Z,7370000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PT00M08.10S,2022-11-10T03:38:08.1Z,5,OVERTIME,substitution,in,[],1628975,,,1610612760,123,125,2022-11-10T03:38:42Z,7380000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PT00M01.20S,2022-11-10T03:38:55.7Z,5,OVERTIME,3pt,Jump Shot,[],1628983,30.042706964520367,68.38235294117648,1610612760,126,125,2022-11-10T03:39:01Z,7390000,False,-92.0,230.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (37 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,24.76,Made,,,,,37.0,,,,,,,,,,,,,
755,PT00M00.60S,2022-11-10T03:39:04.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612749,126,125,2022-11-10T03:39:04Z,7400000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,out,[],1630581,,,1610612749,126,125,2022-11-10T03:40:31Z,7410000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
757,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,out,[],1630544,,,1610612749,126,125,2022-11-10T03:40:31Z,7420000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
758,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,out,[],202083,,,1610612749,126,125,2022-11-10T03:40:31Z,7430000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
759,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,in,[],1629026,,,1610612749,126,125,2022-11-10T03:40:31Z,7440000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
760,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,in,[],1630197,,,1610612749,126,125,2022-11-10T03:40:31Z,7450000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
761,PT00M00.60S,2022-11-10T03:40:14.1Z,5,OVERTIME,substitution,in,[],1626171,,,1610612749,126,125,2022-11-10T03:40:31Z,7460000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
762,PT00M00.20S,2022-11-10T03:40:52.7Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612749,126,125,2022-11-10T03:41:24Z,7470000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (Lopez 2 FT),"[1629652, 201572]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628487.0,,,,,3.0,0.0,Lopez,201572.0,,,,,,
764,PT00M00.20S,2022-11-10T03:41:43.5Z,5,OVERTIME,freethrow,1 of 2,[],201572,,,1610612749,126,125,2022-11-10T03:41:43Z,7490000,False,,,0,,MISS B. Lopez Free Throw 1 of 2,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
765,PT00M00.20S,2022-11-10T03:41:43.5Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612749,126,125,2022-11-10T03:41:43Z,7500000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,764.0,,,,,,,,,,,,,,,
766,PT00M00.20S,2022-11-10T03:41:46.4Z,5,OVERTIME,substitution,out,[],1628983,,,1610612749,126,125,2022-11-10T03:42:05Z,7510000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
767,PT00M00.20S,2022-11-10T03:41:46.4Z,5,OVERTIME,substitution,out,[],201588,,,1610612749,126,125,2022-11-10T03:42:05Z,7520000,False,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
768,PT00M00.20S,2022-11-10T03:41:46.4Z,5,OVERTIME,substitution,in,[],1630526,,,1610612749,126,125,2022-11-10T03:42:05Z,7530000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
769,PT00M00.20S,2022-11-10T03:41:46.4Z,5,OVERTIME,substitution,in,[],201586,,,1610612749,126,125,2022-11-10T03:42:05Z,7540000,False,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
770,PT00M00.20S,2022-11-10T03:42:20.4Z,5,OVERTIME,freethrow,2 of 2,[],201572,,,1610612749,126,126,2022-11-10T03:42:20Z,7550000,False,,,0,,B. Lopez Free Throw 2 of 2 (22 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
771,PT00M00.00S,2022-11-10T03:43:26.6Z,5,OVERTIME,period,end,[],0,,,1610612760,126,126,2022-11-10T03:43:26Z,7560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,out,['startperiod'],203488,,,1610612760,126,126,2022-11-10T03:44:52Z,7570000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
773,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,out,['startperiod'],1629026,,,1610612760,126,126,2022-11-10T03:44:52Z,7580000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
774,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,out,['startperiod'],1630526,,,1610612760,126,126,2022-11-10T03:44:52Z,7590000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
775,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,out,['startperiod'],1628960,,,1610612760,126,126,2022-11-10T03:44:52Z,7600000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
776,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,out,['startperiod'],201586,,,1610612760,126,126,2022-11-10T03:44:52Z,7610000,False,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
777,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,in,['startperiod'],1630581,,,1610612760,126,126,2022-11-10T03:44:52Z,7620000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
778,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,in,['startperiod'],1628983,,,1610612760,126,126,2022-11-10T03:44:52Z,7630000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
779,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,in,['startperiod'],1630544,,,1610612760,126,126,2022-11-10T03:44:52Z,7640000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
780,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,in,['startperiod'],202083,,,1610612760,126,126,2022-11-10T03:44:52Z,7650000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
781,PT05M00.00S,2022-11-10T03:43:29.4Z,6,OVERTIME,substitution,in,['startperiod'],1630699,,,1610612760,126,126,2022-11-10T03:44:52Z,7660000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
782,PT05M00.00S,2022-11-10T03:45:22.2Z,6,OVERTIME,period,start,[],0,,,0,126,126,2022-11-10T03:45:22Z,7670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,PT04M58.00S,2022-11-10T03:45:23.9Z,6,OVERTIME,jumpball,recovered,[],1626171,,,1610612749,126,126,2022-11-10T03:45:23Z,7690000,False,,,0,,Jump Ball B. Lopez vs. A. Pokusevski: Tip to B. Portis,"[1626171, 201572, 1630197]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
787,PT04M47.00S,2022-11-10T03:45:39.8Z,6,OVERTIME,foul,personal,[],1630544,,,1610612749,126,126,2022-11-10T03:45:49Z,7720000,False,,,0,,T. Mann personal FOUL (5 PF),"[1630544, 201572]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,0-8 Center,,,,,,1628487.0,,,,,5.0,0.0,Lopez,201572.0,,,,,,
789,PT04M32.00S,2022-11-10T03:46:16.8Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],1628975,92.72339027595268,47.549019607843135,1610612749,126,128,2022-11-10T03:46:21Z,7740000,False,-12.0,16.0,1,right,J. Carter driving Layup (36 PTS) (B. Portis 2 AST),"[1628975, 1626171]",1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,36.0,,,,,,,,B. Portis,1626171.0,2.0,,,
