actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT10M48.00S,2023-03-02T01:12:26.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,0,2,2023-03-02T01:12:30Z,180000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,,,,,,,,,,,,
19,PT10M34.00S,2023-03-02T01:12:41.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,21.107095926412615,47.05882352941176,1610612747,0,2,2023-03-02T01:12:45Z,190000,False,15.0,146.0,1,left,MISS M. Beasley 14' pullup Shot,[1627736],1610612747.0,LAL,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Center,14.66,Missed,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2023-03-02T01:12:43.1Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,2,2023-03-02T01:12:45Z,200000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,,,19.0,,,,,,1.0,1.0,0.0,,,,,
21,PT10M24.00S,2023-03-02T01:12:51.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,73.66951379763469,15.441176470588236,1610612760,0,2,2023-03-02T01:12:56Z,210000,False,-173.0,195.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2023-03-02T01:12:56.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612747,0,2,2023-03-02T01:12:56Z,220000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612747.0,LAL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,,,21.0,,,,,,1.0,1.0,0.0,,,,,
23,PT09M59.00S,2023-03-02T01:13:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,11.777266754270697,35.294117647058826,1610612747,0,2,2023-03-02T01:13:19Z,230000,False,74.0,58.0,1,left,MISS D. Schroder 9' driving finger roll Layup,[203471],1610612747.0,LAL,driving finger roll,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Right,9.38,Missed,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2023-03-02T01:13:17.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,2,2023-03-02T01:13:19Z,240000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,23.0,,,,,,2.0,2.0,0.0,,,,,
25,PT09M52.00S,2023-03-02T01:13:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,93.51182654402102,52.69607843137255,1610612760,2,2,2023-03-02T01:13:28Z,250000,False,13.0,8.0,1,right,L. Dort cutting Layup (2 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,,,,,,,,,J. Giddey,1630581.0,1.0,,
27,PT09M36.00S,2023-03-02T01:13:38.6Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.305519053876477,67.64705882352942,1610612747,2,5,2023-03-02T01:13:43Z,270000,False,-88.0,232.0,1,left,M. Bamba 24' 3PT  (3 PTS) (M. Beasley 1 AST),"[1628964, 1627736]",1610612747.0,LAL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,24.86,Made,3.0,,,,,,,,,,,,,M. Beasley,1627736.0,1.0,,
29,PT09M20.00S,2023-03-02T01:13:54.4Z,1,REGULAR,3pt,Jump Shot,[],1631119,70.64717477003943,20.833333333333336,1610612760,2,5,2023-03-02T01:13:58Z,290000,False,-146.0,223.0,1,right,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2023-03-02T01:13:57.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,2,5,2023-03-02T01:13:58Z,300000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,,,,,,1.0,1.0,0.0,,,,,
31,PT09M09.00S,2023-03-02T01:14:06.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,5.863994743758213,49.50980392156863,1610612747,2,7,2023-03-02T01:14:08Z,310000,False,2.0,3.0,1,left,J. Vanderbilt cutting DUNK (2 PTS) (T. Brown Jr. 1 AST),"[1629020, 1628972]",1610612747.0,LAL,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,,,,,,,,,,,,,T. Brown Jr.,1628972.0,1.0,,
33,PT08M51.00S,2023-03-02T01:14:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631119,91.59001314060447,55.87852328431372,1610612760,2,7,2023-03-02T01:15:54Z,330000,False,29.0,27.0,1,right,MISS J. Williams turnaround bank Hook,[1631119],1610612760.0,OKC,turnaround bank,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2023-03-02T01:14:26.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612747,2,7,2023-03-02T01:14:28Z,340000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612747.0,LAL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,33.0,,,,,,2.0,2.0,0.0,,,,,
35,PT08M42.00S,2023-03-02T01:14:33.2Z,1,REGULAR,3pt,Jump Shot,[],1628972,28.991458607095925,18.38235294117647,1610612747,2,10,2023-03-02T01:14:37Z,350000,False,158.0,220.0,1,left,T. Brown Jr. 27' 3PT  (3 PTS) (D. Schroder 1 AST),"[1628972, 203471]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,27.09,Made,3.0,,,,,,,,,,,,,D. Schroder,203471.0,1.0,,
37,PT08M29.00S,2023-03-02T01:14:49.4Z,1,REGULAR,foul,personal,[],1628972,,,1610612760,2,10,2023-03-02T01:15:04Z,370000,False,,,0,,T. Brown Jr. personal FOUL (1 PF),"[1628972, 1630526]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,200833.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,
39,PT08M22.00S,2023-03-02T01:15:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630581,81.8166885676741,4.6568627450980395,1610612760,5,10,2023-03-02T01:15:21Z,390000,False,-227.0,118.0,1,right,J. Giddey 25' 3PT  (3 PTS) (L. Dort 1 AST),"[1630581, 1629652]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.58,Made,3.0,,,,,,,,,,,,,L. Dort,1629652.0,1.0,,
41,PT08M09.00S,2023-03-02T01:15:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,4.812746386333772,49.01960784313725,1610612747,5,10,2023-03-02T01:15:33Z,410000,False,5.0,-7.0,1,left,MISS D. Schroder driving finger roll Layup,[203471],1610612747.0,LAL,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
42,PT08M06.00S,2023-03-02T01:15:32.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,5,10,2023-03-02T01:15:33Z,420000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,41.0,,,,,,2.0,1.0,1.0,,,,,
43,PT08M04.00S,2023-03-02T01:15:34.2Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612760,5,10,2023-03-02T01:15:37Z,430000,False,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 203471]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,,1.0,Schroder,203471.0,,,,,,,,,,,,,,
44,PT08M04.00S,2023-03-02T01:15:34.2Z,1,REGULAR,steal,,[],203471,,,1610612747,5,10,2023-03-02T01:15:35Z,440000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2023-03-02T01:15:44.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629020,6.915243101182654,2.941176470588235,1610612747,5,10,2023-03-02T01:15:49Z,450000,False,235.0,13.0,1,left,MISS J. Vanderbilt bank 3PT,[1629020],1610612747.0,LAL,bank,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
46,PT07M50.00S,2023-03-02T01:15:48.3Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,5,10,2023-03-02T01:15:49Z,460000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,45.0,,,,,,1.0,1.0,0.0,,,,,
47,PT07M46.00S,2023-03-02T01:15:51.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,77.87450722733246,10.784313725490197,1610612760,8,10,2023-03-02T01:17:42Z,470000,False,-196.0,155.0,1,right,L. Dort 25' 3PT running pullup (5 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.03,Made,5.0,,,,,,,,,,,,,J. Williams,1631114.0,1.0,,
49,PT07M31.00S,2023-03-02T01:16:06.8Z,1,REGULAR,3pt,Jump Shot,[],203471,24.392247043363994,89.70588235294117,1610612747,8,10,2023-03-02T01:18:28Z,490000,False,-199.0,177.0,1,left,MISS D. Schroder 26' pullup 3PT,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
50,PT07M28.00S,2023-03-02T01:16:09.8Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,8,10,2023-03-02T01:16:11Z,500000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,49.0,,,,,,3.0,3.0,0.0,,,,,
51,PT07M23.00S,2023-03-02T01:16:15.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,76.95466491458606,88.23529411764706,1610612760,11,10,2023-03-02T01:16:22Z,510000,False,191.0,164.0,1,right,J. Williams 25' 3PT running pullup (3 PTS) (J. Giddey 2 AST),"[1631114, 1630581]",1610612760.0,OKC,running pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.2,Made,3.0,,,,,,,,,,,,,J. Giddey,1630581.0,2.0,,
53,PT07M05.00S,2023-03-02T01:16:33.1Z,1,REGULAR,3pt,Jump Shot,[],1628972,3.235873850197109,96.56862745098039,1610612747,11,13,2023-03-02T01:16:37Z,530000,False,-233.0,-22.0,1,left,T. Brown Jr. 3PT  (6 PTS) (M. Bamba 1 AST),"[1628972, 1628964]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.38,Made,6.0,,,,,,,,,,,,,M. Bamba,1628964.0,1.0,,
55,PT06M53.00S,2023-03-02T01:16:45.3Z,1,REGULAR,2pt,Jump Shot,[],1631114,78.79434954007884,54.166666666666664,1610612760,11,13,2023-03-02T01:16:49Z,550000,False,21.0,147.0,1,right,MISS J. Williams 14' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,14.83,Missed,,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2023-03-02T01:16:47.3Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612747,11,13,2023-03-02T01:16:49Z,560000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Center,,,,,,,55.0,,,,,,1.0,1.0,0.0,,,,,
57,PT06M45.00S,2023-03-02T01:16:53.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,31.750985545335087,38.23529411764706,1610612747,11,13,2023-03-02T01:16:57Z,570000,False,59.0,246.0,1,left,MISS M. Beasley 25' pullup 3PT,[1627736],1610612747.0,LAL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2023-03-02T01:16:56.6Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,11,13,2023-03-02T01:16:57Z,580000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,57.0,,,,,,4.0,4.0,0.0,,,,,
59,PT06M37.00S,2023-03-02T01:17:01.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,91.40932982917214,47.30392156862745,1610612760,13,13,2023-03-02T01:17:07Z,590000,False,-13.0,28.0,1,right,J. Giddey running Layup (5 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.14,Made,5.0,,,,,,,,,,,,,,,,,
60,PT06M10.00S,2023-03-02T01:17:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,5.469776609724048,51.9607843137255,1610612747,13,15,2023-03-02T01:17:31Z,600000,False,-10.0,-1.0,1,left,T. Brown Jr. cutting Layup (8 PTS) (D. Schroder 2 AST),"[1628972, 203471]",1610612747.0,LAL,cutting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,0.99,Made,8.0,,,,,,,,,,,,,D. Schroder,203471.0,2.0,,
62,PT05M54.00S,2023-03-02T01:17:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,88.04204993429698,49.28768382352941,1610612760,13,15,2023-03-02T01:20:25Z,620000,False,-4.0,60.0,1,right,MISS J. Williams 6' driving floating Shot - blocked,"[1631114, 1628964]",1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
63,PT05M54.00S,2023-03-02T01:17:44.3Z,1,REGULAR,block,,[],1628964,,,1610612760,13,15,2023-03-02T01:17:46Z,630000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612747.0,LAL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT05M52.00S,2023-03-02T01:17:46.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,13,15,2023-03-02T01:17:48Z,640000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,62.0,,,,,,1.0,1.0,0.0,,,,,
65,PT05M41.00S,2023-03-02T01:17:57.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.33442838370565,16.911764705882355,1610612747,13,15,2023-03-02T01:18:02Z,650000,False,165.0,214.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
66,PT05M38.00S,2023-03-02T01:18:00.3Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612747,13,15,2023-03-02T01:18:02Z,660000,False,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612747.0,LAL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,,,65.0,,,,,,3.0,2.0,1.0,,,,,
67,PT05M30.00S,2023-03-02T01:18:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,23.99802890932983,12.745098039215685,1610612747,13,18,2023-03-02T01:18:12Z,670000,False,186.0,173.0,1,left,M. Beasley 25' 3PT  (5 PTS) (D. Schroder 3 AST),"[1627736, 203471]",1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.43,Made,5.0,,,,,,,,,,,,,D. Schroder,203471.0,3.0,,
69,PT05M29.00S,2023-03-02T01:18:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,18,2023-03-02T01:18:13Z,690000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,13,18,2023-03-02T01:21:11Z,700000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,13,18,2023-03-02T01:21:11Z,710000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612760,13,18,2023-03-02T01:21:11Z,720000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,13,18,2023-03-02T01:21:11Z,730000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,13,18,2023-03-02T01:21:11Z,740000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2023-03-02T01:20:50.2Z,1,REGULAR,substitution,in,[],1629060,,,1610612760,13,18,2023-03-02T01:21:11Z,750000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2023-03-02T01:21:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612760,13,18,2023-03-02T01:21:27Z,760000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Dort 2 FT),"[1628964, 1629652]",1610612747.0,LAL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Dort,1629652.0,,,,,,,,
78,PT05M20.00S,2023-03-02T01:21:47.1Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,14,18,2023-03-02T01:22:06Z,780000,False,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
79,PT05M20.00S,2023-03-02T01:21:47.1Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,14,18,2023-03-02T01:22:06Z,790000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2023-03-02T01:21:49.1Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,14,18,2023-03-02T01:22:06Z,800000,False,,,0,,J. Williams REBOUND (Off:1 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,79.0,,,,,,5.0,4.0,1.0,,,,,
81,PT05M17.00S,2023-03-02T01:22:06.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,88.51839684625493,96.81372549019608,1610612760,14,18,2023-03-02T01:22:10Z,810000,False,234.0,55.0,1,right,MISS I. Joe 24' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,24.06,Missed,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2023-03-02T01:22:09.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,14,18,2023-03-02T01:22:09Z,820000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,,,81.0,,,,,,1.0,1.0,0.0,,,,,
83,PT04M54.00S,2023-03-02T01:22:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612747,14,18,2023-03-02T01:25:47Z,830000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Schroder 2 FT),"[1630198, 203471]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Schroder,203471.0,,,,,,,,
85,PT04M54.00S,2023-03-02T01:23:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,14,18,2023-03-02T01:23:22Z,850000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M54.00S,2023-03-02T01:25:55.1Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612747,14,18,2023-03-02T01:25:55Z,860000,False,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
