actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
74,PT05M05.00S,2023-04-09T19:52:56.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629723,6.521024967148489,47.794117647058826,1610612763,11,11,2023-04-09T19:59:06Z,740000,False,11.0,9.0,1,left,J. Konchar running Layup (2 PTS) (Z. Williams 1 AST),"[1629723, 1630533]",1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,1.41,Made,2.0,,,,,,,,,,,,,,Z. Williams,1630533.0,1.0
76,PT04M51.00S,2023-04-09T19:53:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.38042049934296,45.588235294117645,1610612760,11,11,2023-04-09T19:53:15Z,760000,False,-22.0,10.0,1,right,MISS J. Butler driving Layup,[1630215],1610612760.0,OKC,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,2.41,Missed,,,,,,,,,,,,,,,,,
77,PT04M49.00S,2023-04-09T19:53:12.4Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,11,11,2023-04-09T19:53:15Z,770000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,
78,PT04M44.00S,2023-04-09T19:53:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631246,6.915243101182654,46.81372549019608,1610612763,11,13,2023-04-09T19:53:23Z,780000,False,16.0,13.0,1,left,V. Williams Jr. running Layup (2 PTS),[1631246],1610612763.0,MEM,running,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,2.02,Made,2.0,,,,,,,,,,,,,,,,
79,PT04M23.00S,2023-04-09T19:53:37.6Z,1,REGULAR,3pt,Jump Shot,[],1630526,75.64060446780552,89.4607843137255,1610612760,11,13,2023-04-09T19:53:41Z,790000,False,197.0,176.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,26.47,Missed,,,,,,,,,,,,,,,,,
80,PT04M21.00S,2023-04-09T19:53:39.6Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,11,13,2023-04-09T19:53:41Z,800000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,79.0,4.0,3.0,1.0,,,,,
81,PT04M13.00S,2023-04-09T19:53:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,5.338370565045992,47.794117647058826,1610612763,11,13,2023-04-09T19:53:51Z,810000,False,11.0,-2.0,1,left,MISS Z. Williams alley-oop DUNK,[1630533],1610612763.0,MEM,alley-oop,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,1.12,Missed,,,,,,,,,,,,,,,,,
82,PT04M11.00S,2023-04-09T19:53:50.3Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,11,13,2023-04-09T19:53:51Z,820000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,81.0,3.0,3.0,0.0,,,,,
83,PT03M55.00S,2023-04-09T19:54:06.2Z,1,REGULAR,2pt,Jump Shot,[],1630544,77.4802890932983,22.794117647058822,1610612760,11,13,2023-04-09T19:54:10Z,830000,False,-136.0,159.0,1,right,MISS T. Mann 20' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,,20.94,Missed,,,,,,,,,,,,,,,,,
84,PT03M52.00S,2023-04-09T19:54:09.2Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,11,13,2023-04-09T19:54:10Z,840000,False,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,83.0,4.0,3.0,1.0,,,,,
85,PT03M46.00S,2023-04-09T19:54:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,4.944152431011826,45.09803921568628,1610612763,11,13,2023-04-09T19:54:19Z,850000,False,25.0,-6.0,1,left,MISS J. Konchar cutting Layup,[1629723],1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,2.52,Missed,,,,,,,,,,,,,,,,,
86,PT03M44.00S,2023-04-09T19:54:17.5Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,11,13,2023-04-09T19:54:19Z,860000,False,,,0,,O. Sarr REBOUND (Off:0 Def:3),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,85.0,3.0,3.0,0.0,,,,,
87,PT03M31.00S,2023-04-09T19:54:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,94.03745072273325,52.20588235294118,1610612760,11,13,2023-04-09T19:54:43Z,870000,False,11.0,4.0,1,right,MISS J. Butler driving Layup,[1630215],1610612760.0,OKC,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,1.15,Missed,,,,,,,,,,,,,,,,,
88,PT03M31.00S,2023-04-09T19:54:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,11,13,2023-04-09T19:54:43Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,87.0,,,,,,,,
89,PT03M31.00S,2023-04-09T19:54:39.6Z,1,REGULAR,foul,personal,[],1629723,,,1610612760,11,13,2023-04-09T20:03:27Z,890000,False,,,0,,J. Konchar loose ball personal FOUL (1 PF),"[1629723, 1630846]",1610612763.0,MEM,loose ball,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2002.0,,,,1.0,0.0,Sarr,1630846.0,,,,,,,,,,,,
91,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,out,[],1630215,,,1610612760,11,13,2023-04-09T19:55:00Z,910000,False,,,0,,SUB out: J. Butler,[1630215],1610612760.0,OKC,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,11,13,2023-04-09T19:55:00Z,920000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612760,11,13,2023-04-09T19:55:00Z,930000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,11,13,2023-04-09T19:55:00Z,940000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,11,13,2023-04-09T19:55:00Z,950000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M31.00S,2023-04-09T19:54:45.4Z,1,REGULAR,substitution,in,[],1631254,,,1610612760,11,13,2023-04-09T19:55:00Z,960000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M24.00S,2023-04-09T19:55:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,94.03745072273325,53.431372549019606,1610612760,13,13,2023-04-09T19:55:05Z,970000,False,17.0,4.0,1,right,A. Wiggins cutting Layup (2 PTS) (O. Sarr 1 AST),"[1630598, 1630846]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,1.76,Made,2.0,,,,,,,,,,,,,,O. Sarr,1630846.0,1.0
99,PT03M02.00S,2023-04-09T19:55:26.3Z,1,REGULAR,turnover,out-of-bounds,[],1631367,,,1610612763,13,13,2023-04-09T19:55:30Z,990000,False,,,0,,J. Gilyard bad pass out-of-bounds TURNOVER (1 TO),[1631367],1610612763.0,MEM,bad pass,,,Gilyard,J. Gilyard,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,1.0,,,,,,,,,,,
100,PT02M55.00S,2023-04-09T19:55:42.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630846,92.46057818659659,50.245098039215684,1610612760,15,13,2023-04-09T19:55:46Z,1000000,False,1.0,18.0,1,right,O. Sarr cutting DUNK (2 PTS) (O. Dieng 1 AST),"[1630846, 1631172]",1610612760.0,OKC,cutting,,,Sarr,O. Sarr,,,,,Restricted Area,0-8 Center,,1.84,Made,2.0,,,,,,,,,,,,,,O. Dieng,1631172.0,1.0
102,PT02M43.00S,2023-04-09T19:55:55.0Z,1,REGULAR,3pt,Jump Shot,[],1629723,29.77989487516426,25.735294117647058,1610612763,15,13,2023-04-09T19:55:59Z,1020000,False,121.0,227.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,25.77,Missed,,,,,,,,,,,,,,,,,
103,PT02M41.00S,2023-04-09T19:55:58.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,15,13,2023-04-09T19:55:58Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,102.0,,,,,,,,
105,PT02M41.00S,2023-04-09T19:56:03.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,15,13,2023-04-09T19:56:03Z,1050000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M28.00S,2023-04-09T19:59:03.4Z,1,REGULAR,3pt,Jump Shot,[],1631172,78.66294349540078,91.42156862745098,1610612760,15,13,2023-04-09T19:59:20Z,1060000,False,207.0,148.0,1,right,MISS O. Dieng 25' pullup 3PT,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,25.46,Missed,,,,,,,,,,,,,,,,,
110,PT02M24.00S,2023-04-09T19:59:07.4Z,1,REGULAR,rebound,offensive,[],1631172,,,1610612760,15,13,2023-04-09T19:59:07Z,1070000,False,,,0,,O. Dieng REBOUND (Off:1 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,109.0,3.0,2.0,1.0,,,,,
111,PT02M23.00S,2023-04-09T19:59:08.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630526,96.7969776609724,17.15686274509804,1610612760,15,13,2023-04-09T19:59:14Z,1080000,False,-164.0,-22.0,1,right,MISS J. Robinson-Earl 16' Jump Shot,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left,,16.57,Missed,,,,,,,,,,,,,,,,,
112,PT02M20.00S,2023-04-09T19:59:11.5Z,1,REGULAR,rebound,defensive,[],1631367,,,1610612763,15,13,2023-04-09T19:59:14Z,1090000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:2),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,
113,PT02M15.00S,2023-04-09T19:59:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1630846,,,1610612763,15,13,2023-04-09T19:59:35Z,1100000,False,,,0,,O. Sarr shooting personal FOUL (2 PF) (Williams Jr. 2 FT),"[1630846, 1631246]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,In The Paint (Non-RA),0-8 Center,2002.0,,,,2.0,0.0,Williams Jr.,1631246.0,,,,,,,,,,,,
115,PT02M15.00S,2023-04-09T19:59:36.4Z,1,REGULAR,freethrow,1 of 2,[],1631246,,,1610612763,15,14,2023-04-09T19:59:36Z,1120000,False,,,0,,V. Williams Jr. Free Throw 1 of 2 (3 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
116,PT02M15.00S,2023-04-09T19:59:37.2Z,1,REGULAR,substitution,out,[],1630846,,,1610612763,15,14,2023-04-09T19:59:43Z,1130000,False,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M15.00S,2023-04-09T19:59:37.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612763,15,14,2023-04-09T19:59:43Z,1140000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M15.00S,2023-04-09T19:59:51.3Z,1,REGULAR,freethrow,2 of 2,[],1631246,,,1610612763,15,15,2023-04-09T19:59:51Z,1150000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (4 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
119,PT01M56.00S,2023-04-09T20:00:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,90.62089356110381,52.94117647058824,1610612760,17,15,2023-04-09T20:00:15Z,1160000,False,15.0,36.0,1,right,O. Dieng driving floating Jump Shot (4 PTS),[1631172],1610612760.0,OKC,driving floating,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,3.86,Made,4.0,,,,,,,,,,,,,,,,
120,PT01M47.00S,2023-04-09T20:00:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612763,17,15,2023-04-09T20:00:30Z,1170000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Lofton Jr. 2 FT),"[1630526, 1631254]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Left,202007.0,,,,1.0,0.0,Lofton Jr.,1631254.0,,,,,,,,,,,,
122,PT01M47.00S,2023-04-09T20:00:45.8Z,1,REGULAR,freethrow,1 of 2,[],1631254,,,1610612763,17,16,2023-04-09T20:00:45Z,1190000,False,,,0,,K. Lofton Jr. Free Throw 1 of 2 (1 PTS),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
123,PT01M47.00S,2023-04-09T20:00:58.3Z,1,REGULAR,freethrow,2 of 2,[],1631254,,,1610612763,17,17,2023-04-09T20:00:58Z,1200000,False,,,0,,K. Lofton Jr. Free Throw 2 of 2 (2 PTS),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
124,PT01M30.00S,2023-04-09T20:01:16.6Z,1,REGULAR,3pt,Jump Shot,[],1630322,73.40670170827858,14.460784313725492,1610612760,17,17,2023-04-09T20:01:20Z,1210000,False,-178.0,197.0,1,right,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,,26.57,Missed,,,,,,,,,,,,,,,,,
125,PT01M26.00S,2023-04-09T20:01:20.6Z,1,REGULAR,rebound,defensive,[],1631254,,,1610612763,17,17,2023-04-09T20:01:20Z,1220000,False,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,
126,PT01M18.00S,2023-04-09T20:01:27.5Z,1,REGULAR,3pt,Jump Shot,[],1631367,23.603810775295663,84.80392156862744,1610612763,17,20,2023-04-09T20:01:31Z,1230000,False,-174.0,169.0,1,left,J. Gilyard 24' 3PT  (3 PTS) (V. Williams Jr. 1 AST),"[1631367, 1631246]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,24.28,Made,3.0,,,,,,,,,,,,,,V. Williams Jr.,1631246.0,1.0
128,PT01M08.00S,2023-04-09T20:01:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,17,20,2023-04-09T20:01:54Z,1250000,False,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (1 TO),[1630598],1610612760.0,OKC,bad pass,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,,,,1.0,,,,,,,,,,,
129,PT01M08.00S,2023-04-09T20:01:43.8Z,1,REGULAR,substitution,out,[],1630526,,,1610612763,17,20,2023-04-09T20:01:49Z,1260000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M08.00S,2023-04-09T20:01:43.8Z,1,REGULAR,substitution,in,[],1630215,,,1610612763,17,20,2023-04-09T20:01:49Z,1270000,False,,,0,,SUB in: J. Butler,[1630215],1610612760.0,OKC,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M57.30S,2023-04-09T20:02:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631223,7.440867279894875,54.166666666666664,1610612763,17,20,2023-04-09T20:02:04Z,1280000,False,-21.0,17.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,2.71,Missed,,,,,,,,,,,,,,,,,
132,PT00M55.10S,2023-04-09T20:02:03.9Z,1,REGULAR,rebound,offensive,[],1631254,,,1610612763,17,20,2023-04-09T20:02:03Z,1290000,False,,,0,,K. Lofton Jr. REBOUND (Off:1 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,
133,PT00M54.80S,2023-04-09T20:02:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631254,6.1268068331143235,45.09803921568628,1610612763,17,22,2023-04-09T20:02:08Z,1300000,False,25.0,5.0,1,left,K. Lofton Jr. putback Layup (4 PTS),[1631254],1610612763.0,MEM,putback,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,2.5,Made,4.0,,,,,,,,,,,,,,,,
134,PT00M33.20S,2023-04-09T20:02:27.5Z,1,REGULAR,turnover,lost ball,[],1631172,,,1610612760,17,22,2023-04-09T20:02:31Z,1310000,False,,,0,,O. Dieng lost ball TURNOVER (1 TO),"[1631172, 1631246]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,,,,
135,PT00M33.20S,2023-04-09T20:02:27.5Z,1,REGULAR,steal,,[],1631246,,,1610612763,17,22,2023-04-09T20:17:59Z,1320000,False,,,0,,V. Williams Jr. STEAL (2 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT00M28.90S,2023-04-09T20:02:31.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631367,25.57490144546649,85.5392156862745,1610612763,17,22,2023-04-09T20:02:37Z,1330000,False,-178.0,188.0,1,left,MISS J. Gilyard 25' running pullup 3PT,[1631367],1610612763.0,MEM,running pullup,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,25.86,Missed,,,,,,,,,,,,,,,,,
137,PT00M26.00S,2023-04-09T20:02:34.7Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,17,22,2023-04-09T20:02:37Z,1340000,False,,,0,,O. Dieng REBOUND (Off:1 Def:3),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,136.0,4.0,3.0,1.0,,,,,
138,PT00M21.10S,2023-04-09T20:02:39.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630215,79.71419185282524,91.42156862745098,1610612760,20,22,2023-04-09T20:08:57Z,1350000,False,207.0,138.0,1,right,J. Butler 24' 3PT running (5 PTS) (O. Dieng 2 AST),"[1630215, 1631172]",1610612760.0,OKC,running,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,24.9,Made,5.0,,,,,,,,,,,,,,O. Dieng,1631172.0,2.0
140,PT00M05.00S,2023-04-09T20:03:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631254,5.995400788436268,47.05882352941176,1610612763,20,24,2023-04-09T20:03:08Z,1370000,False,15.0,4.0,1,left,K. Lofton Jr. Layup (6 PTS) (D. Roddy 1 AST),"[1631254, 1631223]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,1.52,Made,6.0,,,,,,,,,,,,,,D. Roddy,1631223.0,1.0
142,PT00M00.00S,2023-04-09T20:03:08.5Z,1,REGULAR,2pt,Jump Shot,[],1630215,91.93495400788436,79.65686274509804,1610612760,20,24,2023-04-09T20:03:13Z,1390000,False,148.0,23.0,1,right,MISS J. Butler 15' pullup Shot,[1630215],1610612760.0,OKC,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,15.01,Missed,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2023-04-09T20:03:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,20,24,2023-04-09T20:03:13Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,142.0,,,,,,,,
144,PT00M00.00S,2023-04-09T20:03:22.7Z,1,REGULAR,period,end,[],0,,,1610612760,20,24,2023-04-09T20:03:22Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-04-09T20:03:26.3Z,2,REGULAR,substitution,out,['startperiod'],1631172,,,1610612760,20,24,2023-04-09T20:05:42Z,1420000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-04-09T20:03:26.3Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612760,20,24,2023-04-09T20:05:42Z,1430000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-04-09T20:03:26.3Z,2,REGULAR,substitution,in,['startperiod'],1630846,,,1610612760,20,24,2023-04-09T20:05:42Z,1440000,False,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-04-09T20:03:26.3Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612760,20,24,2023-04-09T20:05:42Z,1450000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-04-09T20:05:48.7Z,2,REGULAR,period,start,[],0,,,1610612763,20,24,2023-04-09T20:05:48Z,1460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M46.00S,2023-04-09T20:06:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,5.206964520367937,40.931372549019606,1610612763,20,26,2023-04-09T20:10:30Z,1470000,False,45.0,-4.0,1,left,D. Roddy driving Layup (4 PTS) (J. Gilyard 1 AST),"[1631223, 1631367]",1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,4.54,Made,4.0,,,,,,,,,,,,,,J. Gilyard,1631367.0,1.0
152,PT11M28.00S,2023-04-09T20:06:18.9Z,2,REGULAR,3pt,Jump Shot,[],1630598,93.38042049934296,2.2058823529411766,1610612760,20,26,2023-04-09T20:06:24Z,1490000,False,-239.0,10.0,1,right,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,23.92,Missed,,,,,,,,,,,,,,,,,
153,PT11M26.00S,2023-04-09T20:06:20.9Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,20,26,2023-04-09T20:13:41Z,1500000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,152.0,1.0,0.0,1.0,,,,,
154,PT11M23.00S,2023-04-09T20:06:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,94.1688567674113,47.30392156862745,1610612760,22,26,2023-04-09T20:14:53Z,1510000,False,-13.0,2.0,1,right,A. Wiggins driving finger roll Layup (4 PTS),[1630598],1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,1.37,Made,4.0,,,,,,,,,,,,,,,,
156,PT11M09.00S,2023-04-09T20:06:40.5Z,2,REGULAR,turnover,traveling,[],1631254,,,1610612763,22,26,2023-04-09T20:06:47Z,1530000,False,,,0,,K. Lofton Jr. traveling TURNOVER (1 TO),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,8-16 Right,2882.0,,,,,,,,1.0,,,,,,,,,,,
157,PT11M00.00S,2023-04-09T20:07:02.3Z,2,REGULAR,turnover,bad pass,[],1630215,,,1610612760,22,26,2023-04-09T20:07:05Z,1540000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[1630215, 1631367]",1610612760.0,OKC,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Gilyard,1631367.0,,,,,,,,,
