actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M53.00S,2022-12-18T01:11:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630647,94.40999984741211,50.0,1610612760,2,4,2022-12-18T01:11:54Z,170000,False,0.0,0.0,1,right,MISS E. Omoruyi tip Layup,[1630647],1610612760.0,OKC,tip,,,Omoruyi,E. Omoruyi,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,0.0,,,,,,,,,,,
18,PT10M52.00S,2022-12-18T01:11:55.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,4,2022-12-18T01:11:55Z,180000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,,,,17.0,,,,,,1.0,1.0,0.0,,,,,
19,PT10M37.00S,2022-12-18T01:12:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.799605781865965,35.78431372549019,1610612763,2,6,2022-12-18T01:15:12Z,190000,False,71.0,87.0,1,left,J. Morant 11' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,2.0,11.2,,,,,,,,,,,
20,PT10M30.00S,2022-12-18T01:12:22.2Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612760,2,6,2022-12-18T01:12:43Z,200000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Dort 2 FT),"[203500, 1629652]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,101284.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
22,PT10M30.00S,2022-12-18T01:12:44.9Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,3,6,2022-12-18T01:12:44Z,220000,False,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
23,PT10M30.00S,2022-12-18T01:12:59.0Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,4,6,2022-12-18T01:12:59Z,230000,False,,,0,,L. Dort Free Throw 2 of 2 (2 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
24,PT10M18.00S,2022-12-18T01:13:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,32.40801576872536,49.01960784313725,1610612763,4,9,2022-12-18T01:15:45Z,240000,False,5.0,252.0,1,left,D. Brooks 25' 3PT pullup (6 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,Made,,6.0,25.21,,,,,,,,,,,
25,PT10M04.00S,2022-12-18T01:13:28.9Z,1,REGULAR,2pt,Jump Shot,[],1630198,78.13731931668858,45.588235294117645,1610612760,4,9,2022-12-18T01:13:33Z,250000,False,-22.0,153.0,1,right,MISS I. Joe 15' floating Shot,[1630198],1610612760.0,OKC,floating,,,Joe,I. Joe,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,15.46,,,,,,,,,,,
26,PT10M01.00S,2022-12-18T01:13:31.9Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,9,2022-12-18T01:13:33Z,260000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,,,,,,,25.0,,,,,,1.0,1.0,0.0,,,,,
27,PT09M54.00S,2022-12-18T01:13:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629723,8.09789750328515,4.901960784313726,1610612763,4,9,2022-12-18T01:13:43Z,270000,False,225.0,24.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.67,,,,,,,,,,,
28,PT09M53.00S,2022-12-18T01:13:39.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,4,9,2022-12-18T01:13:39Z,280000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,,,,27.0,,,,,,1.0,1.0,0.0,,,,,
29,PT09M48.00S,2022-12-18T01:13:44.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629652,93.11760840998686,48.28431372549019,1610612760,4,9,2022-12-18T01:17:22Z,290000,False,-9.0,12.0,1,right,MISS L. Dort running finger roll Layup,[1629652],1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.49,,,,,,,,,,,
30,PT09M46.00S,2022-12-18T01:13:46.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,9,2022-12-18T01:13:52Z,300000,False,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,29.0,,,,,,2.0,2.0,0.0,,,,,
31,PT09M36.00S,2022-12-18T01:13:56.5Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,4,9,2022-12-18T01:14:03Z,310000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1630647]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Omoruyi,1630647.0,,
32,PT09M36.00S,2022-12-18T01:13:56.5Z,1,REGULAR,steal,,[],1630647,,,1610612760,4,9,2022-12-18T01:15:25Z,320000,False,,,0,,E. Omoruyi STEAL (1 STL),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2022-12-18T01:14:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,92.32917214191852,49.50980392156863,1610612760,6,9,2022-12-18T01:19:37Z,330000,False,-2.0,20.0,1,right,L. Dort driving finger roll Layup (4 PTS) (A. Pokusevski 2 AST),"[1629652, 1630197]",1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.98,A. Pokusevski,1630197.0,2.0,,,,,,,,
35,PT09M07.00S,2022-12-18T01:14:28.7Z,1,REGULAR,turnover,traveling,[],1628415,,,1610612763,6,9,2022-12-18T01:14:34Z,350000,False,,,0,,D. Brooks traveling TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,101284.0,,,,,,,,,,,,,,,1.0,,,,
36,PT08M49.00S,2022-12-18T01:14:59.6Z,1,REGULAR,turnover,traveling,[],1631114,,,1610612760,6,9,2022-12-18T01:15:05Z,360000,False,,,0,,J. Williams traveling TURNOVER (1 TO),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,101284.0,,,,,,,,,,,,,,,1.0,,,,
37,PT08M36.00S,2022-12-18T01:15:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,19.136005256241788,54.65686274509803,1610612763,6,9,2022-12-18T01:20:14Z,370000,False,-23.0,127.0,1,left,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.95,,,,,,,,,,,
38,PT08M33.00S,2022-12-18T01:15:25.8Z,1,REGULAR,rebound,defensive,[],1630647,,,1610612760,6,9,2022-12-18T01:15:30Z,380000,False,,,0,,E. Omoruyi REBOUND (Off:1 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,37.0,,,,,,2.0,1.0,1.0,,,,,
39,PT08M25.00S,2022-12-18T01:15:33.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,75.90341655716163,11.519607843137255,1610612760,9,9,2022-12-18T01:15:38Z,390000,False,-192.0,174.0,1,right,L. Dort 25' 3PT  (7 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,7.0,25.94,J. Williams,1631114.0,1.0,,,,,,,,
41,PT08M06.00S,2022-12-18T01:16:14.1Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612763,9,9,2022-12-18T01:16:14Z,410000,False,,,0,,Jump Ball L. Dort vs. S. Adams: Tip to J. Williams,"[1631114, 1629652, 203500]",1610612760.0,OKC,heldball,J. Williams,1631114.0,Williams,J. Williams,Dort,1629652.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2022-12-18T01:16:14.1Z,1,REGULAR,turnover,lost ball,[],203500,,,1610612763,9,9,2022-12-18T01:16:14Z,440000,False,,,0,,S. Adams lost ball TURNOVER (1 TO),"[203500, 1629652]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,
45,PT08M06.00S,2022-12-18T01:16:14.1Z,1,REGULAR,steal,,[],1629652,,,1610612760,9,9,2022-12-18T01:16:14Z,450000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M03.00S,2022-12-18T01:16:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,76.2976346911958,8.57843137254902,1610612760,9,9,2022-12-18T01:16:22Z,460000,False,-207.0,170.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.81,,,,,,,,,,,
47,PT07M59.00S,2022-12-18T01:16:21.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,9,2022-12-18T01:16:22Z,470000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,46.0,,,,,,2.0,2.0,0.0,,,,,
48,PT07M45.00S,2022-12-18T01:16:35.1Z,1,REGULAR,3pt,Jump Shot,[],1629630,27.94021024967148,80.14705882352942,1610612763,9,9,2022-12-18T01:16:41Z,480000,False,-151.0,210.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.86,,,,,,,,,,,
49,PT07M43.00S,2022-12-18T01:16:37.1Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,9,9,2022-12-18T01:16:41Z,490000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,48.0,,,,,,1.0,0.0,1.0,,,,,
50,PT07M40.00S,2022-12-18T01:16:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.258212877792378,49.754901960784316,1610612763,9,9,2022-12-18T01:16:45Z,500000,False,1.0,6.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.64,,,,,,,,,,,
51,PT07M38.00S,2022-12-18T01:16:42.7Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,9,9,2022-12-18T01:16:45Z,510000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,50.0,,,,,,2.0,2.0,0.0,,,,,
52,PT07M33.00S,2022-12-18T01:16:48.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630647,91.40932982917214,47.794117647058826,1610612760,9,9,2022-12-18T01:16:56Z,520000,False,-11.0,28.0,1,right,MISS E. Omoruyi driving Layup - blocked,"[1630647, 1628415]",1610612760.0,OKC,driving,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.04,,,,,,,,,,Brooks,1628415.0
53,PT07M33.00S,2022-12-18T01:16:48.0Z,1,REGULAR,block,,[],1628415,,,1610612760,9,9,2022-12-18T01:24:31Z,530000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2022-12-18T01:16:51.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,9,9,2022-12-18T01:24:31Z,540000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,52.0,,,,,,2.0,1.0,1.0,,,,,
55,PT07M28.00S,2022-12-18T01:16:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,5.469776609724048,50.49019607843137,1610612763,9,9,2022-12-18T01:17:00Z,550000,False,-2.0,-1.0,1,left,MISS J. Konchar running Layup,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.27,,,,,,,,,,,
56,PT07M25.00S,2022-12-18T01:16:56.2Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,9,9,2022-12-18T01:17:00Z,560000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,55.0,,,,,,1.0,1.0,0.0,,,,,
57,PT07M22.00S,2022-12-18T01:16:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,80.6340341655716,92.15686274509804,1610612760,12,9,2022-12-18T01:25:21Z,570000,False,211.0,130.0,1,right,L. Dort 24' 3PT  (10 PTS) (J. Williams 2 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,10.0,24.74,J. Williams,1631114.0,2.0,,,,,,,,
59,PT07M05.00S,2022-12-18T01:17:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612763,12,9,2022-12-18T01:17:29Z,590000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1631114, 1628991]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,101284.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
61,PT07M05.00S,2022-12-18T01:17:43.0Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,12,10,2022-12-18T01:17:43Z,610000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
62,PT07M05.00S,2022-12-18T01:17:55.9Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,12,11,2022-12-18T01:17:55Z,620000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
63,PT06M57.00S,2022-12-18T01:18:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630647,79.97700394218134,9.068627450980392,1610612760,12,11,2022-12-18T01:18:10Z,630000,False,-205.0,136.0,1,right,MISS E. Omoruyi 24' 3PT,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.56,,,,,,,,,,,
64,PT06M53.00S,2022-12-18T01:18:08.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,12,11,2022-12-18T01:18:10Z,640000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,,,,,,3.0,2.0,1.0,,,,,
65,PT06M50.00S,2022-12-18T01:18:16.6Z,1,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612763,12,11,2022-12-18T01:21:42Z,650000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630198, 1628415]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Left,1626300.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
67,PT06M50.00S,2022-12-18T01:18:25.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,12,11,2022-12-18T01:18:25Z,670000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2022-12-18T01:21:11.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,11,2022-12-18T01:21:22Z,680000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2022-12-18T01:21:11.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,12,11,2022-12-18T01:21:22Z,690000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M50.00S,2022-12-18T01:21:11.7Z,1,REGULAR,substitution,out,[],1630647,,,1610612763,12,11,2022-12-18T01:22:38Z,695000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M50.00S,2022-12-18T01:21:11.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612763,12,11,2022-12-18T01:22:38Z,697500,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2022-12-18T01:21:24.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,12,11,2022-12-18T01:21:33Z,700000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2022-12-18T01:21:43.4Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,12,12,2022-12-18T01:22:56Z,710000,False,,,0,,D. Brooks Free Throw 1 of 2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
74,PT06M50.00S,2022-12-18T01:21:43.4Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,12,13,2022-12-18T01:22:44Z,730000,False,,,0,,D. Brooks Free Throw 2 of 2 (8 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
75,PT06M34.00S,2022-12-18T01:22:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.82588699080158,48.529411764705884,1610612760,12,13,2022-12-18T01:26:50Z,740000,False,-7.0,-4.0,1,right,MISS L. Dort cutting Layup,[1629652],1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.84,,,,,,,,,,,
76,PT06M32.00S,2022-12-18T01:22:18.3Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,13,2022-12-18T01:28:56Z,750000,False,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,75.0,,,,,,3.0,3.0,0.0,,,,,
77,PT06M31.00S,2022-12-18T01:22:20.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,1.5275952693823915,94.85294117647058,1610612763,12,13,2022-12-18T01:22:27Z,760000,False,-224.0,-38.0,1,left,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.75,,,,,,,,,,,
78,PT06M27.00S,2022-12-18T01:22:24.1Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,12,13,2022-12-18T01:22:27Z,770000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,,,,,,,77.0,,,,,,1.0,1.0,0.0,,,,,
81,PT06M17.00S,2022-12-18T01:22:45.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,74.06373193166885,15.931372549019606,1610612760,15,13,2022-12-18T01:29:34Z,780000,False,-170.0,191.0,1,right,I. Joe 25' 3PT pullup (5 PTS) (A. Pokusevski 3 AST),"[1630198, 1630197]",1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,25.61,A. Pokusevski,1630197.0,3.0,,,,,,,,
82,PT05M59.00S,2022-12-18T01:23:00.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,6.652431011826544,49.01960784313725,1610612763,15,15,2022-12-18T01:23:07Z,790000,False,5.0,10.0,1,left,S. Adams cutting DUNK (3 PTS) (S. Aldama 1 AST),"[203500, 1630583]",1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,1.11,S. Aldama,1630583.0,1.0,,,,,,,,
