actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT05M05.00S,2022-12-01T01:22:49.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,11.251642575558476,50.0,1610612760,17,21,2022-12-01T01:29:14Z,860000,False,0.0,53.0,1,left,MISS J. Giddey Hook,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.33,Missed,,,,,,,,,,,,,
89,PT05M03.00S,2022-12-01T01:22:51.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612759,17,21,2022-12-01T01:22:55Z,870000,False,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,
90,PT04M55.00S,2022-12-01T01:22:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,93.9060446780552,60.29411764705882,1610612759,17,23,2022-12-01T01:23:09Z,880000,False,51.0,5.0,1,right,I. Roby cutting Layup (2 PTS) (K. Johnson 2 AST),"[1629676, 1629640]",1610612759.0,SAS,cutting,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.17,Made,2.0,K. Johnson,1629640.0,2.0,,,,,,,,,
92,PT04M37.00S,2022-12-01T01:23:22.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1630581,8.623521681997373,47.30392156862745,1610612760,19,23,2022-12-01T01:30:03Z,900000,False,13.0,29.0,1,left,J. Giddey turnaround bank Hook (2 PTS),[1630581],1610612760.0,OKC,turnaround bank,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,3.16,Made,2.0,,,,,,,,,,,,
93,PT04M37.00S,2022-12-01T01:23:26.6Z,1,REGULAR,violation,defensive goaltending,[],1629641,,,1610612760,19,23,2022-12-01T01:30:27Z,910000,False,,,0,,R. Langford defensive goaltending VIOLATION,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2022-12-01T01:23:52.6Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,19,23,2022-12-01T01:24:00Z,940000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2022-12-01T01:23:52.6Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,19,23,2022-12-01T01:24:00Z,950000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-12-01T01:24:01.3Z,1,REGULAR,foul,personal,[],1630526,,,1610612759,19,23,2022-12-01T01:31:44Z,960000,False,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 1629676]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,203592.0,1.0,0.0,Roby,1629676.0,,,,,,,,,,,,,,,
100,PT04M12.00S,2022-12-01T01:24:18.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,91.93495400788436,46.07843137254902,1610612759,19,25,2022-12-01T01:32:27Z,980000,False,-20.0,23.0,1,right,I. Roby driving DUNK (4 PTS) (K. Johnson 3 AST),"[1629676, 1629640]",1610612759.0,SAS,driving,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,,3.04,Made,4.0,K. Johnson,1629640.0,3.0,,,,,,,,,
102,PT04M01.00S,2022-12-01T01:24:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.601182654402102,54.90196078431373,1610612760,19,25,2022-12-01T01:32:45Z,1000000,False,-25.0,0.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,2.45,Missed,,,,,,,,,,,,,
103,PT03M58.00S,2022-12-01T01:24:32.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,19,25,2022-12-01T01:24:37Z,1010000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,102.0,4.0,2.0,2.0,,,,
104,PT03M58.00S,2022-12-01T01:24:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.590000152587891,50.0,1610612760,21,25,2022-12-01T01:24:35Z,1020000,False,0.0,0.0,1,left,J. Giddey tip Layup (4 PTS),[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,4.0,,,,,,,,,,,,
105,PT03M58.00S,2022-12-01T01:24:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,21,25,2022-12-01T01:24:41Z,1030000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M37.00S,2022-12-01T01:27:58.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203926,94.03745072273325,45.588235294117645,1610612759,21,27,2022-12-01T01:28:03Z,1040000,False,-22.0,4.0,1,right,D. McDermott cutting DUNK (2 PTS) (M. Branham 1 AST),"[203926, 1631103]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,2.24,Made,2.0,M. Branham,1631103.0,1.0,,,,,,,,,
109,PT03M24.00S,2022-12-01T01:28:11.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631172,6.1268068331143235,54.166666666666664,1610612760,23,27,2022-12-01T01:28:18Z,1060000,False,-21.0,5.0,1,left,O. Dieng cutting DUNK (2 PTS) (J. Giddey 2 AST),"[1631172, 1630581]",1610612760.0,OKC,cutting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,2.14,Made,2.0,J. Giddey,1630581.0,2.0,,,,,,,,,
111,PT03M10.00S,2022-12-01T01:28:25.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,87.33574244415243,50.49019607843137,1610612759,23,27,2022-12-01T01:33:32Z,1080000,False,2.0,67.0,1,right,MISS I. Roby 6' driving DUNK - blocked,"[1629676, 1629652]",1610612759.0,SAS,driving,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.65,Missed,,,,,,,,,,Dort,1629652.0,,
112,PT03M10.00S,2022-12-01T01:28:25.6Z,1,REGULAR,block,,[],1629652,,,1610612759,23,27,2022-12-01T01:28:27Z,1090000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2022-12-01T01:28:28.6Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,23,27,2022-12-01T01:28:30Z,1100000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,
114,PT03M05.00S,2022-12-01T01:28:30.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631172,8.623521681997373,47.549019607843135,1610612760,25,27,2022-12-01T01:28:35Z,1110000,False,12.0,29.0,1,left,O. Dieng running DUNK (4 PTS),[1631172],1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,3.11,Made,4.0,,,,,,,,,,,,
115,PT02M50.00S,2022-12-01T01:28:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629676,67.09921156373193,24.509803921568626,1610612759,25,27,2022-12-01T01:28:52Z,1120000,False,-127.0,257.0,1,right,MISS I. Roby 28' 3PT,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,,,,,,28.67,Missed,,,,,,,,,,,,,
116,PT02M46.00S,2022-12-01T01:28:49.4Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,25,27,2022-12-01T01:28:52Z,1130000,False,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,115.0,1.0,0.0,1.0,,,,
117,PT02M45.00S,2022-12-01T01:28:53.6Z,1,REGULAR,turnover,out-of-bounds,[],1629676,,,1610612759,25,27,2022-12-01T01:29:50Z,1140000,False,,,0,,I. Roby bad pass out-of-bounds TURNOVER (1 TO),[1629676],1610612759.0,SAS,bad pass,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Center,2005.0,,,,,,,,,,,1.0,,,,,,,,
118,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,25,27,2022-12-01T01:29:17Z,1150000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,25,27,2022-12-01T01:29:17Z,1160000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,25,27,2022-12-01T01:29:17Z,1170000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,out,[],1629640,,,1610612760,25,27,2022-12-01T01:29:17Z,1180000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,25,27,2022-12-01T01:29:17Z,1190000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,25,27,2022-12-01T01:29:17Z,1200000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,25,27,2022-12-01T01:29:17Z,1210000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M45.00S,2022-12-01T01:28:57.7Z,1,REGULAR,substitution,in,[],1630170,,,1610612760,25,27,2022-12-01T01:29:17Z,1220000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2022-12-01T01:29:28.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630198,25.837713534822605,33.088235294117645,1610612760,27,27,2022-12-01T01:29:35Z,1230000,False,85.0,190.0,1,left,I. Joe 20' step back Jump Shot (2 PTS),[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,,,,,,20.83,Made,2.0,,,,,,,,,,,,
127,PT02M18.00S,2022-12-01T01:29:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612759,27,27,2022-12-01T01:29:48Z,1240000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Langford 2 FT),"[1630198, 1629641]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,2715.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
129,PT02M18.00S,2022-12-01T01:30:03.4Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,27,28,2022-12-01T01:30:19Z,1260000,False,,,0,,R. Langford Free Throw 1 of 2 (3 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
130,PT02M18.00S,2022-12-01T01:30:03.4Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,27,28,2022-12-01T01:30:19Z,1270000,False,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
131,PT02M16.00S,2022-12-01T01:30:05.4Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,27,28,2022-12-01T01:30:19Z,1280000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,
132,PT02M01.00S,2022-12-01T01:30:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,8.229303547963205,49.50980392156863,1610612760,29,28,2022-12-01T01:30:37Z,1290000,False,2.0,25.0,1,left,A. Pokusevski driving finger roll Layup (4 PTS) (I. Joe 1 AST),"[1630197, 1630198]",1610612760.0,OKC,driving finger roll,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,2.5,Made,4.0,I. Joe,1630198.0,1.0,,,,,,,,,
134,PT01M49.00S,2022-12-01T01:30:43.3Z,1,REGULAR,3pt,Jump Shot,[],203926,76.16622864651774,91.66666666666666,1610612759,29,31,2022-12-01T01:30:48Z,1310000,False,208.0,172.0,1,right,D. McDermott 26' 3PT  (5 PTS) (I. Roby 1 AST),"[203926, 1629676]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,26.98,Made,5.0,I. Roby,1629676.0,1.0,,,,,,,,,
136,PT01M38.00S,2022-12-01T01:30:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.5722733245729295,56.61764705882353,1610612760,29,31,2022-12-01T01:30:59Z,1330000,False,-33.0,19.0,1,left,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,3.8,Missed,,,,,,,,,,,,,
137,PT01M36.00S,2022-12-01T01:30:56.2Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,29,31,2022-12-01T01:30:59Z,1340000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,
138,PT01M30.00S,2022-12-01T01:31:02.6Z,1,REGULAR,3pt,Jump Shot,[],203926,69.33311432325887,77.20588235294117,1610612759,29,31,2022-12-01T01:31:09Z,1350000,False,136.0,236.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,27.22,Missed,,,,,,,,,,,,,
139,PT01M28.00S,2022-12-01T01:31:06.6Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,29,31,2022-12-01T01:31:06Z,1360000,False,,,0,,R. Langford REBOUND (Off:2 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,138.0,2.0,0.0,2.0,,,,
140,PT01M28.00S,2022-12-01T01:31:08.7Z,1,REGULAR,foul,personal,[],1631114,,,1610612759,29,31,2022-12-01T01:31:19Z,1370000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1629641]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
142,PT01M28.00S,2022-12-01T01:31:19.2Z,1,REGULAR,substitution,out,[],1629676,,,1610612759,29,31,2022-12-01T01:31:23Z,1390000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M28.00S,2022-12-01T01:31:19.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,29,31,2022-12-01T01:31:23Z,1400000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M20.00S,2022-12-01T01:31:37.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,80.3712220762155,69.36274509803921,1610612759,29,31,2022-12-01T01:31:46Z,1410000,False,97.0,132.0,1,right,MISS D. Vassell 16' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,16.37,Missed,,,,,,,,,,,,,
145,PT01M16.00S,2022-12-01T01:31:41.7Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,29,31,2022-12-01T01:31:46Z,1420000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,
146,PT01M03.00S,2022-12-01T01:31:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630197,29.911300919842315,77.69607843137256,1610612760,29,31,2022-12-01T01:32:00Z,1430000,False,-138.0,229.0,1,left,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,26.74,Missed,,,,,,,,,,,,,
147,PT01M00.00S,2022-12-01T01:31:57.3Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,29,31,2022-12-01T01:32:00Z,1440000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,
148,PT00M54.80S,2022-12-01T01:32:03.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,74.58935611038108,86.27450980392157,1610612759,29,31,2022-12-01T01:32:09Z,1450000,False,181.0,186.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,26.01,Missed,,,,,,,,,,,,,
149,PT00M51.70S,2022-12-01T01:32:06.5Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,29,31,2022-12-01T01:32:09Z,1460000,False,,,0,,A. Pokusevski REBOUND (Off:3 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,148.0,5.0,2.0,3.0,,,,
150,PT00M46.60S,2022-12-01T01:32:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.178055190538765,54.166666666666664,1610612760,31,31,2022-12-01T01:32:19Z,1470000,False,-21.0,15.0,1,left,J. Williams running Layup (7 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,7.0,,,,,,,,,,,,
151,PT00M37.20S,2022-12-01T01:32:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,79.97700394218134,40.931372549019606,1610612759,31,33,2022-12-01T01:32:28Z,1480000,False,-45.0,136.0,1,right,M. Branham 14' pullup Jump Shot (2 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,14.31,Made,2.0,,,,,,,,,,,,
152,PT00M30.30S,2022-12-01T01:32:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,27.94021024967148,17.15686274509804,1610612760,31,33,2022-12-01T01:37:27Z,1490000,False,164.0,210.0,1,left,MISS I. Joe 26' step back 3PT,[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,26.67,Missed,,,,,,,,,,,,,
153,PT00M25.40S,2022-12-01T01:32:39.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,31,33,2022-12-01T01:32:39Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,152.0,,,,,,,
155,PT00M22.20S,2022-12-01T01:32:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,28.86005256241787,12.745098039215685,1610612760,31,33,2022-12-01T01:38:05Z,1520000,False,186.0,219.0,1,left,MISS I. Joe 28' fadeaway 3PT,[1630198],1610612760.0,OKC,fadeaway,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,28.74,Missed,,,,,,,,,,,,,
156,PT00M18.90S,2022-12-01T01:33:01.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,31,33,2022-12-01T01:33:01Z,1530000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,155.0,2.0,2.0,0.0,,,,
157,PT00M03.50S,2022-12-01T01:33:18.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631172,,,1610612759,31,33,2022-12-01T01:33:26Z,1540000,False,,,0,,O. Dieng shooting personal FOUL (1 PF) (Vassell 2 FT),"[1631172, 1630170]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,2005.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,
159,PT00M03.50S,2022-12-01T01:33:45.4Z,1,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,31,34,2022-12-01T01:33:45Z,1560000,False,,,0,,D. Vassell Free Throw 1 of 2 (4 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
160,PT00M03.50S,2022-12-01T01:33:48.6Z,1,REGULAR,substitution,out,[],203926,,,1610612759,31,34,2022-12-01T01:33:52Z,1570000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M03.50S,2022-12-01T01:33:48.6Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,31,34,2022-12-01T01:33:52Z,1580000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M03.50S,2022-12-01T01:33:48.6Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,31,34,2022-12-01T01:33:52Z,1590000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M03.50S,2022-12-01T01:33:48.6Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,31,34,2022-12-01T01:33:52Z,1600000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M03.50S,2022-12-01T01:34:07.3Z,1,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,31,35,2022-12-01T01:34:07Z,1610000,False,,,0,,D. Vassell Free Throw 2 of 2 (5 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
165,PT00M00.20S,2022-12-01T01:34:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612760,31,35,2022-12-01T01:34:26Z,1620000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Pokusevski 2 FT),"[1628380, 1630197]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,203592.0,2.0,0.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,
167,PT00M00.20S,2022-12-01T01:34:40.3Z,1,REGULAR,freethrow,1 of 2,[],1630197,,,1610612760,31,35,2022-12-01T01:34:40Z,1640000,False,,,0,,MISS A. Pokusevski Free Throw 1 of 2,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
168,PT00M00.20S,2022-12-01T01:34:40.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,31,35,2022-12-01T01:34:40Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,
169,PT00M00.20S,2022-12-01T01:34:45.4Z,1,REGULAR,freethrow,2 of 2,[],1630197,,,1610612760,32,35,2022-12-01T01:34:45Z,1660000,False,,,0,,A. Pokusevski Free Throw 2 of 2 (5 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
170,PT00M00.00S,2022-12-01T01:34:50.9Z,1,REGULAR,period,end,[],0,,,1610612759,32,35,2022-12-01T01:34:50Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-12-01T01:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612759,32,35,2022-12-01T01:37:26Z,1680000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-12-01T01:36:54.9Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612759,32,35,2022-12-01T01:37:26Z,1690000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-12-01T01:36:54.9Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612759,32,35,2022-12-01T01:37:26Z,1700000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
