actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
91,PT04M13.00S,2023-03-04T01:24:23.6Z,1,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,21,19,2023-03-04T01:24:23Z,910000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,,,,,,,,1.0,,,,,
92,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612762,21,19,2023-03-04T01:24:43Z,920000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],1631119,,,1610612762,21,19,2023-03-04T01:24:43Z,930000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612762,21,19,2023-03-04T01:24:43Z,940000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],1629659,,,1610612762,21,19,2023-03-04T01:24:43Z,950000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,21,19,2023-03-04T01:24:43Z,960000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,out,[],203482,,,1610612762,21,19,2023-03-04T01:24:43Z,970000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],203967,,,1610612762,21,19,2023-03-04T01:24:43Z,980000,False,,,0,,SUB in: D. Saric,[203967],1610612760.0,OKC,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],1631172,,,1610612762,21,19,2023-03-04T01:24:43Z,990000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],1630598,,,1610612762,21,19,2023-03-04T01:24:43Z,1000000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],200752,,,1610612762,21,19,2023-03-04T01:24:43Z,1010000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],1627745,,,1610612762,21,19,2023-03-04T01:24:43Z,1020000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M13.00S,2023-03-04T01:24:29.7Z,1,REGULAR,substitution,in,[],1627739,,,1610612762,21,19,2023-03-04T01:24:43Z,1030000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M02.00S,2023-03-04T01:25:00.5Z,1,REGULAR,turnover,backcourt,[],200752,,,1610612762,21,19,2023-03-04T01:25:12Z,1040000,False,,,0,,R. Gay backcourt TURNOVER (1 TO),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Center,,,,,,,2714.0,,,,,,,,1.0,,,,,
105,PT03M52.00S,2023-03-04T01:25:19.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203967,93.24901445466492,2.941176470588235,1610612760,24,19,2023-03-04T01:25:27Z,1050000,False,-235.0,11.0,1,right,D. Saric 3PT  (3 PTS) (J. Giddey 5 AST),"[203967, 1630581]",1610612760.0,OKC,,,,Saric,D. Saric,,,,,Left Corner 3,24+ Left,23.56,Made,3.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,,,,
107,PT03M35.00S,2023-03-04T01:25:36.5Z,1,REGULAR,3pt,Jump Shot,[],200752,23.340998685939553,89.4607843137255,1610612762,24,22,2023-03-04T01:25:43Z,1070000,False,-197.0,167.0,1,left,R. Gay 25' 3PT pullup (3 PTS) (K. Dunn 1 AST),"[200752, 1627739]",1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,25.84,Made,3.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,,
109,PT03M18.00S,2023-03-04T01:25:53.4Z,1,REGULAR,3pt,Jump Shot,[],1631172,81.02825229960578,4.901960784313726,1610612760,24,22,2023-03-04T01:25:57Z,1090000,False,-225.0,126.0,1,right,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2023-03-04T01:25:56.4Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,24,22,2023-03-04T01:25:57Z,1100000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,109.0,,,,1.0,0.0,1.0
111,PT03M11.00S,2023-03-04T01:26:00.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203967,67.23061760840999,44.11764705882353,1610612760,24,22,2023-03-04T01:26:06Z,1110000,False,-29.0,256.0,1,right,MISS D. Saric 25' 3PT,[203967],1610612760.0,OKC,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2023-03-04T01:26:03.6Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,24,22,2023-03-04T01:26:06Z,1120000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,111.0,,,,1.0,1.0,0.0
113,PT02M57.00S,2023-03-04T01:26:14.5Z,1,REGULAR,turnover,bad pass,[],1631323,,,1610612762,24,22,2023-03-04T01:26:18Z,1130000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1630598]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,Wiggins,1630598.0,,,
114,PT02M57.00S,2023-03-04T01:26:14.5Z,1,REGULAR,steal,,[],1630598,,,1610612760,24,22,2023-03-04T01:26:16Z,1140000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
115,PT02M52.00S,2023-03-04T01:26:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,92.72339027595268,48.28431372549019,1610612760,26,22,2023-03-04T01:26:30Z,1150000,False,-9.0,16.0,1,right,J. Giddey running Layup (8 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.81,Made,8.0,,,,,,,,,,,,,,,,,
116,PT02M31.00S,2023-03-04T01:26:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,7.703679369250986,36.76470588235294,1610612762,26,24,2023-03-04T01:35:19Z,1160000,False,66.0,20.0,1,left,K. Dunn 6' driving Layup (2 PTS),[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,2.0,,,,,,,,,,,,,,,,,
117,PT02M23.00S,2023-03-04T01:26:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,64.86530880420499,23.52941176470588,1610612760,29,24,2023-03-04T01:26:54Z,1170000,False,-132.0,278.0,1,right,I. Joe 30' 3PT  (9 PTS) (J. Giddey 6 AST),"[1630198, 1630581]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,30.77,Made,9.0,J. Giddey,1630581.0,6.0,,,,,,,,,,,,,,
119,PT02M21.00S,2023-03-04T01:26:55.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,29,24,2023-03-04T01:26:55Z,1190000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M21.00S,2023-03-04T01:29:18.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612762,29,24,2023-03-04T01:29:40Z,1200000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M21.00S,2023-03-04T01:29:18.1Z,1,REGULAR,substitution,out,[],1630534,,,1610612762,29,24,2023-03-04T01:29:40Z,1210000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2023-03-04T01:29:18.1Z,1,REGULAR,substitution,in,[],1629652,,,1610612762,29,24,2023-03-04T01:29:40Z,1220000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2023-03-04T01:29:18.1Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,29,24,2023-03-04T01:29:40Z,1230000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2023-03-04T01:29:56.4Z,1,REGULAR,3pt,Jump Shot,[],1631323,19.793035479632064,93.38235294117648,1610612762,29,27,2023-03-04T01:30:01Z,1240000,False,-217.0,134.0,1,left,S. Fontecchio 25' 3PT  (6 PTS) (R. Gay 1 AST),"[1631323, 200752]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.47,Made,6.0,R. Gay,200752.0,1.0,,,,,,,,,,,,,,
127,PT01M49.00S,2023-03-04T01:30:20.0Z,1,REGULAR,foul,personal,[],1631323,,,1610612760,29,27,2023-03-04T01:30:27Z,1260000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 1629652]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2714.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
129,PT01M41.00S,2023-03-04T01:30:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,91.93495400788436,42.15686274509804,1610612760,31,27,2023-03-04T01:37:37Z,1280000,False,-39.0,23.0,1,right,A. Wiggins cutting Layup (2 PTS) (L. Dort 1 AST),"[1630598, 1629652]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
131,PT01M24.00S,2023-03-04T01:31:03.9Z,1,REGULAR,foul,offensive,[],1628374,,,1610612762,31,27,2023-03-04T01:31:19Z,1300000,False,,,0,,L. Markkanen offensive FOUL (2 PF),"[1628374, 1630198]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,2.0,0.0,Joe,1630198.0,,,,,,,,,
133,PT01M24.00S,2023-03-04T01:31:03.9Z,1,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,31,27,2023-03-04T01:31:19Z,1320000,False,,,0,,L. Markkanen offensive foul TURNOVER (2 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,,,,,,,,2.0,,,,,
136,PT01M12.00S,2023-03-04T01:31:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,90.22667542706965,52.20588235294118,1610612760,31,27,2023-03-04T01:31:36Z,1330000,False,11.0,39.0,1,right,MISS L. Dort cutting Layup - blocked,"[1629652, 1627739]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,Dunn,1627739.0,,,,,,,
137,PT01M12.00S,2023-03-04T01:31:30.9Z,1,REGULAR,block,,[],1627739,,,1610612760,31,27,2023-03-04T01:31:33Z,1340000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M10.00S,2023-03-04T01:31:32.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,31,27,2023-03-04T01:31:36Z,1350000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,136.0,,,,2.0,2.0,0.0
139,PT01M08.00S,2023-03-04T01:31:35.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,25.57490144546649,14.215686274509803,1610612762,31,27,2023-03-04T01:38:28Z,1360000,False,179.0,188.0,1,left,MISS S. Fontecchio 25' running 3PT,[1631323],1610612762.0,UTA,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
140,PT01M05.00S,2023-03-04T01:31:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,31,27,2023-03-04T01:32:01Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,139.0,,,,,,
141,PT01M05.00S,2023-03-04T01:31:47.3Z,1,REGULAR,foul,personal,[],203967,,,1610612762,31,27,2023-03-04T01:32:04Z,1380000,False,,,0,,D. Saric loose ball personal FOUL (1 PF),"[203967, 200752]",1610612760.0,OKC,loose ball,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,1.0,0.0,Gay,200752.0,,,,,,,,,
143,PT01M05.00S,2023-03-04T01:32:00.2Z,1,REGULAR,substitution,out,[],1630198,,,1610612762,31,27,2023-03-04T01:32:03Z,1400000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M05.00S,2023-03-04T01:32:00.2Z,1,REGULAR,substitution,in,[],1631114,,,1610612762,31,27,2023-03-04T01:32:03Z,1410000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M57.50S,2023-03-04T01:32:33.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612762,31,27,2023-03-04T01:32:39Z,1430000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Fontecchio 2 FT),"[1631114, 1631323]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,1.0,0.0,Fontecchio,1631323.0,,,,,,,,,
148,PT00M57.50S,2023-03-04T01:32:56.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631323,,,1610612762,31,28,2023-03-04T01:32:56Z,1450000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (7 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
149,PT00M57.50S,2023-03-04T01:33:09.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631323,,,1610612762,31,29,2023-03-04T01:33:09Z,1460000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (8 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
150,PT00M33.80S,2023-03-04T01:33:35.1Z,1,REGULAR,2pt,Jump Shot,[],1631114,79.45137976346912,34.55882352941176,1610612760,33,29,2023-03-04T01:33:39Z,1470000,False,-77.0,141.0,1,right,J. Williams 16' pullup Jump Shot (2 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,16.05,Made,2.0,,,,,,,,,,,,,,,,,
151,PT00M12.90S,2023-03-04T01:33:57.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,7.30946123521682,95.83333333333334,1610612762,33,29,2023-03-04T01:34:08Z,1480000,False,-229.0,16.0,1,left,MISS L. Markkanen step back 3PT,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
152,PT00M09.60S,2023-03-04T01:34:01.2Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,33,29,2023-03-04T01:54:16Z,1490000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,151.0,,,,1.0,1.0,0.0
153,PT00M01.70S,2023-03-04T01:34:10.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612760,33,29,2023-03-04T01:34:18Z,1500000,False,,,0,,R. Gay shooting personal FOUL (1 PF) (Williams 2 FT),"[200752, 1631114]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,1.0,0.0,Williams,1631114.0,,,,,,,,,
155,PT00M01.70S,2023-03-04T01:34:35.5Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,34,29,2023-03-04T01:34:35Z,1520000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
156,PT00M01.70S,2023-03-04T01:34:35.5Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,34,29,2023-03-04T01:34:55Z,1530000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT00M01.70S,2023-03-04T01:34:35.5Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,34,29,2023-03-04T01:34:55Z,1540000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,156.0,,,,1.0,1.0,0.0
158,PT00M00.00S,2023-03-04T01:34:58.4Z,1,REGULAR,period,end,[],0,,,1610612762,34,29,2023-03-04T01:34:58Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-04T01:37:11.9Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612762,34,29,2023-03-04T01:37:31Z,1560000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-04T01:37:11.9Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612762,34,29,2023-03-04T01:37:31Z,1570000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-04T01:37:46.3Z,2,REGULAR,period,start,[],0,,,1610612762,34,29,2023-03-04T01:37:46Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M53.00S,2023-03-04T01:37:53.0Z,2,REGULAR,turnover,bad pass,[],1627739,,,1610612762,34,29,2023-03-04T01:37:56Z,1590000,False,,,0,,K. Dunn bad pass TURNOVER (1 TO),"[1627739, 1629652]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
163,PT11M53.00S,2023-03-04T01:37:53.0Z,2,REGULAR,steal,,[],1629652,,,1610612760,34,29,2023-03-04T01:37:54Z,1600000,False,,,0,,L. Dort STEAL (3 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
164,PT11M49.00S,2023-03-04T01:37:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612760,34,29,2023-03-04T01:38:04Z,1610000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Dort 2 FT),"[1627739, 1629652]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
166,PT11M49.00S,2023-03-04T01:38:23.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629652,,,1610612760,34,29,2023-03-04T01:41:03Z,1630000,False,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT11M49.00S,2023-03-04T01:38:23.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,34,29,2023-03-04T01:41:03Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,
168,PT11M49.00S,2023-03-04T01:38:23.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629652,,,1610612760,35,29,2023-03-04T01:41:03Z,1650000,False,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
169,PT11M36.00S,2023-03-04T01:38:57.1Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612762,35,29,2023-03-04T01:39:07Z,1660000,False,,,0,,D. Jones bad pass out-of-bounds TURNOVER (1 TO),[1627745],1610612762.0,UTA,bad pass,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,2714.0,,,,,,,,1.0,,,,,
170,PT11M27.00S,2023-03-04T01:39:13.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,84.83902759526939,36.76470588235294,1610612760,37,29,2023-03-04T01:39:17Z,1670000,False,-66.0,90.0,1,right,J. Williams 11' pullup Jump Shot (5 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,11.17,Made,5.0,,,,,,,,,,,,,,,,,
171,PT11M12.00S,2023-03-04T01:39:29.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,8.935611038107751,58.85799632352941,1610612762,37,31,2023-03-04T01:42:01Z,1680000,False,-44.0,31.0,1,left,R. Gay driving floating bank Jump Shot (5 PTS) (K. Dunn 2 AST),"[200752, 1627739]",1610612762.0,UTA,driving floating bank,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,5.0,K. Dunn,1627739.0,2.0,,,,,,,,,,,,,,
173,PT11M12.00S,2023-03-04T01:39:31.4Z,2,REGULAR,foul,personal,['1freethrow'],1631172,,,1610612762,37,31,2023-03-04T01:39:37Z,1700000,False,,,0,,O. Dieng shooting personal FOUL (1 PF) (Gay 1 FT),"[1631172, 200752]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,1.0,0.0,Gay,200752.0,,,,,,,,,
175,PT11M12.00S,2023-03-04T01:39:55.2Z,2,REGULAR,freethrow,1 of 1,[],200752,,,1610612762,37,32,2023-03-04T01:39:55Z,1720000,False,,,0,,R. Gay Free Throw 1 of 1 (6 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
176,PT10M59.00S,2023-03-04T01:40:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,90.3580814717477,50.0,1610612760,39,32,2023-03-04T01:40:16Z,1730000,False,0.0,38.0,1,right,J. Williams driving finger roll Layup (7 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.81,Made,7.0,,,,,,,,,,,,,,,,,
177,PT10M47.00S,2023-03-04T01:40:22.5Z,2,REGULAR,2pt,Jump Shot,[],1628374,21.632720105124836,44.36274509803921,1610612762,39,32,2023-03-04T01:40:27Z,1740000,False,28.0,151.0,1,left,MISS L. Markkanen 15' Jump Shot,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Center,15.34,Missed,,,,,,,,,,,,,,,,,,
178,PT10M44.00S,2023-03-04T01:40:25.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,39,32,2023-03-04T01:40:27Z,1750000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,177.0,,,,1.0,1.0,0.0
179,PT10M30.00S,2023-03-04T01:40:39.0Z,2,REGULAR,2pt,Jump Shot,[],1629652,75.90341655716163,29.901960784313726,1610612760,41,32,2023-03-04T01:40:46Z,1760000,False,-100.0,174.0,1,right,L. Dort 20' step back Jump Shot (9 PTS),[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,20.09,Made,9.0,,,,,,,,,,,,,,,,,
