actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-24T01:10:17.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-24T01:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-24T01:10:20.7Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612743,0,0,2022-11-24T01:10:20Z,40000,False,,,0,,Jump Ball N. Jokic vs. J. Robinson-Earl: Tip to K. Caldwell-Pope,"[203484, 203999, 1630526]",1610612743.0,DEN,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jokic,203999.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-24T01:10:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,93.77463863337714,42.15686274509804,1610612743,0,2,2022-11-24T01:10:40Z,70000,False,-39.0,6.0,1,right,N. Jokic floating Jump Shot (2 PTS) (D. Reed 1 AST),"[203999, 1628432]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.97,Made,2.0,D. Reed,1628432.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2022-11-24T01:10:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,13.87976346911958,36.51960784313725,1610612760,2,2,2022-11-24T01:10:54Z,90000,False,67.0,78.0,1,left,A. Pokusevski 10' turnaround Jump Shot (2 PTS) (J. Robinson-Earl 1 AST),"[1630197, 1630526]",1610612760.0,OKC,turnaround,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Right,10.31,Made,2.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,
11,PT11M13.00S,2022-11-24T01:11:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612743,2,2,2022-11-24T01:11:11Z,110000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Jokic 2 FT),"[1630526, 203999]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1151.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
13,PT11M13.00S,2022-11-24T01:11:28.0Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,2,2,2022-11-24T01:11:28Z,130000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2022-11-24T01:11:28.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,2,2,2022-11-24T01:11:28Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
15,PT11M13.00S,2022-11-24T01:11:40.7Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,2,3,2022-11-24T01:11:40Z,150000,False,,,0,,N. Jokic Free Throw 2 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-11-24T01:11:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630526,31.750985545335087,60.049019607843135,1610612760,2,3,2022-11-24T01:12:02Z,160000,False,-50.0,246.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2022-11-24T01:11:59.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,2,3,2022-11-24T01:12:02Z,170000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M45.00S,2022-11-24T01:12:09.0Z,1,REGULAR,3pt,Jump Shot,[],203484,95.87713534822602,96.32352941176471,1610612743,2,6,2022-11-24T01:12:14Z,180000,False,232.0,-14.0,1,right,K. Caldwell-Pope 3PT  (3 PTS) (B. Brown 1 AST),"[203484, 1628971]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.2,Made,3.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
20,PT10M36.00S,2022-11-24T01:12:20.4Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,2,6,2022-11-24T01:12:28Z,200000,False,,,0,,J. Giddey lost ball out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,lost ball,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,,,,,1151.0,,,,,,,,,1.0,,,,
21,PT10M21.00S,2022-11-24T01:12:39.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,96.13994743758212,96.81372549019608,1610612743,2,9,2022-11-24T01:12:46Z,210000,False,234.0,-16.0,1,right,B. Brown 3PT  (3 PTS) (N. Jokic 1 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.47,Made,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
24,PT09M58.00S,2022-11-24T01:13:22.4Z,1,REGULAR,3pt,Jump Shot,[],1628983,2.3160315374507228,95.58823529411765,1610612760,2,9,2022-11-24T01:13:30Z,240000,False,-228.0,-31.0,1,left,MISS S. Gilgeous-Alexander 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
