actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-29T00:10:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-29T00:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-29T00:10:38.6Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2023-03-29T00:10:38Z,40000,False,,,0,,Jump Ball N. Richards vs. J. Williams: Tip to P. Washington,"[1629023, 1630208, 1631119]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Richards,1630208.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2023-03-29T00:10:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,84.57621550591328,62.254901960784316,1610612766,0,2,2023-03-29T00:10:55Z,70000,False,61.0,92.0,1,right,P. Washington 11' driving floating Jump Shot (2 PTS),[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,11.1,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2023-03-29T00:11:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,12.828515111695138,48.28431372549019,1610612760,2,2,2023-03-29T00:11:14Z,80000,False,9.0,68.0,1,left,J. Williams 6' driving floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1631114, 1631119]",1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,2.0,J. Williams,1631119.0,1.0,,,,,,,,,,,,,,
13,PT11M14.00S,2023-03-29T00:11:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612766,2,2,2023-03-29T00:11:40Z,130000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Richards 2 FT),"[1631119, 1630208]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,1.0,0.0,Richards,1630208.0,,,,,,,,,
15,PT11M14.00S,2023-03-29T00:11:50.5Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,2,2,2023-03-29T00:11:50Z,150000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M14.00S,2023-03-29T00:11:50.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,2,2,2023-03-29T00:11:50Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,
17,PT11M14.00S,2023-03-29T00:12:11.2Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,2,3,2023-03-29T00:12:11Z,170000,False,,,0,,N. Richards Free Throw 2 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2023-03-29T00:12:23.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,2,3,2023-03-29T00:12:28Z,180000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1629004]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,,
19,PT11M02.00S,2023-03-29T00:12:23.3Z,1,REGULAR,steal,,[],1629004,,,1610612766,2,3,2023-03-29T00:14:50Z,190000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
