actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
28,PT09M57.00S,2022-11-12T01:13:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.732588699080158,53.18627450980392,1610612760,6,2,2022-11-12T01:13:23Z,280000,False,-16.0,1.0,1,left,J. Giddey cutting Layup (2 PTS) (L. Dort 1 AST),"[1630581, 1629652]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,2.0,,,,,,L. Dort,1629652.0,1.0,,
30,PT09M45.00S,2022-11-12T01:13:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.33574244415243,46.81372549019608,1610612761,6,4,2022-11-12T01:19:38Z,300000,False,-16.0,67.0,1,right,S. Barnes 6' driving floating Jump Shot (2 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,,,,,,,,2.0,,,,,,,,,,
31,PT09M33.00S,2022-11-12T01:13:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.075558475689881,58.333333333333336,1610612760,6,4,2022-11-12T01:20:01Z,310000,False,-42.0,-5.0,1,left,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
32,PT09M31.00S,2022-11-12T01:13:43.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,6,4,2022-11-12T01:13:46Z,320000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M22.00S,2022-11-12T01:13:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,90.22667542706965,50.0,1610612761,6,4,2022-11-12T01:14:00Z,330000,False,0.0,39.0,1,right,MISS C. Koloko cutting Layup - blocked,"[1631132, 1630197]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,Pokusevski,1630197.0
34,PT09M22.00S,2022-11-12T01:13:52.7Z,1,REGULAR,block,,[],1630197,,,1610612761,6,4,2022-11-12T01:13:55Z,340000,False,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M19.00S,2022-11-12T01:13:55.7Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,6,4,2022-11-12T01:14:00Z,350000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT09M18.00S,2022-11-12T01:13:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,93.9060446780552,50.73529411764706,1610612761,6,6,2022-11-12T01:14:03Z,360000,False,4.0,5.0,1,right,C. Koloko putback Layup (2 PTS),[1631132],1610612761.0,TOR,putback,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,2.0,,,,,,,,,,
37,PT09M03.00S,2022-11-12T01:14:12.2Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,6,6,2022-11-12T01:26:13Z,370000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1627832]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,VanVleet,1627832.0,,,,,,,,,,,
38,PT09M03.00S,2022-11-12T01:14:12.2Z,1,REGULAR,steal,,[],1627832,,,1610612761,6,6,2022-11-12T01:14:14Z,380000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2022-11-12T01:14:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,92.32917214191852,56.61764705882353,1610612761,6,6,2022-11-12T01:14:27Z,390000,False,33.0,20.0,1,right,MISS O. Anunoby Layup - blocked,"[1628384, 1630598]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,Wiggins,1630598.0
40,PT08M57.00S,2022-11-12T01:14:19.5Z,1,REGULAR,block,,[],1630598,,,1610612761,6,6,2022-11-12T01:14:22Z,400000,False,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M57.00S,2022-11-12T01:14:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,6,6,2022-11-12T01:14:27Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,39.0,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2022-11-12T01:14:40.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629018,81.15965834428384,39.21568627450981,1610612761,6,6,2022-11-12T01:28:44Z,430000,False,-54.0,125.0,1,right,MISS G. Trent Jr. 13' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.58,Missed,,,,,,,,,,,,,,,,,,
44,PT08M50.00S,2022-11-12T01:14:43.1Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,6,6,2022-11-12T01:14:48Z,440000,False,,,0,,C. Koloko REBOUND (Off:2 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,43.0,2.0,0.0,2.0,,,,,,,,,,,,,,
45,PT08M49.00S,2022-11-12T01:14:43.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,68.80749014454665,70.09803921568627,1610612761,6,6,2022-11-12T01:14:50Z,450000,False,100.0,241.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
46,PT08M46.00S,2022-11-12T01:14:46.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,6,2022-11-12T01:14:50Z,460000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M38.00S,2022-11-12T01:14:54.3Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,6,6,2022-11-12T01:14:59Z,470000,False,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 1628384]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Center,,,,,,,2.0,Anunoby,1628384.0,,,,,,,,,,,
48,PT08M38.00S,2022-11-12T01:14:54.3Z,1,REGULAR,steal,,[],1628384,,,1610612761,6,6,2022-11-12T01:14:57Z,480000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2022-11-12T01:14:58.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.11760840998686,50.245098039215684,1610612761,6,8,2022-11-12T01:15:03Z,490000,False,1.0,12.0,1,right,O. Anunoby running DUNK (4 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,4.0,,,,,,,,,,
200,PT08M17.00S,2022-11-12T01:15:12.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,11.695137976346912,43.16023284313725,1610612760,6,8,2022-11-12T01:43:40Z,505000,False,34.0,57.0,1,left,MISS A. Wiggins 6' driving Layup - blocked,"[1630598, 1630567]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0
201,PT08M17.00S,2022-11-12T01:15:12.1Z,1,REGULAR,block,,[],1630567,,,1610612760,6,8,2022-11-12T01:43:40Z,512500,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT08M17.00S,2022-11-12T01:15:12.1Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,6,8,2022-11-12T01:43:40Z,516250,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT08M07.00S,2022-11-12T01:15:25.7Z,1,REGULAR,2pt,Jump Shot,[],1628384,90.09526938239159,81.37254901960785,1610612761,6,8,2022-11-12T01:42:50Z,520000,False,157.0,41.0,1,right,MISS O. Anunoby 16' pullup Shot,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,16.21,Missed,,,,,,,,,,,,,,,,,,
53,PT08M04.00S,2022-11-12T01:15:28.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,8,2022-11-12T01:15:30Z,530000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M57.00S,2022-11-12T01:15:38.0Z,1,REGULAR,turnover,traveling,[],1630197,,,1610612760,6,8,2022-11-12T01:15:45Z,540000,False,,,0,,A. Pokusevski traveling TURNOVER (2 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,1627964.0,,,,,,,,,
55,PT07M34.00S,2022-11-12T01:16:11.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,70.25295663600527,50.73529411764706,1610612761,6,8,2022-11-12T01:16:16Z,550000,False,4.0,227.0,1,right,MISS S. Barnes 22' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,22.71,Missed,,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2022-11-12T01:16:14.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,6,8,2022-11-12T01:16:16Z,560000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M26.00S,2022-11-12T01:16:18.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630197,6.783837056504599,49.754901960784316,1610612760,8,8,2022-11-12T01:16:24Z,570000,False,1.0,11.0,1,left,A. Pokusevski running DUNK (2 PTS),[1630197],1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,,,,2.0,,,,,,,,,,
58,PT07M12.00S,2022-11-12T01:16:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.03745072273325,48.28431372549019,1610612761,8,8,2022-11-12T01:16:39Z,580000,False,-9.0,4.0,1,right,MISS O. Anunoby Layup - blocked,"[1628384, 1630197]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,Pokusevski,1630197.0
59,PT07M12.00S,2022-11-12T01:16:31.7Z,1,REGULAR,block,,[],1630197,,,1610612761,8,8,2022-11-12T01:16:34Z,590000,False,,,0,,A. Pokusevski BLOCK (2 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M10.00S,2022-11-12T01:16:33.7Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,8,8,2022-11-12T01:16:39Z,600000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT07M06.00S,2022-11-12T01:16:38.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,2.578843626806833,95.09803921568627,1610612760,11,8,2022-11-12T01:16:45Z,610000,False,-225.0,-28.0,1,left,L. Dort 3PT  (5 PTS) (A. Wiggins 1 AST),"[1629652, 1630598]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,22.73,Made,,,,,,,,5.0,,,,,,A. Wiggins,1630598.0,1.0,,
63,PT06M53.00S,2022-11-12T01:16:54.3Z,1,REGULAR,foul,offensive,[],1631132,,,1610612761,11,8,2022-11-12T01:17:03Z,630000,False,,,0,,C. Koloko offensive FOUL (1 PF),"[1631132, 1629652]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627964.0,1.0,0.0,Dort,1629652.0,,,,,
65,PT06M53.00S,2022-11-12T01:16:54.3Z,1,REGULAR,turnover,offensive foul,[],1631132,,,1610612761,11,8,2022-11-12T01:16:54Z,650000,False,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,1627964.0,,,,,,,,,
66,PT06M53.00S,2022-11-12T01:17:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,11,8,2022-11-12T01:17:02Z,660000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M33.00S,2022-11-12T01:20:41.5Z,1,REGULAR,turnover,lost ball,[],1630197,,,1610612760,11,8,2022-11-12T01:20:45Z,670000,False,,,0,,A. Pokusevski lost ball TURNOVER (3 TO),"[1630197, 1627832]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,VanVleet,1627832.0,,,,,,,,,,,
70,PT06M33.00S,2022-11-12T01:20:41.5Z,1,REGULAR,steal,,[],1627832,,,1610612761,11,8,2022-11-12T01:20:43Z,680000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-11-12T01:20:59.4Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,11,8,2022-11-12T01:21:03Z,690000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 1628983]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
72,PT06M16.00S,2022-11-12T01:20:59.4Z,1,REGULAR,steal,,[],1628983,,,1610612760,11,8,2022-11-12T01:21:01Z,700000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2022-11-12T01:21:06.2Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,11,8,2022-11-12T01:21:10Z,710000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1628384]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Anunoby,1628384.0,,,,,,,,,,,
74,PT06M08.00S,2022-11-12T01:21:06.2Z,1,REGULAR,steal,,[],1628384,,,1610612761,11,8,2022-11-12T01:21:07Z,720000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
