actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-28T01:10:27.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-28T01:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-28T01:10:29.6Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-01-28T01:10:29Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Williams: Tip to E. Mobley,"[1630596, 1628386, 1631119]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2023-01-28T01:10:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,81.2910643889619,4.166666666666666,1610612739,0,0,2023-01-28T01:11:31Z,70000,False,-229.0,123.0,1,right,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2023-01-28T01:10:53.9Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2023-01-28T01:10:56Z,80000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-01-28T01:11:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,94.1688567674113,46.07843137254902,1610612739,0,0,2023-01-28T01:11:14Z,90000,False,-20.0,2.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-01-28T01:11:06.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,0,0,2023-01-28T01:11:14Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2023-01-28T01:11:26.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,5.732588699080158,49.754901960784316,1610612760,0,0,2023-01-28T01:11:30Z,120000,False,1.0,1.0,1,left,MISS J. Williams alley-oop DUNK - blocked,"[1631114, 1630596]",1610612760.0,OKC,alley-oop,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,Mobley,1630596.0,,,,,,,,,,,,
13,PT11M07.00S,2023-01-28T01:11:26.8Z,1,REGULAR,block,,[],1630596,,,1610612760,0,0,2023-01-28T01:11:29Z,130000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2023-01-28T01:11:29.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2023-01-28T01:11:30Z,140000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M56.00S,2023-01-28T01:11:37.4Z,1,REGULAR,2pt,Jump Shot,[],1630596,78.0059132720105,36.029411764705884,1610612739,0,2,2023-01-28T01:11:41Z,150000,False,-70.0,154.0,1,right,E. Mobley 16' pullup Jump Shot (2 PTS) (I. Okoro 1 AST),"[1630596, 1630171]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,16.93,Made,,,,,,,2.0,I. Okoro,1630171.0,1.0,,,,,,,,
18,PT10M32.00S,2023-01-28T01:12:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.469776609724048,42.40196078431372,1610612760,0,2,2023-01-28T01:12:26Z,180000,False,38.0,-1.0,1,left,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1630171]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,Okoro,1630171.0,,,,,,,,,,,,
19,PT10M32.00S,2023-01-28T01:12:20.7Z,1,REGULAR,block,,[],1630171,,,1610612760,0,2,2023-01-28T01:12:23Z,190000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
