actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-19T19:40:20.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-19T19:40:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-19T19:40:25.0Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2023-03-19T19:40:25Z,40000,False,,,0,,Jump Ball B. Biyombo vs. J. Williams: Tip to C. Paul,"[101108, 202687, 1631119]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Biyombo,202687.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-19T19:40:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,5.469776609724048,46.07843137254902,1610612756,0,0,2023-03-19T19:40:53Z,70000,False,20.0,-1.0,1,left,MISS B. Biyombo cutting Layup - blocked,"[202687, 1631119]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.96,Missed,Williams,1631119.0,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-03-19T19:40:34.9Z,1,REGULAR,block,,[],1631119,,,1610612756,0,0,2023-03-19T19:42:15Z,80000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-03-19T19:40:37.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,0,2023-03-19T19:40:43Z,90000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M39.00S,2023-03-19T19:40:39.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629652,91.5407358738502,48.77450980392157,1610612760,2,0,2023-03-19T19:40:50Z,100000,False,-6.0,27.0,1,right,L. Dort running DUNK (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,
12,PT11M20.00S,2023-03-19T19:40:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629006,8.886333771353483,2.696078431372549,1610612756,2,3,2023-03-19T19:41:04Z,120000,False,237.0,31.0,1,left,J. Okogie 3PT  (3 PTS) (C. Paul 1 AST),"[1629006, 101108]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,
14,PT11M03.00S,2023-03-19T19:41:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,92.06636005256242,50.245098039215684,1610612760,2,3,2023-03-19T19:41:22Z,140000,False,1.0,22.0,1,right,MISS S. Gilgeous-Alexander pullup bank Shot,[1628983],1610612760.0,OKC,pullup bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2023-03-19T19:41:17.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,2,3,2023-03-19T19:41:22Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,14.0,,,,,,,,,,,,,,,
17,PT10M53.00S,2023-03-19T19:41:32.3Z,1,REGULAR,2pt,Jump Shot,[],101108,20.45006570302234,62.99019607843137,1610612756,2,3,2023-03-19T19:45:04Z,170000,False,-65.0,140.0,1,left,MISS C. Paul 15' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,15.41,Missed,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2023-03-19T19:41:36.3Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612756,2,3,2023-03-19T19:41:40Z,180000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Center,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,
