actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,14,12,2022-10-26T00:22:34Z,840000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,in,[],202322,,,1610612760,14,12,2022-10-26T00:22:34Z,850000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,in,[],203496,,,1610612760,14,12,2022-10-26T00:22:34Z,860000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2022-10-26T00:22:19.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630598,,,1610612760,15,12,2022-10-26T00:22:19Z,870000,,,0,,A. Wiggins Free Throw 1 of 1 (3 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
88,PT05M20.00S,2022-10-26T00:22:30.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,31.488173455978973,58.333333333333336,1610612746,15,12,2022-10-26T00:22:36Z,880000,-42.0,243.0,1,left,MISS N. Powell 24' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.7,Missed,,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2022-10-26T00:22:34.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,15,12,2022-10-26T00:22:36Z,890000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,88.0,3.0,3.0,0.0,,,,,,,,,,,,,,
90,PT05M02.00S,2022-10-26T00:22:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,91.5407358738502,46.32352941176471,1610612760,15,12,2022-10-26T00:22:52Z,900000,-18.0,27.0,1,right,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
91,PT05M00.00S,2022-10-26T00:22:50.5Z,1,REGULAR,rebound,defensive,[],203496,,,1610612746,15,12,2022-10-26T00:22:52Z,910000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M45.00S,2022-10-26T00:23:05.4Z,1,REGULAR,3pt,Jump Shot,[],202322,30.56833114323259,18.627450980392158,1610612746,15,12,2022-10-26T00:23:10Z,920000,157.0,235.0,1,left,MISS J. Wall 28' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,28.24,Missed,,,,,,,,,,,,,,,,,,
93,PT04M41.00S,2022-10-26T00:23:09.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,15,12,2022-10-26T00:23:10Z,930000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,92.0,4.0,4.0,0.0,,,,,,,,,,,,,,
94,PT04M31.00S,2022-10-26T00:23:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.93495400788436,47.05882352941176,1610612760,15,12,2022-10-26T00:23:23Z,940000,-15.0,23.0,1,right,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
95,PT04M29.00S,2022-10-26T00:23:21.1Z,1,REGULAR,rebound,defensive,[],203496,,,1610612746,15,12,2022-10-26T00:23:23Z,950000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,
96,PT04M24.00S,2022-10-26T00:23:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,8.623521681997373,45.588235294117645,1610612746,15,12,2022-10-26T00:33:20Z,960000,22.0,29.0,1,left,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
97,PT04M22.00S,2022-10-26T00:23:28.8Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,15,12,2022-10-26T00:23:31Z,970000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,96.0,6.0,3.0,3.0,,,,,,,,,,,,,,
181,PT04M17.00S,2022-10-26T00:23:29.7Z,1,REGULAR,turnover,bad pass,[],1630598,,,1610612760,15,12,2022-10-26T00:38:29Z,975000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 202322]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Wall,202322.0,,,,,,,,,,
182,PT04M17.00S,2022-10-26T00:23:29.7Z,1,REGULAR,steal,,[],202322,,,1610612746,15,12,2022-10-26T00:38:13Z,977500,,,0,,J. Wall STEAL (1 STL),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M08.00S,2022-10-26T00:23:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203496,29.38567674113009,24.264705882352942,1610612746,15,12,2022-10-26T00:38:20Z,1000000,129.0,224.0,1,left,MISS R. Covington 25' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2022-10-26T00:23:46.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,15,12,2022-10-26T00:23:47Z,1010000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M59.00S,2022-10-26T00:23:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,93.24901445466492,45.34313725490196,1610612760,17,12,2022-10-26T00:23:55Z,1020000,-23.0,11.0,1,right,S. Gilgeous-Alexander running finger roll Layup (8 PTS),[1628983],1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,8.0,,,,,,,,,,,,,
103,PT03M43.00S,2022-10-26T00:24:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.440867279894875,43.13725490196079,1610612746,17,14,2022-10-26T00:24:10Z,1030000,34.0,17.0,1,left,R. Jackson driving Layup (5 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,5.0,,,,,,,,,,,,,
104,PT03M32.00S,2022-10-26T00:24:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,14,2022-10-26T00:24:20Z,1040000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,17,14,2022-10-26T00:27:12Z,1050000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,17,14,2022-10-26T00:27:12Z,1060000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,out,[],202704,,,1610612760,17,14,2022-10-26T00:27:12Z,1070000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,17,14,2022-10-26T00:27:12Z,1080000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,in,[],1631172,,,1610612760,17,14,2022-10-26T00:27:12Z,1090000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M32.00S,2022-10-26T00:26:59.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612760,17,14,2022-10-26T00:27:12Z,1100000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2022-10-26T00:27:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,93.24901445466492,49.01960784313725,1610612760,19,14,2022-10-26T00:27:31Z,1110000,-5.0,11.0,1,right,D. Bazley cutting DUNK (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1629647, 1628983]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,2.0,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
113,PT02M56.00S,2022-10-26T00:27:55.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,27.54599211563732,82.59803921568627,1610612746,19,14,2022-10-26T00:39:07Z,1130000,-163.0,206.0,1,left,MISS N. Powell 26' step back 3PT - blocked,"[1626181, 1629647]",1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,Bazley,1629647.0,,,,,
114,PT02M56.00S,2022-10-26T00:27:55.4Z,1,REGULAR,block,,[],1629647,,,1610612746,19,14,2022-10-26T00:27:58Z,1140000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
115,PT02M53.00S,2022-10-26T00:27:58.4Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,19,14,2022-10-26T00:28:01Z,1150000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT02M47.00S,2022-10-26T00:28:04.8Z,1,REGULAR,3pt,Jump Shot,[],1631172,73.66951379763469,15.931372549019606,1610612760,19,14,2022-10-26T00:28:09Z,1160000,-170.0,195.0,1,right,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2022-10-26T00:28:08.8Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,19,14,2022-10-26T00:28:09Z,1170000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,
118,PT02M32.00S,2022-10-26T00:28:19.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,7.30946123521682,36.76470588235294,1610612746,19,14,2022-10-26T00:28:23Z,1180000,66.0,16.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
119,PT02M30.00S,2022-10-26T00:28:21.5Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,19,14,2022-10-26T00:28:23Z,1190000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M20.00S,2022-10-26T00:28:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630197,73.01248357424441,15.196078431372548,1610612760,19,14,2022-10-26T00:28:37Z,1200000,-174.0,201.0,1,right,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
121,PT02M16.00S,2022-10-26T00:28:36.2Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,19,14,2022-10-26T00:28:37Z,1210000,,,0,,D. Bazley REBOUND (Off:1 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,120.0,2.0,1.0,1.0,,,,,,,,,,,,,,
122,PT02M09.00S,2022-10-26T00:28:42.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631172,92.9862023653088,47.794117647058826,1610612760,21,14,2022-10-26T00:28:46Z,1220000,-11.0,13.0,1,right,O. Dieng DUNK (2 PTS) (A. Pokusevski 1 AST),"[1631172, 1630197]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,2.0,,,,A. Pokusevski,1630197.0,1.0,,,,,,,
124,PT01M52.00S,2022-10-26T00:29:00.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,9.674770039421814,36.51960784313725,1610612746,21,16,2022-10-26T00:29:10Z,1240000,67.0,38.0,1,left,L. Kennard 7' pullup Jump Shot (2 PTS),[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,7.76,Made,,,,,2.0,,,,,,,,,,,,,
125,PT01M38.00S,2022-10-26T00:29:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,78.40013140604468,35.78431372549019,1610612760,23,16,2022-10-26T00:29:17Z,1250000,-71.0,151.0,1,right,S. Gilgeous-Alexander 16' pullup Jump Shot (10 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,16.64,Made,,,,,10.0,,,,,,,,,,,,,
126,PT01M26.00S,2022-10-26T00:29:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628379,33.327858081471746,50.49019607843137,1610612746,23,16,2022-10-26T00:29:29Z,1260000,-2.0,261.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
127,PT01M23.00S,2022-10-26T00:29:27.8Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,23,16,2022-10-26T00:29:29Z,1270000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT01M20.00S,2022-10-26T00:29:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,71.96123521681997,14.460784313725492,1610612760,23,16,2022-10-26T00:29:56Z,1280000,-178.0,211.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
129,PT01M18.00S,2022-10-26T00:29:34.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,23,16,2022-10-26T00:29:34Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,128.0,,,,,,,,,,,,,,,,,
131,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612746,23,16,2022-10-26T00:30:03Z,1310000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,23,16,2022-10-26T00:30:03Z,1320000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,23,16,2022-10-26T00:30:03Z,1330000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612746,23,16,2022-10-26T00:30:03Z,1340000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,23,16,2022-10-26T00:30:03Z,1350000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M18.00S,2022-10-26T00:29:36.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,23,16,2022-10-26T00:30:03Z,1360000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M58.10S,2022-10-26T00:30:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,14.14257555847569,49.754901960784316,1610612746,23,16,2022-10-26T00:30:20Z,1370000,1.0,80.0,1,left,MISS L. Kennard 8' pullup Shot - blocked,"[1628379, 1628983]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,8.04,Missed,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,
138,PT00M58.10S,2022-10-26T00:30:15.2Z,1,REGULAR,block,,[],1628983,,,1610612746,23,16,2022-10-26T00:30:17Z,1380000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
139,PT00M55.60S,2022-10-26T00:30:17.7Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,23,16,2022-10-26T00:30:20Z,1390000,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT00M42.30S,2022-10-26T00:30:31.0Z,1,REGULAR,3pt,Jump Shot,[],1631172,72.7496714848883,19.11764705882353,1610612760,23,16,2022-10-26T00:30:36Z,1400000,-154.0,204.0,1,right,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
141,PT00M38.80S,2022-10-26T00:30:34.5Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,23,16,2022-10-26T00:30:36Z,1410000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT00M34.40S,2022-10-26T00:30:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203496,6.389618922470433,54.41176470588235,1610612746,23,18,2022-10-26T00:31:03Z,1420000,-22.0,8.0,1,left,R. Covington reverse Layup (2 PTS) (J. Wall 1 AST),"[203496, 202322]",1610612746.0,LAC,reverse,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,2.0,,,,J. Wall,202322.0,1.0,,,,,,,
144,PT00M10.60S,2022-10-26T00:31:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,90.88370565045992,65.44117647058823,1610612760,23,18,2022-10-26T00:31:11Z,1440000,77.0,33.0,1,right,MISS S. Gilgeous-Alexander 8' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,8.4,Missed,,,,,,,,,,,,,,,,,,
145,PT00M05.70S,2022-10-26T00:31:09.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,23,18,2022-10-26T00:31:11Z,1450000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,,,144.0,3.0,3.0,0.0,,,,,,,,,,,,,,
146,PT00M01.40S,2022-10-26T00:31:14.0Z,1,REGULAR,turnover,lost ball,[],202322,,,1610612746,23,18,2022-10-26T00:31:19Z,1460000,,,0,,J. Wall lost ball TURNOVER (1 TO),"[202322, 1628983]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
147,PT00M01.40S,2022-10-26T00:31:14.0Z,1,REGULAR,steal,,[],1628983,,,1610612760,23,18,2022-10-26T00:31:15Z,1470000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
148,PT00M00.10S,2022-10-26T00:31:17.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,86.28449408672799,52.450980392156865,1610612760,23,18,2022-10-26T00:44:14Z,1480000,12.0,76.0,1,right,MISS S. Gilgeous-Alexander 7' running Shot,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.74,Missed,,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2022-10-26T00:31:17.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,23,18,2022-10-26T00:31:24Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-10-26T00:31:51.6Z,1,REGULAR,period,end,[],0,,,1610612760,23,18,2022-10-26T00:31:51Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-26T00:31:58.7Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,23,18,2022-10-26T00:33:50Z,1510000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-26T00:31:58.7Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612760,23,18,2022-10-26T00:33:50Z,1520000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-26T00:34:02.8Z,2,REGULAR,period,start,[],0,,,1610612760,23,18,2022-10-26T00:34:02Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M48.00S,2022-10-26T00:34:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.51182654402102,48.77450980392157,1610612760,23,18,2022-10-26T00:34:18Z,1540000,-6.0,8.0,1,right,MISS D. Bazley Layup - blocked,"[1629647, 1629611]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,Mann,1629611.0,,,,,
155,PT11M48.00S,2022-10-26T00:34:14.0Z,2,REGULAR,block,,[],1629611,,,1610612760,23,18,2022-10-26T00:34:16Z,1550000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT11M44.00S,2022-10-26T00:34:18.0Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,23,18,2022-10-26T00:34:18Z,1560000,,,0,,D. Bazley REBOUND (Off:2 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,154.0,3.0,1.0,2.0,,,,,,,,,,,,,,
157,PT11M44.00S,2022-10-26T00:34:17.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,92.85479632063075,50.245098039215684,1610612760,23,18,2022-10-26T00:34:22Z,1570000,1.0,15.0,1,right,MISS D. Bazley Layup - blocked,"[1629647, 203496]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,Covington,203496.0,,,,,
158,PT11M44.00S,2022-10-26T00:34:17.8Z,2,REGULAR,block,,[],203496,,,1610612760,23,18,2022-10-26T00:34:20Z,1580000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT11M41.00S,2022-10-26T00:34:20.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,23,18,2022-10-26T00:46:53Z,1590000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,157.0,3.0,3.0,0.0,,,,,,,,,,,,,,
