actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-22T01:10:11.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-22T01:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-22T01:10:13.3Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2022-11-22T01:10:13Z,40000,False,,,0,,Jump Ball M. Robinson vs. J. Robinson-Earl: Tip to J. Brunson,"[1628973, 1629011, 1630526]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-11-22T01:10:26.0Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612752,0,0,2022-11-22T01:10:30Z,70000,False,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 1628983]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2022-11-22T01:10:26.0Z,1,REGULAR,steal,,[],1628983,,,1610612760,0,0,2022-11-22T01:10:28Z,80000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2022-11-22T01:10:31.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630526,4.812746386333772,50.245098039215684,1610612760,2,0,2022-11-22T01:10:36Z,90000,False,-1.0,-7.0,1,left,J. Robinson-Earl cutting DUNK (2 PTS) (J. Giddey 1 AST),"[1630526, 1630581]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,0.74,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-11-22T01:10:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.50262812089356,35.53921568627451,1610612752,2,2,2022-11-22T01:11:00Z,110000,False,-72.0,131.0,1,right,J. Brunson 14' step back Jump Shot (2 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,14.95,Made,2.0,,,,,,,,,,,,,,
12,PT10M56.00S,2022-11-22T01:11:16.8Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612760,2,2,2022-11-22T01:11:28Z,120000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629656, 1628983]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,2882.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
14,PT10M56.00S,2022-11-22T01:11:40.9Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,3,2,2022-11-22T01:11:40Z,140000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
15,PT10M56.00S,2022-11-22T01:11:53.5Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,4,2,2022-11-22T01:11:53Z,150000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
16,PT10M39.00S,2022-11-22T01:12:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.48948751642575,50.245098039215684,1610612752,4,4,2022-11-22T01:12:16Z,160000,False,1.0,37.0,1,right,R. Barrett pullup Jump Shot (2 PTS) (J. Brunson 1 AST),"[1629628, 1628973]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,3.69,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,
18,PT10M28.00S,2022-11-22T01:12:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.258212877792378,49.01960784313725,1610612760,6,4,2022-11-22T01:12:28Z,180000,False,5.0,6.0,1,left,J. Giddey cutting Layup (2 PTS) (L. Dort 1 AST),"[1630581, 1629652]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,0.8,Made,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,,
20,PT10M09.00S,2022-11-22T01:12:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,70.25295663600527,24.019607843137255,1610612752,6,4,2022-11-22T01:12:47Z,200000,False,-130.0,227.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,26.16,Missed,,,,,,,,,,,,,,,
21,PT10M07.00S,2022-11-22T01:12:44.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,4,2022-11-22T01:12:47Z,210000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT09M53.00S,2022-11-22T01:12:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.783837056504599,46.07843137254902,1610612760,6,4,2022-11-22T01:13:05Z,220000,False,20.0,11.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,2.26,Missed,,,,,,,,,,,,,,,
23,PT09M50.00S,2022-11-22T01:13:02.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,6,4,2022-11-22T01:13:05Z,230000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
