actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-15T00:10:29.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-15T00:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-15T00:10:32.8Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-03-15T00:10:32Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Williams: Tip to S. Dinwiddie,"[203915, 1629651, 1631119]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-03-15T00:10:47.3Z,1,REGULAR,2pt,Jump Shot,[],1629661,76.69185282522996,71.56862745098039,1610612751,0,0,2023-03-15T00:11:02Z,70000,False,108.0,167.0,1,right,MISS C. Johnson 19' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,19.84,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-03-15T00:10:49.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,0,0,2023-03-15T00:10:51Z,80000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-03-15T00:11:03.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,26.888961892247043,18.872549019607842,1610612760,3,0,2023-03-15T00:11:07Z,90000,False,156.0,200.0,1,left,J. Williams 25' 3PT  (3 PTS) (L. Dort 1 AST),"[1631119, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,3.0,L. Dort,1629652.0,1.0,,,,,,,,,,
11,PT11M12.00S,2023-03-15T00:11:16.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,76.69185282522996,45.09803921568628,1610612751,3,0,2023-03-15T00:11:22Z,110000,False,-25.0,167.0,1,right,MISS M. Bridges 16' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,16.84,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2023-03-15T00:11:20.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,3,0,2023-03-15T00:11:22Z,120000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M58.00S,2023-03-15T00:11:30.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630581,6.389618922470433,48.77450980392157,1610612760,5,0,2023-03-15T00:11:34Z,130000,False,6.0,8.0,1,left,J. Giddey cutting DUNK (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
15,PT10M58.00S,2023-03-15T00:11:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,5,0,2023-03-15T00:11:35Z,150000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M39.00S,2023-03-15T00:14:39.2Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612751,5,0,2023-03-15T00:14:43Z,160000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1631119]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Williams,1631119.0,,,,,,,
