actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-24T01:10:47.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-24T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-24T01:10:49.5Z,1,REGULAR,jumpball,recovered,[],1630230,,,1610612740,0,0,2022-12-24T01:10:49Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. A. Pokusevski: Tip to N. Marshall,"[1630230, 202685, 1630197]",1610612740.0,NOP,startperiod,N. Marshall,1630230.0,Marshall,N. Marshall,Valanciunas,202685.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-12-24T01:11:00.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,8.09789750328515,2.941176470588235,1610612740,0,0,2022-12-24T01:11:06Z,70000,False,235.0,24.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-12-24T01:11:04.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,0,2022-12-24T01:22:31Z,80000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2022-12-24T01:11:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,45.09803921568628,1610612760,2,0,2022-12-24T01:11:18Z,90000,False,-25.0,12.0,1,right,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M19.00S,2022-12-24T01:11:27.1Z,1,REGULAR,3pt,Jump Shot,[],1630529,8.360709592641262,94.85294117647058,1610612740,2,0,2022-12-24T01:11:31Z,100000,False,-224.0,26.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-12-24T01:11:29.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,0,2022-12-24T01:11:31Z,110000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,10.0,2.0,2.0,0.0,,,,,,,,,,,,,,
12,PT11M10.00S,2022-12-24T01:11:35.9Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,2,0,2022-12-24T01:44:15Z,120000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1630529]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,
13,PT11M10.00S,2022-12-24T01:11:35.9Z,1,REGULAR,steal,,[],1630529,,,1610612740,2,0,2022-12-24T02:14:15Z,130000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2022-12-24T01:11:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,5.075558475689881,46.568627450980394,1610612740,2,2,2022-12-24T01:11:49Z,140000,False,17.0,-5.0,1,left,N. Marshall running Layup (2 PTS) (H. Jones 1 AST),"[1630230, 1630529]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,2.0,,,,H. Jones,1630529.0,1.0,,,,,,,
16,PT10M47.00S,2022-12-24T01:11:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.14651773981603,50.0,1610612760,4,2,2022-12-24T01:12:03Z,160000,False,0.0,31.0,1,right,L. Dort driving Layup (2 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,2.0,,,,,,,,,,,,,
