actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-30T00:10:24.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-30T00:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-30T00:10:26.8Z,1,REGULAR,jumpball,recovered,[],1630165,,,1610612765,0,0,2023-03-30T00:10:26Z,40000,False,,,0,,Jump Ball J. Wiseman vs. J. Williams: Tip to K. Hayes,"[1630165, 1630164, 1631119]",1610612765.0,DET,startperiod,K. Hayes,1630165.0,Hayes,K. Hayes,Wiseman,1630164.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-03-30T00:10:36.3Z,1,REGULAR,3pt,Jump Shot,[],1631093,73.27529566360053,12.5,1610612765,0,3,2023-03-30T00:10:41Z,70000,False,-188.0,199.0,1,right,J. Ivey 27' 3PT  (3 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,27.32,Made,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-03-30T00:10:54.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,8.015768725361369,57.79718137254902,1610612760,2,3,2023-03-30T00:11:10Z,90000,False,-39.0,23.0,1,left,J. Giddey driving bank Hook (2 PTS),[1630581],1610612760.0,OKC,driving bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M10.00S,2023-03-30T00:11:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,92.9862023653088,53.92156862745098,1610612765,2,5,2023-03-30T00:11:16Z,100000,False,20.0,13.0,1,right,J. Wiseman Layup (2 PTS) (I. Livers 1 AST),"[1630164, 1630587]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.37,Made,2.0,I. Livers,1630587.0,1.0,,,,,,,,,,,,,,
12,PT10M57.00S,2023-03-30T00:11:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,10.200394218134035,49.01960784313725,1610612760,4,5,2023-03-30T00:11:34Z,120000,False,5.0,43.0,1,left,J. Williams driving floating Jump Shot (2 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.37,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2023-03-30T00:11:36.2Z,1,REGULAR,2pt,Jump Shot,[],1631093,75.50919842312747,30.637254901960787,1610612765,4,5,2023-03-30T00:11:42Z,130000,False,-97.0,178.0,1,right,MISS J. Ivey 20' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,20.24,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2023-03-30T00:11:39.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,4,5,2023-03-30T00:11:42Z,140000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M37.00S,2023-03-30T00:11:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,9.411957950065702,43.627450980392155,1610612760,4,5,2023-03-30T00:11:49Z,150000,False,32.0,36.0,1,left,MISS J. Giddey driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
16,PT10M35.00S,2023-03-30T00:11:48.6Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,4,5,2023-03-30T00:11:49Z,160000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
