actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT04M25.00S,2022-10-24T00:54:53.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,34,45,2022-10-24T00:54:53Z,2550000,,,0,,K. Towns Free Throw 2 of 2 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
258,PT04M12.00S,2022-10-24T00:55:08.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629026,5.995400788436268,50.49019607843137,1610612760,36,45,2022-10-24T00:55:12Z,2560000,-2.0,4.0,1,left,K. Williams cutting DUNK (2 PTS) (J. Giddey 3 AST),"[1629026, 1630581]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
260,PT03M55.00S,2022-10-24T00:55:24.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,93.64323258869908,96.07843137254902,1610612750,36,45,2022-10-24T00:55:29Z,2580000,230.0,7.0,1,right,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
261,PT03M53.00S,2022-10-24T00:55:26.7Z,2,REGULAR,rebound,offensive,[],1626156,,,1610612750,36,45,2022-10-24T00:55:29Z,2590000,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,,260.0,2.0,1.0,1.0,,,,,,,,,,
262,PT03M51.00S,2022-10-24T00:55:31.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203488,,,1610612750,36,45,2022-10-24T00:55:42Z,2600000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Edwards 2 FT),"[203488, 1630162]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Edwards,1630162.0
264,PT03M51.00S,2022-10-24T00:55:53.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630162,,,1610612750,36,46,2022-10-24T00:56:10Z,2620000,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
265,PT03M51.00S,2022-10-24T00:55:53.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630162,,,1610612750,36,46,2022-10-24T00:56:10Z,2630000,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT03M49.00S,2022-10-24T00:55:55.4Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,36,46,2022-10-24T00:56:10Z,2640000,,,0,,M. Muscala REBOUND (Off:1 Def:6),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,265.0,7.0,6.0,1.0,,,,,,,,,,
267,PT03M37.00S,2022-10-24T00:56:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,15.982260183968464,37.5,1610612760,36,46,2022-10-24T00:56:35Z,2650000,62.0,98.0,1,left,MISS L. Dort 11' floating Shot,[1629652],1610612760.0,OKC,floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,11.6,Missed,,,,,,,,,,,,,,,,,,
268,PT03M34.00S,2022-10-24T00:56:24.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,36,46,2022-10-24T00:56:35Z,2660000,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,267.0,5.0,5.0,0.0,,,,,,,,,,
269,PT03M29.00S,2022-10-24T00:56:30.2Z,2,REGULAR,turnover,traveling,[],1626157,,,1610612750,36,46,2022-10-24T00:56:40Z,2670000,,,0,,K. Towns traveling TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,1627961.0,,,,
270,PT03M18.00S,2022-10-24T00:56:52.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203488,31.09395532194481,75.73529411764706,1610612760,36,46,2022-10-24T00:57:00Z,2680000,-129.0,240.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
271,PT03M16.00S,2022-10-24T00:56:54.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,36,46,2022-10-24T00:57:00Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,270.0,,,,,,,,,,,,,
273,PT03M16.00S,2022-10-24T00:57:00.1Z,2,REGULAR,substitution,out,[],1626156,,,1610612760,36,46,2022-10-24T00:57:04Z,2710000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M16.00S,2022-10-24T00:57:00.1Z,2,REGULAR,substitution,in,[],1629162,,,1610612760,36,46,2022-10-24T00:57:04Z,2720000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M16.00S,2022-10-24T00:57:08.3Z,2,REGULAR,substitution,out,[],203488,,,1610612760,36,46,2022-10-24T00:57:15Z,2730000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M16.00S,2022-10-24T00:57:08.3Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,36,46,2022-10-24T00:57:15Z,2740000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M13.00S,2022-10-24T00:57:42.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,14.011169513797633,3.1862745098039214,1610612760,36,46,2022-10-24T00:57:48Z,2760000,234.0,79.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,24.71,Missed,,,,,,,,,,,,,,,,,,
279,PT03M07.00S,2022-10-24T00:57:48.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,36,46,2022-10-24T00:57:48Z,2770000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,278.0,4.0,3.0,1.0,,,,,,,,,,
280,PT03M03.00S,2022-10-24T00:57:55.1Z,2,REGULAR,foul,offensive,[],1626157,,,1610612750,36,46,2022-10-24T00:58:04Z,2780000,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 1629026]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Williams,1629026.0
282,PT03M03.00S,2022-10-24T00:57:55.1Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,36,46,2022-10-24T00:57:55Z,2800000,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,2534.0,,,,
283,PT02M55.00S,2022-10-24T00:58:16.8Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,36,46,2022-10-24T00:58:20Z,2810000,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 1630183]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,McDaniels,1630183.0,,,,,
284,PT02M55.00S,2022-10-24T00:58:16.8Z,2,REGULAR,steal,,[],1630183,,,1610612750,36,46,2022-10-24T00:58:18Z,2820000,,,0,,J. McDaniels STEAL (4 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
285,PT02M52.00S,2022-10-24T00:58:20.1Z,2,REGULAR,turnover,lost ball,[],1630183,,,1610612750,36,46,2022-10-24T00:58:23Z,2830000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 1629026]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Williams,1629026.0,,,,,
286,PT02M52.00S,2022-10-24T00:58:20.1Z,2,REGULAR,steal,,[],1629026,,,1610612760,36,46,2022-10-24T00:58:21Z,2840000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
287,PT02M43.00S,2022-10-24T00:58:31.2Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612760,36,46,2022-10-24T01:01:35Z,2850000,,,0,,K. Towns shooting personal FOUL (2 PF) (Robinson-Earl 2 FT),"[1626157, 1630526]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Robinson-Earl,1630526.0
289,PT02M43.00S,2022-10-24T00:58:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,36,46,2022-10-24T00:58:44Z,2870000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M43.00S,2022-10-24T01:01:40.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630526,,,1610612760,37,46,2022-10-24T01:01:40Z,2880000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
291,PT02M43.00S,2022-10-24T01:01:54.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630526,,,1610612760,38,46,2022-10-24T01:01:54Z,2890000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (5 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
292,PT02M26.00S,2022-10-24T01:02:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,86.02168199737189,51.470588235294116,1610612750,38,46,2022-10-24T01:12:50Z,2900000,7.0,79.0,1,right,MISS J. McDaniels 7' floating Shot,[1630183],1610612750.0,MIN,floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
293,PT02M22.00S,2022-10-24T01:02:17.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,38,46,2022-10-24T01:02:23Z,2910000,,,0,,R. Gobert REBOUND (Off:1 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,292.0,11.0,10.0,1.0,,,,,,,,,,
294,PT02M19.00S,2022-10-24T01:02:19.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,83.13074901445466,3.9215686274509802,1610612750,38,46,2022-10-24T01:02:27Z,2920000,-230.0,106.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
295,PT02M19.00S,2022-10-24T01:02:19.9Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,38,46,2022-10-24T01:02:27Z,2930000,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,294.0,6.0,5.0,1.0,,,,,,,,,,
296,PT02M10.00S,2022-10-24T01:02:28.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,65.91655716162943,48.77450980392157,1610612750,38,49,2022-10-24T01:02:34Z,2940000,-6.0,268.0,1,right,A. Edwards 26' 3PT pullup (16 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.8,Made,16.0,,,,,,,,,,,,,,,,,
297,PT01M43.00S,2022-10-24T01:02:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629652,23.340998685939553,88.23529411764706,1610612760,38,49,2022-10-24T01:03:02Z,2950000,-191.0,167.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
298,PT01M40.00S,2022-10-24T01:02:57.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,38,49,2022-10-24T01:03:02Z,2960000,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,297.0,7.0,6.0,1.0,,,,,,,,,,
299,PT01M34.00S,2022-10-24T01:03:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,93.38042049934296,48.28431372549019,1610612750,38,51,2022-10-24T01:03:13Z,2970000,-9.0,10.0,1,right,A. Edwards running Layup (18 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.3,Made,18.0,,,,,,,,,,,,,,,,,
300,PT01M20.00S,2022-10-24T01:03:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.995400788436268,46.32352941176471,1610612760,40,51,2022-10-24T01:03:25Z,2980000,18.0,4.0,1,left,J. Giddey driving Layup (6 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.88,Made,6.0,,,,,,,,,,,,,,,,,
301,PT00M58.90S,2022-10-24T01:03:39.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,87.33574244415243,36.029411764705884,1610612750,40,53,2022-10-24T01:03:46Z,2990000,-70.0,67.0,1,right,J. McDaniels 9' pullup Jump Shot (8 PTS) (J. McLaughlin 1 AST),"[1630183, 1629162]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,9.65,Made,8.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,
302,PT00M47.60S,2022-10-24T01:03:55.4Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612760,40,53,2022-10-24T01:04:11Z,3000000,,,0,,A. Edwards shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1630162, 1630598]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Wiggins,1630598.0
304,PT00M47.60S,2022-10-24T01:04:18.6Z,2,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,41,53,2022-10-24T01:04:18Z,3020000,,,0,,A. Wiggins Free Throw 1 of 2 (4 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
306,PT00M47.60S,2022-10-24T01:04:35.8Z,2,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,42,53,2022-10-24T01:04:35Z,3030000,,,0,,A. Wiggins Free Throw 2 of 2 (5 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
307,PT00M37.10S,2022-10-24T01:04:50.4Z,2,REGULAR,3pt,Jump Shot,[],1630183,93.38042049934296,96.32352941176471,1610612750,42,53,2022-10-24T01:04:59Z,3040000,232.0,10.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
308,PT00M34.10S,2022-10-24T01:04:57.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,42,53,2022-10-24T01:04:57Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,307.0,,,,,,,,,,,,,
310,PT00M34.10S,2022-10-24T01:05:02.4Z,2,REGULAR,substitution,out,[],1630598,,,1610612750,42,53,2022-10-24T01:05:06Z,3070000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M34.10S,2022-10-24T01:05:02.4Z,2,REGULAR,substitution,in,[],1630544,,,1610612750,42,53,2022-10-24T01:05:06Z,3080000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M30.50S,2022-10-24T01:05:23.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,92.85479632063075,91.42156862745098,1610612750,42,53,2022-10-24T01:05:27Z,3090000,207.0,15.0,1,right,MISS A. Edwards 20' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,20.76,Missed,,,,,,,,,,,,,,,,,,
313,PT00M28.40S,2022-10-24T01:05:25.2Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,42,53,2022-10-24T01:05:25Z,3100000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Right,,,,,,,312.0,1.0,1.0,0.0,,,,,,,,,,
314,PT00M22.10S,2022-10-24T01:05:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,5.995400788436268,40.931372549019606,1610612760,44,53,2022-10-24T01:05:40Z,3110000,45.0,4.0,1,left,J. Giddey running finger roll Layup (8 PTS),[1630581],1610612760.0,OKC,running finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,8.0,,,,,,,,,,,,,,,,,
315,PT00M02.10S,2022-10-24T01:05:57.9Z,2,REGULAR,foul,offensive,[],1630162,,,1610612750,44,53,2022-10-24T01:06:07Z,3120000,,,0,,A. Edwards charge offensive FOUL (3 PF),"[1630162, 1629026]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,3.0,0.0,Williams,1629026.0
317,PT00M02.10S,2022-10-24T01:05:57.9Z,2,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,44,53,2022-10-24T01:05:57Z,3140000,,,0,,A. Edwards offensive foul TURNOVER (4 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,,,202053.0,,,,
318,PT00M02.10S,2022-10-24T01:06:09.2Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,44,53,2022-10-24T01:06:15Z,3150000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M02.10S,2022-10-24T01:06:09.2Z,2,REGULAR,substitution,in,[],1630322,,,1610612760,44,53,2022-10-24T01:06:15Z,3160000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M00.20S,2022-10-24T01:06:28.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,28.991458607095925,14.705882352941178,1610612760,44,53,2022-10-24T01:06:37Z,3170000,176.0,220.0,1,left,MISS T. Mann 28' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,28.21,Missed,,,,,,,,,,,,,,,,,,
321,PT00M00.10S,2022-10-24T01:06:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,44,53,2022-10-24T01:06:37Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,320.0,,,,,,,,,,,,,
322,PT00M00.00S,2022-10-24T01:06:44.2Z,2,REGULAR,period,end,[],0,,,1610612760,44,53,2022-10-24T01:06:44Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-10-24T01:21:15.7Z,3,REGULAR,substitution,out,['startperiod'],1630322,,,1610612760,44,53,2022-10-24T01:21:25Z,3200000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-10-24T01:21:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612760,44,53,2022-10-24T01:21:25Z,3210000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-10-24T01:21:15.7Z,3,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,44,53,2022-10-24T01:21:25Z,3220000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-10-24T01:21:15.7Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612760,44,53,2022-10-24T01:21:25Z,3230000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-10-24T01:21:43.1Z,3,REGULAR,period,start,[],0,,,1610612760,44,53,2022-10-24T01:21:43Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M41.00S,2022-10-24T01:22:02.3Z,3,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612760,44,53,2022-10-24T01:22:12Z,3250000,,,0,,A. Edwards shooting personal FOUL (4 PF) (Dort 2 FT),"[1630162, 1629652]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,4.0,0.0,Dort,1629652.0
330,PT11M41.00S,2022-10-24T01:22:30.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,45,53,2022-10-24T01:22:30Z,3270000,,,0,,L. Dort Free Throw 1 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
331,PT11M41.00S,2022-10-24T01:22:47.5Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,46,53,2022-10-24T01:22:47Z,3280000,,,0,,L. Dort Free Throw 2 of 2 (10 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
332,PT11M23.00S,2022-10-24T01:23:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.601182654402102,48.03921568627451,1610612750,46,53,2022-10-24T01:23:13Z,3290000,10.0,0.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
334,PT11M20.00S,2022-10-24T01:23:10.2Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,46,53,2022-10-24T01:23:13Z,3310000,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,332.0,2.0,2.0,0.0,,,,,,,,,,
335,PT11M16.00S,2022-10-24T01:23:14.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630526,93.24901445466492,50.245098039215684,1610612760,48,53,2022-10-24T01:23:21Z,3320000,1.0,11.0,1,right,J. Robinson-Earl driving Layup (7 PTS) (J. Giddey 4 AST),"[1630526, 1630581]",1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.11,Made,7.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
337,PT11M04.00S,2022-10-24T01:23:25.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,13.091327201051248,64.4607843137255,1610612750,48,55,2022-10-24T01:23:31Z,3340000,-72.0,71.0,1,left,K. Towns 10' driving floating Jump Shot (10 PTS),[1626157],1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,10.11,Made,10.0,,,,,,,,,,,,,,,,,
338,PT10M57.00S,2022-10-24T01:23:32.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,72.48685939553219,13.480392156862745,1610612760,48,55,2022-10-24T01:23:39Z,3350000,-183.0,206.0,1,right,MISS K. Williams 27' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
339,PT10M54.00S,2022-10-24T01:23:35.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,48,55,2022-10-24T01:23:39Z,3360000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,338.0,5.0,4.0,1.0,,,,,,,,,,
340,PT10M48.00S,2022-10-24T01:23:44.7Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612750,48,55,2022-10-24T01:24:02Z,3370000,,,0,,J. Giddey shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1630581, 1630183]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,McDaniels,1630183.0
342,PT10M48.00S,2022-10-24T01:24:09.1Z,3,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,48,55,2022-10-24T01:24:09Z,3390000,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
