actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M54.00S,2023-01-07T01:11:53.3Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,2,2,2023-01-07T01:11:56Z,180000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M47.00S,2023-01-07T01:12:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,32.013797634691194,58.82352941176471,1610612764,2,5,2023-01-07T01:12:04Z,190000,False,-44.0,248.0,1,left,K. Kuzma 25' 3PT  (3 PTS) (M. Morris 2 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,25.23,Made,,,,,,,,,,3.0,M. Morris,1628420.0,2.0,,,,,
21,PT10M29.00S,2023-01-07T01:12:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,91.5407358738502,3.431372549019608,1610612760,5,5,2023-01-07T01:12:21Z,210000,False,-233.0,27.0,1,right,L. Dort 3PT  (3 PTS) (M. Muscala 1 AST),"[1629652, 203488]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,,,,3.0,M. Muscala,203488.0,1.0,,,,,
23,PT10M22.00S,2023-01-07T01:12:29.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612764,5,5,2023-01-07T01:12:34Z,230000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1628398]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,2715.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
25,PT10M14.00S,2023-01-07T01:12:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,4.812746386333772,56.61764705882353,1610612764,5,5,2023-01-07T01:12:57Z,250000,False,-33.0,-7.0,1,left,MISS C. Kispert driving Layup,[1630557],1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
26,PT10M12.00S,2023-01-07T01:12:55.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,5,2023-01-07T01:12:57Z,260000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M51.00S,2023-01-07T01:13:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,87.72996057818659,64.4607843137255,1610612760,5,5,2023-01-07T01:13:22Z,270000,False,72.0,63.0,1,right,MISS S. Gilgeous-Alexander 9' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,9.58,Missed,,,,,,,,,,,,,,,,,,
29,PT09M45.00S,2023-01-07T01:13:22.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,5,5,2023-01-07T01:13:22Z,290000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M44.00S,2023-01-07T01:13:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,7.440867279894875,53.431372549019606,1610612764,5,5,2023-01-07T01:13:29Z,300000,False,-17.0,17.0,1,left,MISS M. Morris running Layup,[1628420],1610612764.0,WAS,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2023-01-07T01:13:28.7Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,5,5,2023-01-07T01:13:28Z,310000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M39.00S,2023-01-07T01:13:28.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612764,5,5,2023-01-07T01:13:38Z,320000,False,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
33,PT09M39.00S,2023-01-07T01:13:28.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,5,2023-01-07T01:14:16Z,330000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT09M39.00S,2023-01-07T01:13:38.5Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612760,5,5,2023-01-07T01:13:58Z,340000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Dort 2 FT),"[1628398, 1629652]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,2715.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
36,PT09M39.00S,2023-01-07T01:13:58.8Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,6,5,2023-01-07T01:13:58Z,360000,False,,,0,,L. Dort Free Throw 1 of 2 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
37,PT09M39.00S,2023-01-07T01:14:13.7Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,7,5,2023-01-07T01:14:13Z,370000,False,,,0,,L. Dort Free Throw 2 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
38,PT09M27.00S,2023-01-07T01:14:27.5Z,1,REGULAR,2pt,Jump Shot,[],204001,23.340998685939553,53.431372549019606,1610612764,7,5,2023-01-07T01:14:31Z,380000,False,-17.0,167.0,1,left,MISS K. Porzingis 16' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,16.78,Missed,,,,,,,,,,,,,,,,,,
39,PT09M24.00S,2023-01-07T01:14:30.5Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,7,5,2023-01-07T01:14:31Z,390000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT09M10.00S,2023-01-07T01:14:48.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,93.03547963206307,49.65533088235294,1610612760,7,5,2023-01-07T01:17:49Z,405000,False,-2.0,13.0,1,right,MISS J. Williams driving DUNK - blocked,"[1631114, 1629655]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.31,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,
45,PT09M10.00S,2023-01-07T01:14:48.8Z,1,REGULAR,block,,[],1629655,,,1610612760,7,5,2023-01-07T01:17:28Z,412500,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT09M10.00S,2023-01-07T01:14:48.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,7,5,2023-01-07T01:18:02Z,416250,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,44.0,,,,,,,,,,,,,,,,,
42,PT09M10.00S,2023-01-07T01:15:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,7,5,2023-01-07T01:18:02Z,420000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M55.00S,2023-01-07T01:18:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.915243101182654,42.40196078431372,1610612764,7,7,2023-01-07T01:18:19Z,440000,False,38.0,13.0,1,left,K. Kuzma driving Layup (5 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,,,5.0,,,,,,,,
49,PT08M39.00S,2023-01-07T01:18:30.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,68.01905387647832,69.11764705882352,1610612760,10,7,2023-01-07T01:18:34Z,450000,False,96.0,248.0,1,right,J. Williams 26' 3PT pullup (5 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.59,Made,,,,,,,,,,5.0,J. Giddey,1630581.0,1.0,,,,,
51,PT08M29.00S,2023-01-07T01:18:43.5Z,1,REGULAR,turnover,traveling,[],204001,,,1610612764,10,7,2023-01-07T01:18:48Z,470000,False,,,0,,K. Porzingis traveling TURNOVER (1 TO),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,,,,1626300.0,,,,,,,,,,,1.0,,
52,PT08M17.00S,2023-01-07T01:19:03.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203488,73.66951379763469,82.59803921568627,1610612760,13,7,2023-01-07T01:19:08Z,480000,False,163.0,195.0,1,right,M. Muscala 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
54,PT07M58.00S,2023-01-07T01:19:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,7.835085413929041,63.48039215686274,1610612764,13,9,2023-01-07T01:19:29Z,500000,False,-67.0,21.0,1,left,K. Porzingis 7' turnaround bank Jump Shot (2 PTS),[204001],1610612764.0,WAS,turnaround bank,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,,,,,,2.0,,,,,,,,
55,PT07M44.00S,2023-01-07T01:19:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.78120893561103,50.98039215686274,1610612760,15,9,2023-01-07T01:20:26Z,510000,False,5.0,53.0,1,right,S. Gilgeous-Alexander driving floating Jump Shot (2 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,,,,2.0,,,,,,,,
56,PT07M25.00S,2023-01-07T01:19:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,6.521024967148489,52.20588235294118,1610612764,15,9,2023-01-07T01:19:59Z,520000,False,-11.0,9.0,1,left,MISS C. Kispert driving Layup - blocked,"[1630557, 203488]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,Muscala,203488.0,,,
57,PT07M25.00S,2023-01-07T01:19:55.6Z,1,REGULAR,block,,[],203488,,,1610612764,15,9,2023-01-07T01:19:58Z,530000,False,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M23.00S,2023-01-07T01:19:57.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,15,9,2023-01-07T01:19:59Z,540000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT07M19.00S,2023-01-07T01:20:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,93.38042049934296,50.73529411764706,1610612760,17,9,2023-01-07T01:20:07Z,550000,False,4.0,10.0,1,right,J. Giddey running Layup (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,2.0,J. Williams,1631114.0,1.0,,,,,
61,PT07M05.00S,2023-01-07T01:20:16.5Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612764,17,9,2023-01-07T01:20:19Z,570000,False,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1629652]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0
62,PT07M05.00S,2023-01-07T01:20:16.5Z,1,REGULAR,steal,,[],1629652,,,1610612760,17,9,2023-01-07T01:20:18Z,580000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
63,PT07M01.00S,2023-01-07T01:20:20.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,93.11760840998686,48.529411764705884,1610612760,19,9,2023-01-07T01:22:20Z,590000,False,-7.0,12.0,1,right,J. Williams running finger roll Layup (7 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,running finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,7.0,L. Dort,1629652.0,1.0,,,,,
65,PT07M01.00S,2023-01-07T01:20:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,19,9,2023-01-07T01:20:24Z,610000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M01.00S,2023-01-07T01:22:26.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,19,9,2023-01-07T01:23:06Z,620000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M01.00S,2023-01-07T01:22:26.7Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,19,9,2023-01-07T01:23:06Z,630000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M01.00S,2023-01-07T01:22:26.7Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,19,9,2023-01-07T01:23:06Z,640000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M01.00S,2023-01-07T01:22:26.7Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,19,9,2023-01-07T01:23:06Z,650000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M44.00S,2023-01-07T01:23:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,10.726018396846255,39.950980392156865,1610612764,19,9,2023-01-07T01:23:57Z,660000,False,50.0,48.0,1,left,MISS K. Porzingis 6' driving Layup,[204001],1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2023-01-07T01:23:35.8Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,19,9,2023-01-07T01:23:37Z,670000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M33.00S,2023-01-07T01:23:43.6Z,1,REGULAR,3pt,Jump Shot,[],1628983,72.7496714848883,17.15686274509804,1610612760,19,9,2023-01-07T01:24:27Z,680000,False,-164.0,204.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2023-01-07T01:23:48.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,19,9,2023-01-07T01:23:49Z,690000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT06M20.00S,2023-01-07T01:23:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,19.793035479632064,37.5,1610612764,19,9,2023-01-07T01:23:59Z,700000,False,62.0,134.0,1,left,MISS R. Hachimura 14' pullup Shot - blocked,"[1629060, 1628983]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,14.75,Missed,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,
75,PT06M20.00S,2023-01-07T01:23:56.2Z,1,REGULAR,block,,[],1628983,,,1610612764,19,9,2023-01-07T01:23:58Z,710000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2023-01-07T01:23:58.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,19,9,2023-01-07T01:23:59Z,720000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT06M14.00S,2023-01-07T01:24:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,93.38042049934296,51.225490196078425,1610612760,21,9,2023-01-07T01:24:06Z,730000,False,6.0,10.0,1,right,S. Gilgeous-Alexander running Layup (4 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,4.0,,,,,,,,
78,PT05M55.00S,2023-01-07T01:24:21.1Z,1,REGULAR,2pt,Jump Shot,[],1629060,22.421156373193167,39.950980392156865,1610612764,21,9,2023-01-07T01:24:25Z,740000,False,50.0,158.0,1,left,MISS R. Hachimura 16' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,16.61,Missed,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2023-01-07T01:24:24.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,21,9,2023-01-07T01:24:25Z,750000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M43.00S,2023-01-07T01:24:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,36.27450980392157,1610612760,21,9,2023-01-07T01:24:35Z,760000,False,-69.0,12.0,1,right,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2023-01-07T01:24:33.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,21,9,2023-01-07T01:24:35Z,770000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M38.00S,2023-01-07T01:24:38.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628420,22.28975032851511,15.686274509803921,1610612764,21,9,2023-01-07T01:26:24Z,780000,False,172.0,157.0,1,left,MISS M. Morris 23' running pullup Shot,[1628420],1610612764.0,WAS,running pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,23.26,Missed,,,,,,,,,,,,,,,,,,
83,PT05M34.00S,2023-01-07T01:24:42.4Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,21,9,2023-01-07T01:26:24Z,790000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,,,
84,PT05M34.00S,2023-01-07T01:24:42.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,4.681340341655716,48.529411764705884,1610612764,21,11,2023-01-07T01:24:53Z,800000,False,7.0,-8.0,1,left,K. Porzingis putback DUNK (4 PTS),[204001],1610612764.0,WAS,putback,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,4.0,,,,,,,,
85,PT05M12.00S,2023-01-07T01:25:03.4Z,1,REGULAR,2pt,Jump Shot,[],203488,93.11760840998686,82.1078431372549,1610612760,21,11,2023-01-07T01:25:09Z,810000,False,161.0,12.0,1,right,MISS M. Muscala 16' fadeaway Shot,[203488],1610612760.0,OKC,fadeaway,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Right,16.1,Missed,,,,,,,,,,,,,,,,,,
