actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
255,PT06M06.00S,2022-11-02T00:50:50.6Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,52,45,2022-11-02T00:50:52Z,2520000,,,0,,C. Okeke REBOUND (Off:2 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,254.0,4.0,2.0,2.0,,,,,,
256,PT05M56.00S,2022-11-02T00:51:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.64323258869908,50.245098039215684,1610612753,52,47,2022-11-02T00:51:07Z,2530000,1.0,7.0,1,right,M. Bamba Layup (2 PTS) (C. Okeke 1 AST),"[1628964, 1629643]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,0.74,Made,2.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,
258,PT05M56.00S,2022-11-02T00:51:05.1Z,2,REGULAR,foul,technical,['1freethrow'],1628964,,,1610612760,52,47,2022-11-02T00:51:26Z,2550000,,,0,,M. Bamba technical FOUL (1 Tech),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,1628953.0,,,,,,,1.0,1.0,,
259,PT05M56.00S,2022-11-02T00:51:27.2Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,53,47,2022-11-02T00:51:27Z,2560000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (11 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
260,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,53,47,2022-11-02T00:51:35Z,2570000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,out,[],1629643,,,1610612760,53,47,2022-11-02T00:51:35Z,2580000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,out,[],1628964,,,1610612760,53,47,2022-11-02T00:51:35Z,2590000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,53,47,2022-11-02T00:51:35Z,2600000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,in,[],1629626,,,1610612760,53,47,2022-11-02T00:51:35Z,2610000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M56.00S,2022-11-02T00:51:28.0Z,2,REGULAR,substitution,in,[],1628976,,,1610612760,53,47,2022-11-02T00:51:35Z,2620000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M40.00S,2022-11-02T00:52:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.863994743758213,50.49019607843137,1610612760,55,47,2022-11-02T00:52:07Z,2630000,-2.0,3.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (13 PTS) (T. Mann 2 AST),"[1628983, 1630544]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,0.36,Made,13.0,T. Mann,1630544.0,2.0,,,,,,,,,,,
267,PT05M26.00S,2022-11-02T00:52:15.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630284,93.64323258869908,50.49019607843137,1610612753,55,47,2022-11-02T00:52:21Z,2640000,2.0,7.0,1,right,MISS K. Harris DUNK - blocked,"[1630284, 1629652]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,,,,0.77,Missed,,,,,,,,,,Dort,1629652.0,,,,
268,PT05M26.00S,2022-11-02T00:52:15.9Z,2,REGULAR,block,,[],1629652,,,1610612753,55,47,2022-11-02T00:52:18Z,2650000,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT05M26.00S,2022-11-02T00:52:15.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,55,47,2022-11-02T00:52:21Z,2660000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,267.0,,,,,,,,,
271,PT05M11.00S,2022-11-02T00:52:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.258212877792378,50.73529411764706,1610612760,55,47,2022-11-02T00:52:44Z,2680000,-4.0,6.0,1,left,MISS D. Bazley Layup,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,0.73,Missed,,,,,,,,,,,,,,,
272,PT05M06.00S,2022-11-02T00:52:42.5Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,55,47,2022-11-02T00:52:44Z,2690000,,,0,,D. Bazley REBOUND (Off:3 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,271.0,3.0,0.0,3.0,,,,,,
273,PT05M06.00S,2022-11-02T00:52:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,5.590000152587891,50.0,1610612760,55,47,2022-11-02T00:52:41Z,2700000,0.0,0.0,1,left,MISS D. Bazley tip Layup,[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
274,PT05M05.00S,2022-11-02T00:52:42.1Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,55,47,2022-11-02T00:52:42Z,2710000,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,273.0,2.0,2.0,0.0,,,,,,
275,PT05M00.00S,2022-11-02T00:52:48.1Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,55,47,2022-11-02T00:52:51Z,2720000,,,0,,P. Banchero bad pass TURNOVER (3 TO),"[1631094, 1631114]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,3.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
276,PT05M00.00S,2022-11-02T00:52:48.1Z,2,REGULAR,steal,,[],1631114,,,1610612760,55,47,2022-11-02T01:16:15Z,2730000,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT04M49.00S,2022-11-02T00:52:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,5.601182654402102,51.470588235294116,1610612760,57,47,2022-11-02T00:53:09Z,2740000,-7.0,0.0,1,left,L. Dort driving reverse Layup (7 PTS) (T. Mann 3 AST),"[1629652, 1630544]",1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,0.74,Made,7.0,T. Mann,1630544.0,3.0,,,,,,,,,,,
279,PT04M49.00S,2022-11-02T00:53:07.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,57,47,2022-11-02T00:53:07Z,2760000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M49.00S,2022-11-02T00:53:08.7Z,2,REGULAR,substitution,out,[],1631114,,,1610612753,57,47,2022-11-02T00:55:35Z,2770000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M49.00S,2022-11-02T00:53:08.7Z,2,REGULAR,substitution,out,[],1630284,,,1610612753,57,47,2022-11-02T00:55:35Z,2780000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M49.00S,2022-11-02T00:53:08.7Z,2,REGULAR,substitution,in,[],1630198,,,1610612753,57,47,2022-11-02T00:55:35Z,2790000,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M49.00S,2022-11-02T00:53:08.7Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,57,47,2022-11-02T00:55:35Z,2800000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M30.00S,2022-11-02T00:56:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,83.13074901445466,50.98039215686274,1610612753,57,49,2022-11-02T00:57:14Z,2810000,5.0,106.0,1,right,W. Carter Jr. 10' Jump Shot (13 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.62,Made,13.0,,,,,,,,,,,,,,
286,PT04M16.00S,2022-11-02T00:56:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.732588699080158,54.90196078431373,1610612760,57,49,2022-11-02T00:56:33Z,2820000,-25.0,1.0,1,left,MISS L. Dort driving finger roll Layup,[1629652],1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
287,PT04M14.00S,2022-11-02T00:56:31.7Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,57,49,2022-11-02T00:56:33Z,2830000,,,0,,B. Bol REBOUND (Off:1 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,286.0,4.0,3.0,1.0,,,,,,
288,PT04M10.00S,2022-11-02T00:56:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,69.20170827858082,22.058823529411764,1610612753,57,52,2022-11-02T00:56:45Z,2840000,-140.0,237.0,1,right,F. Wagner 27' 3PT pullup (10 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,27.51,Made,10.0,,,,,,,,,,,,,,
289,PT03M54.00S,2022-11-02T00:56:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.863994743758213,52.450980392156865,1610612760,59,52,2022-11-02T00:56:54Z,2850000,-12.0,3.0,1,left,S. Gilgeous-Alexander Layup (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.26,Made,15.0,,,,,,,,,,,,,,
290,PT03M41.00S,2022-11-02T00:57:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,89.96386333771353,55.14705882352941,1610612753,59,54,2022-11-02T00:57:08Z,2860000,26.0,42.0,1,right,R. Hampton Layup (8 PTS) (W. Carter Jr. 1 AST),"[1630181, 1628976]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.91,Made,8.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,
292,PT03M25.00S,2022-11-02T00:57:20.0Z,2,REGULAR,3pt,Jump Shot,[],1630198,2.0532194480946124,96.07843137254902,1610612760,59,54,2022-11-02T00:57:24Z,2880000,-230.0,-33.0,1,left,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,23.28,Missed,,,,,,,,,,,,,,,
293,PT03M22.00S,2022-11-02T00:57:23.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,59,54,2022-11-02T00:57:24Z,2890000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,292.0,2.0,1.0,1.0,,,,,,
294,PT03M15.00S,2022-11-02T00:57:32.4Z,2,REGULAR,foul,personal,['2freethrow'],1629647,,,1610612753,59,54,2022-11-02T00:57:39Z,2900000,,,0,,D. Bazley shooting personal FOUL (1 PF) (Bol 2 FT),"[1629647, 1629626]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,,,,,,,1.0,0.0,Bol,1629626.0
296,PT03M15.00S,2022-11-02T00:57:58.6Z,2,REGULAR,freethrow,1 of 2,[],1629626,,,1610612753,59,55,2022-11-02T00:57:58Z,2920000,,,0,,B. Bol Free Throw 1 of 2 (7 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
297,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,out,[],1630544,,,1610612753,59,55,2022-11-02T00:58:07Z,2930000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,out,[],1630198,,,1610612753,59,55,2022-11-02T00:58:07Z,2940000,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,59,55,2022-11-02T00:58:07Z,2950000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,in,[],1630581,,,1610612753,59,55,2022-11-02T00:58:07Z,2960000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,in,[],1631114,,,1610612753,59,55,2022-11-02T00:58:07Z,2970000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M15.00S,2022-11-02T00:57:59.2Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,59,55,2022-11-02T00:58:07Z,2980000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M15.00S,2022-11-02T00:58:19.3Z,2,REGULAR,freethrow,2 of 2,[],1629626,,,1610612753,59,56,2022-11-02T00:58:19Z,2990000,,,0,,B. Bol Free Throw 2 of 2 (8 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
304,PT03M04.00S,2022-11-02T00:58:33.7Z,2,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,59,56,2022-11-02T00:58:40Z,3000000,,,0,,J. Williams step out-of-bounds TURNOVER (2 TO),[1631114],1610612760.0,OKC,step,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,2.0,,,,,,,,,1628953.0,,,,,,,,,,
305,PT02M48.00S,2022-11-02T00:58:55.0Z,2,REGULAR,turnover,lost ball,[],1629626,,,1610612753,59,56,2022-11-02T00:58:58Z,3010000,,,0,,B. Bol lost ball TURNOVER (3 TO),"[1629626, 1628983]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,3.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
306,PT02M48.00S,2022-11-02T00:58:55.0Z,2,REGULAR,steal,,[],1628983,,,1610612760,59,56,2022-11-02T00:58:56Z,3020000,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT02M43.00S,2022-11-02T00:59:00.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629647,5.863994743758213,53.67647058823529,1610612760,59,56,2022-11-02T00:59:06Z,3030000,-18.0,3.0,1,left,MISS D. Bazley Layup - blocked,"[1629647, 1628976]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,1.86,Missed,,,,,,,,,,Carter Jr.,1628976.0,,,,
308,PT02M43.00S,2022-11-02T00:59:00.3Z,2,REGULAR,block,,[],1628976,,,1610612760,59,56,2022-11-02T00:59:02Z,3040000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT02M40.00S,2022-11-02T00:59:03.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,59,56,2022-11-02T00:59:06Z,3050000,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,307.0,3.0,3.0,0.0,,,,,,
310,PT02M38.00S,2022-11-02T00:59:05.4Z,2,REGULAR,turnover,lost ball,[],1631094,,,1610612753,59,56,2022-11-02T00:59:08Z,3060000,,,0,,P. Banchero lost ball TURNOVER (4 TO),"[1631094, 1630581]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,
311,PT02M38.00S,2022-11-02T00:59:05.4Z,2,REGULAR,steal,,[],1630581,,,1610612760,59,56,2022-11-02T00:59:07Z,3070000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT02M33.00S,2022-11-02T00:59:10.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,7.5722733245729295,54.41176470588235,1610612760,59,56,2022-11-02T01:00:53Z,3080000,-22.0,19.0,1,left,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,2.89,Missed,,,,,,,,,,,,,,,
313,PT02M29.00S,2022-11-02T00:59:14.6Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,59,56,2022-11-02T00:59:16Z,3090000,,,0,,B. Bol REBOUND (Off:1 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,312.0,5.0,4.0,1.0,,,,,,
314,PT02M26.00S,2022-11-02T00:59:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,93.24901445466492,51.9607843137255,1610612753,59,58,2022-11-02T01:01:14Z,3100000,10.0,11.0,1,right,F. Wagner driving Layup (12 PTS) (B. Bol 1 AST),"[1630532, 1629626]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,1.47,Made,12.0,B. Bol,1629626.0,1.0,,,,,,,,,,,
316,PT02M26.00S,2022-11-02T00:59:20.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,59,58,2022-11-02T00:59:20Z,3120000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M17.00S,2022-11-02T01:01:01.5Z,2,REGULAR,3pt,Jump Shot,[],1629652,30.962549277266753,30.392156862745097,1610612760,59,58,2022-11-02T01:01:06Z,3130000,98.0,239.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,25.78,Missed,,,,,,,,,,,,,,,
318,PT02M13.00S,2022-11-02T01:01:05.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,59,58,2022-11-02T01:01:06Z,3140000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,317.0,3.0,2.0,1.0,,,,,,
319,PT02M00.00S,2022-11-02T01:01:17.9Z,2,REGULAR,2pt,Jump Shot,[],1628976,75.3777923784494,65.93137254901961,1610612753,59,58,2022-11-02T01:01:43Z,3150000,80.0,179.0,1,right,MISS W. Carter Jr. 19' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,19.59,Missed,,,,,,,,,,,,,,,
320,PT01M57.00S,2022-11-02T01:01:20.9Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,59,58,2022-11-02T01:01:22Z,3160000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,319.0,3.0,3.0,0.0,,,,,,
321,PT01M53.00S,2022-11-02T01:01:24.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,3.892904073587385,53.92156862745098,1610612760,59,58,2022-11-02T01:01:30Z,3170000,-20.0,-16.0,1,left,MISS J. Giddey cutting Layup - blocked,"[1630581, 1630532]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,2.52,Missed,,,,,,,,,,Wagner,1630532.0,,,,
322,PT01M53.00S,2022-11-02T01:01:24.9Z,2,REGULAR,block,,[],1630532,,,1610612760,59,58,2022-11-02T01:01:27Z,3180000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT01M50.00S,2022-11-02T01:01:27.9Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,59,58,2022-11-02T01:01:30Z,3190000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,321.0,2.0,2.0,0.0,,,,,,
324,PT01M49.00S,2022-11-02T01:01:32.8Z,2,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,59,58,2022-11-02T01:01:40Z,3200000,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1628953.0,,,,,,,,,,
325,PT01M35.00S,2022-11-02T01:01:51.2Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,59,58,2022-11-02T01:01:55Z,3210000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1630591]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,2.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
326,PT01M35.00S,2022-11-02T01:01:51.2Z,2,REGULAR,steal,,[],1630591,,,1610612753,59,58,2022-11-02T01:01:53Z,3220000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
327,PT01M26.00S,2022-11-02T01:01:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,93.24901445466492,55.392156862745104,1610612753,59,60,2022-11-02T01:02:02Z,3230000,27.0,11.0,1,right,P. Banchero Layup (4 PTS) (F. Wagner 2 AST),"[1631094, 1630532]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,2.92,Made,4.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,
329,PT01M26.00S,2022-11-02T01:02:04.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,59,60,2022-11-02T01:02:12Z,3250000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,1628953.0,,,,,,,,,,
330,PT01M11.00S,2022-11-02T01:02:28.3Z,2,REGULAR,turnover,bad pass,[],1629647,,,1610612760,59,60,2022-11-02T01:08:26Z,3260000,,,0,,D. Bazley bad pass TURNOVER (1 TO),"[1629647, 1631094]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.0,Banchero,1631094.0,,,,,,,,,,,,,,,,,
331,PT01M11.00S,2022-11-02T01:02:28.3Z,2,REGULAR,steal,,[],1631094,,,1610612753,59,60,2022-11-02T01:08:37Z,3270000,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT01M08.00S,2022-11-02T01:02:31.3Z,2,REGULAR,turnover,bad pass,[],1629626,,,1610612753,59,60,2022-11-02T01:22:00Z,3280000,,,0,,B. Bol bad pass TURNOVER (4 TO),"[1629626, 1629652]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,4.0,Dort,1629652.0,,,,,,,,,,,,,,,,,
333,PT01M08.00S,2022-11-02T01:02:31.3Z,2,REGULAR,steal,,[],1629652,,,1610612760,59,60,2022-11-02T01:02:33Z,3290000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
334,PT01M07.00S,2022-11-02T01:02:35.1Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612760,59,60,2022-11-02T01:02:48Z,3300000,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Dort 2 FT),"[1628976, 1629652]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,,,,,,,2.0,0.0,Dort,1629652.0
